Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-09 13:30:00+00:00,626.969970703125,632.7000122070312,623.0,625.4949951171875,6118745,99.77999877929688,100.3499984741211,99.08000183105469,99.41500091552734,5347356,259.3699951171875,260.0299987792969,256.07000732421875,257.8399963378906,5914405,312.79998779296875,312.8561096191406,309.8699951171875,310.1199951171875,3449815,224.42999267578125,226.4600067138672,223.27000427246094,224.5800018310547,12487533
2026-04-09 14:30:00+00:00,625.4000244140625,632.0,624.5499877929688,629.5999755859375,2649520,99.41500091552734,100.73999786376953,99.38999938964844,100.7300033569336,2783975,257.80999755859375,258.260009765625,257.35009765625,257.54998779296875,2479856,310.0799865722656,313.6000061035156,309.4800109863281,313.2449951171875,2083648,224.5399932861328,229.80990600585938,224.39999389648438,229.36000061035156,9049994
2026-04-09 15:30:00+00:00,629.5,637.5,628.9000244140625,634.9949951171875,2400835,100.7300033569336,101.4000015258789,100.62000274658203,101.18499755859375,4386653,257.5150146484375,259.4700012207031,257.47601318359375,259.1199951171875,2615049,313.20001220703125,316.8299865722656,313.0350036621094,316.4200134277344,1821526,229.36000061035156,233.8000030517578,229.2100067138672,231.77000427246094,11722065
2026-04-09 16:30:00+00:00,635.0800170898438,635.4998779296875,631.02099609375,631.0999755859375,1561970,101.19100189208984,102.16000366210938,101.12999725341797,101.83499908447266,5089718,259.1199951171875,260.5299987792969,258.80499267578125,260.05499267578125,2292578,316.4750061035156,317.42999267578125,315.8550109863281,316.8699951171875,1292408,231.77000427246094,231.8300018310547,230.47999572753906,231.4250030517578,6161329
2026-04-09 17:30:00+00:00,631.1599731445312,632.719970703125,627.3228149414062,628.1300048828125,1289784,101.83000183105469,102.08000183105469,101.55030059814453,101.94999694824219,4151879,260.04998779296875,260.45001220703125,259.29998779296875,259.625,1852839,316.8299865722656,317.3299865722656,316.07000732421875,316.2124938964844,1193844,231.42990112304688,232.25,230.6300048828125,231.64999389648438,4754618
2026-04-09 18:30:00+00:00,628.10498046875,629.72998046875,627.2210083007812,629.0999755859375,1245976,101.94499969482422,102.33000183105469,101.88999938964844,102.0250015258789,3814044,259.6099853515625,260.3399963378906,259.45001220703125,260.05999755859375,2088354,316.19500732421875,316.9200134277344,316.1000061035156,316.3900146484375,1071259,231.63999938964844,232.57000732421875,230.981201171875,232.35000610351562,4919762
2026-04-09 19:30:00+00:00,629.125,630.1599731445312,628.0,628.25,1664630,102.0199966430664,102.33799743652344,101.91999816894531,102.09500122070312,4499033,260.04998779296875,261.1199951171875,260.0249938964844,260.3900146484375,2894901,316.3900146484375,317.0566101074219,316.32000732421875,316.32000732421875,1231652,232.34500122070312,233.66000366210938,232.22000122070312,233.64999389648438,9022132
2026-04-10 13:30:00+00:00,634.469970703125,638.5800170898438,629.02001953125,635.2899780273438,3516801,102.46499633789062,103.08000183105469,101.45999908447266,101.970703125,6023300,259.95001220703125,261.8500061035156,259.07000732421875,261.56500244140625,5479310,318.1199951171875,319.5,316.6545104980469,317.29998779296875,2342255,235.3800048828125,239.74000549316406,235.2100067138672,239.03379821777344,18102384
