Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-05 14:30:00+00:00,303.0899963378906,303.3699951171875,299.1700134277344,299.7699890136719,5275791,98.49500274658203,100.19000244140625,98.29000091552734,98.41000366210938,14506077,662.1500244140625,670.7000122070312,661.3499755859375,662.094970703125,2566357,260.7449951171875,261.45001220703125,258.5400085449219,258.8699951171875,10468747,215.85000610351562,220.47000122070312,215.58999633789062,216.27000427246094,15889696
2026-03-05 15:30:00+00:00,299.760009765625,301.0400085449219,298.3500061035156,298.9100036621094,2874270,98.41999816894531,99.07980346679688,98.0999984741211,98.80000305175781,5658552,662.094970703125,662.8400268554688,656.3200073242188,657.1300048828125,1311462,258.9100036621094,261.2250061035156,258.07501220703125,260.7550048828125,4851072,216.3000030517578,217.25999450683594,215.7100067138672,216.75,7636952
2026-03-05 16:30:00+00:00,298.94000244140625,300.4599914550781,298.5400085449219,298.67999267578125,2165317,98.80000305175781,99.69000244140625,98.625,98.69000244140625,5173939,657.1300048828125,661.5999755859375,655.760009765625,655.9249877929688,920902,260.760009765625,261.55499267578125,258.9700012207031,259.0199890136719,3933354,216.77000427246094,218.83999633789062,216.77000427246094,217.5200958251953,4878253
2026-03-05 17:30:00+00:00,298.7300109863281,300.3699951171875,298.239990234375,298.3800048828125,1920963,98.68499755859375,99.08499908447266,98.45999908447266,98.68000030517578,4372548,655.9249877929688,656.2999877929688,651.9400024414062,653.0050048828125,1052229,259.0400085449219,259.489990234375,258.4949951171875,258.9090881347656,3426289,217.52999877929688,218.31399536132812,216.9550018310547,217.10000610351562,5598017
2026-03-05 18:30:00+00:00,298.3500061035156,299.6300048828125,298.07000732421875,299.4200134277344,1684256,98.68000030517578,98.7750015258789,98.16500091552734,98.66500091552734,3559034,653.1799926757812,654.114990234375,650.3099975585938,652.4600219726562,1037427,258.9200134277344,259.17999267578125,257.760009765625,257.8599853515625,3356489,217.0800018310547,217.82000732421875,216.8300018310547,217.8000030517578,4103468
2026-03-05 19:30:00+00:00,299.32000732421875,300.7449951171875,298.7699890136719,299.989990234375,1975111,98.66500091552734,99.37000274658203,98.47000122070312,99.19560241699219,4863049,652.3200073242188,659.3900146484375,651.1699829101562,657.4199829101562,1068715,257.8450012207031,259.489990234375,257.25,258.69000244140625,4038383,217.81700134277344,219.3000030517578,217.1999969482422,218.8000030517578,7103006
2026-03-05 20:30:00+00:00,300.04998779296875,301.42999267578125,299.1000061035156,301.010009765625,2512139,99.19499969482422,99.68000030517578,99.01499938964844,99.13999938964844,5554297,657.489990234375,661.260009765625,656.2100219726562,660.280029296875,1483347,258.67999267578125,260.55999755859375,258.4100036621094,260.260009765625,7022514,218.78500366210938,219.77000427246094,218.72000122070312,218.8699951171875,7633511
2026-03-06 14:30:00+00:00,296.0719909667969,300.0799865722656,295.2699890136719,299.67999267578125,3993396,99.37999725341797,99.87999725341797,97.4000015258789,98.20999908447266,11790312,647.9000244140625,648.3800048828125,636.1799926757812,644.2000122070312,3287887,258.739990234375,258.760009765625,254.3699951171875,256.70001220703125,8565069,214.99000549316406,217.32000732421875,214.1999969482422,215.13360595703125,11492331
