Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20 14:30:00+00:00,95.5250015258789,95.71759796142578,93.6500015258789,93.875,12614245,337.6460876464844,337.739990234375,334.6300048828125,336.8800048828125,1699272,273.389892578125,273.8500061035156,271.7200012207031,272.8800048828125,4154551,247.16000366210938,247.32000732421875,245.36500549316406,247.02000427246094,5448975,676.0150146484375,676.7000122070312,668.0,673.5700073242188,2160361
2026-04-20 15:30:00+00:00,93.87000274658203,94.29000091552734,93.66999816894531,93.86000061035156,8632256,336.739990234375,337.1199951171875,335.8800048828125,336.5799865722656,777072,272.8299865722656,272.9100036621094,272.0799865722656,272.57000732421875,2499488,247.00999450683594,247.0500030517578,246.14010620117188,246.77000427246094,3205410,673.3400268554688,674.719970703125,671.7999877929688,672.8250122070312,1400963
2026-04-20 16:30:00+00:00,93.86000061035156,94.75,93.54000091552734,94.67990112304688,6979195,336.5799865722656,337.2300109863281,336.1600036621094,336.2099914550781,1284875,272.5899963378906,273.135009765625,271.8399963378906,272.19000244140625,2403500,246.77000427246094,247.72000122070312,246.75999450683594,247.61000061035156,2487380,672.9099731445312,673.5999145507812,671.22998046875,672.6500244140625,660669
2026-04-20 17:30:00+00:00,94.67500305175781,94.68000030517578,94.19999694824219,94.26000213623047,4202375,336.239990234375,336.80999755859375,336.0199890136719,336.2900085449219,643222,272.1700134277344,273.6400146484375,271.9800109863281,273.45001220703125,2711593,247.6002960205078,248.10000610351562,247.17999267578125,247.80499267578125,2681049,672.7150268554688,673.1400146484375,670.9149780273438,672.64501953125,766075
2026-04-20 18:30:00+00:00,94.26499938964844,94.87000274658203,94.19999694824219,94.80899810791016,4962797,336.30999755859375,336.7200012207031,336.1001892089844,336.30999755859375,618996,273.4599914550781,273.4599914550781,272.6700134277344,272.69000244140625,2176297,247.80499267578125,248.5,247.6649932861328,248.13999938964844,3096367,672.739990234375,672.9600219726562,669.7999877929688,670.70751953125,842036
2026-04-20 19:30:00+00:00,94.80000305175781,95.0999984741211,94.66999816894531,94.80999755859375,6184971,336.30499267578125,336.4119873046875,334.87359619140625,335.4100036621094,1122731,272.6499938964844,273.1600036621094,272.2699890136719,272.92999267578125,3689439,248.16000366210938,248.64999389648438,247.39999389648438,248.2899932861328,4859780,670.75,672.1300048828125,669.4600219726562,670.9500122070312,1258552
2026-04-21 13:30:00+00:00,93.82499694824219,94.6500015258789,93.45999908447266,93.56500244140625,13867530,335.5799865722656,337.1700134277344,333.760009765625,336.53509521484375,2169053,271.44500732421875,272.79998779296875,269.3699951171875,269.5801086425781,8494357,254.72000122070312,255.0,251.55999755859375,252.69000244140625,12693800,670.8900146484375,676.2000122070312,667.75,674.6754760742188,1753065
2026-04-21 14:30:00+00:00,93.55999755859375,93.81999969482422,93.1500015258789,93.22000122070312,8029333,336.5350036621094,336.5799865722656,334.29010009765625,335.1499938964844,1232927,269.56500244140625,269.8500061035156,267.75,267.92999267578125,5401167,252.68499755859375,253.1300048828125,251.02999877929688,252.24989318847656,5442507,674.635009765625,675.4600219726562,670.0,672.344970703125,985532
2026-04-21 15:30:00+00:00,93.21499633789062,93.41000366210938,93.08999633789062,93.20500183105469,5074431,335.1499938964844,335.30999755859375,333.0849914550781,333.19000244140625,1115430,267.9200134277344,268.0199890136719,265.80999755859375,265.8599853515625,5635814,252.22999572753906,253.27000427246094,251.77000427246094,251.9949951171875,4541841,672.2849731445312,673.1245727539062,670.1099853515625,670.57861328125,608977
2026-04-21 16:30:00+00:00,93.20659637451172,93.29000091552734,92.68000030517578,92.88500213623047,7260874,333.2200012207031,333.69500732421875,330.79998779296875,331.0851135253906,1286598,265.8599853515625,266.8800048828125,265.3999938964844,266.1600036621094,6382916,251.96670532226562,252.52999877929688,251.0,251.5800018310547,4100944,670.5900268554688,672.22998046875,668.5001220703125,669.1900024414062,741559
2026-04-21 17:30:00+00:00,92.88500213623047,93.23999786376953,92.87999725341797,93.05500030517578,3498531,331.17999267578125,332.5299987792969,330.5,330.75,1495923,266.17999267578125,267.0,266.05999755859375,266.375,3327326,251.5850067138672,252.99000549316406,251.02099609375,251.11000061035156,2719056,669.2999877929688,674.125,669.2000122070312,670.8699951171875,747767
2026-04-21 18:30:00+00:00,93.05500030517578,93.28500366210938,92.66999816894531,92.80999755859375,5962988,330.760009765625,332.4100036621094,330.5199890136719,332.3599853515625,829954,266.3800048828125,268.19000244140625,266.3800048828125,267.9599914550781,5107191,251.1199951171875,251.7899932861328,250.35000610351562,251.4199981689453,3922213,670.9099731445312,674.1900024414062,670.47998046875,674.0,745497
2026-04-21 19:30:00+00:00,92.80500030517578,92.81999969482422,92.37000274658203,92.58999633789062,6625414,332.3999938964844,332.5400085449219,329.6300048828125,330.4599914550781,1541951,267.9649963378906,267.9700012207031,265.8699951171875,266.2200012207031,6237992,251.4199981689453,251.6999969482422,249.10000610351562,249.9499969482422,3880657,674.0,674.5999755859375,667.3300170898438,668.9000244140625,1209625
2026-04-22 13:30:00+00:00,93.05999755859375,93.8499984741211,92.77999877929688,93.7300033569336,8156466,334.885009765625,336.4778137207031,332.9599914550781,335.9599914550781,2818166,267.82000732421875,271.94000244140625,266.8699951171875,271.94000244140625,11027751,252.44500732421875,253.6699981689453,250.3300018310547,253.19500732421875,7277602,674.3400268554688,676.0,669.75,675.739990234375,2023222
2026-04-22 14:30:00+00:00,93.7300033569336,93.79000091552734,93.02999877929688,93.20999908447266,3786137,335.9599914550781,336.6700134277344,335.05999755859375,335.44000244140625,1237930,271.94000244140625,272.7650146484375,270.9800109863281,272.40008544921875,5075100,253.18499755859375,253.36500549316406,252.27000427246094,253.0,4098004,675.8300170898438,676.2999877929688,672.8699951171875,675.0698852539062,864507
2026-04-22 15:30:00+00:00,93.20500183105469,93.23999786376953,92.84500122070312,92.91000366210938,3293803,335.44000244140625,336.3999938964844,334.8599853515625,334.9200134277344,964092,272.3900146484375,273.5050048828125,272.260009765625,272.69000244140625,4099370,252.97999572753906,253.19000244140625,251.99000549316406,252.9998016357422,3028785,675.0499877929688,676.0,673.7999877929688,674.0050048828125,634205
2026-04-22 16:30:00+00:00,92.90499877929688,93.29000091552734,92.86000061035156,93.20500183105469,3048946,334.9049987792969,335.6449890136719,334.49591064453125,335.07000732421875,917178,272.7049865722656,273.4200134277344,272.3599853515625,273.2099914550781,2955513,252.9949951171875,254.05499267578125,252.5850067138672,253.27000427246094,3367362,673.9400024414062,676.2100219726562,673.47998046875,675.2000122070312,594454
2026-04-22 17:30:00+00:00,93.20999908447266,93.30999755859375,92.9800033569336,93.1050033569336,2253781,335.0950012207031,336.7025146484375,335.0199890136719,336.30999755859375,760467,273.218994140625,273.739990234375,272.6300048828125,272.68499755859375,3034300,253.25999450683594,254.61929321289062,253.16000366210938,253.875,3327088,675.2000122070312,677.8699951171875,674.9199829101562,675.7650146484375,875272
2026-04-22 18:30:00+00:00,93.1050033569336,93.38999938964844,93.05999755859375,93.30999755859375,3178629,336.32000732421875,337.3999938964844,336.135009765625,337.3900146484375,1012041,272.7099914550781,272.82000732421875,272.1004943847656,272.7099914550781,2582682,253.8800048828125,254.7899932861328,253.85000610351562,254.52000427246094,3742194,675.8200073242188,677.1699829101562,674.8699951171875,675.864990234375,727257
2026-04-22 19:30:00+00:00,93.31500244140625,93.48500061035156,93.13999938964844,93.20999908447266,3935624,337.3699951171875,338.0299987792969,337.0625,337.75,2214631,272.7149963378906,273.260009765625,272.54998779296875,273.19000244140625,4278621,254.52999877929688,255.94000244140625,254.47500610351562,255.33999633789062,4950449,675.864990234375,678.3800048828125,674.4000244140625,674.6699829101562,1334271
2026-04-23 13:30:00+00:00,94.05999755859375,94.63999938964844,93.29000091552734,93.63500213623047,9761828,339.70001220703125,339.9700012207031,337.0129089355469,337.82000732421875,3197743,275.0450134277344,275.7699890136719,273.135498046875,273.9049987792969,6409699,255.3000030517578,256.2799987792969,253.8300018310547,255.69000244140625,7583137,663.530029296875,665.8300170898438,658.25,663.8699951171875,2735741
2026-04-23 14:30:00+00:00,93.63500213623047,93.7300033569336,93.37000274658203,93.44509887695312,2299469,337.94171142578125,339.42498779296875,337.7699890136719,339.42498779296875,759376,273.9700012207031,274.3099060058594,273.3380126953125,273.4599914550781,1748449,255.7050018310547,258.4599914550781,255.7050018310547,258.1449890136719,5043265,664.0800170898438,667.5899047851562,662.8499755859375,666.5750122070312,693540
