Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-14 14:30:00+00:00,334.18499755859375,335.5,331.1400146484375,333.5,3372321,626.1599731445312,628.3599853515625,619.5999755859375,620.2849731445312,2749859,240.49000549316406,240.8498992919922,237.6699981689453,238.8300018310547,6756780,91.28500366210938,91.5198974609375,88.66999816894531,88.93000030517578,9077332,259.4800109863281,261.80999755859375,258.82000732421875,259.75,5147768
2026-01-14 15:30:00+00:00,333.5,334.42999267578125,331.7300109863281,334.1449890136719,1194591,620.3800048828125,622.119873046875,617.7100830078125,621.5850219726562,1202388,238.80999755859375,239.33740234375,237.2100067138672,238.5800018310547,3510306,88.93000030517578,89.0,88.48999786376953,88.91500091552734,3875996,259.7550048828125,260.0,257.8599853515625,258.739990234375,2978461
2026-01-14 16:30:00+00:00,334.1199951171875,334.5199890136719,332.0242004394531,333.29998779296875,945002,621.52001953125,621.6799926757812,615.75,616.27001953125,1092724,238.55999755859375,238.74000549316406,236.36000061035156,237.49000549316406,2920158,88.91580200195312,88.91999816894531,88.2699966430664,88.49500274658203,3040837,258.739990234375,258.80999755859375,256.7099914550781,257.3800048828125,2333928
2026-01-14 17:30:00+00:00,333.2799987792969,335.3800048828125,332.7799987792969,334.53460693359375,872935,616.3300170898438,617.40087890625,615.0,616.9151000976562,915159,237.49000549316406,237.49000549316406,236.60000610351562,237.07000732421875,1911511,88.48999786376953,88.48999786376953,88.01000213623047,88.33999633789062,3362152,257.3900146484375,257.7149963378906,256.9100036621094,257.5299987792969,1604961
2026-01-14 18:30:00+00:00,334.510009765625,336.19000244140625,334.0799865722656,335.1000061035156,892992,616.9149780273438,617.5900268554688,615.1500244140625,617.0999755859375,696850,237.05999755859375,237.8800048828125,236.22000122070312,237.57000732421875,1936095,88.34539794921875,88.38500213623047,87.94999694824219,88.22989654541016,2647321,257.5299987792969,258.1000061035156,257.05499267578125,257.79998779296875,1777225
2026-01-14 19:30:00+00:00,335.1300048828125,336.6600036621094,335.05999755859375,335.6199951171875,806015,617.0499877929688,619.64501953125,616.4349975585938,617.7000122070312,798230,237.57000732421875,238.0800018310547,236.64010620117188,237.41000366210938,2569512,88.2249984741211,88.48999786376953,88.14459991455078,88.2593002319336,2430071,257.79998779296875,259.9800109863281,257.7900085449219,259.9700012207031,2443932
2026-01-14 20:30:00+00:00,335.6499938964844,337.0199890136719,335.57000732421875,336.3699951171875,1274789,617.8900146484375,618.9199829101562,614.8150024414062,615.3499755859375,5123288,237.4199981689453,237.7899932861328,236.24000549316406,236.6750030517578,3809421,88.26000213623047,88.68000030517578,88.23999786376953,88.51899719238281,16878560,259.9800109863281,260.6000061035156,258.6841125488281,259.95001220703125,14485668
2026-01-15 14:30:00+00:00,336.9399108886719,336.9399108886719,332.6600036621094,333.25,2987753,617.3900146484375,620.5499877929688,614.22998046875,619.5900268554688,2296340,238.42999267578125,238.77000427246094,236.6300048828125,237.75,7377564,89.1500015258789,89.88999938964844,88.83999633789062,89.21499633789062,5742698,260.6499938964844,261.0299987792969,259.6199951171875,260.10009765625,5046140
