Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16 10:30:00-04:00,77.36499786376953,77.65989685058594,77.2249984741211,77.25,1930007,247.27000427246094,248.27000427246094,246.77000427246094,247.6300048828125,4375881,333.32000732421875,334.2799987792969,332.27508544921875,332.70001220703125,2634989,679.7349853515625,680.5,676.0599975585938,676.3599853515625,1476798,341.54998779296875,343.6199035644531,341.2601013183594,342.7850036621094,1391498
2026-09-16 11:30:00-04:00,77.23999786376953,77.45999908447266,77.11000061035156,77.31999969482422,1649937,247.6300048828125,248.1699981689453,247.3699951171875,247.8800048828125,1990570,332.7001037597656,333.57000732421875,332.3299865722656,332.7200012207031,2552667,676.4285278320312,679.0999755859375,675.1799926757812,676.4000244140625,1058492,342.7300109863281,342.8999938964844,342.04998779296875,342.35321044921875,589611
2026-09-16 12:30:00-04:00,77.32499694824219,77.36000061035156,77.19999694824219,77.29889678955078,1124153,247.88999938964844,248.02000427246094,247.3699951171875,247.74000549316406,2186030,332.7099914550781,333.2799987792969,332.2900085449219,333.2699890136719,1735612,676.4650268554688,677.5093994140625,675.3400268554688,676.344970703125,1597221,342.32000732421875,342.67999267578125,341.69000244140625,341.8599853515625,464636
2026-09-16 13:30:00-04:00,77.29979705810547,77.44999694824219,77.06330108642578,77.33499908447266,1782232,247.7550048828125,248.39999389648438,247.2100067138672,247.3300018310547,2219498,333.2799987792969,334.7900085449219,333.0,334.5899963378906,3134456,676.3599853515625,682.0,673.2999877929688,678.5700073242188,1600514,341.8999938964844,343.29998779296875,341.1000061035156,342.5299987792969,1018613
2026-09-16 14:30:00-04:00,77.33989715576172,77.3489990234375,76.38999938964844,76.47000122070312,4299605,247.3000030517578,247.77999877929688,244.3000030517578,244.67999267578125,5322985,334.6299133300781,334.69000244140625,330.70001220703125,331.6099853515625,4633250,678.5250244140625,684.8699951171875,671.9141845703125,673.1599731445312,3168750,342.5400085449219,342.7300109863281,337.45001220703125,338.25,1567323
2026-09-16 15:30:00-04:00,76.45999908447266,76.70500183105469,76.30999755859375,76.41999816894531,3643297,244.67999267578125,246.19000244140625,244.6300048828125,245.83999633789062,4470768,331.6000061035156,332.5899963378906,331.4949951171875,332.5,3490005,673.1400146484375,677.4299926757812,672.155029296875,673.3300170898438,1659674,338.25,340.5799865722656,337.9200134277344,339.3299865722656,1704195
2026-09-17 09:30:00-04:00,76.90499877929688,76.92310333251953,75.6500015258789,75.91500091552734,5452424,251.1300048828125,252.33999633789062,249.24000549316406,251.97000122070312,8638125,334.7550048828125,335.5799865722656,330.1936950683594,333.44500732421875,7061499,682.4400024414062,683.0700073242188,667.0499877929688,672.0001220703125,3730408,344.9100036621094,345.9649963378906,340.5,342.989990234375,2942425
2026-09-17 10:30:00-04:00,75.91000366210938,76.08999633789062,75.37000274658203,75.72000122070312,3807508,252.0050048828125,252.72999572753906,251.22000122070312,251.58999633789062,3326395,333.4700012207031,333.8500061035156,332.010009765625,333.1400146484375,3304656,672.0,675.989990234375,671.5841064453125,674.280029296875,1593749,342.9700012207031,344.9700012207031,341.6600036621094,343.9750061035156,1335293
2026-09-17 11:30:00-04:00,75.72000122070312,75.86000061035156,75.5999984741211,75.69000244140625,2243885,251.58999633789062,252.4600067138672,250.9199981689453,251.2949981689453,2349227,333.1300048828125,336.3999938964844,332.8699951171875,336.0899963378906,3776289,674.3699951171875,679.5,673.8973999023438,679.3599853515625,1542488,344.0,344.25,341.1700134277344,341.6700134277344,1929527
2026-09-17 12:30:00-04:00,75.68000030517578,75.79000091552734,75.53099822998047,75.61499786376953,2261695,251.2899932861328,251.8800048828125,250.8323974609375,251.26499938964844,1543297,336.0299987792969,336.4700012207031,335.260009765625,335.45001220703125,2072647,679.2650146484375,679.75,677.0499877929688,678.0,998366,341.6600036621094,342.42999267578125,341.2149963378906,341.32000732421875,890489
2026-09-17 13:30:00-04:00,75.62000274658203,75.80999755859375,75.56999969482422,75.62000274658203,2696728,251.27000427246094,251.53990173339844,250.92999267578125,251.22999572753906,1365263,335.44000244140625,336.19000244140625,335.3999938964844,335.7998962402344,1695857,678.0900268554688,678.739990234375,675.8200073242188,677.9099731445312,924219,341.2900085449219,342.25,341.1499938964844,342.1400146484375,1114509
2026-09-17 14:30:00-04:00,75.625,75.63999938964844,75.33000183105469,75.51499938964844,2993005,251.26499938964844,251.8000030517578,250.72999572753906,250.90499877929688,2013722,335.79998779296875,337.4700012207031,335.6499938964844,337.0050048828125,3725541,677.9249877929688,678.0999755859375,675.8300170898438,677.4199829101562,1118416,342.1700134277344,343.29998779296875,341.8699951171875,343.05499267578125,875994
2026-09-17 15:30:00-04:00,75.51000213623047,75.56999969482422,75.30000305175781,75.30000305175781,3188156,250.92999267578125,251.88999938964844,250.88999938964844,251.17999267578125,2888036,337.0050048828125,338.3399963378906,336.8299865722656,337.0799865722656,4255179,677.4199829101562,683.2000122070312,677.1950073242188,682.7000122070312,2191443,343.07000732421875,344.0199890136719,343.0400085449219,343.739990234375,1191834
2026-09-18 09:30:00-04:00,71.2699966430664,72.18000030517578,70.11000061035156,72.04499816894531,29171710,252.86000061035156,254.49000549316406,251.8800048828125,252.64999389648438,16087488,337.989990234375,338.489990234375,333.0,333.489990234375,15722541,686.8200073242188,690.1500244140625,668.4906005859375,673.6199951171875,7130990,351.2200012207031,355.1300048828125,346.1000061035156,346.56500244140625,10405963
2026-09-18 10:30:00-04:00,72.04499816894531,72.37999725341797,71.83000183105469,71.93000030517578,6399308,252.63999938964844,255.42999267578125,252.22000122070312,253.07000732421875,5182986,333.4996032714844,335.80999755859375,332.5299987792969,334.9949951171875,4546693,673.7164916992188,681.8350219726562,673.0700073242188,673.6799926757812,2346194,346.56500244140625,348.17999267578125,345.4700012207031,346.82501220703125,2938674
2026-09-18 11:30:00-04:00,71.91500091552734,71.93000030517578,71.45999908447266,71.63999938964844,5049467,253.07000732421875,253.90499877929688,252.5500030517578,253.6199951171875,2084915,334.9801025390625,335.2250061035156,334.230712890625,334.6000061035156,2307608,673.780029296875,674.02001953125,669.4299926757812,670.8900146484375,2346574,346.8525085449219,346.9100036621094,344.95001220703125,345.82501220703125,1707513
2026-09-18 12:30:00-04:00,71.63999938964844,72.05000305175781,71.53500366210938,71.94499969482422,3875802,253.60000610351562,253.80999755859375,252.94000244140625,253.0500030517578,1044651,334.6300048828125,335.4599914550781,334.4200134277344,335.2149963378906,2356150,670.9061279296875,672.5900268554688,669.27001953125,670.5999755859375,2408072,345.8299865722656,346.2699890136719,345.3699951171875,345.4142150878906,738326
2026-09-18 13:30:00-04:00,71.94499969482422,71.95999908447266,71.53109741210938,71.61000061035156,3704229,253.05999755859375,253.27000427246094,252.75100708007812,253.18499755859375,1284868,335.20001220703125,335.8500061035156,335.0600891113281,335.7099914550781,1914387,670.6500244140625,672.489990234375,670.1300048828125,671.22998046875,920051,345.3999938964844,346.9898986816406,345.18438720703125,346.75,887132
2026-09-18 14:30:00-04:00,71.61499786376953,72.16999816894531,71.5999984741211,71.94499969482422,5692367,253.1875,254.8000030517578,253.14999389648438,254.5749969482422,2143601,335.7200012207031,336.4800109863281,335.3999938964844,336.2200012207031,3298622,671.22998046875,674.2999877929688,670.1500244140625,670.5086059570312,1392443,346.7349853515625,348.25,346.68890380859375,347.95001220703125,1246618
2026-09-18 15:30:00-04:00,71.94000244140625,72.00499725341797,71.58000183105469,71.79000091552734,7433464,254.5749969482422,254.59359741210938,253.5,253.50999450683594,3900238,336.239990234375,336.94000244140625,335.5899963378906,335.5899963378906,5514957,670.4949951171875,670.6395263671875,660.7999877929688,665.52001953125,2759327,347.94000244140625,348.0199890136719,343.8699951171875,344.30999755859375,3793816
2026-09-21 09:30:00-04:00,71.94000244140625,73.12000274658203,71.79000091552734,73.05000305175781,8559742,256.5199890136719,257.1199951171875,253.60000610351562,255.82000732421875,9032052,335.20001220703125,337.79998779296875,333.04998779296875,337.29998779296875,7995425,680.3800048828125,716.2899780273438,679.5999755859375,712.35498046875,12617758,346.1000061035156,353.2900085449219,344.79998779296875,351.95001220703125,4640366
2026-09-21 10:30:00-04:00,73.05500030517578,73.57499694824219,72.73999786376953,73.33000183105469,4183459,255.83999633789062,256.7099914550781,254.47999572753906,255.4199981689453,3843650,337.2900085449219,338.2149963378906,336.30999755859375,337.0400085449219,3529230,712.35498046875,713.6895751953125,706.0999755859375,712.5349731445312,3687001,351.8500061035156,353.29998779296875,349.93798828125,352.1600036621094,1536649
2026-09-21 11:30:00-04:00,73.33499908447266,73.73999786376953,73.27999877929688,73.63500213623047,3033096,255.4149932861328,257.8999938964844,255.1300048828125,257.864990234375,4067639,337.0299987792969,339.0,336.9049987792969,338.5299987792969,3353338,712.405029296875,728.4000244140625,712.3699951171875,726.530029296875,5651487,352.1600036621094,353.0299987792969,351.6199951171875,352.5299072265625,1508527
2026-09-21 12:30:00-04:00,73.62999725341797,73.81500244140625,73.58000183105469,73.65499877929688,2154252,257.864990234375,258.69000244140625,257.2699890136719,257.6625061035156,4255484,338.5398864746094,339.260009765625,338.4100036621094,338.760009765625,1905170,726.4949951171875,738.3099975585938,726.469970703125,737.6489868164062,5155601,352.55499267578125,352.7200012207031,351.0960998535156,352.0474853515625,965624
2026-09-21 13:30:00-04:00,73.65499877929688,73.65499877929688,73.19000244140625,73.27999877929688,3210124,257.673095703125,259.05999755859375,257.5,258.4800109863281,2762744,338.760009765625,339.0899963378906,337.75,339.0050048828125,2121936,737.6397094726562,749.4000244140625,736.3400268554688,749.4000244140625,6467344,352.0920104980469,352.6199951171875,351.0899963378906,351.6099853515625,1274567
