Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27 14:30:00+00:00,201.22999572753906,201.85879516601562,200.27000427246094,201.08999633789062,7705452,277.6499938964844,279.0899963378906,277.1199951171875,277.989990234375,3247013,254.4600067138672,254.69000244140625,251.8000030517578,252.6199951171875,5252638,530.9099731445312,533.1199951171875,526.530029296875,529.3350219726562,4040232,93.73500061035156,93.9800033569336,93.08999633789062,93.74500274658203,5372662
2026-03-27 15:30:00+00:00,201.08999633789062,201.72000122070312,200.47000122070312,200.72999572753906,6035750,278.0,278.4100036621094,275.9800109863281,276.15008544921875,2519428,252.6199951171875,253.24000549316406,251.69000244140625,251.77999877929688,3302520,529.3099975585938,530.8099975585938,526.1099853515625,527.0650024414062,3185566,93.73999786376953,93.91000366210938,93.13020324707031,93.30000305175781,3615766
2026-03-27 16:30:00+00:00,200.72000122070312,201.8300018310547,200.47999572753906,200.8300018310547,4411988,276.1700134277344,276.57501220703125,274.2699890136719,274.3800048828125,2507244,251.77499389648438,252.75999450683594,250.3699951171875,250.41000366210938,3282303,527.0650024414062,530.489990234375,523.5800170898438,524.3400268554688,3139821,93.29499816894531,93.80000305175781,93.25,93.29000091552734,3326168
2026-03-27 17:30:00+00:00,200.82000732421875,200.94000244140625,200.16000366210938,200.4499969482422,4756624,274.3800048828125,275.17999267578125,273.67999267578125,275.0199890136719,2642999,250.41000366210938,250.5800018310547,248.63499450683594,249.38499450683594,4579763,524.27001953125,524.489990234375,520.260009765625,524.114990234375,3716265,93.27999877929688,93.67500305175781,93.2249984741211,93.5250015258789,3441703
2026-03-27 18:30:00+00:00,200.44000244140625,200.60000610351562,199.4550018310547,200.11000061035156,6656841,274.989990234375,275.45001220703125,274.4100036621094,274.5299987792969,1976124,249.4199981689453,249.52000427246094,248.25,248.40989685058594,4113587,524.02001953125,526.7000122070312,523.4099731445312,526.405029296875,2907589,93.5199966430664,93.54000091552734,92.73999786376953,93.5250015258789,4030471
2026-03-27 19:30:00+00:00,200.11500549316406,200.27699279785156,199.13999938964844,199.32000732421875,6656843,274.5350036621094,274.9097900390625,273.4800109863281,273.69000244140625,2660438,248.41000366210938,249.3699951171875,248.07000732421875,248.6199951171875,5252096,526.4199829101562,527.2000122070312,524.2000122070312,525.7100219726562,2524886,93.5250015258789,93.61000061035156,93.04000091552734,93.44000244140625,5083660
2026-03-30 13:30:00+00:00,201.35000610351562,202.35000610351562,200.19000244140625,201.3699951171875,9026229,275.8900146484375,276.260009765625,272.510009765625,273.3485107421875,5889879,249.9949951171875,250.83999633789062,246.97000122070312,247.8300018310547,6260227,536.375,537.2000122070312,528.5399780273438,532.6749877929688,5912330,92.75700378417969,94.48999786376953,92.22000122070312,93.26499938964844,7935865
2026-03-30 14:30:00+00:00,201.3699951171875,203.52000427246094,201.10000610351562,203.0399932861328,5775546,273.2900085449219,274.2200012207031,272.4700012207031,273.44000244140625,2853056,247.82000732421875,248.0,246.0399932861328,246.52999877929688,4008529,532.6099853515625,536.7158203125,530.4749755859375,534.2999877929688,3349550,93.26499938964844,94.20999908447266,93.04000091552734,94.12000274658203,4293920
2026-03-30 15:30:00+00:00,203.0500030517578,203.8000030517578,202.6199951171875,202.63600158691406,3633010,273.4100036621094,275.2099914550781,273.3500061035156,273.55999755859375,1781556,246.52999877929688,247.2100067138672,245.9600067138672,246.02000427246094,2817533,534.3800048828125,539.5499877929688,534.0700073242188,536.7000122070312,2306779,94.11499786376953,94.19999694824219,93.41500091552734,93.41999816894531,2524033
2026-03-30 16:30:00+00:00,202.6199951171875,203.02999877929688,201.68060302734375,201.7100067138672,3042825,273.5,274.05999755859375,273.05999755859375,273.3800048828125,1358543,246.00999450683594,247.44000244140625,245.9600067138672,246.25,2713501,536.7000122070312,538.4598999023438,535.3499755859375,535.969970703125,1723262,93.41999816894531,93.81500244140625,93.30000305175781,93.31099700927734,2018967
2026-03-30 17:30:00+00:00,201.69000244140625,202.3300018310547,200.94000244140625,200.94000244140625,3474720,273.3800048828125,273.69989013671875,272.5201110839844,272.5350036621094,1359070,246.2550048828125,247.32000732421875,245.9949951171875,246.48019409179688,2877202,535.989990234375,539.25,535.2000122070312,537.4000244140625,1924447,93.31999969482422,93.44999694824219,92.88500213623047,92.91500091552734,2324988
2026-03-30 18:30:00+00:00,200.9600067138672,201.27499389648438,199.99000549316406,200.11000061035156,6440614,272.55999755859375,272.79998779296875,271.6700134277344,271.82000732421875,1576129,246.50999450683594,246.8300018310547,245.8300018310547,245.88999938964844,2969148,537.4500122070312,538.2000122070312,534.2745971679688,534.9600219726562,2195923,92.91500091552734,93.16999816894531,92.37000274658203,92.51000213623047,2696814
2026-03-30 19:30:00+00:00,200.11000061035156,201.22999572753906,199.98019409179688,200.89999389648438,5104313,271.79998779296875,273.5,271.5350036621094,273.1000061035156,2333502,245.88999938964844,247.0399932861328,245.50999450683594,246.5399932861328,4551161,534.989990234375,537.2999877929688,533.22998046875,536.3800048828125,2446750,92.51000213623047,93.21499633789062,92.47010040283203,92.97000122070312,3423678
2026-03-31 13:30:00+00:00,204.875,207.33999633789062,204.13999938964844,206.2050018310547,10006957,277.8399963378906,281.6300048828125,276.80999755859375,281.3699951171875,4976954,247.88999938964844,249.27000427246094,247.63999938964844,248.94009399414062,5972142,549.760009765625,559.0599975585938,546.77001953125,555.7307739257812,6363216,93.25,95.21499633789062,93.16999816894531,94.77999877929688,7533279
2026-03-31 14:30:00+00:00,206.1999969482422,206.47000122070312,204.42999267578125,206.00999450683594,4742493,281.3800048828125,281.7900085449219,279.7550048828125,280.760009765625,2751520,248.94009399414062,249.00999450683594,247.1009979248047,248.42999267578125,3461229,555.7899780273438,557.9099731445312,551.5499877929688,557.60498046875,3757919,94.77989959716797,95.26000213623047,94.34500122070312,94.90499877929688,4040253
2026-03-31 15:30:00+00:00,206.00999450683594,206.4149932861328,205.27000427246094,206.3498992919922,2842938,280.75,281.6000061035156,280.2099914550781,281.4150085449219,1848397,248.4499969482422,250.69000244140625,247.66000366210938,250.33999633789062,3436143,557.6199951171875,561.0399780273438,555.8499755859375,560.0599975585938,2145036,94.90979766845703,95.26820373535156,94.72000122070312,95.05000305175781,2862404
2026-03-31 16:30:00+00:00,206.33999633789062,210.27999877929688,206.02000427246094,209.15499877929688,7532946,281.4100036621094,286.95001220703125,280.9750061035156,285.8299865722656,3861623,250.3498992919922,253.92990112304688,250.17999267578125,253.22500610351562,5752049,560.0900268554688,573.6900024414062,559.7999877929688,570.280029296875,4209873,95.04499816894531,96.26000213623047,95.01000213623047,95.83999633789062,7243189
2026-03-31 17:30:00+00:00,209.15499877929688,209.8300018310547,208.22000122070312,208.67999267578125,4218601,285.7900085449219,287.0400085449219,285.1099853515625,286.0799865722656,2211165,253.17999267578125,253.9600067138672,252.39999389648438,253.1300048828125,3142090,570.2100219726562,572.0700073242188,568.1599731445312,571.22998046875,2421610,95.83000183105469,96.22000122070312,95.76000213623047,95.95999908447266,3577275
2026-03-31 18:30:00+00:00,208.6300048828125,209.27999877929688,208.44000244140625,209.03500366210938,4825023,286.05999755859375,286.5,285.4800109863281,285.6600036621094,2228626,253.1199951171875,254.125,253.02000427246094,253.6699981689453,3514497,571.3150024414062,572.1199951171875,568.7050170898438,570.0700073242188,2241332,95.95999908447266,96.0,95.5199966430664,95.69999694824219,3641666
2026-03-31 19:30:00+00:00,209.0399932861328,210.0,207.9199981689453,208.2899932861328,7617213,285.6499938964844,287.04998779296875,285.5,286.7799987792969,3797655,253.6699981689453,255.47999572753906,253.27999877929688,253.7899932861328,7002121,570.1099853515625,572.280029296875,568.5999755859375,572.02001953125,3461097,95.69499969482422,96.22000122070312,95.68499755859375,96.13999938964844,8782768
2026-04-01 13:30:00+00:00,210.43499755859375,211.38999938964844,208.19000244140625,210.8699951171875,9801957,289.9800109863281,294.614990234375,289.4700012207031,294.375,6625993,254.3000030517578,256.17999267578125,253.82000732421875,254.26499938964844,7128514,581.0700073242188,585.0,573.9155883789062,579.52001953125,5865736,96.5199966430664,97.19999694824219,94.26399993896484,95.16999816894531,8580186
