Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08 09:30:00-04:00,77.51000213623047,77.72000122070312,75.91999816894531,76.40989685058594,9572851,256.760009765625,257.69000244140625,254.8000030517578,255.14300537109375,6578319,317.1199951171875,320.70001220703125,315.2919921875,315.6700134277344,7866168,615.875,623.219970703125,615.0504760742188,616.2100219726562,3197329,331.94000244140625,333.6300048828125,330.3900146484375,331.8999938964844,3378715
2026-09-08 10:30:00-04:00,76.40499877929688,76.80999755859375,76.36000061035156,76.5999984741211,3487951,255.19000244140625,257.4599914550781,254.75,257.3163146972656,3429833,315.6700134277344,316.7799987792969,315.2699890136719,316.2491149902344,3628788,616.239990234375,618.6199951171875,613.469970703125,617.1199951171875,1524567,331.8699951171875,335.44000244140625,331.6000061035156,335.1300048828125,1891569
2026-09-08 11:30:00-04:00,76.59500122070312,76.76000213623047,76.33000183105469,76.48500061035156,2874032,257.3599853515625,257.6177062988281,256.2300109863281,256.9049987792969,2403840,316.2449951171875,316.80999755859375,315.4599914550781,316.0849914550781,2793598,617.1599731445312,617.9000244140625,615.1701049804688,616.4099731445312,904118,335.1300048828125,335.7900085449219,334.8301086425781,335.32501220703125,920139
2026-09-08 12:30:00-04:00,76.48200225830078,76.93000030517578,76.41500091552734,76.71499633789062,2598350,256.8800048828125,257.989990234375,256.8702087402344,256.91009521484375,1706774,316.1000061035156,316.55999755859375,315.75,316.2699890136719,2043779,616.4099731445312,620.030029296875,616.3099975585938,617.8939819335938,1120516,335.30999755859375,336.4200134277344,334.95001220703125,336.1499938964844,873475
2026-09-08 13:30:00-04:00,76.71499633789062,76.88999938964844,76.63500213623047,76.74500274658203,2055705,256.92498779296875,257.2900085449219,256.6700134277344,257.06500244140625,1500540,316.2720031738281,316.739990234375,315.9410095214844,316.3900146484375,2237699,617.8900146484375,618.6298828125,616.0,616.5599975585938,931584,336.1300048828125,336.4700012207031,334.5799865722656,334.8204040527344,876154
2026-09-08 14:30:00-04:00,76.75,76.83989715576172,76.58000183105469,76.6449966430664,3389571,257.1099853515625,257.5,256.07000732421875,257.1200866699219,2219035,316.3949890136719,316.5299987792969,314.9200134277344,315.79998779296875,3695049,616.5700073242188,624.7999877929688,609.739990234375,613.364990234375,4021065,334.82000732421875,335.29998779296875,333.7799987792969,334.3999938964844,1403099
2026-09-08 15:30:00-04:00,76.6449966430664,76.83999633789062,76.47000122070312,76.77999877929688,4313529,257.1600036621094,257.2701110839844,256.44000244140625,256.9599914550781,3295667,315.80010986328125,316.69000244140625,315.5249938964844,316.3500061035156,3631577,613.3599853515625,617.47998046875,612.7100219726562,613.3099975585938,1840718,334.3999938964844,335.4700012207031,334.0299987792969,335.4100036621094,1481873
2026-09-09 09:30:00-04:00,76.33999633789062,76.72000122070312,76.2300033569336,76.54499816894531,4251913,253.1199951171875,254.6199951171875,250.88999938964844,252.4499969482422,8969325,315.93011474609375,318.1300048828125,314.3299865722656,314.75,7809919,648.6400146484375,651.6909790039062,638.5601196289062,643.780029296875,11961727,328.8868103027344,328.989990234375,325.6300048828125,328.2449951171875,6239678
