Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27 14:30:00+00:00,94.40499877929688,94.43000030517578,90.5999984741211,91.93000030517578,41199316,303.94000244140625,309.5,303.59051513671875,307.95001220703125,2770322,206.7899932861328,208.77000427246094,205.1999969482422,208.18499755859375,7814815,272.80999755859375,272.80999755859375,268.29998779296875,268.5050048828125,8446879,643.4500122070312,649.4400024414062,639.610107421875,646.6400146484375,1439474
2026-02-27 15:30:00+00:00,91.93499755859375,93.5,91.51499938964844,93.15070343017578,15237872,307.9599914550781,309.1199951171875,307.3700866699219,307.9049987792969,1183109,208.19000244140625,209.2198944091797,207.65499877929688,208.14010620117188,3668438,268.4700927734375,269.6400146484375,268.1919860839844,269.05499267578125,0,646.6799926757812,648.1199951171875,643.6799926757812,644.1649780273438,560839
2026-02-27 16:30:00+00:00,93.1500015258789,93.80000305175781,92.5199966430664,93.41500091552734,9931917,307.94000244140625,308.9110107421875,306.7799987792969,307.5150146484375,949779,208.19000244140625,209.6300048828125,207.62010192871094,208.17999267578125,2696807,269.07000732421875,269.5199890136719,267.2699890136719,267.8841857910156,1958841,644.219970703125,646.0999755859375,642.3101196289062,643.22998046875,1884745
2026-02-27 17:30:00+00:00,93.41999816894531,95.31999969482422,93.40499877929688,95.0,15587915,307.6099853515625,308.03009033203125,305.1300048828125,305.5799865722656,878346,208.19000244140625,208.4600067138672,207.3800048828125,208.1999969482422,2157826,267.8699951171875,268.260009765625,265.8800048828125,265.9508056640625,8433506,643.3099975585938,644.2999877929688,638.3699951171875,639.8900146484375,0
2026-02-27 18:30:00+00:00,94.9800033569336,95.80000305175781,94.94000244140625,95.76499938964844,10751424,305.54998779296875,308.260009765625,305.29998779296875,306.8900146484375,1028657,208.2100067138672,209.36000061035156,208.1199951171875,208.83999633789062,2219168,265.95001220703125,266.4800109863281,265.4801025390625,265.7300109863281,0,639.8699951171875,642.1500244140625,639.3300170898438,640.2150268554688,539099
2026-02-27 19:30:00+00:00,95.76499938964844,96.68000030517578,95.05999755859375,96.59500122070312,12076434,306.8599853515625,307.8550109863281,306.1600036621094,307.6099853515625,964732,208.85000610351562,209.88499450683594,208.44000244140625,209.25999450683594,2512127,265.7300109863281,266.8999938964844,265.260009765625,266.6400146484375,2562786,640.2150268554688,642.0,638.1199951171875,641.0900268554688,679889
2026-02-27 20:30:00+00:00,96.59290313720703,96.75,95.37999725341797,96.26000213623047,13870905,307.5899963378906,312.0,306.6300048828125,311.30999755859375,3071226,209.25999450683594,210.3300018310547,208.25,210.00999450683594,4741651,266.6300048828125,266.6300048828125,262.8900146484375,264.1700134277344,9125681,641.2100219726562,649.10498046875,639.6500244140625,648.010009765625,1644828
2026-03-02 14:30:00+00:00,95.33000183105469,98.06999969482422,95.25,96.80500030517578,17106552,302.92999267578125,306.1415100097656,301.05999755859375,304.4800109863281,4790967,204.5500030517578,208.54550170898438,203.5,207.8800048828125,7753828,262.44000244140625,264.5398864746094,260.20001220703125,263.80999755859375,9648357,637.1599731445312,654.3200073242188,634.5,651.8300170898438,1598024
