Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-11 15:30:00+00:00,317.07501220703125,317.8900146484375,315.239990234375,315.54998779296875,1521142,230.86000061035156,231.0399932861328,228.69009399414062,228.85000610351562,2150176,652.5399780273438,653.1849975585938,646.0300903320312,646.6099853515625,990587,276.114990234375,276.5899963378906,275.20001220703125,275.82501220703125,2343607,94.3949966430664,94.68000030517578,93.70999908447266,94.08499908447266,4362495
2025-12-11 16:30:00+00:00,315.5249938964844,316.5400085449219,314.6600036621094,316.05999755859375,1109293,228.88999938964844,230.27999877929688,228.77999877929688,230.08250427246094,1738077,646.7100219726562,649.719970703125,645.2999877929688,648.8400268554688,586515,275.82000732421875,278.17999267578125,275.80999755859375,277.9049987792969,2412367,94.08499908447266,94.81999969482422,93.98999786376953,94.62000274658203,3473366
2025-12-11 17:30:00+00:00,316.0574951171875,316.543212890625,309.8800048828125,313.3900146484375,2408094,230.08999633789062,230.3990020751953,229.24000549316406,229.47999572753906,1695827,648.8350219726562,650.4500122070312,647.9550170898438,649.3900146484375,651876,277.9200134277344,278.3500061035156,277.3800048828125,277.5226135253906,1473658,94.61219787597656,94.7699966430664,94.07499694824219,94.08999633789062,2643380
2025-12-11 18:30:00+00:00,313.4100036621094,314.55999755859375,311.2349853515625,313.6050109863281,2208647,229.47999572753906,230.07940673828125,229.33999633789062,229.8441925048828,1454306,649.3400268554688,653.4149780273438,649.22998046875,651.9199829101562,660057,277.5249938964844,278.2099914550781,277.510009765625,277.760009765625,1432317,94.0999984741211,94.45999908447266,94.05000305175781,94.4198989868164,2583434
2025-12-11 19:30:00+00:00,313.6300048828125,314.29998779296875,312.8399963378906,313.3500061035156,1218542,229.85000610351562,230.10000610351562,229.50999450683594,229.6925048828125,1703233,652.0,653.280029296875,650.2000122070312,650.5499877929688,639281,277.760009765625,278.2149963378906,277.59130859375,278.0950012207031,1817634,94.41000366210938,94.41999816894531,93.70999908447266,93.8499984741211,3095959
2025-12-11 20:30:00+00:00,313.3399963378906,314.1099853515625,312.85009765625,313.7099914550781,1611593,229.7100067138672,230.3000030517578,229.30999755859375,230.27000427246094,2253506,650.52001953125,652.8699951171875,650.1500244140625,652.780029296875,649752,278.0899963378906,278.2099914550781,277.4700012207031,278.05999755859375,1985352,93.8499984741211,94.13999938964844,93.68000030517578,94.11499786376953,2855312
2025-12-12 14:30:00+00:00,315.0950012207031,316.1300048828125,309.4330139160156,309.5899963378906,3133641,230.02000427246094,230.0800018310547,226.35000610351562,226.3800048828125,6052796,647.0,652.010009765625,643.8499755859375,644.010009765625,1868580,277.0,279.2200012207031,276.9700927734375,277.8699951171875,3907328,95.125,96.91999816894531,95.125,95.54000091552734,11663856
2025-12-12 15:30:00+00:00,309.6099853515625,310.94000244140625,307.0880126953125,308.0,2344376,226.36000061035156,227.61000061035156,225.3000030517578,226.02000427246094,3720416,643.9299926757812,647.2000122070312,639.010009765625,641.469970703125,1448891,277.8800048828125,278.8599853515625,277.44000244140625,277.739990234375,3485545,95.54199981689453,96.06999969482422,94.88009643554688,95.15499877929688,3629040
2025-12-12 16:30:00+00:00,308.0,310.7799987792969,306.9599914550781,309.57000732421875,1633867,226.0,226.6999969482422,225.1199951171875,226.3300018310547,2582048,641.3699951171875,643.8223266601562,638.6099853515625,643.219970703125,1057779,277.7699890136719,278.44000244140625,277.2807922363281,277.8550109863281,2096132,95.15499877929688,95.41999816894531,94.84500122070312,95.15499877929688,2672382
2025-12-12 17:30:00+00:00,309.57000732421875,311.69000244140625,309.0199890136719,311.6499938964844,1082515,226.32000732421875,227.13980102539062,226.14999389648438,226.99000549316406,1740300,643.3699951171875,648.5,642.2650146484375,647.5001220703125,872664,277.8349914550781,279.19000244140625,277.8349914550781,279.04998779296875,2564725,95.15560150146484,95.55999755859375,95.0199966430664,95.44000244140625,1950927
2025-12-12 18:30:00+00:00,311.6499938964844,311.8900146484375,310.3900146484375,310.9627990722656,809271,226.99000549316406,227.375,226.66000366210938,226.85000610351562,1616710,647.6799926757812,648.5,645.094970703125,645.3099975585938,604159,279.0400085449219,279.04998779296875,277.7300109863281,277.95001220703125,2354465,95.44499969482422,95.79000091552734,95.38999938964844,95.55500030517578,10145800
2025-12-12 19:30:00+00:00,310.9700012207031,311.4200134277344,310.57000732421875,310.79998779296875,722659,226.8699951171875,227.16000366210938,226.60000610351562,226.71200561523438,1797710,645.3200073242188,646.2000122070312,644.4801025390625,645.3499755859375,670874,277.95001220703125,278.80999755859375,277.80999755859375,278.05499267578125,2391168,95.55999755859375,95.83999633789062,95.47000122070312,95.66510009765625,0
2025-12-12 20:30:00+00:00,310.82000732421875,310.92999267578125,309.5,310.510009765625,1398728,226.72000122070312,226.7550048828125,225.77830505371094,226.19000244140625,2808944,645.4600219726562,645.8200073242188,642.5999755859375,644.239990234375,982613,278.04998779296875,278.5,276.94500732421875,278.3699951171875,2787871,95.66999816894531,95.69999694824219,94.6500015258789,95.20500183105469,4024839
2025-12-15 14:30:00+00:00,312.625,312.70001220703125,307.2349853515625,307.7300109863281,3980818,226.7949981689453,227.10000610351562,222.88999938964844,223.02999877929688,6475168,645.4249877929688,649.6500244140625,638.7000732421875,641.0549926757812,2264723,279.75,279.79168701171875,273.6199951171875,274.1449890136719,8113962,96.01499938964844,96.37000274658203,93.86000061035156,94.00499725341797,5610795
2025-12-15 15:30:00+00:00,307.7300109863281,309.3900146484375,307.3500061035156,308.8299865722656,1244270,223.0399932861328,224.38999938964844,222.98890686035156,224.38999938964844,2713407,640.9299926757812,650.760009765625,640.7999877929688,650.5451049804688,1317447,274.1700134277344,275.6404113769531,273.7200012207031,275.510009765625,3495538,94.00499725341797,94.55999755859375,93.83499908447266,94.43000030517578,2675928
2025-12-15 16:30:00+00:00,308.8399963378906,308.8800048828125,305.739990234375,306.1426086425781,1951626,224.44000244140625,224.5,222.52000427246094,222.5449981689453,2914110,650.6199951171875,651.3900146484375,648.6699829101562,650.3099975585938,846923,275.5400085449219,275.69500732421875,274.1499938964844,274.9200134277344,2136284,94.43000030517578,94.44100189208984,93.7300033569336,94.0,2181275
2025-12-15 17:30:00+00:00,306.239990234375,307.8999938964844,306.1000061035156,307.45001220703125,1006522,222.5449981689453,223.0800018310547,222.10000610351562,222.375,2010556,650.3699951171875,652.3200073242188,649.239990234375,650.219970703125,647454,274.92498779296875,275.1000061035156,273.7300109863281,274.0400085449219,1992688,94.00499725341797,94.2300033569336,93.56999969482422,93.6449966430664,2296090
2025-12-15 18:30:00+00:00,307.4447937011719,309.3699951171875,307.43499755859375,308.5400085449219,1034648,222.3800048828125,223.43499755859375,222.17999267578125,223.22259521484375,2315546,650.0999755859375,652.1599731445312,649.25,651.219970703125,545846,274.0199890136719,274.25,273.0799865722656,273.3699951171875,2430153,93.6449966430664,94.16500091552734,93.52999877929688,93.95989990234375,1941943
2025-12-15 19:30:00+00:00,308.57000732421875,309.4410095214844,308.150390625,309.364990234375,1052803,223.22999572753906,223.41000366210938,222.5200958251953,222.6649932861328,2085163,651.2750244140625,651.6199951171875,649.9099731445312,650.9949951171875,713982,273.3800048828125,273.8424987792969,272.8399963378906,273.80499267578125,2804616,93.95500183105469,94.01000213623047,93.5999984741211,93.69499969482422,2256363
2025-12-15 20:30:00+00:00,309.3599853515625,309.54998779296875,308.4700012207031,309.3389892578125,1135451,222.69000244140625,222.7465057373047,221.8800048828125,222.5500030517578,4197984,651.0499877929688,653.0,647.125,647.5,1323739,273.80999755859375,274.7200012207031,273.5199890136719,274.114990234375,4104430,93.69499969482422,93.86499786376953,93.55000305175781,93.76000213623047,3484602
2025-12-16 14:30:00+00:00,305.8599853515625,311.8450012207031,304.1000061035156,308.92999267578125,3280629,223.13999938964844,223.66000366210938,221.9008026123047,222.36500549316406,5748837,643.239990234375,654.5999755859375,643.2000122070312,649.3099975585938,1535518,272.82000732421875,274.0299987792969,271.7900085449219,273.1700134277344,4976091,93.87999725341797,94.29499816894531,93.31999969482422,93.94950103759766,4476355
2025-12-16 15:30:00+00:00,308.89410400390625,309.44000244140625,305.9200134277344,306.3599853515625,1273443,222.2899932861328,223.47999572753906,222.27999877929688,222.75,2580322,649.2849731445312,653.75,648.5989990234375,650.3599853515625,841855,273.1700134277344,273.82000732421875,272.5,272.80999755859375,2282059,93.94499969482422,94.43499755859375,93.7300033569336,94.29010009765625,2508811
2025-12-16 16:30:00+00:00,306.3800048828125,307.17999267578125,305.55999755859375,305.69500732421875,3985656,222.75999450683594,223.2615966796875,222.22000122070312,222.30999755859375,1865344,650.239990234375,652.7999877929688,648.2249755859375,651.3699951171875,708590,272.79998779296875,274.2799987792969,272.69000244140625,273.20001220703125,1929804,94.29070281982422,94.67500305175781,94.25,94.46499633789062,2039363
2025-12-16 17:30:00+00:00,305.7200012207031,306.6199951171875,303.8299865722656,304.45001220703125,0,222.3000030517578,222.63999938964844,221.13040161132812,221.47579956054688,2033135,651.3699951171875,652.6799926757812,649.25,650.2650146484375,610210,273.19989013671875,273.489990234375,271.79998779296875,272.1300048828125,2118531,94.45999908447266,94.5,93.80000305175781,94.25800323486328,2093200
2025-12-16 18:30:00+00:00,304.4599914550781,306.3299865722656,304.1499938964844,306.0899963378906,1125589,221.49000549316406,222.6466064453125,221.49000549316406,222.08999633789062,1940959,650.3300170898438,655.22998046875,650.3300170898438,655.0800170898438,912599,272.135009765625,273.9100036621094,272.135009765625,273.56500244140625,2008038,94.26589965820312,94.66999816894531,94.2300033569336,94.38500213623047,1792602
2025-12-16 19:30:00+00:00,306.05999755859375,307.05999755859375,305.8800048828125,307.0199890136719,927742,222.07000732421875,222.84010314941406,222.00999450683594,222.64920043945312,2057955,655.0499877929688,659.2000122070312,655.0399169921875,658.8599853515625,1153621,273.56500244140625,274.79998779296875,273.5400085449219,274.55999755859375,1912589,94.38749694824219,94.5199966430664,94.18000030517578,94.44499969482422,1691173
2025-12-16 20:30:00+00:00,307.010009765625,308.19000244140625,307.010009765625,307.5799865722656,1455848,222.64999389648438,223.3000030517578,222.49000549316406,222.52999877929688,2264588,658.844970703125,662.52001953125,657.1099853515625,657.1599731445312,1455221,274.54998779296875,275.5,274.45001220703125,274.4700012207031,2361847,94.44499969482422,94.91999816894531,94.15499877929688,94.54499816894531,3058790
