Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12 13:30:00+00:00,266.2699890136719,267.6499938964844,264.04998779296875,264.81500244140625,8162444,292.7550048828125,294.80999755859375,292.614990234375,293.9399108886719,11112742,594.4149780273438,603.7449951171875,592.6500244140625,602.02001953125,3425715,385.1000061035156,386.32000732421875,382.0799865722656,383.79400634765625,3501271,85.90499877929688,88.2750015258789,85.80999755859375,88.2041015625,8394008
2026-05-12 14:30:00+00:00,264.82000732421875,265.3299865722656,263.70001220703125,264.5199890136719,4542475,293.9100036621094,294.89990234375,293.25,294.3699951171875,4316772,602.1300048828125,603.5,600.0,601.8900146484375,1261256,383.7799987792969,385.44000244140625,383.3103942871094,385.1700134277344,1682174,88.20500183105469,89.0,87.91010284423828,88.83499908447266,7946322
2026-05-12 15:30:00+00:00,264.57000732421875,264.9595031738281,263.25,263.31201171875,2949590,294.3599853515625,294.7799987792969,293.4599914550781,293.9599914550781,2815308,601.8300170898438,601.8300170898438,599.2899780273438,600.0399780273438,797424,385.11749267578125,385.75,382.55999755859375,383.2300109863281,1100193,88.83999633789062,88.97000122070312,88.38999938964844,88.82499694824219,3719105
2026-05-12 16:30:00+00:00,263.29998779296875,264.5199890136719,262.6300048828125,264.17999267578125,3653353,293.95001220703125,294.5899963378906,293.3800048828125,293.8999938964844,3097799,600.2000122070312,601.5399780273438,596.527099609375,598.7899780273438,1185117,383.20001220703125,383.21990966796875,379.7200012207031,381.1700134277344,2025409,88.82499694824219,89.16100311279297,88.0,88.22000122070312,4060904
2026-05-12 17:30:00+00:00,264.17498779296875,264.75,263.6099853515625,264.42999267578125,2247692,293.8999938964844,294.6600036621094,293.69000244140625,294.6499938964844,3363937,598.7000122070312,600.8499755859375,598.4000244140625,600.4249877929688,758781,381.17999267578125,382.989990234375,380.864990234375,382.67498779296875,988320,88.20999908447266,88.20999908447266,87.3280029296875,87.36000061035156,3559935
2026-05-12 18:30:00+00:00,264.4100036621094,265.2699890136719,263.9849853515625,265.19000244140625,2933444,294.6199951171875,294.9200134277344,294.0,294.8006896972656,3451447,600.3699951171875,602.4400024414062,598.969970703125,602.4393920898438,978506,382.6600036621094,383.1000061035156,381.1400146484375,383.0,1276018,87.36499786376953,87.7699966430664,87.29000091552734,87.63500213623047,3055701
2026-05-12 19:30:00+00:00,265.18499755859375,266.5,265.1400146484375,265.8900146484375,4791857,294.79998779296875,295.2699890136719,294.3599853515625,294.8699951171875,4049102,602.4400024414062,603.4000244140625,601.1400756835938,603.1300048828125,1111125,383.0,384.3500061035156,382.65008544921875,383.9700012207031,1837727,87.63990020751953,87.79000091552734,87.50499725341797,87.68000030517578,3920840
2026-05-13 13:30:00+00:00,264.45001220703125,266.24560546875,263.20001220703125,265.4849853515625,7645908,293.6300048828125,297.5097961425781,293.55999755859375,295.1499938964844,10759628,598.8099975585938,609.375,596.6600952148438,606.3499755859375,3272049,381.9049987792969,391.6199951171875,381.5799865722656,391.05999755859375,3725028,86.4800033569336,87.3550033569336,86.27999877929688,87.2699966430664,6638372
