Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-04 14:30:00+00:00,210.47000122070312,217.53500366210938,210.14999389648438,217.00999450683594,15194959,264.6499938964844,266.1499938964844,261.4200134277344,264.1300048828125,7214854,657.9600219726562,672.0,657.6710815429688,671.9199829101562,2800573,302.7200012207031,305.28271484375,300.79998779296875,305.1724853515625,4821250,97.12000274658203,99.75,96.98999786376953,99.27999877929688,16066031
2026-03-04 15:30:00+00:00,217.03500366210938,217.10000610351562,215.02000427246094,215.63499450683594,7491010,264.125,264.7200012207031,262.81500244140625,264.5299987792969,3576211,671.989990234375,672.75,667.5,670.6500244140625,1372288,305.2900085449219,305.4599914550781,303.0,304.5,2113214,99.2699966430664,99.68000030517578,97.66000366210938,98.18499755859375,8341294
2026-03-04 16:30:00+00:00,215.625,216.11000061035156,214.75,214.7899932861328,3878413,264.5199890136719,265.510009765625,264.29998779296875,264.8999938964844,3050842,670.8499755859375,671.9598999023438,667.8900146484375,668.1849975585938,692195,304.4800109863281,304.94000244140625,303.6700134277344,303.7799987792969,1226400,98.18499755859375,98.9000015258789,98.11499786376953,98.75499725341797,5047543
2026-03-04 17:30:00+00:00,214.8000030517578,216.08999633789062,214.47999572753906,216.0299072265625,3424781,264.9100036621094,265.3599853515625,263.3399963378906,263.7799987792969,2827303,668.1849975585938,668.72998046875,665.7999877929688,668.39501953125,626213,303.75,304.29998779296875,303.3299865722656,303.5419921875,1103869,98.75499725341797,99.3499984741211,98.37999725341797,99.1449966430664,4082537
2026-03-04 18:30:00+00:00,216.02999877929688,217.02000427246094,215.8699951171875,216.6898956298828,5555417,263.79998779296875,264.19500732421875,263.05999755859375,263.3500061035156,2889009,668.4600219726562,671.1300048828125,666.860107421875,670.010009765625,731332,303.5299987792969,303.8599853515625,302.79998779296875,302.8902893066406,1310620,99.1449966430664,99.22000122070312,98.61000061035156,98.94999694824219,3657263
2026-03-04 19:30:00+00:00,216.67999267578125,217.1699981689453,216.19500732421875,216.69000244140625,4771953,263.3399963378906,263.67999267578125,262.0599060058594,262.7300109863281,3383632,670.010009765625,670.5,665.5,666.9500122070312,788921,302.885009765625,303.3699951171875,302.1000061035156,302.8999938964844,1425562,98.94999694824219,99.27999877929688,98.19999694824219,98.76499938964844,4628797
2026-03-04 20:30:00+00:00,216.6999969482422,217.47000122070312,216.57000732421875,216.77000427246094,6806612,262.7099914550781,263.1600036621094,262.16461181640625,262.45001220703125,4837636,666.8200073242188,669.4199829101562,666.72998046875,667.52001953125,1287916,302.8900146484375,303.7699890136719,302.5799865722656,303.19000244140625,2630164,98.76000213623047,99.19000244140625,98.57499694824219,98.62000274658203,4978555
2026-03-05 14:30:00+00:00,215.85000610351562,220.47000122070312,215.58999633789062,216.27000427246094,15889696,260.7449951171875,261.45001220703125,258.5400085449219,258.8699951171875,10468747,662.1500244140625,670.7000122070312,661.3499755859375,662.094970703125,2566357,303.0899963378906,303.3699951171875,299.1700134277344,299.7699890136719,5275791,98.49500274658203,100.19000244140625,98.29000091552734,98.41000366210938,14506077
