Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-14 09:30:00-04:00,78.4800033569336,78.7300033569336,77.76010131835938,78.11000061035156,6884395,344.260009765625,348.05999755859375,343.822998046875,344.07000732421875,3370206,596.97998046875,601.8599853515625,595.010009765625,595.8400268554688,2332651,264.875,265.80999755859375,264.0400085449219,264.364990234375,5870863,306.02801513671875,307.489990234375,304.760009765625,304.989990234375,6735349
2026-08-14 10:30:00-04:00,78.0999984741211,78.27999877929688,77.81999969482422,78.11499786376953,2704936,344.0,344.32000732421875,342.5899963378906,342.95001220703125,1357795,595.8250122070312,596.8699951171875,591.9000244140625,593.1599731445312,1219298,264.4100036621094,264.94000244140625,263.4200134277344,263.67999267578125,3218986,305.0199890136719,305.95989990234375,304.29998779296875,305.53289794921875,2774970
2026-08-14 11:30:00-04:00,78.11499786376953,78.41999816894531,78.06999969482422,78.26499938964844,3748221,342.9200134277344,343.1499938964844,342.3999938964844,342.8399963378906,934731,592.9949951171875,595.0900268554688,591.7000122070312,592.260009765625,749761,263.6700134277344,264.3500061035156,263.3500061035156,264.3450012207031,1850134,305.5450134277344,305.91680908203125,304.9700012207031,305.44500732421875,1655298
2026-08-14 12:30:00-04:00,78.26000213623047,78.32499694824219,77.91000366210938,77.92009735107422,1865244,342.8387145996094,343.0,342.3500061035156,342.385009765625,687599,592.2949829101562,592.5999755859375,590.7999877929688,591.3300170898438,597256,264.3500061035156,264.44000244140625,263.010009765625,263.32000732421875,1810904,305.42999267578125,305.56500244140625,305.0799865722656,305.19439697265625,1717424
2026-08-14 13:30:00-04:00,77.92500305175781,78.05999755859375,77.77999877929688,77.8949966430664,2012732,342.385009765625,342.9200134277344,342.0755920410156,342.6343994140625,808084,591.3599853515625,592.0494995117188,590.6699829101562,591.4912109375,635243,263.3299865722656,264.010009765625,263.0205078125,263.2349853515625,3992366,305.19500732421875,306.25,305.0400085449219,305.97900390625,2580373
2026-08-14 14:30:00-04:00,77.91000366210938,78.2300033569336,77.87000274658203,78.03500366210938,2407932,342.6400146484375,343.4399108886719,342.6400146484375,343.0299987792969,768275,591.5599975585938,592.125,590.5540161132812,591.219970703125,912805,263.239990234375,263.3999938964844,262.7699890136719,263.2200012207031,2138509,305.9800109863281,306.17999267578125,305.2699890136719,305.94500732421875,1983226
2026-08-14 15:30:00-04:00,78.04000091552734,78.22000122070312,78.00250244140625,78.17500305175781,2781140,343.0299987792969,343.69000244140625,342.5450134277344,343.5400085449219,1096816,591.22998046875,591.6849975585938,589.2899780273438,589.760009765625,998399,263.2200012207031,263.79998779296875,262.4200134277344,262.6600036621094,3206499,305.92999267578125,306.0400085449219,305.5,305.95001220703125,2812891
2026-08-17 09:30:00-04:00,77.80999755859375,78.52999877929688,76.66000366210938,76.8499984741211,5724639,344.07501220703125,345.0,341.010009765625,341.3500061035156,2653618,589.75,590.239990234375,577.6099853515625,578.114990234375,3264745,265.44000244140625,265.75,260.70001220703125,260.8099060058594,12189544,306.2099914550781,307.6600036621094,304.05499267578125,304.4949951171875,7901505
