Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06 14:30:00+00:00,647.9000244140625,648.3800048828125,636.1799926757812,644.2000122070312,3287887,214.99000549316406,217.32000732421875,214.1999969482422,215.13360595703125,11492331,99.37999725341797,99.87999725341797,97.4000015258789,98.20999908447266,11790312,258.739990234375,258.760009765625,254.3699951171875,256.70001220703125,8565069,296.0719909667969,300.0799865722656,295.2699890136719,299.67999267578125,3993396
2026-03-06 15:30:00+00:00,644.2650756835938,649.456787109375,644.1848754882812,647.5399780273438,1295271,215.14999389648438,216.54989624023438,214.42999267578125,215.0500030517578,5471550,98.20999908447266,99.02999877929688,98.0,98.23999786376953,5848492,256.69500732421875,257.95001220703125,256.0799865722656,257.25,3270567,299.739990234375,300.3299865722656,298.69000244140625,299.42999267578125,1591776
2026-03-06 16:30:00+00:00,647.5599975585938,648.9771118164062,645.1199951171875,645.8499755859375,738080,215.0,216.5,214.77999877929688,215.4199981689453,3828084,98.23999786376953,98.63500213623047,98.04000091552734,98.19999694824219,3701138,257.29998779296875,257.489990234375,256.3900146484375,256.7699890136719,3297640,299.4200134277344,299.8699951171875,298.5799865722656,298.9599914550781,1189778
2026-03-06 17:30:00+00:00,645.8499755859375,647.5449829101562,643.760009765625,645.4299926757812,985089,215.42999267578125,215.6199951171875,214.27000427246094,214.78939819335938,4011756,98.19999694824219,98.61499786376953,98.09500122070312,98.28500366210938,2490375,256.7699890136719,257.5899963378906,256.05999755859375,256.4750061035156,2387760,298.9700012207031,299.8900146484375,298.18499755859375,299.20001220703125,1323364
2026-03-06 18:30:00+00:00,645.4600219726562,646.510009765625,644.4481811523438,645.6199951171875,545269,214.75999450683594,215.4199981689453,214.39999389648438,214.60000610351562,3420579,98.29000091552734,98.87999725341797,98.2750015258789,98.75990295410156,2565049,256.4750061035156,257.2300109863281,255.91000366210938,257.17999267578125,2090262,299.1900939941406,299.7300109863281,298.6099853515625,299.0299987792969,1184283
2026-03-06 19:30:00+00:00,645.469970703125,646.9000244140625,642.7797241210938,643.47998046875,1269678,214.60000610351562,214.79249572753906,213.19000244140625,213.5399932861328,5728055,98.75499725341797,99.42500305175781,98.67500305175781,99.19499969482422,3628584,257.1700134277344,257.96990966796875,256.8005065917969,256.9100036621094,2795477,299.0199890136719,299.5,297.75,298.07000732421875,1981237
2026-03-06 20:30:00+00:00,643.3400268554688,646.2000122070312,641.52001953125,644.8300170898438,1711439,213.5399932861328,213.99000549316406,212.53500366210938,213.10499572753906,8365940,99.19000244140625,99.48999786376953,98.76000213623047,99.02999877929688,5184997,256.9200134277344,258.010009765625,256.44000244140625,257.44000244140625,5129423,298.0899963378906,298.6000061035156,297.3299865722656,298.1700134277344,2521081
2026-03-09 13:30:00+00:00,634.7525024414062,637.6890258789062,626.780029296875,631.0800170898438,3430864,210.4600067138672,212.2949981689453,207.11000061035156,209.0500030517578,13347555,97.69000244140625,98.94000244140625,96.70999908447266,96.83499908447266,9992841,255.69000244140625,257.0198974609375,253.6804962158203,255.7100067138672,7181497,294.1400146484375,298.2698974609375,293.989990234375,296.7550048828125,4525659
