Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17 09:30:00-04:00,78.0999984741211,78.44000244140625,77.56999969482422,77.7699966430664,10469601,367.010009765625,370.1000061035156,363.0,365.0299987792969,2643583,300.8450012207031,302.07000732421875,299.22198486328125,300.45001220703125,6436096,245.00999450683594,245.91000366210938,241.5500030517578,242.0399932861328,7268057,592.0020141601562,593.8099975585938,583.8900146484375,585.0499877929688,4053039
2026-06-17 10:30:00-04:00,77.7750015258789,78.44499969482422,77.7699966430664,78.01000213623047,4769254,365.010009765625,365.1700134277344,360.7799987792969,362.18499755859375,1836853,300.45001220703125,300.53948974609375,297.0899963378906,297.42999267578125,4056794,242.0,242.139892578125,240.1999969482422,240.33799743652344,5638872,585.0499877929688,585.6500244140625,579.5999755859375,580.5499877929688,2062520
2026-06-17 11:30:00-04:00,78.01499938964844,78.125,77.71499633789062,77.88500213623047,3755312,362.18499755859375,363.9800109863281,361.8599853515625,363.6400146484375,889288,297.42999267578125,299.1600036621094,296.6400146484375,298.614990234375,3750244,240.31500244140625,240.89999389648438,239.63999938964844,240.63999938964844,3732259,580.5499877929688,581.4500122070312,579.739990234375,580.2999877929688,1376636
2026-06-17 12:30:00-04:00,77.88009643554688,77.88500213623047,77.54000091552734,77.73999786376953,3691210,363.6499938964844,363.7799987792969,361.80999755859375,363.1300048828125,969364,298.6297912597656,298.7449951171875,296.57000732421875,296.80999755859375,2613201,240.66949462890625,240.7198944091797,239.17999267578125,239.99000549316406,3929783,580.2999877929688,580.6300048828125,576.7999877929688,579.4450073242188,1500943
2026-06-17 13:30:00-04:00,77.73500061035156,77.75,77.31999969482422,77.6050033569336,5792349,363.1099853515625,364.7699890136719,362.2300109863281,363.69500732421875,1786545,296.79998779296875,297.6000061035156,295.3299865722656,295.8349914550781,3339881,239.97999572753906,240.66900634765625,238.39999389648438,239.30499267578125,4149319,579.4600219726562,580.7999877929688,574.6199951171875,575.8450927734375,1814617
2026-06-17 14:30:00-04:00,77.59500122070312,77.6500015258789,76.81999969482422,76.93499755859375,7378508,363.7799987792969,364.79998779296875,360.44000244140625,360.6099853515625,1699032,295.82000732421875,296.4200134277344,294.3800048828125,295.18499755859375,4315796,239.2899932861328,239.89999389648438,237.42999267578125,237.44500732421875,5671829,575.9099731445312,576.0,569.5700073242188,569.8300170898438,2508143
2026-06-17 15:30:00-04:00,76.93000030517578,77.07499694824219,76.76000213623047,76.94999694824219,6426920,360.6400146484375,363.04998779296875,360.239990234375,362.0799865722656,2073368,295.1600036621094,296.2200012207031,294.5899963378906,295.8800048828125,4437435,237.4600067138672,237.75,236.63499450683594,237.44000244140625,5035494,569.8300170898438,570.8400268554688,566.1900024414062,567.4849853515625,3085294
2026-06-18 09:30:00-04:00,77.05000305175781,77.62999725341797,76.12000274658203,77.11000061035156,13012389,363.8900146484375,365.95001220703125,356.6081848144531,359.909912109375,6849663,298.44000244140625,300.45989990234375,295.6199951171875,299.6099853515625,26189695,240.22000122070312,240.8800048828125,236.02000427246094,239.39500427246094,16979785,572.9550170898438,576.5999755859375,563.0999755859375,569.9000854492188,6354288
