Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17 10:30:00-04:00,67.8949966430664,68.8949966430664,67.3499984741211,68.04010009765625,20067177,634.6199951171875,636.3300170898438,626.0,629.989990234375,1885655,344.80499267578125,347.6199951171875,344.3999938964844,346.6000061035156,2012406,248.55999755859375,250.24000549316406,248.11000061035156,248.6699981689453,4138003,331.8800048828125,334.7666931152344,331.8500061035156,334.6549987792969,6533789
2026-07-17 11:30:00-04:00,68.04000091552734,69.04000091552734,68.01010131835938,68.83999633789062,10478530,629.989990234375,648.6500244140625,628.1900024414062,643.530029296875,3924633,346.7049865722656,347.7900085449219,345.30999755859375,346.1600036621094,1792509,248.67999267578125,249.02000427246094,247.2899932861328,248.27000427246094,3098287,334.6698913574219,334.8699035644531,330.0,331.7449951171875,6252902
2026-07-17 12:30:00-04:00,68.84500122070312,69.37999725341797,68.3550033569336,68.81500244140625,9932835,643.8400268554688,652.1699829101562,638.3699951171875,651.9000244140625,3141230,346.1449890136719,347.23480224609375,344.82501220703125,344.8900146484375,1558155,248.25,249.38999938964844,247.97000122070312,248.75999450683594,2510825,331.7200012207031,333.5,329.1600036621094,330.5400085449219,6274349
2026-07-17 13:30:00-04:00,68.81009674072266,69.45999908447266,68.41999816894531,69.16000366210938,8935285,651.9000244140625,652.2000122070312,645.72998046875,646.9099731445312,1475878,344.8900146484375,345.0450134277344,342.32000732421875,343.739990234375,2241971,248.75,248.75,246.89999389648438,247.63999938964844,2491131,330.51080322265625,333.2300109863281,330.0799865722656,332.375,4577738
2026-07-17 14:30:00-04:00,69.16500091552734,69.38749694824219,68.50499725341797,68.95999908447266,10439987,647.0499267578125,648.3400268554688,641.110107421875,643.885009765625,2204787,343.7900085449219,345.1199951171875,343.70001220703125,344.989990234375,1393215,247.7100067138672,248.11000061035156,247.11500549316406,247.25,2658291,332.375,334.6700134277344,332.1099853515625,332.8299865722656,5792451
2026-07-17 15:30:00-04:00,68.94999694824219,69.48999786376953,68.47000122070312,68.85990142822266,17267579,643.885009765625,648.1500244140625,641.0800170898438,646.02001953125,1881721,344.9750061035156,346.8900146484375,343.7099914550781,346.1199951171875,1930938,247.24000549316406,247.8800048828125,246.60000610351562,247.25999450683594,4237350,332.7799987792969,334.3800048828125,332.260009765625,333.739990234375,6369671
2026-07-20 09:30:00-04:00,67.83999633789062,68.37999725341797,66.69000244140625,67.52999877929688,16895534,643.9099731445312,645.989990234375,636.010498046875,641.9899291992188,2211955,353.30999755859375,359.489990234375,352.510009765625,358.30999755859375,3566401,248.75,250.77999877929688,248.1199951171875,249.44500732421875,5797092,333.0249938964844,333.7099914550781,326.1099853515625,327.0199890136719,11178368
2026-07-20 10:30:00-04:00,67.53500366210938,68.0353012084961,67.22000122070312,67.77999877929688,8139717,642.1699829101562,648.9600219726562,641.9099731445312,648.0,1107336,358.3599853515625,358.9049987792969,355.7699890136719,356.7099914550781,1228721,249.47000122070312,251.3300018310547,249.25,251.25999450683594,3416336,327.0199890136719,328.0199890136719,324.4200134277344,324.8999938964844,7312927
2026-07-20 11:30:00-04:00,67.78500366210938,68.25,67.53500366210938,67.8949966430664,5994948,648.0050048828125,652.1400146484375,646.7205200195312,652.0750122070312,1139124,356.69000244140625,357.5,354.7099914550781,354.95001220703125,1037604,251.2949981689453,252.57000732421875,251.25010681152344,252.4759979248047,2800714,324.94000244140625,326.5450134277344,324.8699951171875,325.0,4701093
2026-07-20 12:30:00-04:00,67.8949966430664,67.91000366210938,67.44249725341797,67.77999877929688,6004422,652.0750122070312,653.2999877929688,648.3280029296875,649.7750244140625,920136,354.9700012207031,355.6600036621094,351.8900146484375,352.510009765625,1160852,252.5,252.88999938964844,249.9217987060547,250.44000244140625,4051473,325.0199890136719,325.1449890136719,323.70001220703125,324.7200012207031,4126525
2026-07-20 13:30:00-04:00,67.80000305175781,67.84500122070312,67.07499694824219,67.37000274658203,5158085,649.7899780273438,650.1500244140625,647.3599853515625,648.260009765625,673910,352.5350036621094,353.5,351.5801086425781,351.75,1019243,250.44500732421875,250.82000732421875,250.13999938964844,250.25,2174905,324.7300109863281,326.489990234375,324.20001220703125,325.94000244140625,5044844
2026-07-20 14:30:00-04:00,67.36009979248047,67.625,67.29499816894531,67.53500366210938,5392588,648.3150024414062,649.8098754882812,645.8101196289062,648.780029296875,1067974,351.70001220703125,352.29998779296875,350.4601135253906,351.8999938964844,1048665,250.24000549316406,250.25,249.06500244140625,249.58999633789062,2877409,325.9800109863281,329.0799865722656,325.30999755859375,329.0199890136719,5761535
2026-07-20 15:30:00-04:00,67.53500366210938,67.80000305175781,67.50499725341797,67.57499694824219,7434109,648.8699951171875,651.0349731445312,645.260009765625,645.8599853515625,1054206,351.95001220703125,352.8800048828125,351.1000061035156,351.510009765625,1333259,249.60000610351562,250.15499877929688,249.11000061035156,250.09500122070312,3648482,329.010009765625,329.760009765625,326.32000732421875,326.70001220703125,5528498
2026-07-21 09:30:00-04:00,67.4800033569336,68.0999984741211,67.16999816894531,67.69000244140625,9594787,654.1300048828125,655.8800048828125,643.2000122070312,646.7999877929688,1739674,350.55999755859375,350.67999267578125,346.88189697265625,348.8099060058594,2876032,249.1219940185547,249.33999633789062,246.72000122070312,247.4600067138672,5453211,323.3450012207031,327.0299987792969,322.22039794921875,326.739990234375,9697821
2026-07-21 10:30:00-04:00,67.68000030517578,68.0199966430664,67.44000244140625,67.47000122070312,5754999,646.5900268554688,649.659912109375,645.5,647.9000244140625,715688,348.739990234375,349.6700134277344,347.25,347.45001220703125,1488828,247.47000122070312,248.58999633789062,246.9600067138672,247.9949951171875,3214709,326.7200012207031,328.45001220703125,326.2099914550781,328.385009765625,4005270
2026-07-21 11:30:00-04:00,67.4749984741211,67.53990173339844,66.80999755859375,66.84989929199219,6062859,647.8699951171875,648.8800048828125,645.969970703125,647.5499877929688,559441,347.40509033203125,349.32000732421875,347.29998779296875,348.9100036621094,1286827,247.99000549316406,248.3585968017578,247.19000244140625,247.39999389648438,2104051,328.3800048828125,329.6000061035156,327.7550048828125,328.6199951171875,3516853
2026-07-21 12:30:00-04:00,66.8499984741211,66.96990203857422,66.7249984741211,66.94499969482422,7625551,647.3400268554688,650.780029296875,645.4299926757812,646.6849975585938,849988,348.8900146484375,349.2900085449219,348.05499267578125,348.32501220703125,1235183,247.39999389648438,248.74000549316406,247.22000122070312,248.61500549316406,2117768,328.6210021972656,328.8299865722656,327.0,327.07000732421875,3845150
2026-07-21 13:30:00-04:00,66.94499969482422,67.88999938964844,66.87999725341797,67.7300033569336,5667463,646.6849975585938,648.8200073242188,644.7050170898438,647.5999755859375,679154,348.30999755859375,348.6499938964844,348.07000732421875,348.20001220703125,1041596,248.61500549316406,248.82000732421875,248.19000244140625,248.25,1694089,327.07000732421875,327.8699951171875,326.7200012207031,327.239990234375,3598490
2026-07-21 14:30:00-04:00,67.73999786376953,68.08000183105469,67.5999984741211,68.07499694824219,5495594,647.7000122070312,650.0,646.219970703125,649.2899780273438,800877,348.20001220703125,348.95001220703125,347.7200012207031,348.79998779296875,1129081,248.22000122070312,248.23500061035156,247.3699951171875,247.66000366210938,2871917,327.25,328.489990234375,327.17999267578125,327.93499755859375,2991406
2026-07-21 15:30:00-04:00,68.07499694824219,68.74099731445312,67.94999694824219,68.62999725341797,8233694,649.4949951171875,649.8499145507812,643.4099731445312,643.4400024414062,1091818,348.8299865722656,349.0150146484375,346.010009765625,346.19000244140625,1830982,247.6699981689453,247.80499267578125,247.22999572753906,247.50999450683594,3495252,327.92999267578125,328.1000061035156,327.1400146484375,327.5899963378906,3687722
2026-07-22 09:30:00-04:00,69.37000274658203,70.47000122070312,69.05999755859375,70.25499725341797,10845298,642.469970703125,642.8400268554688,628.0900268554688,629.8986206054688,2468870,347.2699890136719,349.45001220703125,345.6700134277344,347.385009765625,3013260,248.1300048828125,248.4499969482422,243.61000061035156,243.76499938964844,6590277,327.875,328.99951171875,324.3299865722656,324.4750061035156,6559605
2026-07-22 10:30:00-04:00,70.24500274658203,70.56999969482422,70.0,70.19999694824219,2693731,629.780029296875,631.5999755859375,628.739990234375,628.8200073242188,698317,347.385009765625,348.2099914550781,346.7200012207031,347.94500732421875,1373437,243.75999450683594,244.3300018310547,243.6999969482422,244.00999450683594,1766554,324.4949951171875,325.614013671875,324.07000732421875,325.17498779296875,2203904
