Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-07 13:30:00+00:00,211.21499633789062,212.5,209.6403045654297,210.59010314941406,6277121,570.3800048828125,572.2999267578125,565.6099853515625,569.9349975585938,2136398,99.25,99.87000274658203,98.44000244140625,99.04000091552734,6127167,254.72000122070312,254.79989624023438,247.57000732421875,247.6699981689453,13859963,300.1499938964844,301.0799865722656,295.42999267578125,298.4200134277344,4477491
2026-04-07 14:30:00+00:00,210.56500244140625,210.77999877929688,209.0800018310547,210.16000366210938,2850372,570.0349731445312,570.4400024414062,564.760009765625,566.6799926757812,1027713,99.03500366210938,99.12000274658203,98.4800033569336,98.88999938964844,2630498,247.6649932861328,248.19000244140625,245.6999969482422,247.82000732421875,8526234,298.29998779296875,299.239990234375,297.0899963378906,298.8900146484375,1980843
2026-04-07 15:30:00+00:00,210.17999267578125,212.25,210.08999633789062,211.69000244140625,2371937,566.9099731445312,570.1799926757812,565.760009765625,569.0050048828125,808164,98.88999938964844,99.41999816894531,98.72000122070312,98.93499755859375,1981398,247.82000732421875,250.28990173339844,247.39999389648438,250.1699981689453,6863002,298.8800964355469,301.3500061035156,298.3500061035156,301.04998779296875,1550182
2026-04-07 16:30:00+00:00,211.63999938964844,212.23989868164062,211.41000366210938,212.02000427246094,1932658,569.0050048828125,570.5,567.5501098632812,568.2999877929688,731881,98.93000030517578,99.04000091552734,98.54000091552734,98.72029876708984,2075333,250.1699981689453,253.38999938964844,249.66009521484375,251.5850067138672,8239350,301.0199890136719,301.4100036621094,300.5150146484375,300.8299865722656,1069303
2026-04-07 17:30:00+00:00,212.02999877929688,213.14999389648438,211.9949951171875,212.41000366210938,2170226,568.4000244140625,571.6900024414062,568.219970703125,568.7899780273438,722998,98.7249984741211,99.06999969482422,98.57499694824219,98.58999633789062,1550377,251.61500549316406,252.7899932861328,251.2899932861328,251.32000732421875,3425924,300.80999755859375,302.2900085449219,300.6099853515625,301.1300048828125,1008539
2026-04-07 18:30:00+00:00,212.44500732421875,213.39999389648438,211.27000427246094,212.5800018310547,3219591,568.8350219726562,571.2449951171875,565.5,569.27001953125,917678,98.58999633789062,98.91999816894531,98.25,98.48999786376953,2338143,251.3300018310547,252.5,250.1199951171875,251.9550018310547,4257297,301.1300048828125,301.54998779296875,299.5376892089844,300.8299865722656,1591674
2026-04-07 19:30:00+00:00,212.5050048828125,213.97000122070312,212.33999633789062,213.77999877929688,3603589,569.1500244140625,575.2249755859375,568.2200927734375,574.9099731445312,1261986,98.4800033569336,98.91999816894531,98.33999633789062,98.8499984741211,2809541,251.92100524902344,253.60989379882812,251.44000244140625,253.49000549316406,5898745,300.760009765625,304.1000061035156,300.55999755859375,303.8900146484375,2521199
2026-04-08 13:30:00+00:00,223.94000244140625,226.0,219.6199951171875,221.2899932861328,14195117,605.7000122070312,608.9600219726562,596.1099853515625,596.47998046875,5404751,100.13999938964844,100.37999725341797,97.44000244140625,99.0999984741211,9969157,258.510009765625,259.7499084472656,256.5299987792969,258.1300048828125,10222566,317.80999755859375,319.3299865722656,312.7049865722656,314.3299865722656,6904198
