Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02 14:30:00+00:00,208.91000366210938,212.21249389648438,208.86000061035156,210.42999267578125,4895813,292.1300048828125,295.8999938964844,292.0614929199219,293.9100036621094,1971311,96.66999816894531,97.95999908447266,96.61499786376953,97.625,6440714,252.11000061035156,255.72000122070312,251.99000549316406,255.1199951171875,3633781,569.155029296875,578.5,568.8101196289062,572.4199829101562,2442553
2026-04-02 15:30:00+00:00,210.47000122070312,210.6750030517578,208.97999572753906,209.27000427246094,3352493,293.80999755859375,294.2300109863281,292.95001220703125,293.3699951171875,1104589,97.62999725341797,97.8550033569336,97.34500122070312,97.53800201416016,3077837,255.1649932861328,255.18499755859375,254.0,254.11000061035156,1582954,572.3049926757812,574.1099853515625,569.8171997070312,570.3900146484375,1234161
2026-04-02 16:30:00+00:00,209.27999877929688,210.08999633789062,209.11700439453125,209.61000061035156,2558120,293.3299865722656,294.5199890136719,293.2699890136719,294.3299865722656,1612634,97.53500366210938,98.33999633789062,97.43000030517578,98.12999725341797,3178715,254.1300048828125,255.4853057861328,254.07000732421875,255.3350067138672,1421651,570.405029296875,573.3499755859375,570.2000122070312,572.385009765625,910163
2026-04-02 17:30:00+00:00,209.625,209.67999267578125,208.49000549316406,209.02000427246094,2050570,294.3299865722656,294.5,293.3299865722656,293.489990234375,642341,98.125,98.23819732666016,97.63999938964844,97.70500183105469,2938582,255.3350067138672,255.38999938964844,254.30999755859375,255.14500427246094,1758702,572.405029296875,573.5599975585938,569.5,572.4421997070312,988467
2026-04-02 18:30:00+00:00,209.0449981689453,209.48500061035156,208.7899932861328,209.11000061035156,2729574,293.489990234375,294.3299865722656,293.239990234375,293.36859130859375,863323,97.70999908447266,97.93990325927734,97.5199966430664,97.87000274658203,3508562,255.16000366210938,255.6999969482422,254.8000946044922,255.1199951171875,3309762,572.5,574.7999267578125,572.4749755859375,573.8900146484375,1001883
2026-04-02 19:30:00+00:00,209.0850067138672,209.90499877929688,208.91000366210938,209.77000427246094,3338918,293.3399963378906,294.4800109863281,293.2799987792969,294.44000244140625,1188308,97.86499786376953,98.70999908447266,97.79000091552734,98.68499755859375,5019509,255.10000610351562,256.1300048828125,254.8000030517578,255.88999938964844,3297591,573.8400268554688,575.1300048828125,573.5599975585938,574.5499877929688,1076161
2026-04-06 13:30:00+00:00,210.30999755859375,212.9499969482422,210.00999450683594,212.30999755859375,5281769,294.70001220703125,297.19000244140625,293.79998779296875,296.7900085449219,2264691,101.8499984741211,102.68499755859375,99.37999725341797,99.41000366210938,12711123,256.9624938964844,262.0199890136719,256.4800109863281,261.760009765625,6693044,577.2020263671875,582.7899780273438,576.4801025390625,577.2698974609375,1771883
2026-04-06 14:30:00+00:00,212.32000732421875,212.89999389648438,211.40499877929688,212.3800048828125,3066384,296.7799987792969,296.9049987792969,295.05999755859375,295.6000061035156,1259372,99.41000366210938,99.41999816894531,98.5,98.55000305175781,4913669,261.760009765625,262.1600036621094,258.9700012207031,259.25,3953211,577.3599853515625,578.989990234375,573.5599975585938,576.8300170898438,1245016
2026-04-06 15:30:00+00:00,212.3699951171875,212.8795928955078,212.02000427246094,212.77000427246094,1962693,295.6199951171875,296.8500061035156,295.1499938964844,296.7550048828125,748751,98.55500030517578,98.57990264892578,97.97000122070312,98.31500244140625,3369829,259.2301025390625,259.6300048828125,258.7099914550781,259.0400085449219,2022687,576.8499755859375,579.3098754882812,576.02001953125,579.1199951171875,675882
2026-04-06 16:30:00+00:00,212.77999877929688,212.8249969482422,211.23049926757812,211.89999389648438,2933587,296.7799987792969,297.55499267578125,295.94500732421875,297.2250061035156,911646,98.31500244140625,99.16000366210938,98.2699966430664,98.96499633789062,3569622,259.0299987792969,259.55999755859375,257.9100036621094,258.7799987792969,2006161,579.125,580.2399291992188,575.2100219726562,577.0,835624
2026-04-06 17:30:00+00:00,211.89999389648438,212.2700958251953,211.17999267578125,212.02499389648438,2284147,297.2099914550781,298.42498779296875,296.4700012207031,298.17999267578125,802286,98.95999908447266,99.0999984741211,98.70999908447266,99.00499725341797,2378781,258.7900085449219,259.3900146484375,257.8500061035156,259.2799987792969,2071173,577.0399780273438,578.760009765625,575.0701293945312,578.0700073242188,639016
2026-04-06 18:30:00+00:00,212.02999877929688,212.53680419921875,212.0,212.22000122070312,1966790,298.18499755859375,298.4110107421875,297.7799987792969,297.8699951171875,771051,99.00499725341797,99.08999633789062,98.5999984741211,98.67500305175781,2164545,259.28009033203125,259.3699035644531,258.0199890136719,258.2499084472656,2221241,578.1400146484375,578.6099853515625,576.6300048828125,576.8300170898438,537339
2026-04-06 19:30:00+00:00,212.1999969482422,212.86000061035156,212.1649932861328,212.7899932861328,2947191,297.8699951171875,298.04998779296875,297.2699890136719,297.7200012207031,964487,98.67500305175781,98.98999786376953,98.61000061035156,98.97000122070312,3268223,258.2300109863281,259.07501220703125,258.1300048828125,258.8869934082031,2757592,576.844970703125,577.0800170898438,572.4450073242188,573.02001953125,1677283
2026-04-07 13:30:00+00:00,211.21499633789062,212.5,209.6403045654297,210.59010314941406,6277121,300.1499938964844,301.0799865722656,295.42999267578125,298.4200134277344,4477491,99.25,99.87000274658203,98.44000244140625,99.04000091552734,6127167,254.72000122070312,254.79989624023438,247.57000732421875,247.6699981689453,13859963,570.3800048828125,572.2999267578125,565.6099853515625,569.9349975585938,2136398
2026-04-07 14:30:00+00:00,210.56500244140625,210.77999877929688,209.0800018310547,210.16000366210938,2850372,298.29998779296875,299.239990234375,297.0899963378906,298.8900146484375,1980843,99.03500366210938,99.12000274658203,98.4800033569336,98.88999938964844,2630498,247.6649932861328,248.19000244140625,245.6999969482422,247.82000732421875,8526234,570.0349731445312,570.4400024414062,564.760009765625,566.6799926757812,1027713
2026-04-07 15:30:00+00:00,210.17999267578125,212.25,210.08999633789062,211.69000244140625,2371937,298.8800964355469,301.3500061035156,298.3500061035156,301.04998779296875,1550182,98.88999938964844,99.41999816894531,98.72000122070312,98.93499755859375,1981398,247.82000732421875,250.28990173339844,247.39999389648438,250.1699981689453,6863002,566.9099731445312,570.1799926757812,565.760009765625,569.0050048828125,808164
2026-04-07 16:30:00+00:00,211.63999938964844,212.23989868164062,211.41000366210938,212.02000427246094,1932658,301.0199890136719,301.4100036621094,300.5150146484375,300.8299865722656,1069303,98.93000030517578,99.04000091552734,98.54000091552734,98.72029876708984,2075333,250.1699981689453,253.38999938964844,249.66009521484375,251.5850067138672,8239350,569.0050048828125,570.5,567.5501098632812,568.2999877929688,731881
2026-04-07 17:30:00+00:00,212.02999877929688,213.14999389648438,211.9949951171875,212.41000366210938,2170226,300.80999755859375,302.2900085449219,300.6099853515625,301.1300048828125,1008539,98.7249984741211,99.06999969482422,98.57499694824219,98.58999633789062,1550377,251.61500549316406,252.7899932861328,251.2899932861328,251.32000732421875,3425924,568.4000244140625,571.6900024414062,568.219970703125,568.7899780273438,722998
2026-04-07 18:30:00+00:00,212.44500732421875,213.39999389648438,211.27000427246094,212.5800018310547,3219591,301.1300048828125,301.54998779296875,299.5376892089844,300.8299865722656,1591674,98.58999633789062,98.91999816894531,98.25,98.48999786376953,2338143,251.3300018310547,252.5,250.1199951171875,251.9550018310547,4257297,568.8350219726562,571.2449951171875,565.5,569.27001953125,917678
2026-04-07 19:30:00+00:00,212.5050048828125,213.97000122070312,212.33999633789062,213.77999877929688,3603589,300.760009765625,304.1000061035156,300.55999755859375,303.8900146484375,2521199,98.4800033569336,98.91999816894531,98.33999633789062,98.8499984741211,2809541,251.92100524902344,253.60989379882812,251.44000244140625,253.49000549316406,5898745,569.1500244140625,575.2249755859375,568.2200927734375,574.9099731445312,1261986
2026-04-08 13:30:00+00:00,223.94000244140625,226.0,219.6199951171875,221.2899932861328,14195117,317.80999755859375,319.3299865722656,312.7049865722656,314.3299865722656,6904198,100.13999938964844,100.37999725341797,97.44000244140625,99.0999984741211,9969157,258.510009765625,259.7499084472656,256.5299987792969,258.1300048828125,10222566,605.7000122070312,608.9600219726562,596.1099853515625,596.47998046875,5404751
2026-04-08 14:30:00+00:00,221.29100036621094,221.39999389648438,220.77000427246094,220.85060119628906,1530018,314.3299865722656,314.6549987792969,313.82000732421875,314.2699890136719,607556,99.0999984741211,99.41000366210938,99.04000091552734,99.29000091552734,971692,258.1400146484375,258.5799865722656,257.6400146484375,258.2699890136719,1302842,596.47998046875,598.5999755859375,595.4400024414062,596.0150146484375,666835
