Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
2026-05-21 09:30:00-04:00,381.885009765625,383.1199951171875,379.4800109863281,382.7301025390625,3407765,88.04000091552734,88.95989990234375,87.52010345458984,88.87000274658203,4373783,301.04998779296875,303.07000732421875,300.3999938964844,301.9508972167969,6886720,263.54998779296875,264.5199890136719,261.3699951171875,263.6600036621094,8604483,600.2000122070312,601.969970703125,594.8082885742188,596.9000244140625,3522748
2026-05-21 10:30:00-04:00,382.8299865722656,385.5799865722656,382.6600036621094,385.44500732421875,2189711,88.86499786376953,89.4000015258789,88.4000015258789,89.38500213623047,3961458,301.92999267578125,303.3599853515625,301.5801086425781,303.0249938964844,3181261,263.6499938964844,264.9800109863281,262.5,264.70001220703125,4235662,596.9000244140625,602.2849731445312,596.25,602.0399780273438,1549835
2026-05-21 11:30:00-04:00,385.44000244140625,386.6700134277344,384.93011474609375,385.1925964355469,1211749,89.38999938964844,89.58190155029297,89.18000030517578,89.41500091552734,2902846,303.0249938964844,304.2442932128906,302.9100036621094,303.6369934082031,3064971,264.7051086425781,265.9200134277344,264.4700012207031,265.0899963378906,3027623,602.1300048828125,604.1300048828125,601.02001953125,601.1500244140625,910252
2026-05-21 12:30:00-04:00,385.17999267578125,387.1199951171875,383.6000061035156,386.5199890136719,1161255,89.41000366210938,90.36990356445312,89.12999725341797,90.18000030517578,3496574,303.6199951171875,304.67999267578125,303.0498962402344,304.59100341796875,3041858,265.0799865722656,267.6000061035156,264.75,267.30999755859375,4446718,601.0999755859375,607.8800048828125,600.4002075195312,607.010009765625,1117603
2026-05-21 13:30:00-04:00,386.5249938964844,388.67779541015625,385.9700012207031,386.6099853515625,1217506,90.16999816894531,90.28990173339844,89.56500244140625,89.5999984741211,2928225,304.6099853515625,305.1000061035156,304.3599853515625,304.6199951171875,3185835,267.30999755859375,269.4898986816406,267.17999267578125,268.7650146484375,4378865,606.97998046875,609.5999755859375,606.2008056640625,607.9849853515625,1057836
2026-05-21 14:30:00-04:00,386.6099853515625,386.9599914550781,384.20001220703125,385.0400085449219,925554,89.6050033569336,90.05000305175781,89.58499908447266,89.78500366210938,2870343,304.6199951171875,305.32501220703125,303.8900146484375,305.226806640625,3338522,268.760009765625,269.0799865722656,266.9549865722656,268.2684020996094,2820030,608.02001953125,608.5,604.8699951171875,606.8499755859375,897047
2026-05-21 15:30:00-04:00,385.010009765625,385.4049987792969,382.0,383.510009765625,2457355,89.78500366210938,89.80999755859375,89.05999755859375,89.31999969482422,3023358,305.2200012207031,305.53900146484375,304.510009765625,305.0899963378906,4457107,268.2300109863281,268.9599914550781,268.1199951171875,268.3900146484375,3427512,606.85498046875,607.6500244140625,605.5900268554688,607.6400146484375,972099
2026-05-22 09:30:00-04:00,382.8500061035156,383.32000732421875,380.32501220703125,383.010009765625,3503427,89.0199966430664,89.96990203857422,88.37999725341797,88.68990325927734,5510490,306.05999755859375,309.2699890136719,305.8500061035156,308.6400146484375,9515427,268.6499938964844,269.7850036621094,267.4800109863281,268.489990234375,5853067,607.489990234375,614.8099975585938,606.9550170898438,608.5900268554688,3210303
2026-05-22 10:30:00-04:00,383.06500244140625,384.8500061035156,382.2300109863281,383.239990234375,1315157,88.68499755859375,88.93000030517578,88.30999755859375,88.79010009765625,2719344,308.635009765625,311.3999938964844,308.6199951171875,311.0050048828125,7739013,268.510009765625,269.25,267.9100036621094,269.0400085449219,3519010,608.7000122070312,611.6500244140625,607.9299926757812,610.3690185546875,901421
2026-05-22 11:30:00-04:00,383.239990234375,383.6600036621094,381.8800048828125,382.2200012207031,917335,88.80000305175781,88.91999816894531,88.41999816894531,88.61499786376953,1821056,311.0,311.0400085449219,309.7200012207031,309.9200134277344,4700296,269.0799865722656,269.30999755859375,268.05999755859375,268.239990234375,2209638,610.2449951171875,610.4600219726562,607.7048950195312,608.6500244140625,670103
2026-05-22 12:30:00-04:00,382.2001037597656,382.5185852050781,381.20001220703125,382.29998779296875,1028823,88.61499786376953,88.81999969482422,88.31999969482422,88.46499633789062,1918901,309.92999267578125,309.989990234375,308.82000732421875,309.860107421875,3550329,268.2449951171875,269.3599853515625,267.3500061035156,269.3500061035156,2397914,608.6900024414062,610.0499877929688,607.2999877929688,609.989990234375,936460
2026-05-22 13:30:00-04:00,382.3500061035156,382.6300048828125,380.3800048828125,380.6000061035156,966682,88.49500274658203,88.61000061035156,88.20999908447266,88.29499816894531,2435264,309.8699951171875,310.1549987792969,308.95001220703125,309.30999755859375,2598845,269.3500061035156,269.6000061035156,267.6000061035156,268.010009765625,2641647,609.9849853515625,611.25,608.5700073242188,610.655029296875,1574998
2026-05-22 14:30:00-04:00,380.6099853515625,381.3450012207031,378.9700012207031,379.04998779296875,1264197,88.29499816894531,88.54499816894531,88.16999816894531,88.49500274658203,1983166,309.31500244140625,309.5799865722656,308.6400146484375,308.70001220703125,2681340,268.0,268.3299865722656,266.57000732421875,266.80499267578125,2540986,610.655029296875,612.0349731445312,608.681396484375,608.8049926757812,947306
2026-05-22 15:30:00-04:00,379.05999755859375,379.70001220703125,378.260009765625,379.3900146484375,1442351,88.48999786376953,88.66999816894531,88.24099731445312,88.5999984741211,2744518,308.70001220703125,309.3999938964844,307.9700012207031,308.8800048828125,4183601,266.82000732421875,267.25,266.239990234375,266.29998779296875,3536826,608.719970703125,610.969970703125,608.510009765625,610.3699951171875,1001688
2026-05-26 09:30:00-04:00,380.9949951171875,384.4125061035156,379.1400146484375,383.5,3901705,88.38400268554688,88.7249984741211,87.55500030517578,87.67500305175781,5495760,309.3999938964844,311.82000732421875,309.3500061035156,311.7200012207031,9245876,267.57501220703125,269.29998779296875,265.4100036621094,265.4440002441406,8433362,609.5999755859375,614.469970703125,605.5850219726562,608.9400024414062,3457320
2026-05-26 10:30:00-04:00,383.5,385.3900146484375,381.94000244140625,382.2149963378906,2251147,87.68000030517578,87.79000091552734,87.25,87.72000122070312,3167525,311.7300109863281,311.80999755859375,310.8599853515625,311.3599853515625,3935923,265.41009521484375,265.41448974609375,263.5201110839844,263.84149169921875,5517323,608.7000122070312,608.9400024414062,605.6099853515625,607.1400146484375,1503408
2026-05-26 11:30:00-04:00,382.2099914550781,383.3450012207031,381.80999755859375,382.8900146484375,1496199,87.72000122070312,88.04000091552734,87.61000061035156,87.98999786376953,1907429,311.3800048828125,311.57000732421875,309.7699890136719,310.4704895019531,3714586,263.8800048828125,264.07000732421875,263.2200012207031,264.05999755859375,3119940,607.0900268554688,609.989990234375,605.3001098632812,609.9400024414062,1200481
2026-05-26 12:30:00-04:00,382.8700866699219,383.2699890136719,381.3699951171875,381.9200134277344,1192285,87.98999786376953,88.11499786376953,87.84500122070312,87.88500213623047,2269299,310.4849853515625,310.7699890136719,309.0299987792969,309.18499755859375,5208906,264.07000732421875,264.25,262.07000732421875,262.2799987792969,3465934,609.9400024414062,610.9550170898438,608.7249755859375,609.0900268554688,787569
2026-05-26 13:30:00-04:00,381.93499755859375,383.32000732421875,381.7900085449219,382.6499938964844,890785,87.88999938964844,88.04499816894531,87.68000030517578,87.78500366210938,1527050,309.19000244140625,310.20001220703125,309.1099853515625,309.8299865722656,2909764,262.2699890136719,263.3900146484375,262.1650085449219,263.2650146484375,2834593,609.1649780273438,610.5999755859375,608.3099975585938,610.114990234375,714903
2026-05-26 14:30:00-04:00,382.6499938964844,383.25,381.7850036621094,383.19500732421875,1173983,87.7886962890625,87.8499984741211,87.5999984741211,87.73999786376953,2034733,309.8399963378906,310.05999755859375,308.0799865722656,308.3799133300781,3079448,263.260009765625,264.29998779296875,262.510009765625,264.260009765625,3701030,610.1199951171875,610.889892578125,608.75,609.0999755859375,800892
2026-05-26 15:30:00-04:00,383.2200012207031,384.9700012207031,383.135009765625,384.9200134277344,1532247,87.73999786376953,87.81999969482422,87.56999969482422,87.68000030517578,2784424,308.360107421875,308.9599914550781,307.6700134277344,308.3800048828125,4315325,264.239990234375,265.739990234375,264.239990234375,265.30999755859375,4027161,609.1400146484375,612.4199829101562,608.9199829101562,612.3400268554688,930581
2026-05-27 09:30:00-04:00,382.8125,388.8999938964844,382.0,387.7200012207031,3889192,87.0459976196289,88.47000122070312,86.81999969482422,88.29499816894531,5837367,308.44000244140625,312.7699890136719,308.3299865722656,311.260009765625,9481867,266.1499938964844,270.6600036621094,265.7001037597656,269.8900146484375,10163044,609.760009765625,616.0999755859375,609.2109985351562,615.0,2770595
2026-05-27 10:30:00-04:00,387.7200927734375,388.32000732421875,386.5,387.9649963378906,1653760,88.27999877929688,88.48999786376953,87.91500091552734,88.32499694824219,2511467,311.260009765625,313.260009765625,311.19000244140625,311.7749938964844,11989445,269.864990234375,271.44000244140625,269.29998779296875,271.04998779296875,4900986,615.010009765625,616.7000122070312,612.0700073242188,613.4349975585938,1303986
