Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 09:30:00-04:00,240.22000122070312,240.8800048828125,236.02000427246094,239.39500427246094,16979785,572.9550170898438,576.5999755859375,563.0999755859375,569.9000854492188,6354288,77.05000305175781,77.62999725341797,76.12000274658203,77.11000061035156,13012389,363.8900146484375,365.95001220703125,356.6081848144531,359.909912109375,6849663,298.44000244140625,300.45989990234375,295.6199951171875,299.6099853515625,26189695
2026-06-18 10:30:00-04:00,239.39500427246094,242.99000549316406,238.9600067138672,242.34500122070312,9574618,569.9600219726562,573.419189453125,568.9000244140625,572.989990234375,2226370,77.12000274658203,77.41000366210938,76.91999816894531,76.94999694824219,3856511,359.8599853515625,362.64990234375,359.6600036621094,362.17999267578125,1566989,299.614990234375,300.57000732421875,296.9599914550781,297.1099853515625,8140647
2026-06-18 11:30:00-04:00,242.35000610351562,244.32000732421875,241.53500366210938,243.4499053955078,5361260,573.0700073242188,578.6900024414062,572.6099853515625,576.030029296875,1726820,76.94499969482422,77.51000213623047,76.8949966430664,77.23880004882812,4545282,362.2200012207031,365.5899963378906,361.95001220703125,364.69000244140625,1978046,297.1000061035156,297.7300109863281,295.95001220703125,297.489990234375,4986655
2026-06-18 12:30:00-04:00,243.4499053955078,245.35000610351562,243.16000366210938,245.28500366210938,5036268,576.0999755859375,578.6400146484375,575.6699829101562,577.9000244140625,967526,77.23999786376953,77.62000274658203,77.0999984741211,77.58000183105469,3783239,364.70001220703125,366.30999755859375,364.07000732421875,366.2799987792969,1032053,297.4849853515625,298.3598937988281,296.8399963378906,297.82000732421875,3319629
2026-06-18 13:30:00-04:00,245.28829956054688,245.72999572753906,242.8300018310547,242.94000244140625,4019614,577.9400024414062,578.8800048828125,573.3200073242188,573.530029296875,1199186,77.58499908447266,77.73619842529297,77.19000244140625,77.25,3679527,366.29998779296875,366.94000244140625,365.8500061035156,366.1099853515625,1026618,297.82501220703125,297.9849853515625,297.010009765625,297.1099853515625,2384713
2026-06-18 14:30:00-04:00,242.9600067138672,243.3199005126953,242.44000244140625,243.07000732421875,3746723,573.4299926757812,576.5795288085938,573.0200805664062,574.6849975585938,1379385,77.24500274658203,77.375,76.92500305175781,77.01499938964844,4255286,366.1199951171875,367.05999755859375,364.6499938964844,365.9800109863281,1173960,297.1400146484375,298.07000732421875,297.04010009765625,297.3800048828125,2773331
2026-06-18 15:30:00-04:00,243.0800018310547,244.7100067138672,242.6717987060547,244.3524932861328,5976442,574.7169799804688,580.2150268554688,573.3499755859375,577.219970703125,12763390,77.0199966430664,78.23500061035156,76.9800033569336,77.33000183105469,11797911,365.989990234375,368.6400146484375,365.6700134277344,367.17999267578125,4096978,297.3599853515625,299.2394104003906,297.05999755859375,297.8900146484375,5250521
2026-06-22 09:30:00-04:00,240.49000549316406,242.0,235.5,235.7100067138672,11746467,572.02001953125,575.780029296875,567.0,567.64501953125,3055242,76.13500213623047,77.08999633789062,74.58000183105469,74.74220275878906,15478128,357.135009765625,358.20001220703125,347.8599853515625,348.2427062988281,7033521,297.5,302.4200134277344,297.5,301.20001220703125,8668767
