Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28 09:30:00-04:00,86.83999633789062,87.04000091552734,85.91000366210938,86.80000305175781,6245940,310.67999267578125,312.760009765625,309.6000061035156,311.70001220703125,7569372,383.87750244140625,386.4700012207031,381.260009765625,385.6600036621094,3408552,639.97998046875,643.0,629.3099975585938,638.8900146484375,5946061,272.239990234375,272.32000732421875,267.44000244140625,269.70001220703125,9269174
2026-05-28 10:30:00-04:00,86.80000305175781,86.87999725341797,85.58499908447266,85.70020294189453,8431965,311.70001220703125,311.9700012207031,311.04998779296875,311.82501220703125,3612059,385.69000244140625,387.3500061035156,384.56768798828125,385.6650085449219,1624438,639.1300048828125,639.75,632.7100219726562,633.510009765625,1434172,269.70001220703125,270.5350036621094,269.0,269.75,3888278
2026-05-28 11:30:00-04:00,85.69999694824219,86.38990020751953,85.67990112304688,86.29029846191406,4327070,311.82501220703125,311.94500732421875,310.3074951171875,310.44000244140625,3704416,385.70001220703125,386.7901916503906,385.4700012207031,385.7380065917969,1161302,633.6900024414062,635.0,630.8649291992188,634.614990234375,1416709,269.75,270.8096008300781,269.3999938964844,269.42999267578125,3529022
2026-05-28 12:30:00-04:00,86.29499816894531,86.38999938964844,85.93000030517578,85.9749984741211,2987583,310.44500732421875,311.6199951171875,309.57000732421875,310.79998779296875,3879761,385.6700134277344,386.2550048828125,384.19000244140625,385.9700012207031,1201964,634.59130859375,634.6900024414062,629.7100830078125,631.2150268554688,1403857,269.42999267578125,271.589599609375,269.17999267578125,271.0400085449219,2990357
2026-05-28 13:30:00-04:00,85.9749984741211,86.2750015258789,85.96499633789062,86.2300033569336,2867320,310.81500244140625,311.0199890136719,310.1099853515625,310.8399963378906,3474234,386.010009765625,387.07000732421875,385.2300109863281,386.45001220703125,1874551,631.2474975585938,633.3900146484375,630.7100219726562,632.8599853515625,1062877,271.0350036621094,272.70001220703125,271.0249938964844,272.6549987792969,4237152
2026-05-28 14:30:00-04:00,86.2249984741211,86.47000122070312,86.05999755859375,86.43910217285156,4307464,310.7900085449219,311.3550109863281,310.25,311.31500244140625,4929905,386.42010498046875,387.3500061035156,386.2200012207031,386.9549865722656,2177734,632.8599853515625,634.1199951171875,631.489990234375,633.8250122070312,1113220,272.6549987792969,274.19000244140625,272.3900146484375,274.0199890136719,4734955
2026-05-28 15:30:00-04:00,86.43499755859375,86.55999755859375,86.25499725341797,86.33000183105469,4508769,311.31500244140625,312.55999755859375,310.9700012207031,312.5,4816549,386.9599914550781,387.8500061035156,385.6600036621094,386.1499938964844,1570002,633.8599853515625,635.7000122070312,633.280029296875,635.219970703125,1296176,274.0199890136719,274.45001220703125,273.3699951171875,273.9599914550781,3825152
2026-05-29 09:30:00-04:00,86.25,86.66999816894531,85.66000366210938,86.04499816894531,6243126,311.7749938964844,315.0,311.5,313.67498779296875,8454465,381.20001220703125,381.6499938964844,376.5899963378906,379.9200134277344,5796461,633.969970703125,634.4600219726562,623.9000854492188,624.9500122070312,3039274,271.31500244140625,274.75,270.67999267578125,272.07000732421875,9480476
