Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23 09:30:00-04:00,321.6700134277344,324.3900146484375,316.5899963378906,318.0400085449219,16516656,68.56999969482422,69.13999938964844,67.66999816894531,68.54000091552734,8845284,321.7300109863281,323.29998779296875,319.3500061035156,321.489990234375,7808169,236.32000732421875,238.3498992919922,233.57000732421875,234.60000610351562,11766998,608.4099731445312,614.635009765625,604.3499755859375,607.8300170898438,3161774
2026-07-23 10:30:00-04:00,318.0400085449219,319.6199951171875,314.8900146484375,316.5899963378906,6453035,68.54000091552734,69.0,68.51499938964844,68.68000030517578,5218812,321.4649963378906,322.9100036621094,320.7149963378906,321.2799987792969,3963966,234.55999755859375,234.88499450683594,232.10000610351562,232.27999877929688,7313527,607.6099853515625,607.9949951171875,598.1900024414062,599.280029296875,2266780
2026-07-23 11:30:00-04:00,316.6099853515625,321.6000061035156,316.5404052734375,320.9700012207031,4601336,68.68000030517578,68.91999816894531,68.30000305175781,68.51499938964844,4104097,321.2900085449219,321.54998779296875,320.07000732421875,320.3598937988281,4791936,232.3000030517578,235.0,223.67950439453125,234.8000030517578,5750929,599.0999755859375,604.7899780273438,597.219970703125,604.4000244140625,1576862
2026-07-23 12:30:00-04:00,320.92999267578125,321.4599914550781,318.8299865722656,320.4800109863281,3883615,68.51499938964844,69.12000274658203,68.48999786376953,69.09940338134766,3524725,320.30999755859375,321.04998779296875,320.0,320.8699951171875,2240708,234.8300018310547,235.14999389648438,233.84010314941406,234.49000549316406,3069226,604.5,607.219970703125,601.3400268554688,605.9199829101562,1367887
2026-07-23 13:30:00-04:00,320.4800109863281,320.5299987792969,319.3599853515625,319.939697265625,2538094,69.09500122070312,69.3550033569336,68.86000061035156,69.05999755859375,3843258,320.8700866699219,321.39898681640625,320.0,320.2699890136719,2551049,234.5,234.50999450683594,233.66000366210938,233.9250030517578,2508087,605.840087890625,607.8800048828125,604.1649780273438,606.1400146484375,900356
2026-07-23 14:30:00-04:00,319.9100036621094,319.9299011230469,318.2099914550781,318.54998779296875,2943051,69.06999969482422,69.20999908447266,68.75,68.76219940185547,5546192,320.2749938964844,321.20001220703125,319.760009765625,320.4198913574219,3757792,233.9250030517578,234.07049560546875,233.1300048828125,233.14999389648438,2951789,606.1400146484375,608.135009765625,604.8175048828125,607.3001098632812,1499210
2026-07-23 15:30:00-04:00,318.5299987792969,319.3599853515625,317.7799987792969,318.2699890136719,3751312,68.76000213623047,69.01000213623047,68.45999908447266,68.86000061035156,4645618,320.3800048828125,321.9800109863281,320.0400085449219,321.6099853515625,4281719,233.14999389648438,234.08999633789062,232.91000366210938,233.55999755859375,5636183,607.4299926757812,607.6900024414062,603.0399780273438,605.969970703125,1858985
2026-07-24 09:30:00-04:00,319.8399963378906,323.9800109863281,318.75,319.8699951171875,5941981,69.25499725341797,69.45999908447266,67.97039794921875,69.12000274658203,7340702,324.375,329.4389953613281,323.2300109863281,328.79998779296875,8571059,234.3699951171875,234.9499969482422,231.58999633789062,231.58999633789062,7973154,605.3400268554688,607.52001953125,600.75,604.9000244140625,2224365
