Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-18 14:30:00+00:00,633.5999755859375,640.2999877929688,628.14501953125,639.1199951171875,3237043,202.11000061035156,206.14999389648438,201.50999450683594,205.86000061035156,11186969,302.4320068359375,305.5299987792969,302.010009765625,303.2699890136719,2456914,77.26000213623047,77.83999633789062,76.29000091552734,77.61499786376953,4676760,263.5,265.6499938964844,262.45001220703125,265.398193359375,7797779
2026-02-18 15:30:00+00:00,639.1099853515625,641.6400146484375,637.260009765625,638.8599853515625,1125298,205.8350067138672,206.86000061035156,205.610107421875,205.89999389648438,4993378,303.2200012207031,304.75,302.5799865722656,304.4200134277344,1260985,77.6155014038086,77.8499984741211,77.33999633789062,77.70500183105469,2464471,265.3900146484375,266.0899963378906,265.0400085449219,266.0400085449219,2372744
2026-02-18 16:30:00+00:00,638.989990234375,641.5700073242188,637.6099853515625,639.3800048828125,887302,205.88499450683594,206.2899932861328,205.50999450683594,205.8000030517578,2826882,304.3699951171875,305.2200012207031,303.9800109863281,304.42999267578125,786854,77.70500183105469,78.13999938964844,77.68499755859375,77.99500274658203,1831306,266.0249938964844,266.82000732421875,265.1700134277344,265.4200134277344,1840765
2026-02-18 17:30:00+00:00,639.2999877929688,642.9099731445312,639.1199951171875,641.0700073242188,692635,205.7949981689453,206.38999938964844,205.60000610351562,205.67999267578125,2350490,304.4200134277344,305.9100036621094,304.1700134277344,304.5790100097656,752275,77.99500274658203,78.30000305175781,77.87999725341797,77.95770263671875,1587234,265.4100036621094,265.9599914550781,265.0,265.39990234375,1335418
2026-02-18 18:30:00+00:00,641.219970703125,641.5900268554688,638.4600219726562,639.22998046875,611991,205.67999267578125,205.9698944091797,205.0200958251953,205.27999877929688,2669594,304.6099853515625,304.9700012207031,303.5299987792969,303.614990234375,791079,77.95500183105469,78.0999984741211,77.77999877929688,77.86499786376953,1913407,265.3800048828125,265.5790100097656,264.52301025390625,264.57000732421875,1312561
2026-02-18 19:30:00+00:00,639.1500854492188,639.989990234375,636.2000732421875,638.9998779296875,882662,205.3000030517578,205.39999389648438,204.1699981689453,204.4199981689453,3069703,303.6700134277344,303.8599853515625,301.9800109863281,302.2900085449219,1041235,77.86000061035156,77.88999938964844,77.37999725341797,77.76000213623047,2147524,264.5950012207031,264.6299133300781,263.2099914550781,263.739990234375,1727473
2026-02-18 20:30:00+00:00,638.8699951171875,644.5399780273438,638.8699951171875,643.1199951171875,1352515,204.41000366210938,205.3699951171875,204.37100219726562,204.65499877929688,3633484,302.2699890136719,304.8399963378906,302.2300109863281,303.9200134277344,1311769,77.76000213623047,78.26000213623047,77.74500274658203,77.98999786376953,3189147,263.739990234375,265.5299987792969,263.739990234375,264.32000732421875,3105119
2026-02-19 14:30:00+00:00,638.3499755859375,644.8900146484375,636.719970703125,642.7849731445312,1758607,203.6300048828125,205.32009887695312,202.80999755859375,203.73500061035156,6609217,302.4700012207031,304.7200012207031,300.6700134277344,303.30499267578125,2031835,77.75,78.69999694824219,77.37000274658203,77.84500122070312,3511893,262.6000061035156,264.3500061035156,262.2900085449219,262.8699951171875,4372727
