Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12 10:30:00-04:00,565.739990234375,574.6099853515625,563.1199951171875,572.1199951171875,2030421,79.81999969482422,80.69499969482422,79.58000183105469,80.5999984741211,4271021,291.9800109863281,292.989990234375,290.010009765625,292.875,4537684,236.52000427246094,238.5,234.92999267578125,237.85000610351562,7565084,360.05999755859375,364.7724914550781,357.55999755859375,363.6600036621094,2452102
2026-06-12 11:30:00-04:00,572.0,572.39990234375,567.989990234375,571.280029296875,1180981,80.60749816894531,80.83000183105469,80.19999694824219,80.70999908447266,3422335,292.8599853515625,292.8599853515625,290.80999755859375,291.5799865722656,3654099,237.8000030517578,237.8101043701172,235.5749969482422,236.47999572753906,5470650,363.6099853515625,363.739990234375,358.3800048828125,359.5950012207031,1652513
2026-06-12 12:30:00-04:00,571.2949829101562,572.7849731445312,567.3499755859375,567.6799926757812,1501377,80.72000122070312,81.13999938964844,80.6500015258789,80.8550033569336,2190043,291.57000732421875,292.2449951171875,290.75,291.4601135253906,3070602,236.47000122070312,237.63999938964844,235.89999389648438,237.02000427246094,4730025,359.6300048828125,362.0,359.1199951171875,360.8599853515625,1051819
2026-06-12 13:30:00-04:00,567.75,567.780029296875,564.830078125,565.37548828125,1047464,80.86000061035156,80.87000274658203,80.5999984741211,80.66500091552734,1636206,291.4800109863281,291.510009765625,289.6199951171875,290.2250061035156,3083422,237.02200317382812,237.07000732421875,236.02000427246094,236.39999389648438,2416083,360.9200134277344,360.9717102050781,358.82000732421875,359.239990234375,1127247
2026-06-12 14:30:00-04:00,565.39501953125,567.5399780273438,565.39501953125,566.6199951171875,1165996,80.66999816894531,80.87000274658203,80.42500305175781,80.5250015258789,3102066,290.2200012207031,290.9700012207031,290.2200012207031,290.6400146484375,3042374,236.39500427246094,238.1699981689453,236.39500427246094,237.8699951171875,3630462,359.2200012207031,360.0400085449219,357.9100036621094,358.739990234375,1626947
2026-06-12 15:30:00-04:00,566.7050170898438,567.8681030273438,563.0,566.7000122070312,2129531,80.52999877929688,80.55509948730469,80.2699966430664,80.33499908447266,4508035,290.6400146484375,291.6400146484375,290.19000244140625,291.0799865722656,4023717,237.83999633789062,238.60000610351562,237.30999755859375,238.52999877929688,4027217,358.739990234375,358.82000732421875,356.8999938964844,358.07000732421875,1389000
2026-06-15 09:30:00-04:00,579.9000244140625,593.7100219726562,579.2974853515625,590.3400268554688,4898957,80.61499786376953,81.68000030517578,80.47000122070312,80.68499755859375,9707659,294.1199951171875,296.32861328125,291.70001220703125,295.67999267578125,9626670,245.16400146484375,247.80499267578125,244.72999572753906,246.1199951171875,12330178,365.7650146484375,370.2049865722656,364.6499938964844,366.9999084472656,3945692
2026-06-15 10:30:00-04:00,590.4400024414062,597.5999755859375,590.1276245117188,596.75,1818274,80.68499755859375,81.5199966430664,80.63999938964844,81.36000061035156,3902554,295.7099914550781,296.8999938964844,295.3999938964844,296.5299987792969,4048336,246.13499450683594,246.57000732421875,245.625,246.08999633789062,3881860,367.0,370.29998779296875,366.6000061035156,370.0799865722656,1825292
2026-06-15 11:30:00-04:00,596.8400268554688,601.27001953125,596.1699829101562,598.89501953125,1857820,81.3550033569336,81.62999725341797,81.09010314941406,81.41000366210938,3170839,296.5400085449219,297.7799987792969,296.2200012207031,297.239990234375,3767794,246.11500549316406,247.00999450683594,245.6199951171875,246.7100067138672,3617042,370.06500244140625,370.6499938964844,368.8699951171875,369.04998779296875,1492537
2026-06-15 12:30:00-04:00,598.9299926757812,598.989990234375,594.7100219726562,594.7100219726562,1465117,81.40249633789062,81.63999938964844,81.1802978515625,81.29000091552734,2540745,297.2300109863281,297.364990234375,296.25,296.6600036621094,2821133,246.72000122070312,246.97000122070312,245.8000030517578,246.77499389648438,2484189,369.1000061035156,370.0350036621094,368.760009765625,369.69989013671875,947861
2026-06-15 13:30:00-04:00,594.8800048828125,596.719970703125,594.1799926757812,595.5349731445312,961432,81.27999877929688,81.58000183105469,81.12200164794922,81.55000305175781,2601298,296.6600036621094,297.0,294.9599914550781,295.07000732421875,3434466,246.77999877929688,247.0,245.91000366210938,246.15499877929688,2179349,369.6400146484375,370.11981201171875,368.7699890136719,369.4200134277344,955385
2026-06-15 14:30:00-04:00,595.5349731445312,595.5349731445312,591.1199951171875,591.25,1335653,81.55000305175781,81.56500244140625,81.24009704589844,81.43000030517578,2751249,295.07501220703125,296.6099853515625,295.010009765625,296.5,3208031,246.1699981689453,246.89999389648438,245.64999389648438,245.84500122070312,2953764,369.4800109863281,369.7300109863281,367.3800048828125,367.67999267578125,1455054
2026-06-15 15:30:00-04:00,591.260009765625,593.9199829101562,590.7000122070312,593.489990234375,1810210,81.43499755859375,81.70500183105469,81.40049743652344,81.66999816894531,3347848,296.4949951171875,296.6700134277344,295.6099853515625,296.4200134277344,18202384,245.8300018310547,246.49989318847656,245.4600067138672,246.10000610351562,4030015,367.69000244140625,367.7200012207031,365.6050109863281,367.1199951171875,1702501
2026-06-16 09:30:00-04:00,593.489990234375,605.780029296875,593.3900146484375,593.5401000976562,3171042,81.875,81.93000030517578,78.68180084228516,78.88500213623047,12807302,295.2449951171875,298.0,293.9700012207031,297.5350036621094,6748020,248.0,248.42999267578125,245.4510955810547,246.80999755859375,7720323,367.375,370.05499267578125,365.32000732421875,368.42999267578125,2360795
2026-06-16 10:30:00-04:00,593.5399780273438,598.6599731445312,592.0,596.885009765625,1522329,78.88500213623047,79.19000244140625,78.43000030517578,79.11499786376953,9135610,297.5350036621094,298.45001220703125,296.95001220703125,298.20001220703125,4597668,246.8300018310547,249.50999450683594,246.22999572753906,248.7281951904297,4535217,368.4200134277344,373.6000061035156,368.2900085449219,373.05999755859375,2242359
2026-06-16 11:30:00-04:00,596.8300170898438,597.119873046875,594.3900146484375,596.3300170898438,852860,79.12000274658203,79.58000183105469,78.55000305175781,78.78500366210938,6448329,298.2200012207031,299.2749938964844,297.5,298.94000244140625,3946079,248.74000549316406,248.8699951171875,247.08999633789062,247.13999938964844,3181239,373.19000244140625,373.4150085449219,369.6199951171875,370.2099914550781,1915503
2026-06-16 12:30:00-04:00,596.280029296875,597.7100219726562,595.7000122070312,596.1699829101562,609938,78.77999877929688,79.08999633789062,78.2300033569336,78.2699966430664,5485941,298.94000244140625,300.4800109863281,298.8041076660156,300.2749938964844,3798624,247.1199951171875,247.35000610351562,245.69000244140625,245.8300018310547,2889814,370.19000244140625,370.30999755859375,367.6600036621094,368.4150085449219,1167754
2026-06-16 13:30:00-04:00,596.3049926757812,598.72998046875,595.080078125,598.219970703125,578839,78.27010345458984,78.37999725341797,77.70999908447266,78.26629638671875,6882182,300.260009765625,300.4599914550781,298.5679931640625,298.7250061035156,2578695,245.83999633789062,246.47999572753906,245.50999450683594,246.2100067138672,2691611,368.3949890136719,370.4880065917969,368.3399963378906,370.20001220703125,1062324
2026-06-16 14:30:00-04:00,598.1400146484375,600.3599853515625,598.1400146484375,598.8001098632812,1041420,78.26499938964844,78.67549896240234,78.12999725341797,78.50499725341797,6687900,298.7200927734375,299.63031005859375,298.2200012207031,298.3399963378906,3427537,246.22000122070312,246.72999572753906,245.8350067138672,246.10000610351562,3282229,370.20001220703125,371.7900085449219,370.010009765625,370.30499267578125,2354682
2026-06-16 15:30:00-04:00,598.8499755859375,601.239990234375,596.9299926757812,600.2999877929688,1527595,78.5,78.91999816894531,78.5,78.73999786376953,7239521,298.3299865722656,299.489990234375,298.2300109863281,299.25,4462522,246.1199951171875,246.3300018310547,245.66929626464844,246.07000732421875,3766387,370.29998779296875,371.81988525390625,369.6600036621094,371.20001220703125,1674299
2026-06-17 09:30:00-04:00,592.0020141601562,593.8099975585938,583.8900146484375,585.0499877929688,4053039,78.0999984741211,78.44000244140625,77.56999969482422,77.7699966430664,10469601,300.8450012207031,302.07000732421875,299.22198486328125,300.45001220703125,6436096,245.00999450683594,245.91000366210938,241.5500030517578,242.0399932861328,7268057,367.010009765625,370.1000061035156,363.0,365.0299987792969,2643583
2026-06-17 10:30:00-04:00,585.0499877929688,585.6500244140625,579.5999755859375,580.5499877929688,2062520,77.7750015258789,78.44499969482422,77.7699966430664,78.01000213623047,4769254,300.45001220703125,300.53948974609375,297.0899963378906,297.42999267578125,4056794,242.0,242.139892578125,240.1999969482422,240.33799743652344,5638872,365.010009765625,365.1700134277344,360.7799987792969,362.18499755859375,1836853
2026-06-17 11:30:00-04:00,580.5499877929688,581.4500122070312,579.739990234375,580.2999877929688,1376636,78.01499938964844,78.125,77.71499633789062,77.88500213623047,3755312,297.42999267578125,299.1600036621094,296.6400146484375,298.614990234375,3750244,240.31500244140625,240.89999389648438,239.63999938964844,240.63999938964844,3732259,362.18499755859375,363.9800109863281,361.8599853515625,363.6400146484375,889288
2026-06-17 12:30:00-04:00,580.2999877929688,580.6300048828125,578.5759887695312,578.77001953125,258688,77.88009643554688,77.88500213623047,77.76000213623047,77.7699966430664,472156,298.6297912597656,298.7449951171875,298.239990234375,298.32000732421875,287910,240.66949462890625,240.7198944091797,239.75,239.82000732421875,560405,363.6499938964844,363.7799987792969,362.8900146484375,362.9800109863281,121509
