Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-08 10:30:00-04:00,359.010009765625,359.57501220703125,357.7200012207031,358.2200012207031,1337816,75.38009643554688,75.81999969482422,75.08000183105469,75.7300033569336,3407668,604.3200073242188,604.9998779296875,600.25,602.030029296875,1177300,308.82000732421875,310.8500061035156,308.70001220703125,310.06500244140625,4149375,243.0800018310547,243.0850067138672,240.91000366210938,241.2801055908203,3353231
2026-07-08 11:30:00-04:00,358.2300109863281,358.5899963378906,356.94000244140625,358.1099853515625,977857,75.73999786376953,76.04499816894531,75.54000091552734,75.97000122070312,3922754,602.1749877929688,605.4299926757812,601.0800170898438,604.27001953125,750758,310.0799865722656,311.7900085449219,309.31500244140625,311.6000061035156,3488474,241.30499267578125,241.8000030517578,240.52000427246094,241.61000061035156,2106650
2026-07-08 12:30:00-04:00,358.07000732421875,358.67999267578125,357.5,358.05999755859375,1070985,75.97000122070312,76.26000213623047,75.95500183105469,76.0250015258789,2819609,604.280029296875,605.5,602.510986328125,605.375,656046,311.6000061035156,314.19000244140625,311.3399963378906,314.1199035644531,4629049,241.60000610351562,242.5800018310547,241.08999633789062,242.57000732421875,1996611
2026-07-08 13:30:00-04:00,358.05999755859375,358.1099853515625,355.114990234375,355.25,1304540,76.0199966430664,76.37000274658203,76.0199966430664,76.17500305175781,2344241,605.489990234375,606.6599731445312,604.5,605.0650024414062,893529,314.1300048828125,314.80999755859375,311.150390625,314.125,4294797,242.5800018310547,242.7386016845703,241.39999389648438,241.85499572753906,1924918
2026-07-08 14:30:00-04:00,355.239990234375,356.0799865722656,354.70001220703125,355.69500732421875,1202100,76.17500305175781,76.32499694824219,75.70500183105469,75.8550033569336,3415960,605.0399780273438,607.75,598.010498046875,599.768798828125,1773483,314.125,314.3999938964844,313.6499938964844,313.81500244140625,3477947,241.8699951171875,242.77999877929688,241.85000610351562,242.36000061035156,2175622
2026-07-08 15:30:00-04:00,355.69500732421875,359.7699890136719,355.6499938964844,358.6000061035156,1939257,75.86000061035156,76.05000305175781,75.58499908447266,75.58999633789062,4892172,599.6400146484375,604.7144775390625,598.5599975585938,603.0700073242188,2027085,313.81500244140625,314.20001220703125,312.75,313.260009765625,4786508,242.3800048828125,244.24000549316406,242.36500549316406,243.55999755859375,4368824
2026-07-09 09:30:00-04:00,351.0849914550781,356.3500061035156,348.6600036621094,351.0,4120764,74.26000213623047,75.4800033569336,74.0199966430664,74.91500091552734,6064072,583.9199829101562,600.9000244140625,577.0700073242188,594.0750122070312,6746310,310.44500732421875,312.29998779296875,308.1600036621094,312.0899963378906,7601316,239.7449951171875,243.2198944091797,238.25,240.5850067138672,7812852
2026-07-09 10:30:00-04:00,350.92999267578125,352.1780090332031,349.7799987792969,351.1499938964844,1933323,74.91000366210938,74.93990325927734,74.30000305175781,74.79000091552734,3923554,594.1500244140625,604.4500122070312,591.510009765625,604.3200073242188,2146855,312.07000732421875,314.8500061035156,310.7012023925781,314.4599914550781,4078964,240.57000732421875,241.92999267578125,240.3249969482422,241.82000732421875,3404005
2026-07-09 11:30:00-04:00,351.1476135253906,352.0799865722656,349.760009765625,351.82000732421875,1467767,74.79000091552734,74.8301010131836,74.30000305175781,74.40499877929688,3487033,604.327392578125,616.3099975585938,603.8001098632812,614.2999877929688,2712780,314.46990966796875,315.2200012207031,314.1000061035156,314.8999938964844,8485039,241.8300018310547,242.8300018310547,240.89999389648438,242.33999633789062,2695101
2026-07-09 12:30:00-04:00,351.80999755859375,352.75,351.5201110839844,352.5400085449219,859265,74.40499877929688,74.6500015258789,74.3302993774414,74.62000274658203,3220045,614.2100219726562,615.8400268554688,611.3300170898438,612.5999755859375,1457360,314.90008544921875,315.5,314.30999755859375,314.7214050292969,4552794,242.27499389648438,244.10000610351562,241.83999633789062,244.01499938964844,2698498
2026-07-09 13:30:00-04:00,352.5799865722656,354.2558898925781,352.2799987792969,353.80999755859375,1033584,74.62000274658203,74.9000015258789,74.56999969482422,74.80999755859375,2917608,612.6099853515625,616.9000244140625,610.2100219726562,615.97998046875,1942164,314.7235107421875,315.31988525390625,314.2349853515625,314.55999755859375,4088119,244.00999450683594,245.1199951171875,243.41000366210938,245.0500030517578,4081956
2026-07-09 14:30:00-04:00,353.8599853515625,355.2449951171875,353.2799987792969,354.9949951171875,1102999,74.80010223388672,74.94000244140625,74.61499786376953,74.8949966430664,2869223,615.9199829101562,624.6799926757812,614.3201293945312,624.2150268554688,2307207,314.55999755859375,315.69000244140625,314.25,315.4100036621094,3058281,245.10000610351562,245.52999877929688,244.2200927734375,245.48500061035156,2631578
2026-07-09 15:30:00-04:00,355.0199890136719,356.67999267578125,355.0199890136719,356.2300109863281,1638839,74.9000015258789,75.55000305175781,74.83499908447266,75.45999908447266,4807323,624.2150268554688,633.27001953125,624.1400146484375,631.47998046875,4972262,315.4200134277344,316.5299987792969,315.3900146484375,316.17999267578125,4155824,245.5,247.45989990234375,245.5,247.02000427246094,5409248
2026-07-10 09:30:00-04:00,354.9540100097656,355.2796936035156,352.0,353.4049987792969,2778819,75.44999694824219,75.69860076904297,72.7750015258789,73.12229919433594,13100550,660.3350219726562,677.8499755859375,658.010009765625,667.1500244140625,16463712,314.7200012207031,316.3900146484375,312.93011474609375,313.1300048828125,6346453,249.63999938964844,251.02999877929688,244.88499450683594,246.17999267578125,7070052
2026-07-10 10:30:00-04:00,353.4049987792969,353.5400085449219,350.70001220703125,352.2300109863281,1317885,73.12000274658203,73.38500213623047,72.87999725341797,73.11499786376953,5796206,667.2120971679688,675.2000122070312,662.47998046875,674.7150268554688,5541256,313.1199951171875,314.1099853515625,312.1700134277344,313.3399963378906,4170673,246.10000610351562,246.36000061035156,244.41000366210938,245.9600067138672,3684833
2026-07-10 11:30:00-04:00,352.260009765625,353.20001220703125,351.54998779296875,352.9150085449219,960055,73.11990356445312,73.23500061035156,72.91999816894531,72.92500305175781,4145988,674.8049926757812,675.469482421875,666.25,668.5499877929688,3226942,313.3500061035156,314.5140075683594,312.32000732421875,314.3550109863281,2588249,245.97000122070312,246.6999053955078,245.6699981689453,245.677001953125,3252178
2026-07-10 12:30:00-04:00,352.9700012207031,353.889892578125,352.19000244140625,352.20001220703125,938067,72.92990112304688,73.0999984741211,72.6050033569336,72.62000274658203,4438832,668.6199951171875,669.8800048828125,662.6199951171875,662.969970703125,2248713,314.3699951171875,314.7799987792969,313.94000244140625,314.4599914550781,1701568,245.67999267578125,246.44000244140625,244.80999755859375,244.85000610351562,2303533
2026-07-10 13:30:00-04:00,352.2099914550781,353.54998779296875,351.57000732421875,353.5249938964844,715317,72.61499786376953,73.41999816894531,72.51000213623047,73.375,4616439,663.0399780273438,670.719970703125,662.0,668.7750244140625,2655833,314.4700012207031,314.8900146484375,313.8902893066406,314.840087890625,1530749,244.84500122070312,245.7100067138672,244.4199981689453,245.6300048828125,3179187
2026-07-10 14:30:00-04:00,353.5249938964844,354.3999938964844,353.1000061035156,354.25,1094675,73.375,73.75,73.37460327148438,73.54499816894531,3804134,668.844970703125,670.6699829101562,665.9334106445312,666.0599975585938,2299358,314.8599853515625,316.4798889160156,314.739990234375,316.1600036621094,3576384,245.66000366210938,245.88999938964844,245.2115020751953,245.46499633789062,2370221
2026-07-10 15:30:00-04:00,354.2799987792969,355.6499938964844,354.04998779296875,355.0400085449219,1440332,73.54000091552734,73.67500305175781,73.25,73.375,4749739,665.97998046875,671.2000122070312,663.8900146484375,669.3099975585938,3765321,316.1499938964844,316.9100036621094,314.7799987792969,315.32989501953125,3989622,245.47999572753906,246.0800018310547,245.11000061035156,245.30999755859375,3511956
2026-07-13 09:30:00-04:00,353.989990234375,355.75,351.7099914550781,353.0400085449219,2236358,73.9000015258789,75.38999938964844,73.9000015258789,74.97000122070312,10107143,661.510009765625,676.6199951171875,654.2000122070312,657.0,5309074,317.0150146484375,323.45001220703125,316.45001220703125,320.19000244140625,12156474,244.25999450683594,248.60000610351562,244.22999572753906,246.52999877929688,7172072
2026-07-13 10:30:00-04:00,353.0899963378906,353.7699890136719,351.8299865722656,352.6199951171875,1104562,74.97000122070312,75.44999694824219,74.56999969482422,74.75499725341797,4287174,657.1199951171875,664.5599975585938,656.3499755859375,659.510009765625,2197542,320.2099914550781,320.2950134277344,316.8500061035156,317.2200012207031,3994197,246.5500030517578,249.33999633789062,246.14999389648438,248.76499938964844,4446333
2026-07-13 11:30:00-04:00,352.625,352.6400146484375,352.05999755859375,352.6400146484375,143144,74.76000213623047,74.76000213623047,74.58000183105469,74.74009704589844,400018,659.5,663.9650268554688,659.1599731445312,663.1500244140625,351476,317.2200012207031,317.2300109863281,316.0899963378906,316.69000244140625,775528,248.76499938964844,249.0500030517578,248.46499633789062,248.875,501525
