Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-13 10:30:00-04:00,587.8400268554688,591.0,585.6500244140625,586.2949829101562,1339955,267.8999938964844,268.80999755859375,266.239990234375,266.49749755859375,4482324,344.0799865722656,345.3399963378906,342.4200134277344,342.69000244140625,1961436,77.18000030517578,77.3499984741211,76.5,76.56999969482422,4235295,305.6600036621094,306.0,303.54998779296875,303.7200012207031,4294720
2026-08-13 11:30:00-04:00,586.22998046875,587.260009765625,584.8305053710938,587.0800170898438,827277,266.4949951171875,266.9800109863281,264.82000732421875,265.260009765625,3475356,342.6700134277344,344.3900146484375,342.3999938964844,344.2799987792969,1286002,76.55999755859375,77.08989715576172,76.54000091552734,77.06999969482422,2870662,303.7300109863281,303.9849853515625,302.57000732421875,303.42999267578125,3040931
2026-08-13 12:30:00-04:00,587.0399780273438,589.219970703125,586.7899780273438,588.47998046875,714087,265.2749938964844,266.010009765625,264.8999938964844,265.6000061035156,2527600,344.29998779296875,345.260009765625,343.5299987792969,343.82000732421875,1048484,77.07499694824219,77.41999816894531,77.0250015258789,77.19999694824219,3375176,303.43499755859375,303.760009765625,302.8500061035156,303.3399963378906,2276605
2026-08-13 13:30:00-04:00,588.47998046875,590.2598876953125,587.6599731445312,589.635009765625,666058,265.60400390625,265.864990234375,265.0899963378906,265.6549987792969,1910282,343.82501220703125,344.7099914550781,343.70001220703125,344.3900146484375,1034317,77.19049835205078,77.20999908447266,76.81400299072266,77.12000274658203,2116128,303.3301086425781,303.8999938964844,302.92999267578125,303.30999755859375,2056919
2026-08-13 14:30:00-04:00,589.6699829101562,595.5800170898438,589.22998046875,595.22998046875,1441619,265.6650085449219,266.510009765625,265.510009765625,265.531005859375,2674375,344.3599853515625,344.6498107910156,343.4700012207031,343.864990234375,1275235,77.12000274658203,77.8949966430664,76.97000122070312,77.83989715576172,3855786,303.30999755859375,304.6099853515625,303.0299987792969,304.3999938964844,3700940
2026-08-13 15:30:00-04:00,595.27001953125,595.8499755859375,593.6400146484375,594.905029296875,1310374,265.5299987792969,265.7200012207031,264.7049865722656,265.1600036621094,3734402,343.8500061035156,344.7699890136719,343.2300109863281,343.9800109863281,2309555,77.82499694824219,78.4000015258789,77.79499816894531,78.2300033569336,6427267,304.3800048828125,305.32000732421875,303.9700012207031,305.32000732421875,3755421
2026-08-14 09:30:00-04:00,596.97998046875,601.8599853515625,595.010009765625,595.8400268554688,2332651,264.875,265.80999755859375,264.0400085449219,264.364990234375,5870863,344.260009765625,348.05999755859375,343.822998046875,344.07000732421875,3370206,78.4800033569336,78.7300033569336,77.76010131835938,78.11000061035156,6884395,306.02801513671875,307.489990234375,304.760009765625,304.989990234375,6735349
2026-08-14 10:30:00-04:00,595.8250122070312,596.8699951171875,591.9000244140625,593.1599731445312,1219298,264.4100036621094,264.94000244140625,263.4200134277344,263.67999267578125,3218986,344.0,344.32000732421875,342.5899963378906,342.95001220703125,1357795,78.0999984741211,78.27999877929688,77.81999969482422,78.11499786376953,2704936,305.0199890136719,305.95989990234375,304.29998779296875,305.53289794921875,2774970
2026-08-14 11:30:00-04:00,592.9949951171875,595.0900268554688,591.7000122070312,592.260009765625,749761,263.6700134277344,264.3500061035156,263.3500061035156,264.3450012207031,1850186,342.9200134277344,343.1499938964844,342.3999938964844,342.8399963378906,934731,78.11499786376953,78.41999816894531,78.06999969482422,78.26499938964844,3748221,305.5450134277344,305.91680908203125,304.9700012207031,305.44500732421875,1655298
2026-08-14 12:30:00-04:00,592.2949829101562,592.5999755859375,590.7999877929688,591.3300170898438,597256,264.3500061035156,264.44000244140625,263.010009765625,263.32000732421875,1810852,342.8387145996094,343.0,342.3500061035156,342.385009765625,687599,78.26000213623047,78.32499694824219,77.91000366210938,77.92009735107422,1865244,305.44500732421875,305.56500244140625,305.0799865722656,305.19439697265625,1717424
2026-08-14 13:30:00-04:00,591.3400268554688,592.0494995117188,590.6699829101562,591.4912109375,635243,263.3299865722656,264.010009765625,263.0205078125,263.2349853515625,3992366,342.385009765625,342.9200134277344,342.0755920410156,342.6343994140625,808084,77.92500305175781,78.05999755859375,77.77999877929688,77.8949966430664,2012732,305.19500732421875,306.25,305.0400085449219,305.97900390625,2580373
2026-08-14 14:30:00-04:00,591.5599975585938,592.125,590.5540161132812,591.219970703125,912824,263.239990234375,263.3999938964844,262.7699890136719,263.2200012207031,2138509,342.6400146484375,343.4399108886719,342.6400146484375,343.0299987792969,768275,77.91000366210938,78.2300033569336,77.87000274658203,78.03500366210938,2407932,305.9800109863281,306.17999267578125,305.2699890136719,305.94500732421875,1983226
2026-08-14 15:30:00-04:00,591.22998046875,591.6849975585938,589.2899780273438,589.9099731445312,999490,263.2170104980469,263.79998779296875,262.4200134277344,262.6600036621094,3206499,343.0299987792969,343.69000244140625,342.5450134277344,343.5400085449219,1096816,78.04000091552734,78.22000122070312,78.00250244140625,78.17500305175781,2781140,305.92999267578125,306.0400085449219,305.5,305.95001220703125,2812891
2026-08-17 09:30:00-04:00,589.75,590.239990234375,577.6099853515625,578.114990234375,3264745,265.44000244140625,265.75,260.70001220703125,260.8099060058594,12189544,344.07501220703125,345.0,341.010009765625,341.3500061035156,2653618,77.80999755859375,78.52999877929688,76.66000366210938,76.8499984741211,5724639,306.2099914550781,307.6600036621094,304.05499267578125,304.4949951171875,7901505
2026-08-17 10:30:00-04:00,578.0999755859375,578.1898803710938,572.8510131835938,575.030029296875,2261534,260.7900085449219,261.7200012207031,260.0799865722656,261.7099914550781,5607434,341.2850036621094,341.97088623046875,339.57000732421875,341.48480224609375,1876011,76.85710144042969,76.95010375976562,76.36499786376953,76.55500030517578,3160899,304.48419189453125,304.9100036621094,303.6499938964844,304.5350036621094,4144849
2026-08-17 11:30:00-04:00,575.0700073242188,575.1199951171875,569.0499877929688,569.5750122070312,2132997,261.715087890625,261.7300109863281,260.20001220703125,260.50201416015625,3281013,341.4849853515625,342.04998779296875,340.6600036621094,341.8999938964844,1293305,76.55500030517578,76.69999694824219,76.36499786376953,76.58499908447266,4122501,304.5400085449219,304.5950927734375,303.04998779296875,303.55499267578125,2930675
2026-08-17 12:30:00-04:00,569.5750122070312,569.8200073242188,566.1605224609375,566.4299926757812,2291129,260.489990234375,260.56988525390625,258.5899963378906,258.6499938964844,4828205,341.8800048828125,342.1299133300781,340.1499938964844,340.7799072265625,1232539,76.58999633789062,76.63999938964844,76.05999755859375,76.08499908447266,2737737,303.55999755859375,304.42498779296875,302.9389953613281,304.4150085449219,2489734
2026-08-17 13:30:00-04:00,566.4299926757812,567.8200073242188,564.75,567.1400146484375,1944424,258.6549987792969,260.2099914550781,258.3389892578125,259.6400146484375,3758046,340.7650146484375,341.54998779296875,340.32000732421875,341.32501220703125,855205,76.08499908447266,76.19000244140625,75.58999633789062,75.61499786376953,2687323,304.4150085449219,304.94000244140625,303.9599914550781,304.7049865722656,2462965
2026-08-17 14:30:00-04:00,567.1799926757812,569.97998046875,566.8101196289062,569.3150024414062,1459681,259.6499938964844,260.6700134277344,259.45001220703125,260.510009765625,3656549,341.32501220703125,341.70001220703125,341.05999755859375,341.43499755859375,953487,75.61990356445312,75.83999633789062,75.46499633789062,75.7750015258789,3571274,304.70001220703125,306.1600036621094,304.69049072265625,306.1449890136719,2925518
2026-08-17 15:30:00-04:00,569.280029296875,569.593994140625,567.7235107421875,569.010009765625,1809520,260.5199890136719,261.3999938964844,259.7699890136719,261.3349914550781,4464879,341.3999938964844,341.6000061035156,340.8500061035156,341.4599914550781,1732343,75.7750015258789,76.06999969482422,75.69999694824219,76.02999877929688,4216998,306.1499938964844,306.32000732421875,305.0299987792969,305.69000244140625,3981136
2026-08-18 09:30:00-04:00,557.3099975585938,560.6300048828125,549.1599731445312,549.760009765625,3403768,260.6300048828125,261.17999267578125,257.7699890136719,259.7300109863281,2821507,339.8046875,340.02508544921875,337.5199890136719,340.02508544921875,1058504,77.35189819335938,77.51000213623047,76.33999633789062,77.22000122070312,2448796,307.5299987792969,307.8999938964844,305.989990234375,306.1099853515625,4264873
