Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02 09:30:00-04:00,80.54000091552734,83.12000274658203,80.30000305175781,82.3949966430664,5161787,254.2550048828125,256.239990234375,253.39999389648438,256.1000061035156,5727998,579.5499877929688,600.3800048828125,577.0,595.0800170898438,5653479,326.9700012207031,328.3999938964844,323.5299987792969,324.57000732421875,8140570,330.6449890136719,336.510009765625,329.5201110839844,334.9800109863281,3677564
2026-09-02 10:30:00-04:00,82.37999725341797,82.76000213623047,82.16000366210938,82.5999984741211,2366961,256.05499267578125,256.07501220703125,254.75999450683594,255.27999877929688,3234727,594.969970703125,598.9500122070312,593.280029296875,597.0,2013505,324.5849914550781,326.54998779296875,324.0,326.54998779296875,3210077,334.8999938964844,334.9700012207031,332.1700134277344,333.8550109863281,1613587
2026-09-02 11:30:00-04:00,82.5999984741211,82.69000244140625,81.98999786376953,82.0562973022461,1379518,255.30999755859375,255.42999267578125,254.44000244140625,254.8699951171875,2172631,596.9099731445312,597.0,591.25,592.2100830078125,1102131,326.5299987792969,327.05499267578125,323.8949890136719,324.6698913574219,5659496,333.8450012207031,335.44000244140625,332.739990234375,334.04998779296875,1060836
2026-09-02 12:30:00-04:00,82.06999969482422,82.31999969482422,81.80000305175781,82.28500366210938,1778496,254.85000610351562,255.60000610351562,254.2100067138672,254.77999877929688,1924426,592.3209838867188,595.8400268554688,591.8499755859375,592.6600952148438,912433,324.6600036621094,326.5,324.6199951171875,325.07501220703125,2691833,334.1400146484375,335.18499755859375,334.0199890136719,334.6099853515625,682969
2026-09-02 13:30:00-04:00,82.28500366210938,82.4800033569336,82.11499786376953,82.44000244140625,1653096,254.77499389648438,255.35000610351562,254.39999389648438,254.78500366210938,1482685,592.760009765625,594.7249755859375,591.4000244140625,592.969970703125,788667,325.07501220703125,326.489990234375,324.6803894042969,326.2955017089844,2545852,334.5950012207031,334.7099914550781,333.6700134277344,334.3100891113281,905893
2026-09-02 14:30:00-04:00,82.44000244140625,82.6449966430664,82.20500183105469,82.625,2099922,254.77999877929688,255.5050048828125,254.42979431152344,255.11000061035156,2214028,592.9650268554688,596.6400146484375,590.840087890625,594.3223876953125,1514059,326.3099060058594,326.42999267578125,324.60009765625,325.6400146484375,2781766,334.32598876953125,334.6700134277344,333.5899963378906,334.3299865722656,757962
2026-09-02 15:30:00-04:00,82.625,82.79000091552734,82.55999755859375,82.72000122070312,3505170,255.14999389648438,255.28770446777344,254.52000427246094,254.97000122070312,2719907,594.280029296875,594.4000244140625,591.5850219726562,592.9000244140625,1234315,325.6405029296875,325.95001220703125,324.6700134277344,324.989990234375,3065203,334.29998779296875,334.30999755859375,333.489990234375,333.8299865722656,1038896
2026-09-03 09:30:00-04:00,83.18000030517578,83.5999984741211,82.25,82.37000274658203,3999999,256.32000732421875,259.4299011230469,256.0,257.7799987792969,7214229,604.489990234375,619.4199829101562,604.4000244140625,612.25,5878384,324.94769287109375,330.30999755859375,324.1099853515625,329.7149963378906,7570945,336.739990234375,340.8500061035156,336.3800048828125,339.0434875488281,3186881
