Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05 10:30:00-04:00,81.88999938964844,81.91000366210938,81.35009765625,81.66500091552734,3831974,313.4200134277344,314.75,312.239990234375,313.42999267578125,4746478,253.8300018310547,254.08999633789062,252.42999267578125,253.61500549316406,3642042,367.6400146484375,367.9200134277344,365.3399963378906,367.42999267578125,2128789,618.5742797851562,618.9000244140625,612.72998046875,613.4650268554688,1458232
2026-06-05 11:30:00-04:00,81.66000366210938,81.69000244140625,81.13999938964844,81.41000366210938,3293861,313.4200134277344,314.14990234375,311.8500061035156,312.0,4534835,253.60000610351562,253.6999969482422,252.360107421875,253.03500366210938,3030300,367.2799987792969,368.4599914550781,366.1700134277344,367.32000732421875,1887485,613.4749755859375,614.1300048828125,609.7899780273438,609.7999877929688,1992499
2026-06-05 12:30:00-04:00,81.40499877929688,81.69000244140625,81.30000305175781,81.33000183105469,3668821,312.0050048828125,312.1499938964844,309.5799865722656,311.510009765625,7722107,253.02000427246094,253.77000427246094,252.5,253.41000366210938,4079049,367.32000732421875,367.96990966796875,365.42999267578125,367.1499938964844,1788379,609.8099975585938,610.469970703125,607.3300170898438,608.72998046875,1772051
2026-06-05 13:30:00-04:00,81.30069732666016,81.67500305175781,81.0,81.57499694824219,4760335,311.4949951171875,312.79998779296875,311.3800048828125,311.5260009765625,4435527,253.3699951171875,253.83999633789062,247.80999755859375,248.8300018310547,9011662,367.1499938964844,367.20001220703125,363.7300109863281,364.8399963378906,1953426,608.7000122070312,611.5999755859375,582.9099731445312,586.6099853515625,6135213
2026-06-05 14:30:00-04:00,81.56999969482422,82.0510025024414,81.52999877929688,81.97989654541016,5446455,311.5400085449219,312.0199890136719,307.1499938964844,308.9100036621094,11256615,248.80499267578125,249.0500030517578,246.6300048828125,247.22000122070312,7060546,364.79998779296875,365.9800109863281,361.66009521484375,362.7799987792969,2555037,586.8400268554688,596.7000122070312,584.2000122070312,592.3150024414062,6343862
2026-06-05 15:30:00-04:00,81.9800033569336,82.31500244140625,81.83000183105469,82.20500183105469,5585144,308.8800048828125,308.9800109863281,307.3599853515625,307.3900146484375,7276594,247.2100067138672,248.1300048828125,245.77999877929688,245.97000122070312,7179505,362.82000732421875,366.3999938964844,361.6300048828125,366.0,2773830,592.3150024414062,595.0,589.2000122070312,592.6400146484375,3132770
2026-06-08 09:30:00-04:00,81.54199981689453,83.07980346679688,81.33999633789062,82.7249984741211,7071928,308.739013671875,315.1700134277344,308.5220031738281,311.9750061035156,10861725,246.61000061035156,249.4199981689453,246.12010192871094,246.8101043701172,7851941,362.4849853515625,363.3800048828125,357.8900146484375,359.239990234375,5705168,590.22998046875,591.9199829101562,579.219970703125,588.2349853515625,4385600
2026-06-08 10:30:00-04:00,82.7249984741211,82.83000183105469,82.05000305175781,82.2699966430664,4299802,311.9599914550781,315.3599853515625,311.7799987792969,313.92999267578125,5519448,246.7949981689453,247.71499633789062,246.25999450683594,246.44000244140625,3579828,359.20001220703125,361.9700012207031,358.239990234375,360.4700012207031,2189066,588.405029296875,591.8200073242188,586.7000122070312,587.6500244140625,1649564
2026-06-08 11:30:00-04:00,82.26499938964844,82.49500274658203,82.11000061035156,82.11499786376953,2448513,313.92999267578125,314.989990234375,313.32000732421875,313.6650085449219,4972235,246.4600067138672,246.98989868164062,245.57200622558594,246.4600067138672,3197678,360.5199890136719,360.635009765625,358.6499938964844,359.1400146484375,1645552,587.64501953125,589.35498046875,586.52001953125,587.9400024414062,1321450
2026-06-08 12:30:00-04:00,82.12000274658203,82.2699966430664,81.97000122070312,82.1500015258789,2214749,313.67999267578125,314.69000244140625,312.2099914550781,314.57000732421875,5529465,246.47999572753906,246.59950256347656,244.88999938964844,245.8000030517578,2690649,359.19000244140625,361.7900085449219,358.3399963378906,361.4949951171875,1433426,588.1046752929688,588.7199096679688,584.8300170898438,588.260009765625,997779
2026-06-08 13:30:00-04:00,82.1500015258789,82.76000213623047,81.9800033569336,82.63999938964844,2595091,314.56500244140625,317.3999938964844,303.7099914550781,304.8599853515625,19927828,245.7899932861328,245.8800048828125,243.39500427246094,244.27000427246094,3488108,361.4599914550781,362.3599853515625,360.7699890136719,361.82000732421875,1466640,588.0999755859375,588.8800048828125,585.9000244140625,588.5549926757812,876445
2026-06-08 14:30:00-04:00,82.63500213623047,82.87000274658203,82.36000061035156,82.54499816894531,3977605,304.8999938964844,305.5299987792969,302.05010986328125,302.7049865722656,9894127,244.27000427246094,244.85000610351562,243.654296875,244.72000122070312,2984173,361.82000732421875,362.3999938964844,359.6499938964844,360.4200134277344,1170447,588.510009765625,588.9400024414062,585.22998046875,587.7449951171875,1066785
2026-06-08 15:30:00-04:00,82.55000305175781,82.8949966430664,82.5,82.62999725341797,3857761,302.7099914550781,303.2445068359375,301.1700134277344,301.57000732421875,7298835,244.72000122070312,245.60000610351562,244.61000061035156,245.2100067138672,3459574,360.45001220703125,361.5799865722656,359.82000732421875,361.1499938964844,1755355,587.8099975585938,590.0,584.85498046875,585.3350219726562,1364262
2026-06-09 09:30:00-04:00,82.03199768066406,82.32499694824219,81.62999725341797,81.91000366210938,5929206,300.2749938964844,300.7200012207031,292.2099914550781,292.5299987792969,15558354,247.6999969482422,250.42999267578125,246.50999450683594,247.32000732421875,7702121,365.0,369.69219970703125,363.6700134277344,365.54998779296875,3562963,591.75,597.6300048828125,587.719970703125,594.5499877929688,2864887
2026-06-09 10:30:00-04:00,81.91999816894531,82.33999633789062,81.63999938964844,82.06999969482422,3640789,292.5191955566406,293.8800048828125,291.5,291.5799865722656,9159006,247.2949981689453,247.49000549316406,237.0,242.6999969482422,4610820,365.5,366.6099853515625,358.1000061035156,358.4750061035156,2241540,594.3900146484375,596.739990234375,588.114990234375,588.35009765625,1592038
2026-06-09 11:30:00-04:00,82.08000183105469,82.2699966430664,81.7699966430664,81.95999908447266,4739189,291.55999755859375,291.9800109863281,289.4800109863281,289.5,8529475,242.6999969482422,243.94000244140625,242.1728057861328,243.32000732421875,4863728,358.510009765625,359.2099914550781,355.82000732421875,358.34161376953125,2556562,588.47998046875,590.3599853515625,583.3300170898438,586.155029296875,1775108
2026-06-09 12:30:00-04:00,81.95999908447266,82.27999877929688,81.3949966430664,81.43499755859375,4932210,289.5,291.1300048828125,287.7799987792969,290.4599914550781,8503325,243.3000030517578,244.00999450683594,240.39999389648438,243.50999450683594,5901758,358.30999755859375,360.6400146484375,354.7200012207031,360.4549865722656,2307390,586.155029296875,587.6699829101562,581.010009765625,586.7274780273438,1392226
2026-06-09 13:30:00-04:00,81.44000244140625,81.73500061035156,81.40499877929688,81.56500244140625,2174118,290.44000244140625,290.95001220703125,289.3399963378906,290.95001220703125,4788451,243.4600067138672,245.5050048828125,243.25,245.27000427246094,3519863,360.4100036621094,363.1400146484375,359.9800109863281,363.1300048828125,2179601,586.5499877929688,590.6998901367188,586.5499877929688,589.5900268554688,1395856
2026-06-09 14:30:00-04:00,81.56500244140625,81.87999725341797,81.43000030517578,81.69000244140625,2983854,290.94000244140625,291.9200134277344,290.2900085449219,291.1300048828125,5060332,245.25,245.79989624023438,243.99000549316406,244.28500366210938,3571190,363.0899963378906,364.6499938964844,361.6499938964844,361.9599914550781,1938685,589.5900268554688,591.530029296875,587.8699951171875,588.3300170898438,1008807
2026-06-09 15:30:00-04:00,81.69499969482422,81.69999694824219,81.33999633789062,81.41500091552734,4369217,291.1199951171875,291.67999267578125,288.79998779296875,290.3599853515625,7035820,244.27999877929688,244.6300048828125,243.13999938964844,244.0399932861328,4358901,361.9599914550781,363.19000244140625,360.57000732421875,362.0,2137434,588.260009765625,588.4849853515625,584.5,584.5599975585938,1622056
2026-06-10 09:30:00-04:00,81.72000122070312,82.57550048828125,80.97720336914062,81.61000061035156,8071228,290.7650146484375,291.19000244140625,287.3800048828125,289.7349853515625,10605790,243.60499572753906,244.0500030517578,240.22999572753906,240.89999389648438,7985937,360.8399963378906,366.30999755859375,359.8800048828125,365.20001220703125,3948575,580.72998046875,591.2999877929688,579.27001953125,583.5050048828125,2774091
2026-06-10 10:30:00-04:00,81.62000274658203,82.74749755859375,81.41999816894531,82.44999694824219,4899608,289.7099914550781,290.6499938964844,288.44500732421875,289.989990234375,6107494,240.91000366210938,241.389892578125,238.83009338378906,239.4499969482422,5268353,365.2300109863281,365.29998779296875,358.42999267578125,360.07000732421875,2223090,583.5050048828125,583.7999877929688,575.02001953125,577.75,2032478
2026-06-10 11:30:00-04:00,82.43000030517578,82.66999816894531,82.3550033569336,82.54499816894531,3220583,289.95001220703125,291.739990234375,289.739990234375,291.7300109863281,4540251,239.4550018310547,240.35000610351562,238.82000732421875,239.17999267578125,3678912,360.0849914550781,360.3299865722656,356.1300048828125,356.32501220703125,1866307,577.8200073242188,580.159912109375,576.25,577.10498046875,1042729
2026-06-10 12:30:00-04:00,82.54499816894531,82.59400177001953,82.41000366210938,82.44100189208984,185502,291.739990234375,292.3599853515625,291.35650634765625,292.3599853515625,344832,239.17999267578125,239.49000549316406,239.01150512695312,239.41009521484375,190115,356.32501220703125,356.54998779296875,355.9200134277344,356.489990234375,171982,577.02001953125,577.8099975585938,576.4000244140625,577.8099975585938,55959
