Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23 10:30:00-04:00,236.6934051513672,236.8699951171875,233.72999572753906,233.74000549316406,4969741,568.6300048828125,569.1500244140625,562.0800170898438,563.3499755859375,1044201,347.5799865722656,348.125,344.7449951171875,344.92999267578125,2197177,73.0250015258789,73.375,72.62999725341797,72.87999725341797,5993686,300.5199890136719,300.8800048828125,298.3999938964844,298.54998779296875,4488606
2026-06-23 11:30:00-04:00,233.72000122070312,234.99000549316406,233.20750427246094,234.61500549316406,5153393,563.27001953125,564.6500244140625,562.2109985351562,563.8300170898438,895603,344.9200134277344,347.20001220703125,344.6000061035156,346.92999267578125,1689932,72.87999725341797,73.24500274658203,72.80999755859375,73.06500244140625,4123202,298.5450134277344,298.885009765625,297.3500061035156,298.6199035644531,3832130
2026-06-23 12:30:00-04:00,234.6300048828125,235.07000732421875,233.91000366210938,233.97000122070312,3464043,563.8300170898438,568.8798828125,563.5399780273438,565.6900024414062,1306784,346.92999267578125,347.6499938964844,346.3100891113281,347.2300109863281,1248300,73.06500244140625,73.20500183105469,72.81999969482422,73.06500244140625,3280124,298.5849914550781,299.4700012207031,297.8800048828125,299.3949890136719,3364678
2026-06-23 13:30:00-04:00,233.97000122070312,235.83999633789062,233.85000610351562,234.8800048828125,3691627,565.655029296875,567.7000122070312,562.3400268554688,562.6699829101562,926989,347.2099914550781,347.3299865722656,345.3900146484375,345.4200134277344,1326167,73.06500244140625,73.44000244140625,73.02999877929688,73.36000061035156,6333924,299.3949890136719,300.0849914550781,298.3399963378906,298.5199890136719,3348073
2026-06-23 14:30:00-04:00,234.88999938964844,235.2449951171875,234.0800018310547,234.52999877929688,4820893,562.655029296875,564.489990234375,561.6599731445312,562.77001953125,1302352,345.43499755859375,346.885009765625,345.3599853515625,346.3800048828125,1547355,73.37000274658203,73.48999786376953,72.83999633789062,72.86499786376953,4218953,298.5249938964844,298.86761474609375,295.30999755859375,295.840087890625,5096967
2026-06-23 15:30:00-04:00,234.5399932861328,235.5399932861328,234.0500030517578,234.10000610351562,6376395,562.760009765625,564.0,562.030029296875,562.219970703125,1557855,346.3699951171875,347.7200012207031,345.8399963378906,345.9100036621094,2963714,72.86329650878906,72.94999694824219,72.68000030517578,72.76000213623047,4975066,295.8399963378906,296.5,294.2120056152344,294.2799987792969,7805347
2026-06-24 09:30:00-04:00,233.84500122070312,238.97000122070312,232.9499969482422,238.4149932861328,10337405,562.1500244140625,569.0399780273438,557.4749755859375,562.7999877929688,2401432,348.7200012207031,351.8599853515625,346.7699890136719,349.8500061035156,3712487,72.62000274658203,73.44999694824219,72.33000183105469,72.47989654541016,7461794,295.375,296.4599914550781,293.20001220703125,295.4649963378906,6118447
2026-06-24 10:30:00-04:00,238.41000366210938,242.41990661621094,237.73500061035156,241.8249969482422,7835089,562.7899780273438,568.030029296875,559.7999877929688,566.50732421875,1426969,349.8299865722656,352.8299865722656,349.4100036621094,350.1199951171875,1787033,72.47000122070312,72.5999984741211,72.05000305175781,72.41500091552734,10498651,295.4599914550781,298.8800048828125,295.1099853515625,298.7850036621094,4101414
2026-06-24 11:30:00-04:00,241.80999755859375,242.02499389648438,240.72000122070312,240.91000366210938,6159802,566.510009765625,566.72998046875,562.5,563.530029296875,1062074,350.1300048828125,350.3999938964844,348.7099914550781,349.010009765625,1485594,72.41500091552734,72.44000244140625,71.94999694824219,72.05999755859375,3368516,298.760009765625,299.70001220703125,297.839599609375,298.07000732421875,3791472
2026-06-24 12:30:00-04:00,240.9199981689453,240.94000244140625,239.30079650878906,239.3350067138672,3874425,563.5499877929688,563.552490234375,555.55029296875,556.864990234375,2017979,349.010009765625,349.0799865722656,347.45001220703125,348.07000732421875,1778470,72.05500030517578,72.07499694824219,71.625,71.94999694824219,3927527,298.04998779296875,298.04998779296875,295.79998779296875,296.4200134277344,3403888
2026-06-24 13:30:00-04:00,239.3350067138672,239.52999877929688,237.4949951171875,237.65499877929688,5195054,556.9099731445312,560.5598754882812,555.8300170898438,560.1168212890625,1220462,348.0299987792969,348.989990234375,343.6400146484375,344.4649963378906,4311212,71.95500183105469,72.80999755859375,71.87999725341797,72.70500183105469,5247602,296.4100036621094,296.8644104003906,295.3800048828125,296.0,3969113
2026-06-24 14:30:00-04:00,237.6999969482422,238.0500030517578,235.82000732421875,235.91000366210938,7165348,560.0,560.969970703125,556.6400146484375,557.7000122070312,1137362,344.45001220703125,345.20001220703125,341.510009765625,344.0199890136719,3214699,72.70999908447266,72.81500244140625,72.20999908447266,72.33499908447266,4930794,296.0,296.17999267578125,294.1600036621094,294.9400939941406,5185415
2026-06-24 15:30:00-04:00,235.9149932861328,235.9199981689453,233.89999389648438,234.35000610351562,11846486,557.72998046875,559.3400268554688,557.030029296875,557.8049926757812,1195483,344.010009765625,345.2099914550781,343.1700134277344,345.0350036621094,2454435,72.33499908447266,72.38999938964844,71.75,71.83000183105469,5120682,294.92999267578125,295.3699951171875,292.94000244140625,293.260009765625,7615869
2026-06-25 09:30:00-04:00,231.92999267578125,232.25999450683594,226.05999755859375,229.0449981689453,16203817,553.1298828125,553.7932739257812,540.2050170898438,553.510009765625,3916055,336.67498779296875,341.5400085449219,335.8999938964844,340.1650085449219,5394416,71.36750030517578,72.94000244140625,71.08999633789062,72.44499969482422,11049807,287.510009765625,288.79998779296875,277.4599914550781,279.6300048828125,22743842
2026-06-25 10:30:00-04:00,229.02499389648438,229.8800048828125,228.35000610351562,229.85000610351562,7174098,553.8499145507812,556.3400268554688,549.110107421875,552.8775024414062,1304040,340.1650085449219,342.7049865722656,338.9800109863281,340.6099853515625,2556170,72.44000244140625,72.45539855957031,71.7301025390625,72.25,4886417,279.635009765625,280.0899963378906,276.44000244140625,277.6400146484375,10113501
2026-06-25 11:30:00-04:00,229.8800048828125,230.85000610351562,227.49000549316406,227.7899932861328,6216869,553.1199951171875,554.655029296875,546.9299926757812,547.4500122070312,1612779,340.67999267578125,341.92999267578125,340.35479736328125,340.45001220703125,1256854,72.23999786376953,72.44499969482422,72.02999877929688,72.24500274658203,3651773,277.6600036621094,279.6449890136719,274.4599914550781,274.56500244140625,9158306
2026-06-25 12:30:00-04:00,227.75999450683594,228.64990234375,227.1999969482422,228.24000549316406,6128052,547.2711181640625,547.4598999023438,543.739990234375,544.330078125,1383736,340.45001220703125,341.2900085449219,339.07000732421875,339.6700134277344,1886754,72.24500274658203,72.38999938964844,71.62000274658203,71.70500183105469,3853691,274.56500244140625,278.3900146484375,273.75,278.0400085449219,13584165
2026-06-25 13:30:00-04:00,228.24000549316406,230.389892578125,227.80999755859375,230.375,6248722,544.510009765625,548.469970703125,543.02001953125,548.3900146484375,1146031,339.67999267578125,341.17999267578125,338.0201110839844,340.9100036621094,1751290,71.70500183105469,72.16500091552734,71.4800033569336,72.15499877929688,3104048,278.04998779296875,280.17999267578125,276.19000244140625,279.3450012207031,8443492
2026-06-25 14:30:00-04:00,230.3699951171875,230.44500732421875,227.14010620117188,227.27000427246094,5884279,548.3499755859375,548.4500122070312,545.4000244140625,545.760009765625,1252765,340.8999938964844,341.79998779296875,339.7099914550781,341.6199951171875,2074209,72.15499877929688,72.3499984741211,71.94999694824219,72.05999755859375,3372646,279.3500061035156,280.2200927734375,276.0400085449219,276.7250061035156,9371195
2026-06-25 15:30:00-04:00,227.26499938964844,228.19000244140625,225.55499267578125,227.1300048828125,13316015,545.75,546.5900268554688,542.3900146484375,542.8699951171875,1992262,341.5899963378906,343.19000244140625,339.5299987792969,342.1499938964844,3470037,72.05500030517578,72.11000061035156,70.86000061035156,70.91500091552734,6824882,276.70001220703125,277.45001220703125,273.8999938964844,275.04998779296875,15625008
2026-06-26 09:30:00-04:00,227.38999938964844,231.27879333496094,226.125,230.67999267578125,15716147,542.989990234375,551.7999877929688,540.4000244140625,550.8900146484375,3027990,340.3599853515625,340.9100036621094,334.1405029296875,336.614990234375,5230040,71.5999984741211,74.625,71.54000091552734,74.375,12450833,275.0,278.92999267578125,274.2099914550781,278.260009765625,17026804
2026-06-26 10:30:00-04:00,230.68499755859375,231.7100067138672,230.01499938964844,231.22000122070312,7310972,550.969970703125,554.760009765625,550.330078125,553.9099731445312,1291845,336.6600036621094,340.3500061035156,336.32000732421875,340.193115234375,1770238,74.375,74.83999633789062,73.9800033569336,74.79499816894531,7371869,278.2799987792969,280.4700012207031,278.0799865722656,278.7699890136719,9256120
