Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 14:30:00+00:00,262.9800109863281,263.80999755859375,262.04998779296875,263.6199951171875,4624418,87.66000366210938,87.8949966430664,87.01000213623047,87.06999969482422,3322063,394.57501220703125,395.17999267578125,392.92999267578125,393.5899963378906,2140996,612.489990234375,616.0,612.4849853515625,614.9400024414062,2244976,299.2699890136719,302.7900085449219,299.239990234375,301.9695129394531,8526677
2026-05-15 15:30:00+00:00,263.6199951171875,263.94000244140625,261.29998779296875,262.760009765625,3308075,87.06999969482422,87.18000030517578,86.71499633789062,87.06999969482422,2274109,393.6099853515625,394.17999267578125,391.1000061035156,393.3200988769531,1086269,615.0999755859375,615.9899291992188,611.72998046875,615.39501953125,766435,301.989990234375,302.6000061035156,300.6400146484375,301.80999755859375,4948995
2026-05-15 16:30:00+00:00,262.739990234375,263.44000244140625,261.25,263.32000732421875,4631116,87.07499694824219,87.4800033569336,86.95999908447266,87.19000244140625,2388328,393.3999938964844,393.8500061035156,392.0899963378906,393.7099914550781,750423,615.39501953125,618.3699951171875,614.5800170898438,618.1099853515625,752421,301.7900085449219,303.20001220703125,301.4849853515625,303.1199951171875,4106965
2026-05-15 17:30:00+00:00,263.2850036621094,263.9800109863281,262.79998779296875,263.739990234375,2810509,87.16999816894531,87.30000305175781,87.00499725341797,87.03500366210938,1775032,393.6700134277344,394.3299865722656,391.8800048828125,392.0299987792969,1028805,618.0549926757812,621.1998901367188,617.6400146484375,619.0599975585938,1166936,303.1000061035156,303.1400146484375,301.1180114746094,301.2650146484375,4178682
2026-05-15 18:30:00+00:00,263.739990234375,263.95001220703125,262.8450012207031,263.3299865722656,2426002,87.02999877929688,87.15499877929688,86.73999786376953,86.79000091552734,2343140,392.05999755859375,392.909912109375,391.3599853515625,392.3699951171875,842948,619.0650024414062,619.219970703125,615.5900268554688,616.375,1277014,301.2799987792969,301.760009765625,299.8800048828125,300.2633972167969,4233250
2026-05-15 19:30:00+00:00,263.29998779296875,264.3500061035156,263.20001220703125,264.2099914550781,4259073,86.77999877929688,87.12999725341797,86.69000244140625,87.04000091552734,3474800,392.3299865722656,393.5199890136719,391.6499938964844,393.3800048828125,2279317,616.3200073242188,616.5,613.5,614.4500122070312,1644912,300.2799987792969,300.6600036621094,299.6300048828125,300.2200012207031,4618896
2026-05-18 13:30:00+00:00,263.864990234375,268.8500061035156,262.5299987792969,267.9649963378906,9779666,86.4020004272461,89.56999969482422,86.33000183105469,89.48799896240234,9552550,392.125,404.44000244140625,390.9100036621094,402.04998779296875,6267338,609.2249755859375,612.219970703125,603.6900024414062,611.469970703125,3987429,300.239990234375,300.6300048828125,296.70001220703125,298.1650085449219,7655183
2026-05-18 14:30:00+00:00,268.0,268.6300048828125,265.7699890136719,265.8999938964844,6357712,89.48999786376953,89.81500244140625,88.81999969482422,89.48500061035156,5733149,402.04998779296875,402.54998779296875,397.92999267578125,398.3299865722656,2275879,611.6599731445312,611.97998046875,605.7100219726562,607.7100219726562,1676162,298.1400146484375,298.5799865722656,295.4800109863281,295.4800109863281,3859797
2026-05-18 15:30:00+00:00,265.8699951171875,266.4798889160156,264.1499938964844,264.4750061035156,2973459,89.48500061035156,89.5,88.81009674072266,89.19499969482422,3121696,398.3550109863281,400.09991455078125,396.5,396.7799987792969,1438342,607.5900268554688,610.5050048828125,606.6849975585938,608.0599975585938,1212108,295.5199890136719,296.80999755859375,295.0199890136719,295.25,2469524
2026-05-18 16:30:00+00:00,264.5199890136719,265.32501220703125,264.17999267578125,265.159912109375,2286466,89.19860076904297,89.7699966430664,88.93000030517578,89.55999755859375,2940761,396.80999755859375,399.3399963378906,396.19000244140625,398.37640380859375,1070805,608.0599975585938,613.618896484375,607.469970703125,613.0499877929688,1151598,295.2699890136719,296.67999267578125,294.9100036621094,296.1702880859375,3252874
2026-05-18 17:30:00+00:00,265.1499938964844,265.2900085449219,263.09368896484375,263.6499938964844,2169370,89.56500244140625,89.62999725341797,89.25,89.32499694824219,2255210,398.3900146484375,398.4599914550781,394.6700134277344,395.0199890136719,1201129,613.0499877929688,615.5900268554688,609.752685546875,610.4000244140625,1237533,296.18499755859375,296.68499755859375,295.5199890136719,296.0799865722656,3619911
2026-05-18 18:30:00+00:00,263.69000244140625,265.0450134277344,262.70001220703125,264.07000732421875,2981552,89.33000183105469,89.81500244140625,89.13200378417969,89.4800033569336,2957663,395.05999755859375,395.9399108886719,393.0,393.5199890136719,1512096,610.47998046875,612.739990234375,607.388671875,611.7449951171875,1185656,296.14990234375,297.7300109863281,295.45001220703125,297.0773010253906,3607433
2026-05-18 19:30:00+00:00,264.05999755859375,264.95001220703125,263.9100036621094,264.9200134277344,2635088,89.4800033569336,89.7300033569336,89.30000305175781,89.68000030517578,3706663,393.54998779296875,394.4599914550781,392.19000244140625,393.1499938964844,1652037,611.7650146484375,612.4600219726562,610.0599975585938,611.3300170898438,993430,297.0899963378906,297.9200134277344,296.9049987792969,297.8999938964844,2992205
2026-05-19 13:30:00+00:00,262.0199890136719,262.2149963378906,256.5,257.0950927734375,9965524,90.08000183105469,91.45999908447266,89.77999877929688,90.81999969482422,10250738,393.3627014160156,393.3627014160156,384.04998779296875,386.5849914550781,4876967,608.5999755859375,613.9299926757812,605.1099853515625,608.8151245117188,3045439,296.9700012207031,300.510009765625,296.3500061035156,296.9100036621094,9798484
2026-05-19 14:30:00+00:00,257.1000061035156,257.7300109863281,255.57000732421875,255.85000610351562,5455085,90.83999633789062,91.03500366210938,90.1001968383789,90.11000061035156,3860884,386.6300048828125,388.04998779296875,383.45001220703125,383.9100036621094,2767590,608.989990234375,609.22998046875,604.0900268554688,604.280029296875,1395241,296.92999267578125,297.75,296.5199890136719,297.07000732421875,3231900
2026-05-19 15:30:00+00:00,255.8000030517578,256.489990234375,255.19000244140625,256.239990234375,4247570,90.11990356445312,90.25,89.22000122070312,89.23989868164062,4096504,383.8399963378906,385.260009765625,383.0,384.80999755859375,2024635,604.2000122070312,605.2000122070312,601.7999877929688,602.2999877929688,1373998,297.05999755859375,297.5799865722656,296.364990234375,297.42498779296875,3248136
2026-05-19 16:30:00+00:00,256.260009765625,259.06549072265625,256.07501220703125,258.3900146484375,4448203,89.23500061035156,89.3499984741211,88.70999908447266,88.83989715576172,2582145,384.8370056152344,390.3900146484375,384.1099853515625,388.239990234375,2029907,602.2849731445312,604.47998046875,600.5599975585938,603.7949829101562,976305,297.4100036621094,298.7300109863281,297.3599853515625,298.24951171875,2831155
2026-05-19 17:30:00+00:00,258.3999938964844,259.75,256.79998779296875,259.239990234375,3088326,88.83499908447266,89.10009765625,88.69000244140625,88.97000122070312,2363199,388.17999267578125,388.6600036621094,386.2300109863281,386.6300048828125,1504081,603.739990234375,604.4299926757812,601.5999755859375,602.47998046875,752893,298.25,298.4869079589844,297.8399963378906,297.8900146484375,1931011
2026-05-19 18:30:00+00:00,259.25,259.5299987792969,258.7701110839844,259.18499755859375,2533198,88.97000122070312,89.21499633789062,88.86000061035156,89.1449966430664,2393296,386.6000061035156,386.8399963378906,385.0199890136719,386.25,1398001,602.4849853515625,603.3099975585938,600.6199951171875,602.469970703125,837635,297.8699951171875,298.44000244140625,297.489990234375,298.3800048828125,2365400
2026-05-19 19:30:00+00:00,259.19000244140625,259.42999267578125,258.7300109863281,259.4200134277344,4581947,89.13999938964844,89.38999938964844,89.01499938964844,89.3499984741211,3745647,386.29998779296875,386.30999755859375,383.8399963378906,384.9150085449219,2650619,602.5399780273438,603.3599853515625,601.4500122070312,602.75,1187551,298.3900146484375,299.2200012207031,297.8399963378906,298.9800109863281,3821190
2026-05-20 13:30:00+00:00,260.1319885253906,263.1199951171875,259.5329895019531,262.1400146484375,7336000,88.51499938964844,88.5199966430664,87.5,88.33000183105469,5019194,385.2200012207031,390.69989013671875,380.010009765625,382.1600036621094,4041240,600.7000122070312,603.1699829101562,597.8099975585938,601.7999877929688,2929538,298.17999267578125,302.3699951171875,298.0899963378906,299.5199890136719,7471000
2026-05-20 14:30:00+00:00,262.1700134277344,265.3399963378906,262.1700134277344,264.1199951171875,4631603,88.33999633789062,88.55000305175781,88.12010192871094,88.22010040283203,2700062,382.0899963378906,383.70001220703125,381.1000061035156,381.1499938964844,1863978,601.72998046875,608.0,600.47998046875,605.5750122070312,2006733,299.510009765625,300.510009765625,299.07000732421875,299.1600036621094,3782669
2026-05-20 15:30:00+00:00,264.1400146484375,265.5799865722656,263.5899963378906,263.5899963378906,2786977,88.22000122070312,88.30000305175781,87.91000366210938,88.13999938964844,1918260,381.19000244140625,384.0799865722656,381.05999755859375,381.9849853515625,1190684,605.6500244140625,606.6799926757812,604.0,604.25,942778,299.1600036621094,300.32000732421875,298.6700134277344,300.0199890136719,2681315
