Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26 09:30:00-04:00,227.38999938964844,231.27879333496094,226.125,230.67999267578125,15716147,71.5999984741211,74.625,71.54000091552734,74.375,12450833,275.0,278.92999267578125,274.2099914550781,278.260009765625,17026804,340.3599853515625,340.9100036621094,334.1405029296875,336.614990234375,5230040,542.989990234375,551.7999877929688,540.4000244140625,550.8900146484375,3027990
2026-06-26 10:30:00-04:00,230.68499755859375,232.2899932861328,230.01499938964844,232.21499633789062,8223923,74.375,74.83999633789062,73.9800033569336,74.70999908447266,8146207,278.2799987792969,280.4700012207031,278.0799865722656,279.0299987792969,10384490,336.6600036621094,341.3399963378906,336.32000732421875,341.260009765625,2081218,550.969970703125,555.75,550.330078125,555.6749877929688,1439518
2026-06-26 11:30:00-04:00,232.22000122070312,232.60499572753906,230.97000122070312,231.49000549316406,8174586,74.69999694824219,75.19999694824219,74.62000274658203,74.63999938964844,5488902,279.0259094238281,279.45001220703125,275.25,275.8999938964844,13230253,341.2300109863281,344.1199951171875,340.1600036621094,341.17999267578125,2270394,555.64501953125,556.8499755859375,554.4000244140625,554.4400024414062,1298843
2026-06-26 12:30:00-04:00,231.52999877929688,232.02999877929688,230.6199951171875,230.88999938964844,5581872,74.62999725341797,74.75,73.83999633789062,74.05500030517578,6144660,275.8999938964844,279.3699951171875,275.8999938964844,279.19500732421875,7971369,341.2099914550781,341.81500244140625,339.0299987792969,340.8550109863281,2352461,554.4464111328125,556.25,553.0,554.77001953125,1004235
2026-06-26 13:30:00-04:00,230.875,231.14500427246094,230.00840759277344,230.5,7088394,74.06659698486328,74.36000061035156,73.66000366210938,74.01499938964844,7484786,279.17999267578125,281.29998779296875,278.64080810546875,280.19000244140625,8257248,340.8299865722656,341.1300048828125,339.32000732421875,339.94000244140625,2028122,554.8699951171875,555.9276123046875,553.4450073242188,553.469970703125,1119955
2026-06-26 14:30:00-04:00,230.5,230.75999450683594,227.85000610351562,228.24000549316406,10502499,74.01490020751953,74.08000183105469,73.70999908447266,73.7699966430664,5753066,280.19500732421875,281.8299865722656,279.4100036621094,280.1499938964844,15570070,339.9200134277344,342.1600036621094,339.4599914550781,341.1199951171875,3447044,553.482421875,553.8599853515625,549.7899780273438,550.0800170898438,1581742
2026-06-26 15:30:00-04:00,228.19000244140625,232.9499969482422,228.11000061035156,230.5500030517578,18647634,73.7750015258789,74.05999755859375,73.06999969482422,73.62999725341797,9200233,280.1499938964844,285.95001220703125,280.0,281.20001220703125,23523027,341.2099914550781,342.17999267578125,333.69000244140625,334.9100036621094,10030911,550.0800170898438,552.02001953125,548.969970703125,549.3499755859375,2290873
2026-06-29 09:30:00-04:00,234.2449951171875,244.89999389648438,233.8000030517578,244.13999938964844,22033437,74.61499786376953,76.06890106201172,74.05000305175781,75.66000366210938,11572893,286.8599853515625,288.36968994140625,280.45001220703125,280.8699951171875,10629459,339.8810119628906,348.0299987792969,338.80999755859375,347.0119934082031,5384447,560.0,570.9000244140625,559.8400268554688,567.9398803710938,3932976
