Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-19 10:30:00-04:00,261.19000244140625,264.9700012207031,261.17999267578125,263.9800109863281,6276483,316.375,319.2799072265625,315.7550048828125,318.17999267578125,5409655,80.26000213623047,81.16000366210938,80.19000244140625,80.62000274658203,5287404,547.4171752929688,550.5900268554688,546.75,550.3599853515625,2197874,340.07000732421875,343.19000244140625,339.8500061035156,342.07000732421875,1920573
2026-08-19 11:30:00-04:00,263.989990234375,265.1499938964844,263.7799987792969,264.5450134277344,2598636,318.18499755859375,318.2300109863281,315.96600341796875,316.55999755859375,3124257,80.625,80.69499969482422,80.36499786376953,80.5531997680664,2196766,550.3599853515625,554.0599975585938,550.1400146484375,552.3101196289062,1785051,342.05999755859375,343.55999755859375,341.6600036621094,342.5799865722656,1222401
2026-08-19 12:30:00-04:00,264.5400085449219,264.95001220703125,263.8100891113281,264.7200012207031,2396904,316.54998779296875,316.54998779296875,314.489990234375,315.05999755859375,3532239,80.55000305175781,80.58999633789062,80.12999725341797,80.53500366210938,1903352,552.2600708007812,553.6799926757812,551.030029296875,553.280029296875,1069578,342.5400085449219,342.8699951171875,340.70001220703125,341.010009765625,848039
2026-08-19 13:30:00-04:00,264.7200012207031,264.9800109863281,263.8800048828125,264.4200134277344,2189679,315.05999755859375,315.8190002441406,314.7749938964844,314.8399963378906,2825989,80.55000305175781,80.72000122070312,80.41010284423828,80.63500213623047,1959879,553.2349853515625,553.4400024414062,549.6699829101562,550.2050170898438,1004678,341.0299987792969,341.3500061035156,340.4104919433594,340.7300109863281,767832
2026-08-19 14:30:00-04:00,264.4399108886719,265.5199890136719,263.860107421875,265.5,2518820,314.8599853515625,316.7300109863281,314.2900085449219,316.67840576171875,5086965,80.63999938964844,80.68499755859375,80.33000183105469,80.42769622802734,2682745,550.2899780273438,551.8499755859375,548.16748046875,548.6950073242188,1212651,340.7699890136719,341.6700134277344,340.17999267578125,340.94000244140625,977455
2026-08-19 15:30:00-04:00,265.489990234375,266.3999938964844,265.0,265.8900146484375,5225420,316.6600036621094,316.8800048828125,315.20001220703125,316.8800048828125,5339532,80.41999816894531,80.58999633789062,80.11000061035156,80.2300033569336,3809893,548.5999755859375,548.7899780273438,545.3300170898438,545.97998046875,2778864,340.9100036621094,341.9800109863281,340.9100036621094,341.7699890136719,1521350
2026-08-20 09:30:00-04:00,262.9049987792969,263.8399963378906,260.3999938964844,261.57501220703125,6646303,317.4549865722656,320.2799987792969,316.2200012207031,316.4700012207031,7715714,80.17440032958984,81.08000183105469,80.0199966430664,80.27999877929688,5704591,546.9500122070312,549.9879760742188,543.0599975585938,544.4400024414062,2824039,339.69000244140625,340.79998779296875,338.1000061035156,338.6199951171875,2573016
2026-08-20 10:30:00-04:00,261.55010986328125,262.465087890625,259.9200134277344,260.82501220703125,3171651,316.42999267578125,317.7799987792969,316.0,317.2200012207031,2996499,80.27010345458984,80.30999755859375,79.58499908447266,80.13999938964844,3514894,544.344970703125,547.1500244140625,541.8300170898438,543.8300170898438,1689854,338.5799865722656,339.8299865722656,336.4200134277344,336.95001220703125,1951535
2026-08-20 11:30:00-04:00,260.80999755859375,262.2799987792969,260.6700134277344,262.2300109863281,2154061,317.2298889160156,317.25,315.9599914550781,316.4649963378906,2014832,80.13999938964844,80.33000183105469,80.02999877929688,80.33000183105469,1669680,543.8709716796875,544.0,541.6199951171875,543.0900268554688,1129945,336.95001220703125,338.3900146484375,336.1700134277344,338.32000732421875,1449331
2026-08-20 12:30:00-04:00,262.2200012207031,263.4541931152344,261.3500061035156,261.42010498046875,2061268,316.4649963378906,317.6300048828125,316.2900085449219,316.6700134277344,2026222,80.30999755859375,80.69999694824219,80.30000305175781,80.54139709472656,3175188,543.1950073242188,545.7999267578125,541.3400268554688,542.1300048828125,1187073,338.29998779296875,339.54901123046875,338.2200012207031,338.5299987792969,814321
2026-08-20 13:30:00-04:00,261.43499755859375,261.7200012207031,259.9200134277344,260.94500732421875,2071595,316.6600036621094,316.8599853515625,314.82000732421875,314.8399963378906,2545448,80.55999755859375,80.7249984741211,80.37999725341797,80.71700286865234,1937391,542.5537719726562,543.3200073242188,539.3099975585938,540.9149780273438,1315768,338.57501220703125,338.7049865722656,336.9200134277344,337.1600036621094,778665
2026-08-20 14:30:00-04:00,260.9491882324219,261.3800048828125,260.7701110839844,261.3099060058594,2005525,314.8100891113281,315.70001220703125,313.29998779296875,313.3699951171875,3156936,80.71499633789062,80.75,80.37000274658203,80.42500305175781,2244036,540.8900146484375,542.7899780273438,540.2200927734375,542.6868286132812,1044696,337.17010498046875,338.6000061035156,337.1600036621094,338.375,1114227
2026-08-20 15:30:00-04:00,261.3299865722656,261.54998779296875,259.5199890136719,260.19000244140625,4237461,313.3900146484375,313.6499938964844,310.6499938964844,311.3399963378906,5485508,80.43000030517578,80.69000244140625,80.0250015258789,80.16999816894531,3600542,542.7000122070312,548.010009765625,542.5999755859375,545.885009765625,1895963,338.3800048828125,338.9700012207031,337.4599914550781,338.2300109863281,1983255
2026-08-21 09:30:00-04:00,260.75,261.0799865722656,257.0350036621094,259.69000244140625,12030738,312.04998779296875,312.3800048828125,307.010009765625,307.7950134277344,13705396,80.2699966430664,80.33999633789062,79.16999816894531,79.64949798583984,6655268,546.885009765625,552.6900024414062,543.22998046875,549.2999877929688,3972405,340.2799987792969,340.3804016113281,337.82000732421875,339.82000732421875,3926242
2026-08-21 10:30:00-04:00,259.6549987792969,260.54998779296875,258.6567077636719,258.8500061035156,3918651,307.82000732421875,310.6400146484375,307.6000061035156,310.6000061035156,6775783,79.63999938964844,80.48999786376953,79.62210083007812,80.15589904785156,2527165,549.2999877929688,553.873291015625,548.8099975585938,549.6749877929688,1369069,339.80999755859375,342.239990234375,339.7099914550781,341.5299987792969,1493869
2026-08-21 11:30:00-04:00,258.8500061035156,260.8348083496094,258.25,258.8999938964844,3613425,310.614990234375,311.92999267578125,310.3999938964844,311.20318603515625,4259150,80.15499877929688,80.45999908447266,80.0906982421875,80.25,2173943,549.635009765625,551.0399780273438,547.9299926757812,550.6749877929688,1236843,341.54998779296875,342.5899963378906,340.8399963378906,341.3399963378906,876095
2026-08-21 12:30:00-04:00,258.9100036621094,259.55999755859375,258.5,259.2200012207031,2599080,311.20001220703125,311.6400146484375,310.2699890136719,311.05999755859375,2476819,80.25,80.44000244140625,80.13999938964844,80.15049743652344,1553352,550.7850952148438,553.4600219726562,550.3889770507812,552.2050170898438,918053,341.3299865722656,343.2799987792969,341.31500244140625,342.2200012207031,1285348
2026-08-21 13:30:00-04:00,259.19000244140625,259.2799987792969,258.0199890136719,258.2300109863281,2370027,311.0199890136719,311.1600036621094,308.4005126953125,308.4700012207031,3310276,80.1500015258789,80.16000366210938,79.62999725341797,79.7750015258789,1487988,552.0999755859375,552.219970703125,548.969970703125,549.1199951171875,1003050,342.20001220703125,342.44000244140625,341.5299987792969,341.6099853515625,639261
2026-08-21 14:30:00-04:00,258.2200012207031,259.5199890136719,258.0889892578125,259.4700012207031,2012730,308.4750061035156,309.8500061035156,308.1600036621094,309.739990234375,3035461,79.77010345458984,79.77999877929688,79.51499938964844,79.54000091552734,1742815,549.0200805664062,551.6500244140625,548.9500122070312,550.6300048828125,2040677,341.6300048828125,342.75,341.45001220703125,342.5350036621094,917521
2026-08-21 15:30:00-04:00,259.489990234375,259.94500732421875,258.2699890136719,258.6499938964844,3661738,309.75,310.1789855957031,309.1600036621094,309.4200134277344,3550095,79.54000091552734,79.71990203857422,79.43000030517578,79.62000274658203,2552099,550.5650024414062,551.1599731445312,549.4354858398438,549.9099731445312,1151893,342.57000732421875,343.25,341.0,341.8299865722656,1892399
2026-08-24 09:30:00-04:00,259.7464904785156,262.8500061035156,259.04998779296875,262.07000732421875,4709394,311.4700012207031,312.3399963378906,309.9700012207031,311.5299987792969,3273539,79.94000244140625,80.35399627685547,79.02010345458984,79.83999633789062,2584935,550.2000122070312,553.3800048828125,546.2999877929688,549.989990234375,2119742,340.5199890136719,344.8800048828125,339.6199951171875,344.1600036621094,1500119
