Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-26 15:30:00+00:00,303.2591857910156,307.2301025390625,302.57000732421875,307.1000061035156,6227050,650.7999877929688,657.1566772460938,647.5,655.3800048828125,1972649,207.50999450683594,209.14990234375,206.9499969482422,208.18760681152344,4421092,83.45500183105469,87.62000274658203,83.17320251464844,84.0250015258789,0,271.9200134277344,272.78509521484375,270.7950134277344,272.5400085449219,2579542
2026-02-26 16:30:00+00:00,307.0899963378906,307.70001220703125,305.0,305.3500061035156,0,655.3400268554688,655.8099975585938,652.9099731445312,653.969970703125,0,208.1699981689453,208.2899932861328,206.4600067138672,206.970703125,3152860,84.0250015258789,84.87999725341797,83.44000244140625,84.79499816894531,4721949,272.5299987792969,272.7300109863281,271.5126953125,271.760009765625,1300410
2026-02-26 17:30:00+00:00,305.32000732421875,305.70001220703125,304.5799865722656,304.7300109863281,963909,653.9000244140625,655.4249877929688,652.780029296875,653.6599731445312,472173,206.97000122070312,207.33999633789062,205.3498992919922,205.5399932861328,3216873,84.79499816894531,85.16999816894531,84.30000305175781,84.73500061035156,4430894,271.7550048828125,272.0249938964844,270.9100036621094,271.3900146484375,1189482
2026-02-26 18:30:00+00:00,304.739990234375,308.19000244140625,304.69000244140625,307.6499938964844,6555836,653.7249755859375,658.5499877929688,653.5900268554688,657.344970703125,529417,205.5500030517578,207.99000549316406,205.52000427246094,207.53720092773438,3084324,84.73999786376953,85.5,84.69999694824219,85.375,3734796,271.4100036621094,272.94000244140625,270.8529968261719,272.79998779296875,1838921
2026-02-26 19:30:00+00:00,307.6600036621094,308.1199951171875,306.8999938964844,307.010009765625,0,657.4099731445312,659.2000122070312,655.8900146484375,656.8499755859375,520068,207.52000427246094,208.38499450683594,207.4199981689453,207.75010681152344,2263662,85.37850189208984,85.48999786376953,84.91999816894531,85.16000366210938,4232847,272.80499267578125,273.5,272.5799865722656,272.6300048828125,1756013
2026-02-26 20:30:00+00:00,307.0199890136719,307.8900146484375,306.510009765625,307.15899658203125,1228449,656.8499755859375,658.0999755859375,655.719970703125,657.010009765625,604366,207.74000549316406,208.10000610351562,207.5399932861328,207.91000366210938,2399989,85.16500091552734,85.37000274658203,84.38999938964844,84.62000274658203,5198758,272.6449890136719,273.07000732421875,272.20001220703125,272.989990234375,1906660
2026-02-27 14:30:00+00:00,303.94000244140625,309.5,303.59051513671875,307.95001220703125,2770322,643.4500122070312,649.4400024414062,639.610107421875,646.6400146484375,1439474,206.7899932861328,208.77000427246094,205.1999969482422,208.18499755859375,7814815,94.40499877929688,94.43000030517578,90.5999984741211,91.93000030517578,41199316,272.80999755859375,272.80999755859375,268.29998779296875,268.5050048828125,8446879
2026-02-27 15:30:00+00:00,307.9599914550781,309.1199951171875,307.3700866699219,307.9049987792969,1183109,646.6799926757812,648.1199951171875,643.6799926757812,644.1649780273438,560839,208.19000244140625,209.2198944091797,207.65499877929688,208.14010620117188,3668438,91.93499755859375,93.5,91.51499938964844,93.15070343017578,15237872,268.4700927734375,269.6400146484375,268.1919860839844,269.05499267578125,0
2026-02-27 16:30:00+00:00,307.94000244140625,308.9110107421875,306.7799987792969,307.5150146484375,949779,644.219970703125,646.0999755859375,642.3101196289062,643.22998046875,1884745,208.19000244140625,209.6300048828125,207.62010192871094,208.17999267578125,2696807,93.1500015258789,93.80000305175781,92.5199966430664,93.41500091552734,9931917,269.07000732421875,269.5199890136719,267.2699890136719,267.8841857910156,1958841
2026-02-27 17:30:00+00:00,307.6099853515625,308.03009033203125,305.1300048828125,305.5799865722656,878346,643.3099975585938,644.2999877929688,638.3699951171875,639.8900146484375,0,208.19000244140625,208.4600067138672,207.3800048828125,208.1999969482422,2157826,93.41999816894531,95.31999969482422,93.40499877929688,95.0,15587915,267.8699951171875,268.260009765625,265.8800048828125,265.9508056640625,8433506
2026-02-27 18:30:00+00:00,305.54998779296875,308.260009765625,305.29998779296875,306.8900146484375,1028657,639.8699951171875,642.1500244140625,639.3300170898438,640.2150268554688,539099,208.2100067138672,209.36000061035156,208.1199951171875,208.83999633789062,2219168,94.9800033569336,95.80000305175781,94.94000244140625,95.76499938964844,10751424,265.95001220703125,266.4800109863281,265.4801025390625,265.7300109863281,0
2026-02-27 19:30:00+00:00,306.8599853515625,307.8550109863281,306.1600036621094,307.6099853515625,964732,640.2150268554688,642.0,638.1199951171875,641.0900268554688,679889,208.85000610351562,209.88499450683594,208.44000244140625,209.25999450683594,2512127,95.76499938964844,96.68000030517578,95.05999755859375,96.59500122070312,12076434,265.7300109863281,266.8999938964844,265.260009765625,266.6400146484375,2562786
2026-02-27 20:30:00+00:00,307.5899963378906,312.0,306.6300048828125,311.30999755859375,3071226,641.2100219726562,649.10498046875,639.6500244140625,648.010009765625,1644828,209.25999450683594,210.3300018310547,208.25,210.00999450683594,4741651,96.59290313720703,96.75,95.37999725341797,96.26000213623047,13870905,266.6300048828125,266.6300048828125,262.8900146484375,264.1700134277344,9125681
2026-03-02 14:30:00+00:00,302.92999267578125,306.1415100097656,301.05999755859375,304.4800109863281,4790967,637.1599731445312,654.3200073242188,634.5,651.8300170898438,1598024,204.5500030517578,208.54550170898438,203.5,207.8800048828125,7753828,95.33000183105469,98.06999969482422,95.25,96.80500030517578,17106552,262.44000244140625,264.5398864746094,260.20001220703125,263.80999755859375,9648357
2026-03-02 15:30:00+00:00,304.4750061035156,305.7300109863281,303.8500061035156,304.45001220703125,77857,651.89501953125,655.9000244140625,649.219970703125,650.4500122070312,646349,207.89999389648438,208.82000732421875,206.25,206.44000244140625,4099604,96.80000305175781,97.30999755859375,95.95999908447266,96.0199966430664,6210301,263.82000732421875,265.0299987792969,262.0,264.3599853515625,439306
2026-03-02 16:30:00+00:00,304.4700012207031,307.7200012207031,304.44000244140625,307.55010986328125,1052911,650.4420776367188,659.9400024414062,650.4099731445312,656.1199951171875,665774,206.44000244140625,209.42999267578125,206.4199981689453,208.39999389648438,3284637,96.01499938964844,97.375,95.9000015258789,97.34300231933594,4644782,264.3599853515625,266.20001220703125,264.0,266.0,2203439
2026-03-02 17:30:00+00:00,307.5201110839844,308.1400146484375,306.1300048828125,306.614990234375,808737,656.1199951171875,657.3499755859375,654.4099731445312,655.719970703125,388897,208.3800048828125,208.91000366210938,208.05999755859375,208.63119506835938,2067516,97.3550033569336,97.61000061035156,96.95210266113281,97.04000091552734,3508882,265.9949951171875,266.2900085449219,265.25,265.5,1644931
2026-03-02 18:30:00+00:00,306.6300048828125,307.2900085449219,305.57000732421875,307.2300109863281,912882,655.7000122070312,657.3800048828125,654.0001220703125,655.3150024414062,457709,208.63999938964844,209.72000122070312,208.13009643554688,208.6649932861328,2184712,97.04000091552734,97.38999938964844,96.7300033569336,97.36499786376953,2991798,265.52801513671875,266.1499938964844,264.3599853515625,266.05999755859375,6993135
2026-03-02 19:30:00+00:00,307.25,307.760009765625,305.2099914550781,305.31988525390625,4669019,655.3151245117188,656.260009765625,650.6599731445312,651.1950073242188,2557739,208.6649932861328,208.80999755859375,207.3000030517578,207.64999389648438,13276529,97.36129760742188,97.87000274658203,97.21499633789062,97.33000183105469,26375585,266.0450134277344,266.5299987792969,264.1400146484375,264.30999755859375,3422545
2026-03-02 20:30:00+00:00,305.2699890136719,306.8900146484375,304.9100036621094,306.1499938964844,2272533,651.1500244140625,655.1199951171875,650.6300048828125,653.5599975585938,1176731,207.6300048828125,208.6999053955078,207.52999877929688,208.1999969482422,4872596,97.33999633789062,97.75,97.04499816894531,97.05999755859375,8101113,264.31500244140625,265.54998779296875,263.6099853515625,264.6000061035156,5738581
2026-03-03 14:30:00+00:00,298.1919860839844,301.6300048828125,296.69940185546875,297.3500061035156,6059628,648.2899780273438,655.9000244140625,638.8400268554688,639.5599975585938,3207824,203.22999572753906,205.28500366210938,202.47999572753906,202.6999969482422,11361773,95.93000030517578,97.7699966430664,95.33000183105469,95.48999786376953,16274057,263.4800109863281,265.55999755859375,261.2200012207031,262.260009765625,8047558
2026-03-03 15:30:00+00:00,297.3599853515625,301.5199890136719,297.18499755859375,301.07501220703125,2388886,639.510009765625,654.2291259765625,639.2999877929688,652.3499755859375,1338621,202.65499877929688,206.09500122070312,202.63999938964844,205.9499969482422,6038482,95.48500061035156,97.23999786376953,95.47000122070312,97.1050033569336,7809293,262.2799987792969,263.94000244140625,261.9100036621094,262.57000732421875,4016845
2026-03-03 16:30:00+00:00,301.04998779296875,302.1759948730469,300.0400085449219,301.4750061035156,1439360,652.4299926757812,654.8499755859375,650.1699829101562,651.8499755859375,744094,205.93499755859375,207.3699951171875,205.1699981689453,206.6300048828125,4186063,97.0999984741211,97.19999694824219,96.21499633789062,96.73500061035156,4803699,262.4800109863281,263.7799987792969,261.5799865722656,261.80999755859375,2940122
2026-03-03 17:30:00+00:00,301.45001220703125,301.5,300.2300109863281,300.875,1323811,652.0,655.2799072265625,648.110107421875,654.9299926757812,881349,206.5749969482422,207.80999755859375,205.8000030517578,207.58999633789062,3182622,96.73999786376953,97.33509826660156,96.27999877929688,97.2750015258789,4554003,261.79998779296875,261.8699951171875,260.1300048828125,261.4800109863281,2901307
2026-03-03 18:30:00+00:00,300.8299865722656,303.0400085449219,300.7799987792969,301.2099914550781,1491295,655.0499877929688,659.0399780273438,654.52001953125,654.9500122070312,951493,207.61000061035156,208.610107421875,207.57000732421875,207.8800048828125,3250626,97.27999877929688,97.42510223388672,96.8499984741211,97.26000213623047,4171963,261.44000244140625,263.9100036621094,261.3699951171875,263.6549987792969,2917518
2026-03-03 19:30:00+00:00,301.2099914550781,303.2300109863281,300.67999267578125,302.7200012207031,1523652,655.260009765625,659.0,653.4700927734375,655.1099853515625,818549,207.88999938964844,209.09500122070312,207.0,208.68499755859375,4342544,97.25499725341797,97.33000183105469,96.81999969482422,97.23989868164062,5318233,263.6700134277344,264.614990234375,262.510009765625,263.2799987792969,2571377
2026-03-03 20:30:00+00:00,302.7300109863281,303.94000244140625,301.92999267578125,303.54998779296875,2245660,655.0050048828125,655.5499877929688,653.3499755859375,654.9710083007812,1001840,208.6699981689453,209.17799377441406,208.17999267578125,208.75999450683594,4356029,97.23500061035156,98.45999908447266,97.1050033569336,97.70999908447266,7532939,263.239990234375,263.9599914550781,262.3399963378906,263.6889953613281,4138461
