Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-22 14:30:00+00:00,94.6449966430664,94.69999694824219,93.19000244140625,93.65499877929688,9197693,661.64501953125,673.5800170898438,660.3099975585938,663.77001953125,2758463,272.8599853515625,273.8800048828125,271.57000732421875,272.0150146484375,6084655,310.17999267578125,310.42999267578125,306.6000061035156,308.7799987792969,3246828,228.52000427246094,228.52000427246094,226.9499969482422,227.82000732421875,5420237
2025-12-22 15:30:00+00:00,93.6594009399414,93.97000122070312,93.4000015258789,93.66500091552734,2620637,663.8599853515625,664.280029296875,658.7000122070312,660.3342895507812,1444846,272.0299987792969,272.79998779296875,271.510009765625,272.44000244140625,2467910,308.760009765625,310.55999755859375,308.04998779296875,310.0,1083590,227.8300018310547,227.89999389648438,226.71499633789062,227.52999877929688,2931769
2025-12-22 16:30:00+00:00,93.66999816894531,93.76000213623047,93.33200073242188,93.4749984741211,1993650,660.3400268554688,660.5900268554688,656.6500244140625,659.0,1623557,272.4200134277344,272.510009765625,271.5199890136719,271.94000244140625,2114933,310.0199890136719,311.0799865722656,309.5600891113281,310.989990234375,895444,227.52999877929688,228.25990295410156,227.3300018310547,228.01499938964844,2184784
2025-12-22 17:30:00+00:00,93.4749984741211,93.53990173339844,93.2300033569336,93.26499938964844,2295762,659.0900268554688,660.6300048828125,658.2050170898438,658.760009765625,600040,271.9200134277344,272.1400146484375,270.739990234375,270.9399108886719,2226647,310.9700012207031,311.0899963378906,310.05499267578125,310.3800048828125,839796,228.02999877929688,228.25999450683594,227.67999267578125,228.0,1425726
2025-12-22 18:30:00+00:00,93.26000213623047,93.3499984741211,92.91000366210938,93.27999877929688,2868238,658.75,661.5999755859375,658.5900268554688,660.3250122070312,604072,270.93499755859375,271.1400146484375,270.510009765625,270.864990234375,1960079,310.3399963378906,310.6199951171875,309.9200134277344,310.4100036621094,536499,227.9600067138672,228.5500030517578,227.94000244140625,228.39500427246094,1416247
2025-12-22 19:30:00+00:00,93.27999877929688,93.33999633789062,93.04000091552734,93.16999816894531,1823912,660.3900146484375,661.010009765625,657.4600219726562,660.9786987304688,816058,270.8699951171875,271.1099853515625,270.7149963378906,270.7200012207031,1999793,310.4100036621094,311.5,310.4100036621094,311.31500244140625,647680,228.39500427246094,228.8975067138672,228.22500610351562,228.83999633789062,1652885
2025-12-22 20:30:00+00:00,93.17500305175781,93.2699966430664,93.0,93.22000122070312,2640510,660.9849853515625,662.0999755859375,660.6799926757812,661.2999877929688,812350,270.7149963378906,271.19989013671875,270.5050048828125,270.82000732421875,2599971,311.32000732421875,311.70001220703125,311.0899963378906,311.3399963378906,968648,228.83999633789062,229.47999572753906,228.32000732421875,228.44000244140625,2861548
2025-12-23 14:30:00+00:00,93.36000061035156,93.80999755859375,92.7699966430664,93.15499877929688,4147602,660.0499877929688,665.1400146484375,658.25,662.5999755859375,1332160,270.0,271.92999267578125,269.55999755859375,270.8399963378906,5104762,311.75,316.17999267578125,310.8599853515625,313.68499755859375,2659909,230.08999633789062,232.16000366210938,229.6699981689453,230.11849975585938,6784389
