Ticker,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-27 10:30:00-04:00,615.010009765625,616.7000122070312,612.0700073242188,613.4349975585938,1303986,311.260009765625,313.260009765625,311.19000244140625,311.7749938964844,11989445,88.27999877929688,88.48999786376953,87.91500091552734,88.32499694824219,2511467,269.864990234375,271.44000244140625,269.29998779296875,271.04998779296875,4900986,387.7200927734375,388.32000732421875,386.5,387.9649963378906,1653760
2026-05-27 11:30:00-04:00,613.4349975585938,614.6300048828125,610.9600219726562,612.3599853515625,1147903,311.7900085449219,312.1400146484375,310.7001037597656,311.2349853515625,4954830,88.32499694824219,88.48570251464844,87.64009857177734,87.69499969482422,1605173,271.0799865722656,271.1600036621094,269.1000061035156,271.0199890136719,3386197,387.9649963378906,388.05999755859375,386.0799865722656,387.3699951171875,1369718
2026-05-27 12:30:00-04:00,612.3099975585938,614.1799926757812,609.2100219726562,609.7999267578125,1029638,311.2349853515625,311.4849853515625,310.3800048828125,310.4700012207031,3377025,87.69499969482422,87.86000061035156,87.44000244140625,87.44999694824219,1859054,271.0199890136719,272.4100036621094,270.3500061035156,270.4800109863281,3928135,387.375,389.7250061035156,386.42999267578125,386.44000244140625,1172297
2026-05-27 13:30:00-04:00,609.760009765625,629.780029296875,609.3800048828125,628.5800170898438,4989836,310.4700012207031,311.0,310.30999755859375,310.8299865722656,2683160,87.44999694824219,87.70500183105469,87.36499786376953,87.51499938964844,1574721,270.44000244140625,270.8580017089844,269.625,269.95001220703125,3019318,386.4599914550781,388.75,386.4599914550781,388.4898986816406,1514451
2026-05-27 14:30:00-04:00,628.5737915039062,638.4998779296875,627.3599853515625,632.5775146484375,5670194,310.8232116699219,310.8800048828125,309.7699890136719,309.82000732421875,2810007,87.51499938964844,87.77999877929688,87.43000030517578,87.77999877929688,1828036,269.9599914550781,271.70001220703125,269.1700134277344,271.30999755859375,3124045,388.489990234375,388.5199890136719,386.2049865722656,386.4549865722656,1269787
2026-05-27 15:30:00-04:00,632.5800170898438,637.260009765625,632.1300048828125,635.2550048828125,2940309,309.82000732421875,311.1000061035156,309.5199890136719,310.92999267578125,4216251,87.7699966430664,87.80999755859375,87.30500030517578,87.33499908447266,3142302,271.3299865722656,271.8900146484375,270.82000732421875,271.8673095703125,3934539,386.4599914550781,386.6700134277344,384.3900146484375,384.8599853515625,2159677
2026-05-28 09:30:00-04:00,639.97998046875,643.0,629.3099975585938,638.8900146484375,5946061,310.67999267578125,312.760009765625,309.6000061035156,311.70001220703125,7569372,86.83999633789062,87.04000091552734,85.91000366210938,86.80000305175781,6245940,272.239990234375,272.32000732421875,267.44000244140625,269.70001220703125,9269174,383.87750244140625,386.4700012207031,381.260009765625,385.6600036621094,3408552
2026-05-28 10:30:00-04:00,639.1300048828125,639.75,632.7100219726562,633.510009765625,1434172,311.70001220703125,311.9700012207031,311.04998779296875,311.82501220703125,3612059,86.80000305175781,86.87999725341797,85.58499908447266,85.70020294189453,8431965,269.70001220703125,270.5350036621094,269.0,269.75,3888278,385.69000244140625,387.3500061035156,384.56768798828125,385.6650085449219,1624438
2026-05-28 11:30:00-04:00,633.6900024414062,635.0,630.8649291992188,634.614990234375,1416709,311.82501220703125,311.94500732421875,310.3074951171875,310.44000244140625,3704416,85.69999694824219,86.38990020751953,85.67990112304688,86.29029846191406,4327070,269.75,270.8096008300781,269.3999938964844,269.42999267578125,3529022,385.70001220703125,386.7901916503906,385.4700012207031,385.7380065917969,1161302
2026-05-28 12:30:00-04:00,634.59130859375,634.6900024414062,629.7100830078125,631.2150268554688,1403857,310.44500732421875,311.6199951171875,309.57000732421875,310.79998779296875,3879761,86.29499816894531,86.38999938964844,85.93000030517578,85.9749984741211,2987583,269.42999267578125,271.589599609375,269.17999267578125,271.0400085449219,2990357,385.6700134277344,386.2550048828125,384.19000244140625,385.9700012207031,1201964
2026-05-28 13:30:00-04:00,631.2474975585938,633.3900146484375,630.7100219726562,632.8599853515625,1062877,310.81500244140625,311.0199890136719,310.1099853515625,310.8399963378906,3474234,85.9749984741211,86.2750015258789,85.96499633789062,86.2300033569336,2867320,271.0350036621094,272.70001220703125,271.0249938964844,272.6549987792969,4237152,386.010009765625,387.07000732421875,385.2300109863281,386.45001220703125,1874551
2026-05-28 14:30:00-04:00,632.8599853515625,634.1199951171875,631.489990234375,633.8250122070312,1113220,310.7900085449219,311.3550109863281,310.25,311.31500244140625,4929905,86.2249984741211,86.47000122070312,86.05999755859375,86.43910217285156,4307464,272.6549987792969,274.19000244140625,272.3900146484375,274.0199890136719,4734955,386.42010498046875,387.3500061035156,386.2200012207031,386.9549865722656,2177734
2026-05-28 15:30:00-04:00,633.8599853515625,635.7000122070312,633.280029296875,635.219970703125,1296176,311.31500244140625,312.55999755859375,310.9700012207031,312.5,4816549,86.43499755859375,86.55999755859375,86.25499725341797,86.33000183105469,4508769,274.0199890136719,274.45001220703125,273.3699951171875,273.9599914550781,3825152,386.9599914550781,387.8500061035156,385.6600036621094,386.1499938964844,1570002
2026-05-29 09:30:00-04:00,633.969970703125,634.4600219726562,623.9000854492188,624.9500122070312,3039274,311.7749938964844,315.0,311.5,313.67498779296875,8454465,86.25,86.66999816894531,85.66000366210938,86.04499816894531,6243126,271.31500244140625,274.75,270.67999267578125,272.07000732421875,9480476,381.20001220703125,381.6499938964844,376.5899963378906,379.9200134277344,5796461
2026-05-29 10:30:00-04:00,624.9500122070312,629.5499877929688,623.3499755859375,628.2999877929688,1863392,313.6600036621094,314.05999755859375,310.4200134277344,311.79998779296875,5826258,86.05000305175781,86.45999908447266,85.66000366210938,86.43000030517578,4696391,272.0450134277344,272.63641357421875,270.6099853515625,272.30499267578125,4920067,379.8999938964844,380.3800048828125,377.2099914550781,379.80010986328125,2277862
2026-05-29 11:30:00-04:00,628.489990234375,629.0999755859375,625.530029296875,625.7999877929688,995221,311.8299865722656,312.0199890136719,310.45001220703125,311.1900939941406,2789979,86.43000030517578,86.48999786376953,85.98999786376953,86.0199966430664,2471478,272.32501220703125,273.0400085449219,271.7900085449219,271.7950134277344,2705249,379.9599914550781,380.3088073730469,378.94000244140625,379.7049865722656,1768330
2026-05-29 12:30:00-04:00,625.8300170898438,627.0,623.8209838867188,624.0700073242188,1526759,311.20001220703125,311.69000244140625,310.20001220703125,310.4200134277344,3360906,86.01010131835938,86.27799987792969,85.91999816894531,86.05999755859375,2096100,271.80999755859375,272.30499267578125,270.82000732421875,271.2300109863281,2773049,379.69000244140625,380.0898132324219,378.3999938964844,379.05999755859375,1891140
2026-05-29 13:30:00-04:00,624.0700073242188,627.8200073242188,624.010009765625,627.4299926757812,1216180,310.4200134277344,310.55999755859375,309.5299987792969,310.260009765625,3479522,86.06500244140625,86.30000305175781,85.91999816894531,85.95999908447266,2631343,271.2300109863281,271.5299987792969,270.2300109863281,270.6449890136719,2511034,379.06500244140625,380.0,378.6300048828125,379.4649963378906,1097564
2026-05-29 14:30:00-04:00,627.5650024414062,630.02001953125,625.192626953125,629.375,1401330,310.260009765625,311.6300048828125,310.2099914550781,311.44500732421875,4045756,85.95500183105469,86.2750015258789,85.81999969482422,86.2750015258789,3172467,270.6549987792969,270.9599914550781,269.6400146484375,270.90899658203125,3323341,379.489990234375,379.67999267578125,378.0,378.9700012207031,1904317
2026-05-29 15:30:00-04:00,629.4099731445312,634.5,628.9401245117188,632.52001953125,2713254,311.45001220703125,313.1099853515625,311.3599853515625,312.07000732421875,5323698,86.2750015258789,86.44999694824219,85.93000030517578,86.0199966430664,4187851,270.90008544921875,272.130615234375,270.4599914550781,270.6499938964844,4470627,378.989990234375,379.4100036621094,374.29998779296875,376.3800048828125,6002131
2026-06-01 09:30:00-04:00,629.4149780273438,635.6799926757812,609.8499755859375,610.205810546875,6161308,309.5350036621094,310.92999267578125,307.79998779296875,307.8399963378906,10175199,85.79000091552734,87.2249984741211,85.38999938964844,85.44499969482422,7934446,266.2900085449219,266.6300048828125,262.30999755859375,264.260009765625,12292922,372.281005859375,373.6499938964844,369.7099914550781,372.05999755859375,4376541
2026-06-01 10:30:00-04:00,610.0700073242188,616.0399780273438,609.030029296875,613.3699951171875,3400383,307.80999755859375,308.4700012207031,306.29998779296875,306.5751037597656,5691006,85.44000244140625,85.87000274658203,85.31500244140625,85.7300033569336,5778733,264.260009765625,264.75,262.75,264.0498962402344,5899992,372.0899963378906,373.7799987792969,371.20001220703125,371.82000732421875,1527601
2026-06-01 11:30:00-04:00,613.4000244140625,616.7896728515625,610.4099731445312,611.75,2286727,306.55999755859375,307.260009765625,305.489990234375,305.7200012207031,4171810,85.72000122070312,86.08000183105469,85.55999755859375,85.95249938964844,3458311,264.0400085449219,264.95001220703125,261.5,262.6899108886719,6461516,371.79998779296875,372.57000732421875,370.7099914550781,371.0920104980469,1167026
2026-06-01 12:30:00-04:00,611.780029296875,612.3599853515625,607.77001953125,610.3499755859375,2160577,305.739990234375,306.5299987792969,305.0299987792969,306.4700012207031,3705835,85.95500183105469,86.15499877929688,85.6050033569336,85.93499755859375,2733829,262.7250061035156,263.1300048828125,260.70001220703125,261.8699951171875,5258392,371.07000732421875,374.05499267578125,370.8949890136719,374.0199890136719,1494102
2026-06-01 13:30:00-04:00,610.3099975585938,611.6699829101562,606.280029296875,607.6589965820312,3293086,306.5199890136719,308.3999938964844,306.30999755859375,307.8699951171875,3768496,85.93499755859375,86.02999877929688,85.58499908447266,85.83499908447266,2650038,261.8699951171875,262.8500061035156,261.32000732421875,262.3500061035156,4873343,374.07000732421875,374.4599914550781,371.57000732421875,373.3500061035156,1383264
2026-06-01 14:30:00-04:00,607.72998046875,607.97998046875,606.6599731445312,607.1500244140625,263433,307.864990234375,308.32501220703125,307.7799987792969,307.8699951171875,497895,85.83000183105469,85.93499755859375,85.75499725341797,85.93499755859375,356178,262.3550109863281,262.8800048828125,262.32000732421875,262.8500061035156,369791,373.3349914550781,373.4549865722656,373.0400085449219,373.4549865722656,77243
