Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-19 13:30:00+00:00,303.2099914550781,304.3900146484375,301.0,302.3699951171875,2141797,611.9600219726562,613.0,606.5800170898438,607.0150146484375,3165493,207.05999755859375,209.05999755859375,206.05999755859375,206.88999938964844,5645600,249.39999389648438,251.8300018310547,247.3000030517578,249.8000030517578,5282204,94.30999755859375,95.75,92.72000122070312,92.82009887695312,4910502
2026-03-19 14:30:00+00:00,302.3349914550781,304.55999755859375,302.3349914550781,302.739990234375,1192257,606.9450073242188,610.3300170898438,606.010009765625,606.6599731445312,53526,206.88499450683594,208.8000030517578,206.8800048828125,207.44000244140625,2674594,249.80099487304688,250.7100067138672,249.14010620117188,249.41000366210938,1824930,92.82499694824219,93.375,92.51000213623047,92.52639770507812,2514421
2026-03-19 15:30:00+00:00,302.6199951171875,304.54998779296875,302.05999755859375,304.1650085449219,867530,606.5999755859375,608.4500122070312,605.0700073242188,607.0399780273438,783724,207.42999267578125,207.9102020263672,206.8800048828125,207.25,2095464,249.41000366210938,249.95260620117188,248.8800048828125,249.25999450683594,1704879,92.5250015258789,92.625,91.95500183105469,92.02999877929688,2964245
2026-03-19 16:30:00+00:00,304.19500732421875,304.7200012207031,303.4914855957031,304.2550048828125,716047,606.8416137695312,607.0999755859375,604.5999755859375,605.25,724116,207.25999450683594,207.52000427246094,206.6300048828125,207.05999755859375,1927676,249.27499389648438,249.4199981689453,247.7100067138672,248.2801055908203,7064876,92.02999877929688,92.05999755859375,90.94000244140625,91.07499694824219,3478303
2026-03-19 17:30:00+00:00,304.2799987792969,304.71990966796875,303.54998779296875,304.0199890136719,676129,605.2949829101562,605.9400024414062,603.219970703125,603.7899780273438,710216,207.07000732421875,207.91009521484375,206.83999633789062,207.24000549316406,1596769,248.2949981689453,248.5299072265625,247.6699981689453,248.02200317382812,0,91.07499694824219,91.23500061035156,90.7750015258789,91.11000061035156,2563353
2026-03-19 18:30:00+00:00,304.0,306.67999267578125,303.6400146484375,305.4800109863281,1148560,603.7899780273438,609.0999755859375,602.260009765625,606.1300048828125,1095834,207.24000549316406,209.1199951171875,206.75,208.02999877929688,2647430,248.00999450683594,249.58999633789062,247.6699981689453,248.47000122070312,2599457,91.11499786376953,91.91999816894531,91.01000213623047,91.80500030517578,2625231
2026-03-19 19:30:00+00:00,305.44000244140625,306.1199951171875,304.9200134277344,305.67999267578125,1065594,606.0084838867188,606.9500122070312,604.8400268554688,606.8358764648438,771844,208.02999877929688,208.9949951171875,207.86000061035156,208.80999755859375,2825343,248.44000244140625,249.3300018310547,248.2899932861328,248.90699768066406,2408615,91.80500030517578,92.04499816894531,91.62999725341797,91.78500366210938,4003651
2026-03-20 13:30:00+00:00,304.135009765625,304.3699951171875,299.9800109863281,300.8999938964844,7157042,603.530029296875,603.9550170898438,593.219970703125,595.7999877929688,5072708,207.5,207.52999877929688,205.14999389648438,206.75,16750634,248.11000061035156,248.75999450683594,246.61000061035156,247.75999450683594,16388329,91.37000274658203,91.66000366210938,90.69000244140625,91.37999725341797,11519262
