Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-06 10:30:00-04:00,75.98999786376953,76.72000122070312,75.98989868164062,76.38990020751953,7022368,243.1300048828125,244.88999938964844,242.44000244140625,244.75,4029564,311.70001220703125,313.6000061035156,311.2101135253906,313.5799865722656,6250328,357.875,360.1199951171875,357.6199951171875,359.739990234375,2117311,587.2650146484375,591.89501953125,586.489990234375,591.6199951171875,1366009
2026-07-06 11:30:00-04:00,76.37999725341797,76.47000122070312,76.22000122070312,76.2699966430664,2730007,244.71929931640625,246.0399932861328,244.47000122070312,244.82000732421875,4192304,313.5849914550781,314.20001220703125,312.2300109863281,312.25,4817415,359.7900085449219,362.5,359.6099853515625,361.04998779296875,1768840,591.8499755859375,598.2000122070312,590.7999877929688,592.4400024414062,1464445
2026-07-06 12:30:00-04:00,76.26000213623047,76.45999908447266,76.19000244140625,76.32499694824219,2466477,244.8101043701172,245.42999267578125,244.4499969482422,245.4149932861328,3092756,312.2449951171875,312.9800109863281,311.8500061035156,312.3800048828125,6272773,361.0350036621094,362.2799987792969,360.9599914550781,362.09588623046875,1365477,592.469970703125,595.1099853515625,591.6199951171875,594.6400146484375,887995
2026-07-06 13:30:00-04:00,76.33000183105469,76.41000366210938,75.86499786376953,75.86499786376953,3075017,245.38999938964844,245.6999969482422,244.35000610351562,245.1699981689453,2480993,312.3876037597656,313.14990234375,312.1099853515625,313.07000732421875,2501244,362.1199951171875,362.6495056152344,361.010009765625,361.9700012207031,1846029,594.6699829101562,601.8300170898438,592.5399780273438,599.9199829101562,1601017
2026-07-06 14:30:00-04:00,75.86499786376953,76.0198974609375,75.82499694824219,75.93199920654297,2956283,245.14999389648438,245.85000610351562,245.11500549316406,245.5050048828125,2633413,313.0799865722656,313.55999755859375,312.9100036621094,313.3999938964844,3451883,361.95001220703125,365.2300109863281,361.95001220703125,365.16009521484375,2603376,600.0,602.47998046875,599.0,600.4190063476562,1846146
2026-07-06 15:30:00-04:00,75.93000030517578,76.08000183105469,75.70999908447266,76.05000305175781,5241977,245.49000549316406,245.83990478515625,243.9600067138672,244.22999572753906,4441421,313.4150085449219,313.739990234375,312.04998779296875,312.80999755859375,4988391,365.17498779296875,365.67999267578125,363.9200134277344,364.75,3144996,600.4099731445312,603.5800170898438,599.6500244140625,600.27001953125,1964635
2026-07-07 09:30:00-04:00,77.87999725341797,78.18000030517578,76.55999755859375,77.18499755859375,7992207,247.32000732421875,248.9149932861328,244.6699981689453,245.11500549316406,10689886,315.2900085449219,315.4800109863281,310.1499938964844,311.45001220703125,8945230,367.3699951171875,370.8900146484375,364.7900085449219,368.4549865722656,4165682,608.0,615.9899291992188,604.1500244140625,611.0872802734375,4612423
2026-07-07 10:30:00-04:00,77.18000030517578,77.86990356445312,76.87999725341797,77.0,4396240,245.10000610351562,245.6699981689453,243.05999755859375,243.10000610351562,5131799,311.45001220703125,314.1300048828125,310.989990234375,314.0799865722656,5204771,368.3999938964844,368.5,364.4200134277344,366.42999267578125,2158778,610.969970703125,611.7100219726562,604.010009765625,606.7885131835938,1810258
2026-07-07 11:30:00-04:00,77.0,77.26000213623047,76.41999816894531,76.63999938964844,3261535,243.10499572753906,244.76849365234375,242.6999969482422,244.52000427246094,4769313,314.1025085449219,314.7300109863281,312.67999267578125,313.1700134277344,5936440,366.4100036621094,366.760009765625,365.0299987792969,365.3399963378906,1286290,606.6300048828125,606.9450073242188,603.6599731445312,606.0900268554688,888929
2026-07-07 12:30:00-04:00,76.6500015258789,77.05999755859375,76.62999725341797,76.75499725341797,2762755,244.52999877929688,246.28990173339844,244.5050048828125,245.42999267578125,3388676,313.1400146484375,314.010009765625,312.2701110839844,312.8399963378906,2794519,365.3500061035156,367.1199951171875,365.3399963378906,366.69000244140625,1249965,606.25,609.3900146484375,604.6900024414062,607.5650024414062,1022631
2026-07-07 13:30:00-04:00,76.75499725341797,76.76499938964844,76.47000122070312,76.5,2092643,245.44500732421875,246.75,245.25999450683594,246.07000732421875,2720562,312.82000732421875,313.0,311.8500061035156,312.61920166015625,2641358,366.6424865722656,367.2799987792969,365.8399963378906,366.1099853515625,1102421,607.469970703125,625.3699951171875,607.2700805664062,622.4149780273438,3256836
2026-07-07 14:30:00-04:00,76.5,76.52999877929688,76.2699966430664,76.33000183105469,2941082,246.0800018310547,246.22999572753906,245.25,245.58999633789062,2982674,312.6199951171875,313.17999267578125,311.55999755859375,311.8949890136719,4260675,366.125,366.4800109863281,364.8299865722656,364.95001220703125,2272603,622.4149780273438,623.5,615.8099975585938,616.2999877929688,3303333
2026-07-07 15:30:00-04:00,76.32499694824219,76.44000244140625,76.0999984741211,76.16999816894531,5501891,245.64999389648438,246.27000427246094,245.2949981689453,245.9499969482422,3372248,311.8999938964844,312.32000732421875,310.3299865722656,310.6600036621094,11962573,364.95001220703125,365.05999755859375,362.42999267578125,363.6499938964844,1783013,616.4299926757812,618.4749755859375,614.1500244140625,615.5700073242188,1602070
2026-07-08 09:30:00-04:00,76.2699966430664,76.62000274658203,74.88999938964844,75.37999725341797,6411967,244.13999938964844,244.77000427246094,240.8800048828125,243.11000061035156,6592227,311.6600036621094,312.0,307.051513671875,308.8500061035156,7602776,362.2099914550781,364.8399963378906,358.8999938964844,359.07000732421875,2596530,614.385009765625,615.8800048828125,600.6400146484375,604.3350219726562,2967132
2026-07-08 10:30:00-04:00,75.38009643554688,75.81999969482422,75.08000183105469,75.7300033569336,3407668,243.0800018310547,243.0850067138672,240.91000366210938,241.2801055908203,3353231,308.82000732421875,310.8500061035156,308.70001220703125,310.06500244140625,4149375,359.010009765625,359.57501220703125,357.7200012207031,358.2200012207031,1337816,604.3200073242188,604.9998779296875,600.25,602.030029296875,1177300
2026-07-08 11:30:00-04:00,75.73999786376953,76.04499816894531,75.54000091552734,75.97000122070312,3922754,241.30499267578125,241.8000030517578,240.52000427246094,241.61000061035156,2106650,310.0799865722656,311.7900085449219,309.31500244140625,311.6000061035156,3488474,358.2300109863281,358.5899963378906,356.94000244140625,358.1099853515625,977857,602.1749877929688,605.4299926757812,601.0800170898438,604.27001953125,750758
2026-07-08 12:30:00-04:00,75.97000122070312,76.26000213623047,75.95500183105469,76.0250015258789,2819609,241.60000610351562,242.5800018310547,241.08999633789062,242.57000732421875,1996611,311.6000061035156,314.19000244140625,311.3399963378906,314.1199035644531,4629049,358.07000732421875,358.67999267578125,357.5,358.05999755859375,1070985,604.280029296875,605.5,602.510986328125,605.375,656046
2026-07-08 13:30:00-04:00,76.0199966430664,76.37000274658203,76.0199966430664,76.17500305175781,2344241,242.5800018310547,242.7386016845703,241.39999389648438,241.85499572753906,1924918,314.1300048828125,314.80999755859375,311.150390625,314.125,4294797,358.05999755859375,358.1099853515625,355.114990234375,355.25,1304540,605.489990234375,606.6599731445312,604.5,605.0650024414062,893529
2026-07-08 14:30:00-04:00,76.17500305175781,76.32499694824219,75.70500183105469,75.8550033569336,3415960,241.8699951171875,242.77999877929688,241.85000610351562,242.36000061035156,2175622,314.125,314.3999938964844,313.6499938964844,313.81500244140625,3477947,355.239990234375,356.0799865722656,354.70001220703125,355.69500732421875,1202100,605.0399780273438,607.75,598.010498046875,599.768798828125,1773483
2026-07-08 15:30:00-04:00,75.86000061035156,76.05000305175781,75.58499908447266,75.58999633789062,4892172,242.3800048828125,244.24000549316406,242.36500549316406,243.55999755859375,4368824,313.81500244140625,314.20001220703125,312.75,313.260009765625,4786508,355.69500732421875,359.7699890136719,355.6499938964844,358.6000061035156,1939257,599.6400146484375,604.7144775390625,598.5599975585938,603.0700073242188,2027085
2026-07-09 09:30:00-04:00,74.26000213623047,75.4800033569336,74.0199966430664,74.91500091552734,6064072,239.7449951171875,243.2198944091797,238.25,240.5850067138672,7812852,310.44500732421875,312.29998779296875,308.1600036621094,312.0899963378906,7601316,351.0849914550781,356.3500061035156,348.6600036621094,351.0,4120764,583.9199829101562,600.9000244140625,577.0700073242188,594.0750122070312,6746310
2026-07-09 10:30:00-04:00,74.91000366210938,74.93990325927734,74.30000305175781,74.79000091552734,3923554,240.57000732421875,241.92999267578125,240.3249969482422,241.82000732421875,3404005,312.07000732421875,314.8500061035156,310.7012023925781,314.4599914550781,4078964,350.92999267578125,352.1780090332031,349.7799987792969,351.1499938964844,1933323,594.1500244140625,604.4500122070312,591.510009765625,604.3200073242188,2146855
2026-07-09 11:30:00-04:00,74.79000091552734,74.8301010131836,74.5,74.54499816894531,1531144,241.8300018310547,241.87510681152344,241.1300048828125,241.60850524902344,1135025,314.46990966796875,315.0199890136719,314.29998779296875,314.6650085449219,1555875,351.1476135253906,351.4599914550781,349.760009765625,349.864990234375,497352,604.327392578125,606.8499755859375,603.8001098632812,605.9699096679688,835138
