Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13 13:30:00+00:00,264.45001220703125,266.24560546875,263.20001220703125,265.4849853515625,7645908,598.8099975585938,609.375,596.6600952148438,606.3499755859375,3272049,86.4800033569336,87.3550033569336,86.27999877929688,87.2699966430664,6638372,293.6300048828125,297.5097961425781,293.55999755859375,295.1499938964844,10759628,381.9049987792969,391.6199951171875,381.5799865722656,391.05999755859375,3725028
2026-05-13 14:30:00+00:00,265.4700012207031,267.239990234375,264.7799987792969,267.1000061035156,3760676,606.2849731445312,606.9600219726562,602.9299926757812,606.4896240234375,1337473,87.2699966430664,87.29499816894531,86.80000305175781,87.0199966430664,2852999,295.1700134277344,297.25,295.1600036621094,296.94000244140625,4349742,391.03851318359375,394.1000061035156,389.7015075683594,393.9700012207031,2095466
2026-05-13 15:30:00+00:00,267.0199890136719,269.65948486328125,266.7950134277344,269.5,4522329,606.4400024414062,612.6199951171875,605.5100708007812,612.5499877929688,1710811,87.0199966430664,87.55000305175781,86.84500122070312,87.55000305175781,2753173,296.93499755859375,298.54998779296875,296.7207946777344,298.40008544921875,4139107,393.9100036621094,396.489990234375,393.3399963378906,396.1300048828125,1636792
2026-05-13 16:30:00+00:00,269.489990234375,270.39959716796875,268.80999755859375,269.5249938964844,4213431,612.5,616.6599731445312,611.4600219726562,615.510009765625,1892041,87.55000305175781,87.94499969482422,87.55000305175781,87.83979797363281,2403164,298.3900146484375,300.3699951171875,298.33099365234375,300.125,6943795,396.0899963378906,398.25,395.5799865722656,397.55999755859375,1683938
2026-05-13 17:30:00+00:00,269.5400085449219,270.3500061035156,269.010009765625,270.2699890136719,3599798,615.4400024414062,618.5,614.6799926757812,617.8800048828125,1297606,87.83000183105469,88.05000305175781,87.66999816894531,87.94000244140625,2636529,300.1099853515625,300.9200134277344,299.7099914550781,299.7149963378906,4870507,397.5899963378906,399.7900085449219,397.3500061035156,399.70001220703125,1550715
2026-05-13 18:30:00+00:00,270.260009765625,270.2900085449219,269.2799987792969,270.135009765625,2992960,617.8699951171875,619.9000244140625,616.239990234375,616.614990234375,1622463,87.94000244140625,88.62000274658203,87.8550033569336,88.08499908447266,4816904,299.7099914550781,299.7200012207031,298.614990234375,299.1499938964844,3364858,399.7099914550781,399.92999267578125,397.7099914550781,399.19000244140625,1545673
2026-05-13 19:30:00+00:00,270.135009765625,270.7200012207031,269.6000061035156,270.0799865722656,4236684,616.60009765625,617.4224853515625,615.3150024414062,616.5900268554688,1236664,88.08499908447266,88.23500061035156,87.5,87.56999969482422,3126219,299.1499938964844,299.4800109863281,298.8500061035156,298.8800048828125,3870507,399.19000244140625,399.57000732421875,398.06500244140625,399.1000061035156,1998285
2026-05-14 13:30:00+00:00,269.2796936035156,270.7799072265625,267.57501220703125,267.739990234375,6255864,616.125,623.1599731445312,615.0,621.9500122070312,2875167,87.62000274658203,88.5,87.48999786376953,87.69000244140625,5706479,299.82000732421875,300.3500061035156,297.0799865722656,297.93499755859375,7145581,393.92999267578125,397.54998779296875,392.7279968261719,393.05999755859375,3465026
