Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-15 09:30:00-04:00,245.16400146484375,247.80499267578125,244.72999572753906,246.1199951171875,12330178,80.61499786376953,81.68000030517578,80.47000122070312,80.68499755859375,9707659,365.7650146484375,370.2049865722656,364.6499938964844,366.9999084472656,3945692,294.1199951171875,296.32861328125,291.70001220703125,295.67999267578125,9626670,579.9000244140625,593.7100219726562,579.2974853515625,590.3400268554688,4898957
2026-06-15 10:30:00-04:00,246.13499450683594,246.57000732421875,245.625,246.08999633789062,3881860,80.68499755859375,81.5199966430664,80.63999938964844,81.36000061035156,3902554,367.0,370.29998779296875,366.6000061035156,370.0799865722656,1825292,295.7099914550781,296.8999938964844,295.3999938964844,296.5299987792969,4048336,590.4400024414062,597.5999755859375,590.1276245117188,596.75,1818274
2026-06-15 11:30:00-04:00,246.11500549316406,247.00999450683594,245.6199951171875,246.7100067138672,3617042,81.3550033569336,81.62999725341797,81.09010314941406,81.41000366210938,3170839,370.06500244140625,370.6499938964844,368.8699951171875,369.04998779296875,1492537,296.5400085449219,297.7799987792969,296.2200012207031,297.239990234375,3767794,596.8400268554688,601.27001953125,596.1699829101562,598.89501953125,1857820
2026-06-15 12:30:00-04:00,246.72000122070312,246.97000122070312,245.8000030517578,246.77499389648438,2484189,81.40249633789062,81.63999938964844,81.1802978515625,81.29000091552734,2540745,369.1000061035156,370.0350036621094,368.760009765625,369.69989013671875,947861,297.2300109863281,297.364990234375,296.25,296.6600036621094,2821133,598.9299926757812,598.989990234375,594.7100219726562,594.7100219726562,1465117
2026-06-15 13:30:00-04:00,246.77999877929688,247.0,245.91000366210938,246.15499877929688,2179349,81.27999877929688,81.58000183105469,81.12200164794922,81.55000305175781,2601298,369.6400146484375,370.11981201171875,368.7699890136719,369.4200134277344,955385,296.6600036621094,297.0,294.9599914550781,295.07000732421875,3434466,594.8800048828125,596.719970703125,594.1799926757812,595.5349731445312,961432
2026-06-15 14:30:00-04:00,246.1699981689453,246.89999389648438,245.64999389648438,245.84500122070312,2953764,81.55000305175781,81.56500244140625,81.24009704589844,81.43000030517578,2751249,369.4800109863281,369.7300109863281,367.3800048828125,367.67999267578125,1455054,295.07501220703125,296.6099853515625,295.010009765625,296.5,3208031,595.5349731445312,595.5349731445312,591.1199951171875,591.25,1335653
2026-06-15 15:30:00-04:00,245.8300018310547,246.49989318847656,245.4600067138672,246.10000610351562,4030015,81.43499755859375,81.70500183105469,81.40049743652344,81.66999816894531,3347848,367.69000244140625,367.7200012207031,365.6050109863281,367.1199951171875,1702501,296.4949951171875,296.6700134277344,295.6099853515625,296.4200134277344,18202384,591.260009765625,593.9199829101562,590.7000122070312,593.489990234375,1810210
2026-06-16 09:30:00-04:00,248.0,248.42999267578125,245.4510955810547,246.80999755859375,7720323,81.875,81.93000030517578,78.68180084228516,78.88500213623047,12807302,367.375,370.05499267578125,365.32000732421875,368.42999267578125,2360795,295.2449951171875,298.0,293.9700012207031,297.5350036621094,6748020,593.489990234375,605.780029296875,593.3900146484375,593.5401000976562,3171042
