Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27 15:30:00+00:00,91.93499755859375,93.5,91.51499938964844,93.15070343017578,15237872,208.19000244140625,209.2198944091797,207.65499877929688,208.14010620117188,3668438,307.9599914550781,309.1199951171875,307.3700866699219,307.9049987792969,1183109,646.6799926757812,648.1199951171875,643.6799926757812,644.1649780273438,560839,268.4700927734375,269.6400146484375,268.1919860839844,269.05499267578125,0
2026-02-27 16:30:00+00:00,93.1500015258789,93.80000305175781,92.5199966430664,93.41500091552734,9931917,208.19000244140625,209.6300048828125,207.62010192871094,208.17999267578125,2696807,307.94000244140625,308.9110107421875,306.7799987792969,307.5150146484375,949779,644.219970703125,646.0999755859375,642.3101196289062,643.22998046875,1884745,269.07000732421875,269.5199890136719,267.2699890136719,267.8841857910156,1958841
2026-02-27 17:30:00+00:00,93.41999816894531,95.31999969482422,93.40499877929688,95.0,15587915,208.19000244140625,208.4600067138672,207.3800048828125,208.1999969482422,2157826,307.6099853515625,308.03009033203125,305.1300048828125,305.5799865722656,878346,643.3099975585938,644.2999877929688,638.3699951171875,639.8900146484375,0,267.8699951171875,268.260009765625,265.8800048828125,265.9508056640625,8433506
2026-02-27 18:30:00+00:00,94.9800033569336,95.80000305175781,94.94000244140625,95.76499938964844,10751424,208.2100067138672,209.36000061035156,208.1199951171875,208.83999633789062,2219168,305.54998779296875,308.260009765625,305.29998779296875,306.8900146484375,1028657,639.8699951171875,642.1500244140625,639.3300170898438,640.2150268554688,539099,265.95001220703125,266.4800109863281,265.4801025390625,265.7300109863281,0
2026-02-27 19:30:00+00:00,95.76499938964844,96.68000030517578,95.05999755859375,96.59500122070312,12076434,208.85000610351562,209.88499450683594,208.44000244140625,209.25999450683594,2512127,306.8599853515625,307.8550109863281,306.1600036621094,307.6099853515625,964732,640.2150268554688,642.0,638.1199951171875,641.0900268554688,679889,265.7300109863281,266.8999938964844,265.260009765625,266.6400146484375,2562786
2026-02-27 20:30:00+00:00,96.59290313720703,96.75,95.37999725341797,96.26000213623047,13870905,209.25999450683594,210.3300018310547,208.25,210.00999450683594,4741651,307.5899963378906,312.0,306.6300048828125,311.30999755859375,3071226,641.2100219726562,649.10498046875,639.6500244140625,648.010009765625,1644828,266.6300048828125,266.6300048828125,262.8900146484375,264.1700134277344,9125681
2026-03-02 14:30:00+00:00,95.33000183105469,98.06999969482422,95.25,96.80500030517578,17106552,204.5500030517578,208.54550170898438,203.5,207.8800048828125,7753828,302.92999267578125,306.1415100097656,301.05999755859375,304.4800109863281,4790967,637.1599731445312,654.3200073242188,634.5,651.8300170898438,1598024,262.44000244140625,264.5398864746094,260.20001220703125,263.80999755859375,9648357
2026-03-02 15:30:00+00:00,96.80000305175781,97.30999755859375,95.95999908447266,96.0199966430664,6210301,207.89999389648438,208.82000732421875,206.25,206.44000244140625,4099604,304.4750061035156,305.7300109863281,303.8500061035156,304.45001220703125,77857,651.89501953125,655.9000244140625,649.219970703125,650.4500122070312,646349,263.82000732421875,265.0299987792969,262.0,264.3599853515625,439306
2026-03-02 16:30:00+00:00,96.01499938964844,97.375,95.9000015258789,97.34300231933594,4644782,206.44000244140625,209.42999267578125,206.4199981689453,208.39999389648438,3284637,304.4700012207031,307.7200012207031,304.44000244140625,307.55010986328125,1052911,650.4420776367188,659.9400024414062,650.4099731445312,656.1199951171875,665774,264.3599853515625,266.20001220703125,264.0,266.0,2203439
2026-03-02 17:30:00+00:00,97.3550033569336,97.61000061035156,96.95210266113281,97.04000091552734,3508882,208.3800048828125,208.91000366210938,208.05999755859375,208.63119506835938,2067516,307.5201110839844,308.1400146484375,306.1300048828125,306.614990234375,808737,656.1199951171875,657.010009765625,654.4099731445312,655.719970703125,388897,265.9949951171875,266.2900085449219,265.25,265.5,1644931
2026-03-02 18:30:00+00:00,97.04000091552734,97.38999938964844,96.7300033569336,97.36499786376953,2991798,208.63999938964844,209.72000122070312,208.13009643554688,208.6649932861328,2184712,306.6300048828125,307.2900085449219,305.57000732421875,307.2300109863281,912882,655.7000122070312,657.3800048828125,654.0001220703125,655.3150024414062,457709,265.52801513671875,266.1499938964844,264.3599853515625,266.05999755859375,6993135
2026-03-02 19:30:00+00:00,97.36129760742188,97.87000274658203,97.21499633789062,97.33000183105469,26375585,208.6649932861328,208.80999755859375,207.3000030517578,207.64999389648438,13276529,307.25,307.760009765625,305.2099914550781,305.31988525390625,4669019,655.3151245117188,656.260009765625,650.6599731445312,651.1950073242188,481303,266.0450134277344,266.5299987792969,264.1400146484375,264.30999755859375,3422545
2026-03-02 20:30:00+00:00,97.33999633789062,97.75,97.04499816894531,97.05999755859375,8101113,207.6300048828125,208.6999053955078,207.52999877929688,208.1999969482422,4872596,305.2699890136719,306.8900146484375,304.9100036621094,306.1499938964844,2272533,651.1500244140625,655.1199951171875,650.6300048828125,653.4600219726562,854249,264.31500244140625,265.54998779296875,263.6099853515625,264.6000061035156,5738581
2026-03-03 14:30:00+00:00,95.93000030517578,97.7699966430664,95.33000183105469,95.48999786376953,16274057,203.22999572753906,205.28500366210938,202.47999572753906,202.6999969482422,11361773,298.1919860839844,301.6300048828125,296.69940185546875,297.3500061035156,6059628,648.2899780273438,655.9000244140625,638.8400268554688,639.5599975585938,3207824,263.4800109863281,265.55999755859375,261.2200012207031,262.260009765625,8047558
2026-03-03 15:30:00+00:00,95.48500061035156,97.23999786376953,95.47000122070312,97.1050033569336,7809293,202.65499877929688,206.09500122070312,202.63999938964844,205.9499969482422,6038482,297.3599853515625,301.5199890136719,297.18499755859375,301.07501220703125,2388886,639.510009765625,654.2291259765625,639.2999877929688,652.3499755859375,1338621,262.2799987792969,263.94000244140625,261.9100036621094,262.57000732421875,4016845
2026-03-03 16:30:00+00:00,97.0999984741211,97.19999694824219,96.21499633789062,96.73500061035156,4803699,205.93499755859375,207.3699951171875,205.1699981689453,206.6300048828125,4186063,301.04998779296875,302.1759948730469,300.0400085449219,301.4750061035156,1439360,652.4299926757812,654.8499755859375,650.1699829101562,651.8499755859375,744094,262.4800109863281,263.7799987792969,261.5799865722656,261.80999755859375,2940122
2026-03-03 17:30:00+00:00,96.73999786376953,97.33509826660156,96.27999877929688,97.2750015258789,4554003,206.5749969482422,207.80999755859375,205.8000030517578,207.58999633789062,3182622,301.45001220703125,301.5,300.2300109863281,300.875,1323811,652.0,655.2799072265625,648.110107421875,654.9299926757812,881349,261.79998779296875,261.8699951171875,260.1300048828125,261.4800109863281,2901307
2026-03-03 18:30:00+00:00,97.27999877929688,97.42510223388672,96.8499984741211,97.26000213623047,4171963,207.61000061035156,208.610107421875,207.57000732421875,207.8800048828125,3250626,300.8299865722656,303.0400085449219,300.7799987792969,301.2099914550781,1491295,655.0499877929688,659.0399780273438,654.52001953125,654.9500122070312,951493,261.44000244140625,263.9100036621094,261.3699951171875,263.6549987792969,2917518
2026-03-03 19:30:00+00:00,97.25499725341797,97.33000183105469,96.81999969482422,97.23989868164062,5318233,207.88999938964844,209.09500122070312,207.0,208.68499755859375,4342544,301.2099914550781,303.2300109863281,300.67999267578125,302.7200012207031,1523652,655.260009765625,659.0,653.4700927734375,655.1099853515625,818549,263.6700134277344,264.614990234375,262.510009765625,263.2799987792969,2571377
2026-03-03 20:30:00+00:00,97.23500061035156,98.45999908447266,97.1050033569336,97.70999908447266,7532939,208.6699981689453,209.17799377441406,208.17999267578125,208.75999450683594,4356029,302.7300109863281,303.94000244140625,301.92999267578125,303.54998779296875,2245660,655.0050048828125,655.5499877929688,653.3499755859375,654.97998046875,1000913,263.239990234375,263.9599914550781,262.3399963378906,263.6889953613281,4138461
2026-03-04 14:30:00+00:00,97.12000274658203,99.75,96.98999786376953,99.27999877929688,16066031,210.47000122070312,217.53500366210938,210.14999389648438,217.00999450683594,15194959,302.7200012207031,305.28271484375,300.79998779296875,305.1724853515625,4821250,657.9600219726562,672.0,657.6710815429688,671.9199829101562,2800573,264.6499938964844,266.1499938964844,261.4200134277344,264.1300048828125,7214854
2026-03-04 15:30:00+00:00,99.2699966430664,99.68000030517578,97.66000366210938,98.18499755859375,8341294,217.03500366210938,217.10000610351562,215.02000427246094,215.63499450683594,7491010,305.2900085449219,305.4599914550781,303.0,304.5,2113214,671.989990234375,672.75,667.5,670.6500244140625,1372288,264.125,264.7200012207031,262.81500244140625,264.5299987792969,3576211
2026-03-04 16:30:00+00:00,98.18499755859375,98.9000015258789,98.11499786376953,98.75499725341797,5047543,215.625,216.11000061035156,214.75,214.7899932861328,3878413,304.4800109863281,304.94000244140625,303.6700134277344,303.7799987792969,1226400,670.8499755859375,671.9598999023438,667.8900146484375,668.1849975585938,692195,264.5199890136719,265.510009765625,264.29998779296875,264.8999938964844,3050842
2026-03-04 17:30:00+00:00,98.75499725341797,99.3499984741211,98.37999725341797,99.1449966430664,4082537,214.8000030517578,216.08999633789062,214.47999572753906,216.0299072265625,3424781,303.75,304.29998779296875,303.3299865722656,303.5419921875,1103869,668.1849975585938,668.72998046875,665.7999877929688,668.39501953125,626213,264.9100036621094,265.3599853515625,263.3399963378906,263.7799987792969,2827303
2026-03-04 18:30:00+00:00,99.1449966430664,99.22000122070312,98.61000061035156,98.94999694824219,3657263,216.02999877929688,217.02000427246094,215.8699951171875,216.6898956298828,5555417,303.5299987792969,303.8599853515625,302.79998779296875,302.8902893066406,1310620,668.4600219726562,671.1300048828125,666.860107421875,670.010009765625,731332,263.79998779296875,264.19500732421875,263.05999755859375,263.3500061035156,2889009
2026-03-04 19:30:00+00:00,98.94999694824219,99.27999877929688,98.19999694824219,98.76499938964844,4628797,216.67999267578125,217.1699981689453,216.19500732421875,216.69000244140625,4771953,302.885009765625,303.3699951171875,302.1000061035156,302.8999938964844,1425562,670.010009765625,670.5,665.5,666.9500122070312,788921,263.3399963378906,263.67999267578125,262.0599060058594,262.7300109863281,3383632
2026-03-04 20:30:00+00:00,98.76000213623047,99.19000244140625,98.57499694824219,98.62000274658203,4978555,216.6999969482422,217.47000122070312,216.57000732421875,216.77000427246094,6806612,302.8900146484375,303.7699890136719,302.5799865722656,303.19000244140625,2630164,666.8200073242188,669.4199829101562,666.72998046875,667.52001953125,1287838,262.7099914550781,263.1600036621094,262.16461181640625,262.45001220703125,4837636
