Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-20 14:30:00+00:00,607.8800048828125,611.4000244140625,600.010009765625,611.3099975585938,2856628,233.6649932861328,234.95199584960938,231.55999755859375,234.80690002441406,8569374,321.3999938964844,325.69000244140625,320.8900146484375,324.7900085449219,4146937,88.93000030517578,89.9000015258789,88.4800033569336,88.69000244140625,13831439,252.50999450683594,254.7899932861328,250.85000610351562,251.61570739746094,9087553
2026-01-20 15:30:00+00:00,611.3099975585938,611.3099975585938,608.1699829101562,610.3200073242188,966997,234.75999450683594,235.08999633789062,233.6300048828125,234.2899932861328,2923442,324.80999755859375,327.8299865722656,324.45001220703125,327.80999755859375,1711391,88.68000030517578,88.81999969482422,88.22000122070312,88.59600067138672,6409196,251.63999938964844,252.1300048828125,250.69000244140625,251.30499267578125,3367134
2026-01-20 16:30:00+00:00,610.219970703125,610.6799926757812,606.6699829101562,607.5,888888,234.2899932861328,234.61810302734375,233.3000030517578,233.4600067138672,2117288,327.7900085449219,328.0899963378906,326.17999267578125,326.42999267578125,1116805,88.58999633789062,88.94999694824219,88.38999938964844,88.52449798583984,4558958,251.3000030517578,251.58999633789062,250.35000610351562,250.55999755859375,2677257
2026-01-20 17:30:00+00:00,607.52001953125,607.5499877929688,605.5599975585938,606.6649780273438,737890,233.4199981689453,233.5800018310547,231.5500030517578,231.77499389648438,2236044,326.3699951171875,326.8399963378906,324.79998779296875,324.875,1915614,88.5250015258789,88.52999877929688,88.04000091552734,88.45899963378906,8039956,250.52000427246094,250.6999969482422,249.0800018310547,249.19500732421875,2979236
2026-01-20 18:30:00+00:00,606.739990234375,606.8900146484375,603.9099731445312,604.510009765625,874394,231.75999450683594,231.91000366210938,229.7899932861328,229.97999572753906,2962770,324.8500061035156,325.0400085449219,323.3500061035156,323.4075012207031,1492940,88.45500183105469,88.58999633789062,87.9800033569336,88.04499816894531,3731915,249.17999267578125,249.22999572753906,247.4199981689453,247.45249938964844,3351984
2026-01-20 19:30:00+00:00,604.5,605.9000244140625,602.8400268554688,604.22998046875,912659,229.97000122070312,230.93499755859375,229.33999633789062,230.6197052001953,3624253,323.42999267578125,323.8399963378906,322.1499938964844,322.2099914550781,2006029,88.04499816894531,88.19000244140625,87.72000122070312,88.04180145263672,6142777,247.4499969482422,248.17999267578125,245.0800018310547,245.4600067138672,5956327
2026-01-20 20:30:00+00:00,604.239990234375,604.8400268554688,602.4600219726562,604.6699829101562,1282166,230.63999938964844,231.1199951171875,230.2100067138672,231.11000061035156,3184001,322.2449951171875,322.5199890136719,321.2200012207031,322.17999267578125,3310305,88.0416030883789,88.13999938964844,87.0199966430664,87.26000213623047,9063394,245.4600067138672,246.92999267578125,243.4199981689453,246.69000244140625,10059596
2026-01-21 14:30:00+00:00,606.4149780273438,608.5,600.0900268554688,608.121826171875,2528831,231.2899932861328,231.9799041748047,228.67999267578125,231.25999450683594,6386021,321.0950012207031,327.510009765625,319.54010009765625,326.9100036621094,3574002,83.04000091552734,85.2249984741211,81.94999694824219,84.33999633789062,40315026,248.7100067138672,248.75,246.0800018310547,247.57000732421875,7234453
