Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17 10:30:00-04:00,242.0,242.139892578125,240.1999969482422,240.33799743652344,5638872,365.010009765625,365.1700134277344,360.7799987792969,362.18499755859375,1836853,77.7750015258789,78.44499969482422,77.7699966430664,78.01000213623047,4769254,585.0499877929688,585.6500244140625,579.5999755859375,580.5499877929688,2062520,300.45001220703125,300.53948974609375,297.0899963378906,297.42999267578125,4056794
2026-06-17 11:30:00-04:00,240.31500244140625,240.89999389648438,239.63999938964844,240.63999938964844,3732259,362.18499755859375,363.9800109863281,361.8599853515625,363.6400146484375,889288,78.01499938964844,78.125,77.71499633789062,77.88500213623047,3755312,580.5499877929688,581.4500122070312,579.739990234375,580.2999877929688,1376636,297.42999267578125,299.1600036621094,296.6400146484375,298.614990234375,3750244
2026-06-17 12:30:00-04:00,240.66949462890625,240.7198944091797,239.17999267578125,239.99000549316406,3929783,363.6499938964844,363.7799987792969,361.80999755859375,363.1300048828125,969364,77.88009643554688,77.88500213623047,77.54000091552734,77.73999786376953,3691210,580.2999877929688,580.6300048828125,576.7999877929688,579.4450073242188,1500943,298.6297912597656,298.7449951171875,296.57000732421875,296.80999755859375,2613201
2026-06-17 13:30:00-04:00,239.97999572753906,240.66900634765625,238.39999389648438,239.30499267578125,4149319,363.1099853515625,364.7699890136719,362.2300109863281,363.69500732421875,1786545,77.73500061035156,77.75,77.31999969482422,77.6050033569336,5792349,579.4600219726562,580.7999877929688,574.6199951171875,575.8450927734375,1814617,296.79998779296875,297.6000061035156,295.3299865722656,295.8349914550781,3339881
2026-06-17 14:30:00-04:00,239.2899932861328,239.89999389648438,237.42999267578125,237.44500732421875,5671829,363.7799987792969,364.79998779296875,360.44000244140625,360.6099853515625,1699032,77.59500122070312,77.6500015258789,76.81999969482422,76.93499755859375,7378508,575.9099731445312,576.0,569.5700073242188,569.8300170898438,2508143,295.82000732421875,296.4200134277344,294.3800048828125,295.18499755859375,4315796
2026-06-17 15:30:00-04:00,237.4600067138672,237.75,236.63499450683594,237.44000244140625,5035494,360.6400146484375,363.04998779296875,360.239990234375,362.0799865722656,2073368,76.93000030517578,77.07499694824219,76.76000213623047,76.94999694824219,6426920,569.8300170898438,570.8400268554688,566.1900024414062,567.4849853515625,3085294,295.1600036621094,296.2200012207031,294.5899963378906,295.8800048828125,4437435
2026-06-18 09:30:00-04:00,240.22000122070312,240.8800048828125,236.02000427246094,239.39500427246094,16979785,363.8900146484375,365.95001220703125,356.6081848144531,359.909912109375,6849663,77.05000305175781,77.62999725341797,76.12000274658203,77.11000061035156,13012389,572.9550170898438,576.5999755859375,563.0999755859375,569.9000854492188,6354288,298.44000244140625,300.45989990234375,295.6199951171875,299.6099853515625,26189695
2026-06-18 10:30:00-04:00,239.39500427246094,242.99000549316406,238.9600067138672,242.34500122070312,9574618,359.8599853515625,362.64990234375,359.6600036621094,362.17999267578125,1566989,77.12000274658203,77.41000366210938,76.91999816894531,76.94999694824219,3856511,569.9600219726562,573.419189453125,568.9000244140625,572.989990234375,2226370,299.614990234375,300.57000732421875,296.9599914550781,297.1099853515625,8140647
2026-06-18 11:30:00-04:00,242.35000610351562,244.32000732421875,241.53500366210938,243.4499053955078,5361260,362.2200012207031,365.5899963378906,361.95001220703125,364.69000244140625,1978046,76.94499969482422,77.51000213623047,76.8949966430664,77.23880004882812,4545282,573.0700073242188,578.6900024414062,572.6099853515625,576.030029296875,1726820,297.1000061035156,297.7300109863281,295.95001220703125,297.489990234375,4986655
2026-06-18 12:30:00-04:00,243.4499053955078,245.35000610351562,243.16000366210938,245.28500366210938,5036268,364.70001220703125,366.30999755859375,364.07000732421875,366.2799987792969,1032053,77.23999786376953,77.62000274658203,77.0999984741211,77.58000183105469,3783239,576.0999755859375,578.6400146484375,575.6699829101562,577.9000244140625,967526,297.4849853515625,298.3598937988281,296.8399963378906,297.82000732421875,3319629
2026-06-18 13:30:00-04:00,245.28829956054688,245.72999572753906,242.8300018310547,242.94000244140625,4019614,366.29998779296875,366.94000244140625,365.8500061035156,366.1099853515625,1026618,77.58499908447266,77.73619842529297,77.19000244140625,77.25,3679527,577.9400024414062,578.8800048828125,573.3200073242188,573.530029296875,1199186,297.82501220703125,297.9849853515625,297.010009765625,297.1099853515625,2384713
2026-06-18 14:30:00-04:00,242.9600067138672,243.3199005126953,242.44000244140625,243.07000732421875,3746723,366.1199951171875,367.05999755859375,364.6499938964844,365.9800109863281,1173960,77.24500274658203,77.375,76.92500305175781,77.01499938964844,4255286,573.4299926757812,576.5795288085938,573.0200805664062,574.6849975585938,1379385,297.1400146484375,298.07000732421875,297.04010009765625,297.3800048828125,2773331
2026-06-18 15:30:00-04:00,243.0800018310547,244.7100067138672,242.6717987060547,244.3524932861328,5976442,365.989990234375,368.6400146484375,365.6700134277344,367.17999267578125,4096978,77.0199966430664,78.23500061035156,76.9800033569336,77.33000183105469,11797911,574.7169799804688,580.2150268554688,573.3499755859375,577.219970703125,12763390,297.3599853515625,299.2394104003906,297.05999755859375,297.8900146484375,5250521
2026-06-22 09:30:00-04:00,240.49000549316406,242.0,235.5,235.7100067138672,11746467,357.135009765625,358.20001220703125,347.8599853515625,348.2427062988281,7033521,76.13500213623047,77.08999633789062,74.58000183105469,74.74220275878906,15478128,572.02001953125,575.780029296875,567.0,567.64501953125,3055242,297.5,302.4200134277344,297.42999267578125,301.20001220703125,8668767
2026-06-22 10:30:00-04:00,235.7100067138672,236.39999389648438,232.52000427246094,233.03500366210938,9536266,348.260009765625,348.510009765625,340.94000244140625,342.70001220703125,6579308,74.75,74.91999816894531,73.7699966430664,73.78500366210938,10127711,567.510009765625,568.6300048828125,560.02001953125,560.5449829101562,2698681,301.2099914550781,301.2300109863281,299.0350036621094,299.94000244140625,4311646
2026-06-22 11:30:00-04:00,233.0399932861328,234.88999938964844,232.66000366210938,233.25999450683594,6558177,342.7049865722656,346.5799865722656,342.6000061035156,346.1300048828125,3012832,73.78150177001953,73.91999816894531,72.3499984741211,72.55500030517578,11347956,560.6099853515625,564.639892578125,559.8099975585938,560.8599853515625,1730116,299.94000244140625,301.4299011230469,299.75,300.5398864746094,2951222
2026-06-22 12:30:00-04:00,233.30999755859375,234.1898956298828,232.25,233.59500122070312,4722448,346.1499938964844,346.75,344.8299865722656,346.32000732421875,2841219,72.55500030517578,72.6500015258789,72.08000183105469,72.13999938964844,10127076,560.8499755859375,563.75,560.3800048828125,562.5499877929688,1037727,300.5199890136719,300.67999267578125,299.45001220703125,299.80999755859375,2690789
2026-06-22 13:30:00-04:00,233.59500122070312,234.41000366210938,233.08740234375,234.08999633789062,4588202,346.32000732421875,347.6700134277344,345.6700134277344,347.30499267578125,2016117,72.13500213623047,73.27999877929688,71.80999755859375,73.18499755859375,9260092,562.5499877929688,566.1500244140625,561.3900146484375,565.5250244140625,1172600,299.81500244140625,299.8599853515625,298.5830078125,298.9200134277344,2455391
2026-06-22 14:30:00-04:00,234.10000610351562,235.05499267578125,233.4499969482422,233.9149932861328,8126958,347.30999755859375,348.9700012207031,346.510009765625,348.6549987792969,2024350,73.18890380859375,73.3499984741211,72.80500030517578,72.88020324707031,6472424,565.5250244140625,566.0599975585938,562.0,564.6300048828125,1119578,298.9200134277344,299.3399963378906,298.590087890625,299.05999755859375,2926458
2026-06-22 15:30:00-04:00,233.9149932861328,234.39999389648438,232.7899932861328,232.7899932861328,8927713,348.6600036621094,349.4599914550781,347.69000244140625,348.6700134277344,3113463,72.88500213623047,73.3499984741211,72.68000030517578,72.87999725341797,8591854,564.6599731445312,566.0,563.47998046875,563.8499755859375,1426962,299.05999755859375,299.0899963378906,296.7900085449219,296.7900085449219,6099091
2026-06-23 09:30:00-04:00,232.5500030517578,236.85000610351562,232.0,236.71119689941406,12549981,340.1050109863281,348.7200012207031,339.7149963378906,347.62200927734375,4996405,73.37999725341797,73.96070098876953,72.82499694824219,73.03500366210938,11964308,562.2449951171875,572.2000122070312,561.030029296875,568.7100219726562,2938625,297.5379943847656,301.6400146484375,295.17999267578125,300.506591796875,9260481
2026-06-23 10:30:00-04:00,236.6934051513672,236.8699951171875,233.72999572753906,233.74000549316406,4969741,347.5799865722656,348.125,344.7449951171875,344.92999267578125,2197177,73.0250015258789,73.375,72.62999725341797,72.87999725341797,5993686,568.6300048828125,569.1500244140625,562.0800170898438,563.3499755859375,1044201,300.5199890136719,300.8800048828125,298.3999938964844,298.54998779296875,4488606
2026-06-23 11:30:00-04:00,233.72000122070312,234.0500030517578,233.20750427246094,233.89999389648438,1443034,344.9200134277344,345.9100036621094,344.6000061035156,345.7900085449219,465348,72.87999725341797,73.00499725341797,72.80999755859375,72.94000244140625,1040237,563.27001953125,563.6099853515625,562.2109985351562,562.75,239700,298.5450134277344,298.5899963378906,297.3500061035156,297.7449951171875,1176063
