Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-03 17:30:00+00:00,696.760009765625,698.47998046875,689.97998046875,691.77001953125,990971,237.27999877929688,238.23989868164062,236.3000030517578,236.92990112304688,3112998,80.3009033203125,80.9000015258789,80.19999694824219,80.33599853515625,3059643,268.8900146484375,270.3699951171875,268.7550048828125,269.3399963378906,3592052,342.2900085449219,342.6400146484375,340.32000732421875,341.1400146484375,1572732
2026-02-03 18:30:00+00:00,691.760009765625,691.760009765625,686.4099731445312,688.0,948319,236.89280700683594,237.11000061035156,235.4499969482422,236.1699981689453,2830358,80.33499908447266,80.55000305175781,79.86000061035156,79.91500091552734,4234994,269.3349914550781,271.875,268.8500061035156,271.4800109863281,4426151,341.1700134277344,341.1700134277344,338.5899963378906,339.7200012207031,1549687
2026-02-03 19:30:00+00:00,688.344970703125,689.7930297851562,686.4099731445312,687.4299926757812,777467,236.1699981689453,237.74000549316406,235.89999389648438,237.3800048828125,2799861,79.91349792480469,80.16000366210938,79.62999725341797,79.7249984741211,3755552,271.4700012207031,271.70001220703125,268.6700134277344,269.2099914550781,3448770,339.739990234375,340.489990234375,339.0299987792969,340.3999938964844,1522989
2026-02-03 20:30:00+00:00,687.47998046875,692.1599731445312,687.3800048828125,691.6300048828125,959931,237.3800048828125,238.8300018310547,237.3800048828125,238.63299560546875,3009409,79.7249984741211,80.05000305175781,79.62000274658203,79.95989990234375,3967101,269.2149963378906,270.04998779296875,268.8399963378906,269.4599914550781,3048085,340.4100036621094,341.489990234375,340.1400146484375,340.70001220703125,1461117
2026-02-04 14:30:00+00:00,687.72998046875,688.6900024414062,668.5700073242188,678.905029296875,3556456,238.6999969482422,238.77000427246094,234.3699951171875,237.4949951171875,7605192,79.9749984741211,81.38999938964844,79.2249984741211,81.36499786376953,7408217,272.30999755859375,278.80999755859375,272.2850036621094,276.1000061035156,14363169,343.9200134277344,344.25,335.95001220703125,336.9100036621094,5076576
2026-02-04 15:30:00+00:00,678.72998046875,680.0800170898438,672.4299926757812,676.3455810546875,1184496,237.4600067138672,238.27000427246094,236.05999755859375,236.9499969482422,3556822,81.36499786376953,81.43499755859375,80.62000274658203,80.93000030517578,3914817,276.125,277.3900146484375,275.29998779296875,277.21380615234375,5901048,336.9599914550781,336.9599914550781,333.3999938964844,334.70001220703125,2659617
2026-02-04 16:30:00+00:00,676.4199829101562,676.739990234375,669.5399780273438,669.9199829101562,924622,236.9499969482422,237.08999633789062,233.3000946044922,233.42019653320312,3698706,80.93499755859375,81.18000030517578,80.33000183105469,80.62999725341797,3581727,277.1935119628906,277.260009765625,273.8999938964844,275.25,5657904,334.6600036621094,334.7514953613281,331.1000061035156,332.0249938964844,2234867
2026-02-04 17:30:00+00:00,669.8099975585938,671.85302734375,667.4600219726562,671.3350219726562,1046016,233.39999389648438,233.82000732421875,231.97000122070312,233.7449951171875,4215645,80.63999938964844,81.07499694824219,80.38999938964844,81.0,3129784,275.2699890136719,276.114990234375,273.1400146484375,275.6000061035156,5072262,332.0350036621094,334.0350036621094,329.3800048828125,334.0249938964844,2441923
2026-02-04 18:30:00+00:00,671.2869873046875,673.4298706054688,668.6799926757812,671.8099975585938,802114,233.72950744628906,233.74000549316406,231.8300018310547,232.60000610351562,3549659,81.0,81.30000305175781,80.71440124511719,80.98500061035156,2471949,275.6199951171875,275.760009765625,274.3500061035156,274.9100036621094,3128540,334.0199890136719,334.19000244140625,330.489990234375,332.44000244140625,1785941
2026-02-04 19:30:00+00:00,671.969970703125,674.9299926757812,670.7532958984375,673.52001953125,967539,232.60000610351562,234.89999389648438,232.57000732421875,233.8000030517578,3399915,80.98500061035156,81.20999908447266,80.23999786376953,80.32499694824219,3261265,274.90020751953125,278.0799865722656,274.8299865722656,277.6099853515625,5267006,332.3999938964844,335.1499938964844,332.3299865722656,334.375,2374487
2026-02-04 20:30:00+00:00,673.530029296875,674.4199829101562,667.989990234375,668.989990234375,1078946,233.80999755859375,234.74000549316406,232.41000366210938,232.92999267578125,3434833,80.32499694824219,80.54499816894531,80.05999755859375,80.18499755859375,3626398,277.6099853515625,278.95001220703125,276.3599853515625,276.4599914550781,7312922,334.375,334.8299865722656,333.0,333.30999755859375,2367636
2026-02-05 14:30:00+00:00,663.030029296875,672.2999877929688,653.52001953125,657.97998046875,3157657,224.99000549316406,226.3000030517578,220.38999938964844,222.27000427246094,16748667,81.45500183105469,83.29499816894531,81.31999969482422,81.51499938964844,12713781,278.0199890136719,279.44000244140625,273.2300109863281,276.7850036621094,9310150,313.20001220703125,326.5498962402344,306.9200134277344,317.36090087890625,14436463
2026-02-05 15:30:00+00:00,658.0700073242188,676.219970703125,658.0700073242188,675.0900268554688,1675757,222.27000427246094,223.97000122070312,221.6699981689453,223.69000244140625,5578359,81.51200103759766,81.74600219726562,80.78500366210938,81.21499633789062,4707547,276.7900085449219,277.3999938964844,273.2900085449219,275.2200012207031,4526349,317.3800048828125,324.04998779296875,317.1000061035156,324.0492858886719,4658891
2026-02-05 16:30:00+00:00,675.0900268554688,680.280029296875,674.1199951171875,678.3499755859375,1289523,223.72999572753906,225.11000061035156,223.39999389648438,224.7050018310547,4798546,81.23999786376953,81.9000015258789,80.63999938964844,81.85980224609375,3015453,275.2900085449219,275.5,273.5249938964844,274.739990234375,2531820,324.05999755859375,325.04998779296875,321.8900146484375,323.6451110839844,2869644
2026-02-05 17:30:00+00:00,678.1099853515625,681.5,676.5,677.2550048828125,907829,224.74000549316406,225.5500030517578,223.0,223.3905029296875,4587284,81.85350036621094,81.93000030517578,81.03019714355469,81.1792984008789,15780419,274.7200012207031,274.9800109863281,273.9100036621094,274.32000732421875,1764770,323.6098937988281,326.3450012207031,322.3623962402344,325.79998779296875,2242924
2026-02-05 18:30:00+00:00,677.2800903320312,680.9000244140625,674.1842041015625,677.35498046875,827997,223.39999389648438,224.50999450683594,222.77999877929688,223.1699981689453,3955104,81.18000030517578,81.53980255126953,80.96499633789062,80.98500061035156,0,274.260009765625,277.57000732421875,274.114990234375,277.0450134277344,2995492,325.75,331.45001220703125,325.0899963378906,330.2200012207031,2569120
2026-02-05 19:30:00+00:00,677.22900390625,679.5599975585938,671.4400024414062,671.5399780273438,870552,223.16000366210938,223.5800018310547,221.99000549316406,223.1699981689453,5658832,80.98999786376953,81.33999633789062,80.53500366210938,80.88410186767578,2990796,277.06500244140625,277.7200012207031,276.085693359375,276.6300048828125,3087121,330.25,332.56500244140625,328.1300048828125,330.4150085449219,3078127
2026-02-05 20:30:00+00:00,671.5999755859375,674.5399780273438,668.3900146484375,670.0900268554688,1139208,223.0399932861328,223.38099670410156,221.50999450683594,222.5,6219749,80.88500213623047,81.08999633789062,80.58000183105469,80.81999969482422,3131932,276.6300048828125,276.9100036621094,275.3500061035156,275.9200134277344,3990713,330.3900146484375,332.6440124511719,329.8500061035156,331.6400146484375,3064356
