Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-27 14:30:00+00:00,674.6500244140625,676.8150024414062,664.6599731445312,671.094970703125,2612110,85.2750015258789,85.5,83.88999938964844,84.41449737548828,7966233,335.5849914550781,338.20001220703125,333.75,336.7650146484375,3142244,259.1400146484375,261.95001220703125,258.6600036621094,259.8450012207031,10912773,239.6750030517578,242.2899932861328,238.0800018310547,242.0399932861328,6404779
2026-01-27 15:30:00+00:00,671.0499877929688,672.8499755859375,669.5889892578125,669.9600219726562,1032314,84.41500091552734,84.86000061035156,84.30349731445312,84.54499816894531,3077466,336.739990234375,337.8070068359375,336.17999267578125,336.20001220703125,1001457,259.8599853515625,261.3900146484375,259.760009765625,260.7200012207031,3262895,242.02999877929688,242.92990112304688,240.82000732421875,241.77000427246094,3514760
2026-01-27 16:30:00+00:00,669.9450073242188,670.510009765625,667.030029296875,668.0700073242188,736490,84.54499816894531,84.67500305175781,84.18000030517578,84.20500183105469,2323885,336.20001220703125,336.2449951171875,335.3800048828125,335.82000732421875,850989,260.7200012207031,261.3599853515625,260.4700012207031,261.30999755859375,2175987,241.75999450683594,242.89999389648438,241.75,242.35000610351562,2570146
2026-01-27 17:30:00+00:00,668.0549926757812,668.5800170898438,665.8900146484375,668.0999755859375,879656,84.20079803466797,84.36000061035156,84.04000091552734,84.34989929199219,2294354,335.79998779296875,335.8500061035156,334.79998779296875,335.40069580078125,902544,261.30010986328125,261.3500061035156,260.2301025390625,260.2550048828125,1989091,242.33999633789062,243.1591033935547,241.7100067138672,243.0800018310547,1944527
2026-01-27 18:30:00+00:00,668.1699829101562,671.52001953125,667.760009765625,671.47998046875,645330,84.34500122070312,85.14540100097656,84.33999633789062,85.13500213623047,2502581,335.3900146484375,336.14739990234375,335.1600036621094,335.8699951171875,1017284,260.2699890136719,260.3599853515625,259.5199890136719,259.875,2504629,243.08999633789062,243.9600067138672,242.98260498046875,243.8249969482422,3206230
2026-01-27 19:30:00+00:00,671.489990234375,675.719970703125,670.3400268554688,675.5900268554688,1034485,85.13500213623047,85.36499786376953,85.00499725341797,85.28500366210938,2693849,335.8800048828125,336.07000732421875,335.5249938964844,335.7950134277344,872770,259.875,260.0400085449219,259.1499938964844,259.3800048828125,2602286,243.83999633789062,244.8800048828125,243.67999267578125,244.02999877929688,3225698
2026-01-27 20:30:00+00:00,675.4500122070312,676.52001953125,672.5399780273438,672.969970703125,1023026,85.28500366210938,85.5999984741211,85.22000122070312,85.5999984741211,3250653,335.7900085449219,335.79998779296875,334.6000061035156,334.9800109863281,1307814,259.385009765625,259.67498779296875,258.2099914550781,258.2799987792969,2715151,244.0399932861328,244.85000610351562,243.82000732421875,244.6699981689453,12753981
2026-01-28 14:30:00+00:00,674.614990234375,677.677490234375,670.7100219726562,675.41748046875,2472680,85.625,86.47000122070312,84.8499984741211,85.75,6129412,336.114990234375,337.5799865722656,334.5,336.25,2534441,257.55999755859375,258.8550109863281,255.21499633789062,256.0899963378906,6604210,246.3000030517578,247.77499389648438,244.72999572753906,244.89999389648438,6809298
