Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17 14:30:00+00:00,655.6099853515625,660.2000122070312,654.0,659.4199829101562,1621830,308.7950134277344,309.19500732421875,300.24139404296875,301.010009765625,4548827,224.55999755859375,225.19000244140625,222.83999633789062,224.77870178222656,5529359,275.010009765625,276.1600036621094,274.8299865722656,275.4949951171875,4574850,95.9800033569336,97.33000183105469,95.61000061035156,97.13500213623047,11333971
2025-12-17 15:30:00+00:00,659.4000244140625,660.1500244140625,655.1300048828125,658.7999877929688,1103389,300.9100036621094,301.1099853515625,297.8800048828125,300.0,3151578,224.77000427246094,224.92030334472656,222.97000122070312,224.13999938964844,3245797,275.4700012207031,275.7300109863281,273.0450134277344,273.489990234375,3354929,97.13500213623047,97.1500015258789,95.19999694824219,95.76000213623047,5891271
2025-12-17 16:30:00+00:00,658.6900024414062,660.4000244140625,655.9000244140625,659.469970703125,843112,299.9800109863281,301.6700134277344,299.2799987792969,301.2049865722656,1657174,224.10000610351562,224.1894989013672,222.96499633789062,223.64500427246094,2182029,273.489990234375,273.489990234375,272.2799987792969,272.8699951171875,2372809,95.76000213623047,95.94999694824219,95.46499633789062,95.80500030517578,3030538
2025-12-17 17:30:00+00:00,659.4323120117188,661.22998046875,656.780029296875,657.4149780273438,665345,301.2598876953125,301.42999267578125,299.510009765625,300.75,1162097,223.65469360351562,224.5500030517578,223.4199981689453,223.7899932861328,1658073,272.8800048828125,273.69000244140625,272.6499938964844,273.0199890136719,1699122,95.80500030517578,95.97000122070312,95.42500305175781,95.71499633789062,2263349
2025-12-17 18:30:00+00:00,657.4000244140625,657.9099731445312,652.0700073242188,653.0349731445312,798722,300.7099914550781,300.7300109863281,298.70489501953125,298.7799987792969,1164330,223.75,223.75999450683594,222.57000732421875,222.9149932861328,2143325,272.9901123046875,273.9700012207031,272.44000244140625,273.7850036621094,2046363,95.70999908447266,95.77999877929688,95.05999755859375,95.23500061035156,2418616
2025-12-17 19:30:00+00:00,653.1199951171875,654.9500122070312,652.4099731445312,653.5800170898438,644997,298.760009765625,298.92498779296875,297.5899963378906,298.1700134277344,1419042,222.89999389648438,223.08999633789062,221.92999267578125,222.02000427246094,2037558,273.7699890136719,274.1099853515625,273.57000732421875,273.65008544921875,2167480,95.23500061035156,95.37000274658203,94.65499877929688,94.68499755859375,2322514
2025-12-17 20:30:00+00:00,653.6400146484375,654.7000122070312,649.2000122070312,649.47998046875,1157955,298.1499938964844,298.94000244140625,297.45001220703125,298.04998779296875,1844727,222.02999877929688,222.22000122070312,221.19000244140625,221.24099731445312,2997698,273.6700134277344,273.8699951171875,271.69000244140625,271.8599853515625,5130736,94.69000244140625,95.0199966430664,94.45999908447266,94.76000213623047,3233491
2025-12-18 14:30:00+00:00,656.989990234375,666.7000122070312,656.4600219726562,666.3400268554688,2745202,303.06500244140625,303.8299865722656,300.6300048828125,302.8948059082031,3597266,225.7050018310547,227.8300018310547,224.41000366210938,227.58270263671875,6812858,273.6050109863281,273.6199951171875,266.9599914550781,270.8999938964844,10127086,95.0199966430664,95.61499786376953,94.12999725341797,95.50499725341797,5545724
