Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 15:30:00+00:00,328.7200012207031,330.57000732421875,326.7200012207031,330.3399963378906,2631063,256.8900146484375,257.0400085449219,254.41000366210938,256.1700134277344,4801889,238.77000427246094,238.8800048828125,236.74200439453125,238.0,4826906,82.66500091552734,82.91999816894531,82.35009765625,82.73500061035156,5548557,720.52001953125,721.2949829101562,712.5499877929688,719.885009765625,4581962
2026-01-29 16:30:00+00:00,330.30499267578125,334.3999938964844,330.1199951171875,334.32000732421875,1298793,256.1300048828125,257.4100036621094,255.1199951171875,257.2200012207031,3524580,237.97000122070312,240.0399932861328,237.77059936523438,239.97999572753906,2547498,82.7300033569336,82.96499633789062,82.4800033569336,82.89700317382812,2920209,719.780029296875,734.6699829101562,719.3900146484375,733.1950073242188,4620631
2026-01-29 17:30:00+00:00,334.32000732421875,335.6986083984375,333.0299987792969,335.44000244140625,1062163,257.20001220703125,257.6700134277344,256.54998779296875,257.3800048828125,3232719,239.97000122070312,240.57000732421875,238.27000427246094,239.57260131835938,2204413,82.8949966430664,82.9000015258789,82.5199966430664,82.80500030517578,2180528,733.1627197265625,738.0,729.0499877929688,735.1300048828125,2728341
2026-01-29 18:30:00+00:00,335.4100036621094,337.1099853515625,335.2099914550781,336.739990234375,1047643,257.364990234375,258.1816101074219,257.1600036621094,258.1449890136719,3079026,239.5800018310547,240.22999572753906,238.9333038330078,239.51980590820312,2133171,82.80500030517578,82.98999786376953,82.75,82.83560180664062,1817145,735.1851196289062,738.97998046875,734.530029296875,736.198974609375,2686413
2026-01-29 19:30:00+00:00,336.760009765625,337.1549987792969,335.2300109863281,335.3500061035156,1239408,258.1449890136719,258.5683898925781,257.7401123046875,258.2950134277344,4240841,239.50999450683594,240.1898956298828,238.89999389648438,239.97999572753906,2228594,82.83499908447266,82.94989776611328,82.63999938964844,82.8550033569336,2574232,736.1300048828125,737.9000244140625,733.6799926757812,737.030029296875,2343663
2026-01-29 20:30:00+00:00,335.3399963378906,339.489990234375,334.8900146484375,338.54998779296875,2949880,258.30999755859375,259.3500061035156,257.75,258.17498779296875,5837763,239.99000549316406,241.9600067138672,239.1699981689453,241.67999267578125,4401459,82.8550033569336,83.18499755859375,82.84500122070312,83.11000061035156,3662845,736.989990234375,741.0,735.1099853515625,738.5800170898438,2923302
2026-01-30 14:30:00+00:00,334.5400085449219,340.289306640625,332.6400146484375,338.4200134277344,3212162,255.1649932861328,258.70001220703125,252.17999267578125,254.0,18411294,239.8800048828125,243.31500244140625,238.57000732421875,242.30999755859375,6130228,83.11000061035156,84.05500030517578,82.9800033569336,83.08000183105469,7774838,727.5,732.1699829101562,720.2899780273438,720.4583129882812,4144122
2026-01-30 15:30:00+00:00,338.3999938964844,339.9100036621094,337.7200012207031,338.57000732421875,1672881,254.0800018310547,256.9049987792969,253.69500732421875,256.6875,5356000,242.3000030517578,243.05999755859375,239.82000732421875,240.66009521484375,3133966,83.07499694824219,83.6050033569336,83.0199966430664,83.37000274658203,2668214,720.4000244140625,724.0,715.9600219726562,718.9500122070312,2431510
2026-01-30 16:30:00+00:00,338.5400085449219,339.7099914550781,337.20001220703125,338.8399963378906,1201992,256.69000244140625,257.1400146484375,254.2834930419922,255.2100067138672,4040411,240.64010620117188,241.60000610351562,239.80999755859375,240.72000122070312,2172978,83.37999725341797,83.55000305175781,83.125,83.49500274658203,2095394,718.9450073242188,720.6300048828125,714.7999877929688,720.6300048828125,5397634
2026-01-30 17:30:00+00:00,338.7200012207031,339.6000061035156,336.3299865722656,337.92498779296875,910887,255.16000366210938,256.07000732421875,254.5399932861328,256.05499267578125,3264119,240.69000244140625,240.91000366210938,237.77000427246094,238.63999938964844,2605928,83.49500274658203,83.62000274658203,82.77999877929688,83.06500244140625,2135833,720.5599975585938,721.0599975585938,714.489990234375,717.5349731445312,0
2026-01-30 18:30:00+00:00,337.92999267578125,340.05999755859375,336.9599914550781,338.3299865722656,1218366,256.05499267578125,258.0799865722656,255.75,257.5849914550781,3652617,238.66000366210938,241.30999755859375,238.3000030517578,240.1699981689453,2359490,83.06500244140625,83.55000305175781,82.91999816894531,83.45500183105469,1766155,717.6199951171875,718.8735961914062,715.6500244140625,717.1900024414062,934894
2026-01-30 19:30:00+00:00,338.2900085449219,338.9750061035156,336.92999267578125,338.0299987792969,1214437,257.6000061035156,259.9100036621094,257.4100036621094,259.9100036621094,4945206,240.1750030517578,240.83999633789062,239.5301055908203,239.94000244140625,2342550,83.45500183105469,83.66000366210938,83.04000091552734,83.16000366210938,2210417,717.1599731445312,719.3200073242188,713.5900268554688,715.489990234375,1228301
2026-01-30 20:30:00+00:00,338.0799865722656,340.04998779296875,337.5,338.6400146484375,2341878,259.9200134277344,261.89990234375,258.0,259.4800109863281,9402318,239.9600067138672,240.13409423828125,237.63999938964844,239.25999450683594,16743720,83.15499877929688,83.70999908447266,83.12000274658203,83.5,3607247,715.4600219726562,718.8300170898438,714.5,716.4400024414062,1728773
2026-02-02 14:30:00+00:00,336.5400085449219,345.1300048828125,336.010009765625,342.4049987792969,4255155,260.0199890136719,265.25,259.2049865722656,265.0400085449219,12724698,238.30999755859375,245.62989807128906,238.1699981689453,244.7550048828125,7384759,83.62000274658203,85.2699966430664,83.41000366210938,83.63999938964844,8583503,714.3699951171875,721.2999877929688,703.5200805664062,709.0900268554688,3115976
2026-02-02 15:30:00+00:00,342.3512878417969,343.3955993652344,340.4549865722656,342.08929443359375,1667631,265.0350036621094,265.3699951171875,262.30999755859375,264.29180908203125,4300486,244.77000427246094,245.30999755859375,243.27999877929688,244.5399932861328,3027622,83.63999938964844,84.08999633789062,83.26000213623047,84.04499816894531,5532498,709.1199951171875,712.0599975585938,706.4149780273438,709.9400024414062,1065620
2026-02-02 16:30:00+00:00,342.0400085449219,343.2099914550781,341.45001220703125,343.1400146484375,1108579,264.2950134277344,264.8500061035156,263.80999755859375,264.17999267578125,2688303,244.52999877929688,245.38999938964844,244.3800048828125,244.96029663085938,1974127,84.04499816894531,84.2750015258789,83.55999755859375,83.57969665527344,2114630,709.8800048828125,709.989990234375,705.52001953125,705.5599975585938,777363
2026-02-02 17:30:00+00:00,343.1449890136719,344.05999755859375,342.8500061035156,343.6400146484375,1120850,264.19000244140625,265.30999755859375,263.7799987792969,265.1300048828125,2603466,244.97500610351562,245.2050018310547,243.5399932861328,243.5850067138672,2067276,83.58000183105469,83.63999938964844,83.30999755859375,83.31670379638672,1697426,705.6365966796875,712.3300170898438,705.1900024414062,711.6900024414062,801002
2026-02-02 18:30:00+00:00,343.6199951171875,344.9100036621094,343.3800048828125,344.0799865722656,1079127,265.1449890136719,267.3500061035156,265.010009765625,267.17999267578125,4680086,243.57000732421875,244.22000122070312,243.4499969482422,243.52999877929688,2058962,83.31500244140625,83.38999938964844,82.87999725341797,82.91999816894531,2437895,711.6900024414062,715.594970703125,710.9199829101562,712.739990234375,831632
2026-02-02 19:30:00+00:00,344.04998779296875,345.1650085449219,343.7250061035156,344.5150146484375,2024247,267.125,269.56988525390625,266.82000732421875,268.9800109863281,6110168,243.52999877929688,243.9600067138672,242.69500732421875,242.9582061767578,2475474,82.9000015258789,83.19999694824219,82.7300033569336,83.13349914550781,2991802,712.7849731445312,713.4899291992188,708.9299926757812,710.0399780273438,847458
2026-02-02 20:30:00+00:00,344.510009765625,345.0,344.0249938964844,344.8999938964844,2083528,268.9750061035156,270.489990234375,268.8399963378906,269.9599914550781,6031354,242.9499969482422,243.3800048828125,242.55999755859375,242.9409942626953,2671065,83.13999938964844,83.16000366210938,82.7249984741211,82.73999786376953,2540156,709.9500122070312,710.0750122070312,706.219970703125,706.4199829101562,1031896
2026-02-03 14:30:00+00:00,349.0,350.1499938964844,342.1000061035156,344.6083984375,4824954,269.1300048828125,271.5799865722656,267.69000244140625,269.885009765625,9032813,245.07000732421875,246.35000610351562,237.7100067138672,239.21499633789062,9718761,82.19000244140625,82.44999694824219,81.04000091552734,81.57499694824219,6458944,707.3699951171875,717.0,695.75,696.0,2460117
2026-02-03 15:30:00+00:00,344.510009765625,346.6499938964844,342.7200012207031,344.239990234375,1914710,269.8500061035156,271.2850036621094,267.6099853515625,268.8949890136719,5335029,239.19000244140625,239.64999389648438,236.97999572753906,237.5800018310547,4987668,81.57050323486328,81.62999725341797,81.06500244140625,81.07499694824219,3359996,695.864990234375,701.4000244140625,694.1500244140625,696.9949951171875,1070148
2026-02-03 16:30:00+00:00,344.2300109863281,345.010009765625,342.3299865722656,342.3450012207031,1282207,268.8999938964844,270.5,268.2900085449219,268.8999938964844,3977028,237.58999633789062,237.89999389648438,236.36000061035156,237.3000030517578,3048779,81.07499694824219,81.0999984741211,80.30000305175781,80.30549621582031,4194189,697.0700073242188,699.9299926757812,696.3699951171875,697.1500244140625,628665
2026-02-03 17:30:00+00:00,342.2900085449219,342.6400146484375,340.32000732421875,341.1400146484375,1572732,268.8900146484375,270.3699951171875,268.7550048828125,269.3399963378906,3592052,237.27999877929688,238.23989868164062,236.3000030517578,236.92990112304688,3112998,80.3009033203125,80.9000015258789,80.19999694824219,80.33599853515625,3059643,696.760009765625,698.47998046875,689.97998046875,691.77001953125,990971
2026-02-03 18:30:00+00:00,341.1700134277344,341.1700134277344,338.5899963378906,339.7200012207031,1549687,269.3349914550781,271.875,268.8500061035156,271.4800109863281,4426151,236.89280700683594,237.11000061035156,235.4499969482422,236.1699981689453,2830358,80.33499908447266,80.55000305175781,79.86000061035156,79.91500091552734,4234994,691.760009765625,691.760009765625,686.4099731445312,688.0,948319
2026-02-03 19:30:00+00:00,339.739990234375,340.489990234375,339.0299987792969,340.3999938964844,1522989,271.4700012207031,271.70001220703125,268.6700134277344,269.2099914550781,3448770,236.1699981689453,237.74000549316406,235.89999389648438,237.3800048828125,2799861,79.91349792480469,80.16000366210938,79.62999725341797,79.7249984741211,3755552,688.344970703125,689.7930297851562,686.4099731445312,687.4299926757812,777467
2026-02-03 20:30:00+00:00,340.4100036621094,341.489990234375,340.1400146484375,340.70001220703125,1461117,269.2149963378906,270.04998779296875,268.8399963378906,269.4599914550781,3048085,237.3800048828125,238.8300018310547,237.3800048828125,238.63299560546875,3009409,79.7249984741211,80.05000305175781,79.62000274658203,79.95989990234375,3967101,687.47998046875,692.1599731445312,687.3800048828125,691.6300048828125,959931
