Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-28 14:30:00+00:00,336.114990234375,337.5799865722656,334.5,336.25,2534441,257.55999755859375,258.8550109863281,255.21499633789062,256.0899963378906,6604210,246.3000030517578,247.77499389648438,244.72999572753906,244.89999389648438,6809298,85.625,86.47000122070312,84.8499984741211,85.75,6129412,674.614990234375,677.677490234375,670.7100219726562,675.41748046875,2472680
2026-01-28 15:30:00+00:00,336.2200012207031,336.3185119628906,333.3800048828125,334.42999267578125,1270064,256.05999755859375,256.7099914550781,255.25999450683594,255.49000549316406,2745774,244.89999389648438,245.08990478515625,242.5800018310547,243.0800018310547,3867330,85.75,86.0,84.91000366210938,84.9749984741211,2888099,675.4400024414062,675.8499755859375,669.0999755859375,669.9249877929688,1163462
2026-01-28 16:30:00+00:00,334.3699951171875,334.44000244140625,332.2200012207031,332.5,1016850,255.47000122070312,255.47999572753906,254.66000366210938,254.82000732421875,2230506,243.05999755859375,243.05999755859375,241.52999877929688,242.4425048828125,3070921,84.97000122070312,84.9800033569336,84.4000015258789,84.41000366210938,3374397,669.989990234375,671.5,667.9901123046875,669.2000122070312,972105
2026-01-28 17:30:00+00:00,332.5,334.57000732421875,332.1300048828125,334.44500732421875,1051128,254.8000030517578,255.38999938964844,254.50999450683594,255.2550048828125,1683148,242.42999267578125,243.39999389648438,242.1699981689453,242.94000244140625,2111097,84.4000015258789,84.83999633789062,84.29499816894531,84.70549774169922,2430800,669.1099853515625,671.6699829101562,668.8200073242188,671.4099731445312,622448
2026-01-28 18:30:00+00:00,334.4800109863281,335.17999267578125,333.739990234375,334.9599914550781,869532,255.25999450683594,255.8800048828125,254.77999877929688,255.11000061035156,1899457,242.94000244140625,243.2904052734375,242.2100067138672,242.27000427246094,2128176,84.70500183105469,85.2698974609375,84.68000030517578,85.00499725341797,2103159,671.4600219726562,672.5800170898438,669.3400268554688,671.3900146484375,691533
2026-01-28 19:30:00+00:00,334.8900146484375,337.1600036621094,334.2200012207031,337.1499938964844,1778341,255.0800018310547,256.6400146484375,255.0500030517578,256.4750061035156,3391568,242.24000549316406,243.64999389648438,242.0500030517578,243.08990478515625,2758510,85.00499725341797,85.38999938964844,84.9800033569336,85.06500244140625,2194077,671.27001953125,673.0999755859375,670.0,671.10498046875,1147449
2026-01-28 20:30:00+00:00,337.0799865722656,337.6300048828125,335.9599914550781,336.2799987792969,1644009,256.4599914550781,256.8999938964844,255.92999267578125,256.44000244140625,3092338,243.10000610351562,243.75999450683594,242.8800048828125,243.02000427246094,11365088,85.06500244140625,85.08000183105469,84.5999984741211,84.62999725341797,3115228,671.1900024414062,672.8599853515625,666.0999755859375,668.8599853515625,1778456
2026-01-29 14:30:00+00:00,340.5450134277344,342.2900085449219,327.9413146972656,328.7099914550781,5007261,258.07000732421875,259.6499938964844,255.49000549316406,256.8999938964844,7282171,242.9550018310547,243.0,237.61500549316406,238.78500366210938,10183341,84.32499694824219,84.36000061035156,82.5999984741211,82.66670227050781,7501575,737.75,744.0,716.4000854492188,720.52001953125,16256192
