Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-24 13:30:00+00:00,92.79000091552734,93.73979949951172,92.31999969482422,92.69270324707031,4708854,599.0999755859375,601.0,592.0399780273438,593.760009765625,2033460,207.88499450683594,209.35000610351562,206.63999938964844,207.72000122070312,6633732,250.49000549316406,253.1199951171875,249.5500030517578,252.47000122070312,5324672,296.2099914550781,297.0899963378906,292.9599914550781,293.0400085449219,4131600
2026-03-24 14:30:00+00:00,92.69999694824219,92.76000213623047,92.0999984741211,92.49500274658203,3584637,593.7550048828125,598.02001953125,593.3400268554688,595.4299926757812,1225459,207.72999572753906,209.1300048828125,207.42999267578125,207.8990020751953,5516819,252.44000244140625,254.1699981689453,251.74000549316406,253.98500061035156,4425199,293.05999755859375,294.41009521484375,292.5899963378906,292.92999267578125,4246142
2026-03-24 15:30:00+00:00,92.48999786376953,92.83999633789062,92.1500015258789,92.66999816894531,2310646,595.4749755859375,597.719970703125,593.5501098632812,596.6199951171875,856523,207.8800048828125,209.0399932861328,207.6300048828125,208.40499877929688,3625709,253.97999572753906,254.8249969482422,253.38490295410156,254.58999633789062,2900185,292.95001220703125,293.779296875,290.010009765625,291.364990234375,3221943
2026-03-24 16:30:00+00:00,92.68499755859375,92.87999725341797,91.4800033569336,91.54000091552734,2941819,596.594970703125,596.8699951171875,591.0,592.2550048828125,1030362,208.47000122070312,208.47999572753906,206.75,207.19000244140625,2938920,254.59689331054688,254.7100067138672,252.76499938964844,253.05999755859375,2254333,291.29998779296875,291.4399108886719,289.6199951171875,290.260009765625,2115467
2026-03-24 17:30:00+00:00,91.54000091552734,91.66000366210938,91.33999633789062,91.45500183105469,2466242,592.280029296875,595.2999877929688,592.1900024414062,594.5150146484375,1290364,207.17999267578125,207.86000061035156,207.00999450683594,207.51499938964844,3115729,253.0500030517578,253.5399932861328,252.2949981689453,252.57000732421875,2463029,290.20001220703125,291.489990234375,289.9403076171875,291.0000915527344,1558752
2026-03-24 18:30:00+00:00,91.45500183105469,91.7699966430664,91.11000061035156,91.67500305175781,3906043,594.5250244140625,596.3800048828125,594.1500244140625,595.4199829101562,771724,207.50999450683594,208.33999633789062,207.41000366210938,207.49000549316406,3479303,252.58999633789062,253.1501007080078,252.0800018310547,252.089599609375,2249663,291.0299987792969,291.8399963378906,289.67999267578125,289.67999267578125,1878920
2026-03-24 19:30:00+00:00,91.66999816894531,91.7300033569336,90.81500244140625,90.94000244140625,4107079,595.3699951171875,595.655029296875,592.27001953125,593.0999755859375,1204657,207.48500061035156,207.57000732421875,206.7050018310547,207.27999877929688,3820503,252.08990478515625,252.1300048828125,251.22000122070312,251.75,3583757,289.7300109863281,289.82989501953125,288.8550109863281,288.989990234375,3380734
2026-03-25 13:30:00+00:00,91.73500061035156,92.4000015258789,91.23500061035156,92.16000366210938,5597610,598.739990234375,603.6199951171875,595.219970703125,599.7301025390625,2919583,211.6199951171875,213.07000732421875,211.1199951171875,211.8300018310547,9862926,254.02000427246094,254.97999572753906,251.60000610351562,252.86000061035156,5252200,291.7200012207031,294.6600036621094,288.8399963378906,289.6300048828125,5508368
