Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19 14:30:00+00:00,93.56999969482422,95.33000183105469,93.44999694824219,94.47000122070312,12039854,303.17999267578125,307.6199951171875,302.3399963378906,306.2300109863281,7101352,226.7519989013672,227.6999053955078,225.5814971923828,226.86000061035156,15668410,272.1449890136719,272.9200134277344,270.95001220703125,271.7349853515625,18574766,666.510009765625,667.77001953125,659.6199951171875,660.469970703125,4376390
2025-12-19 15:30:00+00:00,94.45999908447266,95.33499908447266,94.41500091552734,95.19000244140625,2515029,306.260009765625,307.3999938964844,305.82000732421875,306.9200134277344,1028338,226.8699951171875,227.97999572753906,226.55059814453125,227.85679626464844,2770667,271.7200927734375,272.82000732421875,270.9949951171875,271.26080322265625,2919546,660.4199829101562,666.8499755859375,660.1300048828125,666.7100219726562,1154474
2025-12-19 16:30:00+00:00,95.18150329589844,95.54000091552734,94.94999694824219,95.5250015258789,2135125,306.95001220703125,307.1199951171875,306.1000061035156,306.31500244140625,894313,227.8614959716797,228.75,227.7100067138672,228.41000366210938,2745439,271.2622985839844,271.4599914550781,270.2699890136719,270.6549987792969,2629565,666.7100219726562,669.2000122070312,665.8900146484375,668.0700073242188,1142637
2025-12-19 17:30:00+00:00,95.5291976928711,95.52989959716797,94.94000244140625,94.98300170898438,1677328,306.3299865722656,306.6199951171875,305.4801025390625,305.635009765625,851137,228.41000366210938,229.1199951171875,228.25,228.66900634765625,2014663,270.6600036621094,271.80950927734375,270.3399963378906,270.75,3085614,668.0700073242188,669.0,667.0,667.5499877929688,740624
2025-12-19 18:30:00+00:00,94.9800033569336,95.02999877929688,94.61000061035156,94.66500091552734,2147594,305.6499938964844,306.2099914550781,305.2049865722656,305.7550048828125,1029426,228.6708984375,228.92999267578125,228.47999572753906,228.75990295410156,2204226,270.760009765625,271.5098876953125,270.3999938964844,271.3699951171875,2544938,667.5900268554688,670.1599731445312,666.739990234375,667.2050170898438,1073124
2025-12-19 19:30:00+00:00,94.66000366210938,94.84500122070312,94.54000091552734,94.80999755859375,2353423,305.739990234375,306.04998779296875,305.3699951171875,305.79998779296875,881968,228.75,228.99000549316406,228.0800018310547,228.64999389648438,1970169,271.3800048828125,271.739990234375,270.17498779296875,270.79998779296875,3108119,667.280029296875,667.5,664.1400146484375,666.4118041992188,944060
2025-12-19 20:30:00+00:00,94.80999755859375,95.0,94.04000091552734,94.41000366210938,4106358,305.7699890136719,308.9800109863281,305.1400146484375,308.6000061035156,2788820,228.64999389648438,229.125,226.72999572753906,227.3699951171875,4780006,270.80999755859375,274.5762939453125,269.8999938964844,273.6700134277344,8193309,666.4000244140625,669.5399780273438,658.1799926757812,658.7899780273438,2420255
2025-12-22 14:30:00+00:00,94.6449966430664,94.69999694824219,93.19000244140625,93.65499877929688,9197693,310.17999267578125,310.42999267578125,306.6000061035156,308.7799987792969,3246828,228.52000427246094,228.52000427246094,227.0500030517578,227.82000732421875,5420237,272.8599853515625,273.8800048828125,271.57000732421875,272.0150146484375,6084655,661.64501953125,673.5800170898438,660.3099975585938,663.77001953125,2758463
