Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26 10:30:00-04:00,550.969970703125,555.75,550.330078125,555.6749877929688,1439518,74.375,74.83999633789062,73.9800033569336,74.70999908447266,8146207,230.68499755859375,232.2899932861328,230.01499938964844,232.21499633789062,8223923,278.2799987792969,280.4700012207031,278.0799865722656,279.0299987792969,10384490,336.6600036621094,341.3399963378906,336.32000732421875,341.260009765625,2081218
2026-06-26 11:30:00-04:00,555.64501953125,556.8499755859375,554.4000244140625,554.4400024414062,1298843,74.69999694824219,75.19999694824219,74.62000274658203,74.63999938964844,5488902,232.22000122070312,232.60499572753906,230.97000122070312,231.49000549316406,8174586,279.0259094238281,279.45001220703125,275.25,275.8999938964844,13230253,341.2300109863281,344.1199951171875,340.1600036621094,341.17999267578125,2270394
2026-06-26 12:30:00-04:00,554.4464111328125,556.25,553.0,554.77001953125,1004235,74.62999725341797,74.75,73.83999633789062,74.05500030517578,6144660,231.52999877929688,232.02999877929688,230.6199951171875,230.88999938964844,5581872,275.8999938964844,279.3699951171875,275.8999938964844,279.19500732421875,7971369,341.2099914550781,341.81500244140625,339.0299987792969,340.8550109863281,2352461
2026-06-26 13:30:00-04:00,554.8699951171875,555.9276123046875,553.4450073242188,553.469970703125,1119955,74.06659698486328,74.36000061035156,73.66000366210938,74.01499938964844,7484786,230.875,231.14500427246094,230.00840759277344,230.5,7088394,279.17999267578125,281.29998779296875,278.64080810546875,280.19000244140625,8257248,340.8299865722656,341.1300048828125,339.32000732421875,339.94000244140625,2028122
2026-06-26 14:30:00-04:00,553.482421875,553.8599853515625,549.7899780273438,550.0800170898438,1581742,74.01490020751953,74.08000183105469,73.70999908447266,73.7699966430664,5753066,230.5,230.75999450683594,227.85000610351562,228.24000549316406,10502499,280.19500732421875,281.8299865722656,279.4100036621094,280.1499938964844,15570070,339.9200134277344,342.1600036621094,339.4599914550781,341.1199951171875,3447044
2026-06-26 15:30:00-04:00,550.0800170898438,552.02001953125,548.969970703125,549.3499755859375,2290873,73.7750015258789,74.05999755859375,73.06999969482422,73.62999725341797,9200233,228.19000244140625,232.9499969482422,228.11000061035156,230.5500030517578,18647634,280.1499938964844,285.95001220703125,280.0,281.20001220703125,23523027,341.2099914550781,342.17999267578125,333.69000244140625,334.9100036621094,10030911
2026-06-29 09:30:00-04:00,560.0,570.9000244140625,559.8400268554688,567.9398803710938,3932976,74.61499786376953,76.06890106201172,74.05000305175781,75.66000366210938,11572893,234.2449951171875,244.89999389648438,233.8000030517578,244.13999938964844,22033437,286.8599853515625,288.36968994140625,280.45001220703125,280.8699951171875,10629459,339.8810119628906,348.0299987792969,338.80999755859375,347.0119934082031,5384447
2026-06-29 10:30:00-04:00,567.655029296875,569.3400268554688,562.489990234375,566.7050170898438,1472179,75.66999816894531,75.87999725341797,75.2750015258789,75.6364974975586,5530653,244.10000610351562,246.7550048828125,242.0800018310547,242.94000244140625,11436903,280.8800048828125,282.8299865722656,280.3299865722656,282.3301086425781,7865974,347.0400085449219,349.7799987792969,346.239990234375,349.4516906738281,4098768
2026-06-29 11:30:00-04:00,566.77001953125,566.9199829101562,563.3599853515625,564.52001953125,1317842,75.62999725341797,75.66000366210938,74.75,74.8510971069336,4370133,242.96499633789062,252.52499389648438,240.05169677734375,240.2449951171875,7459563,282.3424987792969,283.03448486328125,280.2200012207031,280.55999755859375,7404129,349.44000244140625,351.04998779296875,348.57000732421875,350.0799865722656,2893286
2026-06-29 12:30:00-04:00,564.4000244140625,565.8800048828125,563.0900268554688,564.6199951171875,959030,74.8550033569336,74.9386978149414,74.30999755859375,74.6500015258789,3467569,240.25,241.59750366210938,239.72000122070312,240.80999755859375,5581265,280.55999755859375,281.5400085449219,279.8500061035156,281.4800109863281,5224516,350.0799865722656,350.95001220703125,348.7308044433594,350.635009765625,2013168
2026-06-29 13:30:00-04:00,564.6799926757812,566.239990234375,564.0800170898438,565.1649780273438,711916,74.6449966430664,74.80999755859375,73.98500061035156,74.18499755859375,3589105,240.81500244140625,241.5399932861328,240.1199951171875,240.24000549316406,3842243,281.4700012207031,282.29998779296875,280.8599853515625,281.54998779296875,4206523,350.6300048828125,351.739013671875,350.125,350.8399963378906,1888533
2026-06-29 14:30:00-04:00,565.0501098632812,566.614990234375,563.9500122070312,563.97998046875,1040813,74.18990325927734,74.22000122070312,73.88999938964844,74.03700256347656,3783270,240.23500061035156,241.99000549316406,239.94000244140625,240.2449951171875,8545770,281.54998779296875,283.0775146484375,281.4549865722656,282.67999267578125,5654409,350.79998779296875,351.45001220703125,349.6400146484375,349.7699890136719,1894580
2026-06-29 15:30:00-04:00,564.0900268554688,567.4299926757812,562.0499877929688,562.3300170898438,1561959,74.02999877929688,74.07990264892578,73.73500061035156,73.75,4744921,240.25999450683594,240.55999755859375,239.72500610351562,240.1199951171875,8784580,282.7099914550781,282.739990234375,281.4700012207031,281.6300048828125,6544751,349.7491149902344,351.9700012207031,349.739990234375,351.0799865722656,2497685
2026-06-30 09:30:00-04:00,560.9400024414062,561.510009765625,554.14501953125,556.35498046875,2659321,73.58999633789062,73.74500274658203,72.54000091552734,72.66000366210938,6567167,237.42999267578125,240.4600067138672,237.19000244140625,239.55499267578125,12033175,281.1700134277344,286.2898864746094,280.69500732421875,286.0249938964844,9106597,351.3550109863281,352.3500061035156,348.1099853515625,350.864990234375,2814624
2026-06-30 10:30:00-04:00,556.4400024414062,557.5,551.4299926757812,556.0050048828125,1730659,72.6500015258789,72.76000213623047,72.12000274658203,72.7249984741211,5697994,239.5500030517578,240.72500610351562,237.55999755859375,238.65499877929688,5946206,286.010009765625,288.6600036621094,285.260009765625,288.2699890136719,5769602,350.8218994140625,354.0899963378906,350.7099914550781,353.82501220703125,1911179
2026-06-30 11:30:00-04:00,556.1099243164062,557.510009765625,555.1400146484375,556.0,1227874,72.7249984741211,73.08999633789062,72.58000183105469,72.91000366210938,3169563,238.66000366210938,240.33999633789062,238.47140502929688,240.02000427246094,5564318,288.2799987792969,289.3800048828125,287.80999755859375,288.1449890136719,4424512,353.82000732421875,355.1700134277344,352.94000244140625,354.4999084472656,1594337
2026-06-30 12:30:00-04:00,556.0,560.3200073242188,555.9000244140625,559.0,1143108,72.9000015258789,73.05999755859375,72.50499725341797,72.53500366210938,2780699,240.0800018310547,241.5399932861328,238.8800048828125,239.07000732421875,5870745,288.1600036621094,289.6600036621094,288.125,288.42999267578125,3373069,354.4700012207031,355.3900146484375,352.7601013183594,352.7601013183594,1172649
2026-06-30 13:30:00-04:00,559.0999755859375,561.75,558.77001953125,560.6699829101562,1000693,72.53500366210938,72.58000183105469,72.25,72.30500030517578,3144981,239.07000732421875,239.27999877929688,238.1999969482422,238.47999572753906,6284862,288.44500732421875,289.19000244140625,287.8550109863281,288.0899963378906,3500049,352.7872009277344,353.9049987792969,352.4200134277344,353.7300109863281,1888406
2026-06-30 14:30:00-04:00,560.6799926757812,561.7498779296875,558.9600219726562,561.4893798828125,1518696,72.31999969482422,72.41999816894531,72.08000183105469,72.25499725341797,3900733,238.49000549316406,239.24000549316406,237.41000366210938,239.1999969482422,6240680,288.0849914550781,288.17999267578125,286.67999267578125,287.5299987792969,4344541,353.7300109863281,354.1000061035156,352.55999755859375,353.989990234375,1714653
2026-06-30 15:30:00-04:00,561.4299926757812,565.5225219726562,560.47998046875,563.0999755859375,2554526,72.25499725341797,72.2699966430664,71.36499786376953,71.37999725341797,12548678,239.1999969482422,239.52999877929688,237.5449981689453,238.25,9544259,287.5299987792969,289.9100036621094,287.4200134277344,289.0899963378906,8374915,354.0050048828125,354.7300109863281,353.20001220703125,353.32000732421875,3932413
2026-07-01 09:30:00-04:00,607.9099731445312,616.9600219726562,595.0999755859375,612.4550170898438,16187767,72.55999755859375,73.58999633789062,72.33000183105469,73.12000274658203,10311878,239.97999572753906,240.75999450683594,234.89999389648438,240.3101043701172,10895829,293.3299865722656,293.4798889160156,289.19500732421875,293.05999755859375,8755422,354.614990234375,358.7799987792969,353.2300109863281,356.739990234375,3664450
2026-07-01 10:30:00-04:00,612.52001953125,628.280029296875,611.7000122070312,627.5,8911892,73.11000061035156,73.78990173339844,72.9749984741211,73.19499969482422,6445620,240.3350067138672,243.57000732421875,240.2050018310547,243.2899932861328,7484053,293.05999755859375,296.5899963378906,292.7300109863281,295.751708984375,6765940,356.7666015625,359.5398864746094,356.6700134277344,358.6199035644531,1835088
2026-07-01 11:30:00-04:00,627.5899047851562,627.77001953125,620.010009765625,620.010009765625,1061029,73.19509887695312,73.2750015258789,72.96499633789062,73.27010345458984,1105371,243.30999755859375,243.42999267578125,241.8800048828125,242.10000610351562,1330625,295.7799987792969,295.7900085449219,294.7250061035156,295.1300048828125,769389,358.6000061035156,358.8999938964844,356.82000732421875,356.8299865722656,218114
