Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-20 15:30:00+00:00,77.58000183105469,78.14730072021484,77.30000305175781,77.83499908447266,2391352,654.4356079101562,663.3499145507812,652.5100708007812,655.7575073242188,1688944,310.7799987792969,315.7200012207031,310.69000244140625,314.7250061035156,4506398,260.54998779296875,263.260009765625,260.2773132324219,261.42999267578125,2960036,208.4250030517578,211.0800018310547,207.7899932861328,208.0675048828125,6773384
2026-02-20 16:30:00+00:00,77.83000183105469,78.18000030517578,77.58000183105469,77.81500244140625,2255520,655.6799926757812,662.2999877929688,653.3499755859375,654.6962280273438,830631,314.69000244140625,316.760009765625,313.05999755859375,314.2200012207031,2488376,261.4200134277344,264.75,261.2300109863281,262.29998779296875,3078479,208.04010009765625,209.66360473632812,206.8300018310547,207.89999389648438,4292681
2026-02-20 17:30:00+00:00,77.81500244140625,78.23500061035156,77.75,77.92500305175781,1778536,654.7000122070312,658.5,654.3200073242188,655.4400024414062,645079,314.20001220703125,316.0899963378906,313.989990234375,314.5899963378906,1704244,262.2695007324219,263.92999267578125,261.6099853515625,263.6099853515625,2014188,207.91000366210938,209.7899932861328,207.8000030517578,209.2100067138672,3678348
2026-02-20 18:30:00+00:00,77.92500305175781,78.58000183105469,77.83999633789062,78.3550033569336,2096949,655.27001953125,658.6599731445312,654.280029296875,655.7999877929688,505205,314.5400085449219,315.8399963378906,314.1000061035156,314.82000732421875,1671673,263.57501220703125,264.7300109863281,263.1600036621094,264.42999267578125,1630010,209.2100067138672,211.16729736328125,208.77000427246094,209.7899932861328,4074538
2026-02-20 19:30:00+00:00,78.3550033569336,78.8499984741211,78.3550033569336,78.6449966430664,2574809,655.8099975585938,657.260009765625,654.1799926757812,654.27001953125,529263,314.8599853515625,316.5,314.8599853515625,315.2799987792969,1639608,264.44000244140625,264.7099914550781,263.2850036621094,263.3301086425781,1887447,209.7899932861328,210.13999938964844,209.22999572753906,209.4600067138672,2730985
2026-02-20 20:30:00+00:00,78.63999938964844,78.69999694824219,78.43000030517578,78.68000030517578,2335410,654.2999877929688,655.9799194335938,654.22998046875,655.6099853515625,652963,315.260009765625,315.8500061035156,314.32000732421875,314.79998779296875,3675738,263.3450012207031,264.7449951171875,263.0899963378906,264.5899963378906,13540364,209.4499969482422,210.289794921875,209.31500244140625,210.17999267578125,3521035
2026-02-23 14:30:00+00:00,77.79000091552734,77.82499694824219,75.01000213623047,76.16000366210938,8773236,652.6599731445312,657.7000122070312,646.5150146484375,649.1199951171875,1337106,319.1000061035156,319.2799987792969,315.0899963378906,315.79998779296875,3573186,263.489990234375,267.739990234375,263.3810119628906,267.04998779296875,7631864,208.0399932861328,208.42999267578125,203.92999267578125,204.6291046142578,9891079
2026-02-23 15:30:00+00:00,76.16500091552734,76.23999786376953,75.18000030517578,75.91999816894531,4064775,649.114990234375,649.5999755859375,642.0499877929688,644.3800048828125,691895,315.760009765625,315.989990234375,311.8599853515625,314.1700134277344,2163463,267.0899963378906,267.5299072265625,264.75,266.5899963378906,1006448,204.60000610351562,205.13999938964844,203.5,204.4600067138672,4855931
2026-02-23 16:30:00+00:00,75.91999816894531,75.97000122070312,75.58000183105469,75.91999816894531,2466235,644.469970703125,644.8499755859375,641.6121826171875,643.1599731445312,1826212,314.0899963378906,314.6000061035156,313.44000244140625,313.9700012207031,883669,266.57000732421875,267.34588623046875,265.8399963378906,267.1297912597656,2169664,204.43499755859375,204.6300048828125,203.36000061035156,203.44000244140625,3641828
2026-02-23 17:30:00+00:00,75.92500305175781,76.2300033569336,75.70500183105469,76.05000305175781,8784785,643.0650024414062,644.4000244140625,641.2517700195312,643.5900268554688,0,313.989990234375,315.010009765625,312.9200134277344,314.6499938964844,789369,267.10699462890625,269.3699951171875,266.8612060546875,269.3349914550781,2699181,203.42999267578125,204.7198944091797,203.11000061035156,204.42999267578125,3674100
2026-02-23 18:30:00+00:00,76.05500030517578,76.44999694824219,75.87999725341797,76.1050033569336,0,643.5499877929688,644.0999755859375,638.7999877929688,639.10498046875,518374,314.6499938964844,314.6600036621094,312.67498779296875,312.7300109863281,790670,269.3399963378906,269.42999267578125,267.25,267.29998779296875,2303781,204.42999267578125,204.57000732421875,203.25,204.3800048828125,3067412
2026-02-23 19:30:00+00:00,76.10929870605469,76.38999938964844,75.88999938964844,75.90499877929688,1868637,639.1599731445312,640.2999877929688,636.0,637.5,628490,312.75,312.9898986816406,309.989990234375,311.5574951171875,1452327,267.2701110839844,267.3299865722656,266.2799987792969,266.7799987792969,2444216,204.38999938964844,204.83999633789062,204.00999450683594,204.6699981689453,2877289
2026-02-23 20:30:00+00:00,75.9000015258789,76.13999938964844,75.73500061035156,76.05000305175781,2880319,637.6400146484375,638.52001953125,636.1500244140625,637.3099975585938,690976,311.5255126953125,311.8399963378906,310.57000732421875,311.7200012207031,1118323,266.80999755859375,267.20001220703125,265.989990234375,266.3900146484375,2450818,204.6699981689453,205.32000732421875,204.6699981689453,205.2899932861328,3302582
2026-02-24 14:30:00+00:00,75.61199951171875,77.12000274658203,75.20999908447266,76.90499877929688,4938288,633.0202026367188,638.5499877929688,628.97998046875,635.5650024414062,1768050,310.5625,310.8999938964844,306.0899963378906,309.4573059082031,2857974,268.0,274.8900146484375,267.739990234375,273.6700134277344,8122809,205.47000122070312,207.88999938964844,203.25,207.75999450683594,7179961
2026-02-24 15:30:00+00:00,76.90499877929688,77.18499755859375,76.3499984741211,76.81500244140625,2132749,635.5650024414062,638.7000122070312,635.0,638.030029296875,714507,309.489990234375,311.3500061035156,308.8900146484375,310.8800048828125,3041444,273.67999267578125,274.82000732421875,272.3599853515625,273.2200012207031,10039980,207.75,209.17999267578125,207.3000030517578,209.10000610351562,3631315
2026-02-24 16:30:00+00:00,76.81500244140625,77.32990264892578,76.6500015258789,77.24500274658203,2237837,637.9600219726562,640.4099731445312,636.3599853515625,639.9400024414062,474366,310.8999938964844,312.010009765625,310.3500061035156,311.9700012207031,0,273.2250061035156,273.239990234375,271.989990234375,272.510009765625,0,209.11000061035156,209.9600067138672,208.44000244140625,209.60000610351562,2915360
2026-02-24 17:30:00+00:00,77.24829864501953,77.67500305175781,77.16000366210938,77.33999633789062,1863905,639.8900146484375,641.1099853515625,638.6599731445312,638.9500122070312,398501,311.94500732421875,312.3699951171875,310.7799987792969,310.875,2995293,272.489990234375,272.7900085449219,271.5950012207031,271.5950012207031,1641925,209.61000061035156,209.8000030517578,208.97999572753906,209.44000244140625,2139822
2026-02-24 18:30:00+00:00,77.33999633789062,77.80000305175781,77.23999786376953,77.28990173339844,1860217,638.9849853515625,641.0900268554688,637.8800048828125,638.125,468183,310.8599853515625,311.2200012207031,309.6199951171875,310.239990234375,0,271.6000061035156,272.54998779296875,271.3699951171875,272.2900085449219,1871775,209.4499969482422,210.36000061035156,208.6999969482422,209.02000427246094,2749739
2026-02-24 19:30:00+00:00,77.27999877929688,77.40499877929688,77.12000274658203,77.20649719238281,2139292,638.1799926757812,639.6699829101562,637.8800048828125,638.0449829101562,517823,310.2099914550781,311.69000244140625,310.2099914550781,311.139892578125,3810232,272.2799987792969,272.7200012207031,271.3800048828125,271.909912109375,2122079,209.00999450683594,209.52999877929688,208.2100067138672,208.22000122070312,2718724
2026-02-24 20:30:00+00:00,77.20970153808594,78.12000274658203,77.20500183105469,78.04000091552734,3455655,638.030029296875,640.6300048828125,637.5700073242188,639.0499877929688,641649,311.1700134277344,311.5799865722656,310.6700134277344,310.9200134277344,0,271.9100036621094,272.4299011230469,271.4800109863281,272.1700134277344,13328406,208.24000549316406,208.7100067138672,208.16000366210938,208.55499267578125,2449305
2026-02-25 14:30:00+00:00,79.4000015258789,81.98999786376953,79.36000061035156,81.8563003540039,13231435,642.5050048828125,651.6099853515625,642.1500244140625,649.6900024414062,1375377,312.1199951171875,313.6499938964844,309.6300048828125,312.1499938964844,2596197,271.67999267578125,274.0799865722656,271.04998779296875,273.6300048828125,5230897,210.4600067138672,211.58999633789062,209.58949279785156,210.4499969482422,5503153
2026-02-25 15:30:00+00:00,81.86000061035156,82.30000305175781,81.66999816894531,82.00499725341797,5663109,649.6900024414062,650.25,646.5050048828125,649.7750244140625,1674897,312.1050109863281,312.1700134277344,309.3599853515625,310.6300048828125,1756906,273.6300048828125,274.58990478515625,272.9200134277344,273.9649963378906,2463949,210.4600067138672,211.00999450683594,209.71499633789062,209.94000244140625,3013359
2026-02-25 16:30:00+00:00,82.00499725341797,82.4000015258789,81.79499816894531,81.79499816894531,3542520,649.8350219726562,652.6500244140625,649.330078125,651.2550048828125,0,310.6300048828125,311.6650085449219,310.44000244140625,310.69000244140625,1421063,273.9150085449219,274.06988525390625,272.9599914550781,273.6099853515625,1694059,209.94500732421875,210.14999389648438,209.0399932861328,209.2100067138672,2300099
2026-02-25 17:30:00+00:00,81.79000091552734,82.54000091552734,81.7249984741211,82.3550033569336,2922652,651.1699829101562,651.3400268554688,648.594970703125,649.469970703125,501941,310.7300109863281,310.9700012207031,310.0400085449219,310.385009765625,1003350,273.6099853515625,274.6300048828125,273.4200134277344,274.3500061035156,1522519,209.2100067138672,209.5500030517578,209.05999755859375,209.16000366210938,1851630
2026-02-25 18:30:00+00:00,82.3550033569336,83.11699676513672,82.0199966430664,82.93499755859375,5582444,649.469970703125,651.4299926757812,649.0900268554688,651.4299926757812,463458,310.4100036621094,311.44500732421875,310.239990234375,311.0718078613281,910578,274.3299865722656,274.94000244140625,274.17999267578125,274.4100036621094,1635951,209.14999389648438,210.1300048828125,208.92999267578125,209.93499755859375,2103994
2026-02-25 19:30:00+00:00,82.93499755859375,82.97000122070312,82.26000213623047,82.55500030517578,21764724,651.4439697265625,653.0800170898438,651.038818359375,651.213623046875,684879,311.07000732421875,312.4599914550781,310.6499938964844,312.3599853515625,1283019,274.4100036621094,274.5400085449219,273.2099914550781,273.75,1879899,209.9300994873047,210.61000061035156,209.92999267578125,210.22999572753906,2786760
2026-02-25 20:30:00+00:00,82.55500030517578,83.06999969482422,82.30000305175781,82.70999908447266,0,651.2899780273438,653.8699951171875,649.9600830078125,653.780029296875,810365,312.3399963378906,313.2300109863281,311.7099914550781,313.0400085449219,1285483,273.7200012207031,274.7200012207031,273.625,274.17999267578125,2422723,210.22999572753906,210.8000030517578,210.02499389648438,210.66000366210938,2879337
