Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10 13:30:00+00:00,634.469970703125,638.5800170898438,629.02001953125,635.2899780273438,3516801,318.1199951171875,319.5,316.6545104980469,317.29998779296875,2342255,102.46499633789062,103.08000183105469,101.45999908447266,101.970703125,6023300,259.95001220703125,261.8500061035156,259.07000732421875,261.56500244140625,5479310,235.3800048828125,239.74000549316406,235.2100067138672,239.03379821777344,18102384
2026-04-10 14:30:00+00:00,635.25,635.8699951171875,630.3800048828125,630.3800048828125,1675227,317.29998779296875,317.6199951171875,316.20001220703125,316.3666076660156,1520165,101.9740982055664,102.06999969482422,101.5250015258789,101.91999816894531,2964414,261.56500244140625,262.19000244140625,261.13970947265625,261.2900085449219,3021703,239.0312042236328,240.42999267578125,238.5800018310547,239.30999755859375,8710338
2026-04-10 15:30:00+00:00,630.3800048828125,630.72998046875,624.9500122070312,627.9400024414062,1604174,316.3800048828125,316.6199951171875,315.3299865722656,315.70001220703125,1460276,101.91500091552734,102.15499877929688,101.7300033569336,102.09500122070312,2206573,261.31988525390625,261.75,260.42999267578125,260.53509521484375,2476645,239.32000732421875,239.5500030517578,237.47999572753906,237.9250030517578,5750390
2026-04-10 16:30:00+00:00,627.8900146484375,628.5499877929688,625.9199829101562,627.010009765625,1006951,315.7250061035156,315.8299865722656,314.8299865722656,314.9490051269531,996269,102.09500122070312,102.41000366210938,101.83999633789062,102.20999908447266,2112439,260.5450134277344,260.55999755859375,259.20001220703125,259.239990234375,2249096,237.92999267578125,238.8280029296875,237.13999938964844,238.63999938964844,3827898
2026-04-10 17:30:00+00:00,626.9500122070312,627.9598999023438,624.9000244140625,625.135009765625,857826,314.91009521484375,315.4100036621094,314.5400085449219,315.0899963378906,728977,102.19999694824219,102.63500213623047,102.01000213623047,102.625,1735997,259.239990234375,260.1449890136719,259.0231018066406,260.1199951171875,1925290,238.6300048828125,238.64999389648438,237.7200927734375,237.8800048828125,3365576
2026-04-10 18:30:00+00:00,625.2000122070312,628.6300048828125,624.3300170898438,627.6400146484375,1165726,315.0899963378906,315.70001220703125,314.9700012207031,315.57000732421875,670761,102.625,102.66000366210938,102.1500015258789,102.61000061035156,2554537,260.1099853515625,260.20001220703125,259.3500061035156,259.7200012207031,2386313,237.88499450683594,238.39999389648438,237.4501953125,238.33999633789062,4002799
2026-04-10 19:30:00+00:00,627.6699829101562,629.9500122070312,627.2999877929688,629.8900146484375,1291195,315.57000732421875,316.05999755859375,315.3999938964844,315.7300109863281,1258876,102.5999984741211,103.05999755859375,102.48999786376953,103.02999877929688,3676900,259.7200012207031,260.5350036621094,259.2900085449219,260.3800048828125,3655071,238.3249969482422,238.47999572753906,237.7071990966797,238.36000061035156,5118143
2026-04-13 13:30:00+00:00,629.5,633.7000122070312,624.4000244140625,627.0,2529860,315.4800109863281,318.1390075683594,313.6900939941406,316.1499938964844,2369244,103.03199768066406,103.26000213623047,102.05999755859375,102.73500061035156,6224393,259.8599853515625,260.17999267578125,256.6600036621094,257.32000732421875,6263854,237.27000427246094,238.1999969482422,235.75,237.11000061035156,10365583
