Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17 09:30:00-04:00,76.90499877929688,76.92310333251953,75.6500015258789,75.91500091552734,5452424,682.4400024414062,683.0700073242188,667.0499877929688,672.0001220703125,3730408,334.7550048828125,335.5799865722656,330.1936950683594,333.44500732421875,7061499,344.9100036621094,345.9649963378906,340.5,342.989990234375,2942425,251.1300048828125,252.33999633789062,249.24000549316406,251.97000122070312,8638125
2026-09-17 10:30:00-04:00,75.91000366210938,76.08999633789062,75.37000274658203,75.72000122070312,3807508,672.0,675.989990234375,671.5841064453125,674.280029296875,1593749,333.4700012207031,333.8500061035156,332.010009765625,333.1400146484375,3304656,342.9700012207031,344.9700012207031,341.6600036621094,343.9750061035156,1335293,252.0050048828125,252.72999572753906,251.22000122070312,251.58999633789062,3326395
2026-09-17 11:30:00-04:00,75.72000122070312,75.86000061035156,75.5999984741211,75.69000244140625,2243885,674.3699951171875,679.5,673.8973999023438,679.3599853515625,1542488,333.1300048828125,336.3999938964844,332.8699951171875,336.0899963378906,3776289,344.0,344.25,341.1700134277344,341.6700134277344,1929527,251.58999633789062,252.4600067138672,250.9199981689453,251.2949981689453,2349227
2026-09-17 12:30:00-04:00,75.68000030517578,75.79000091552734,75.53099822998047,75.61499786376953,2261695,679.2650146484375,679.75,677.0499877929688,678.0,998366,336.0299987792969,336.4700012207031,335.260009765625,335.45001220703125,2072647,341.6600036621094,342.42999267578125,341.2149963378906,341.32000732421875,890489,251.2899932861328,251.8800048828125,250.8323974609375,251.26499938964844,1543297
2026-09-17 13:30:00-04:00,75.62000274658203,75.80999755859375,75.56999969482422,75.62000274658203,2696728,678.0900268554688,678.739990234375,675.8200073242188,677.9099731445312,924219,335.44000244140625,336.19000244140625,335.3999938964844,335.7998962402344,1695857,341.2900085449219,342.25,341.1499938964844,342.1400146484375,1114509,251.27000427246094,251.53990173339844,250.92999267578125,251.22999572753906,1365263
2026-09-17 14:30:00-04:00,75.625,75.63999938964844,75.33000183105469,75.51499938964844,2993005,677.9249877929688,678.0999755859375,675.8300170898438,677.4199829101562,1118416,335.79998779296875,337.4700012207031,335.6499938964844,337.0050048828125,3725541,342.1700134277344,343.29998779296875,341.8699951171875,343.05499267578125,875994,251.26499938964844,251.8000030517578,250.72999572753906,250.90499877929688,2013722
2026-09-17 15:30:00-04:00,75.51000213623047,75.56999969482422,75.30000305175781,75.30000305175781,3188156,677.4199829101562,683.2000122070312,677.1950073242188,682.7000122070312,2191443,337.0050048828125,338.3399963378906,336.8299865722656,337.0799865722656,4255179,343.07000732421875,344.0199890136719,343.0400085449219,343.739990234375,1191834,250.92999267578125,251.88999938964844,250.88999938964844,251.17999267578125,2888036
2026-09-18 09:30:00-04:00,71.2699966430664,72.18000030517578,70.11000061035156,72.04499816894531,29171710,686.8200073242188,690.1500244140625,668.4906005859375,673.6199951171875,7130990,337.989990234375,338.489990234375,333.0,333.489990234375,15722541,351.2200012207031,355.1300048828125,346.1000061035156,346.56500244140625,10405963,252.86000061035156,254.49000549316406,251.8800048828125,252.64999389648438,16087488
