Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
2025-12-15 15:30:00+00:00,640.9299926757812,650.760009765625,640.7999877929688,650.5451049804688,1317447,223.0399932861328,224.38999938964844,222.98890686035156,224.38999938964844,2713407,307.7300109863281,309.3900146484375,307.3500061035156,308.8299865722656,1244270,274.1700134277344,275.6404113769531,273.7200012207031,275.510009765625,3495538,94.00499725341797,94.55999755859375,93.83499908447266,94.43000030517578,2675928
2025-12-15 16:30:00+00:00,650.6199951171875,651.3900146484375,648.6699829101562,650.3099975585938,846923,224.44000244140625,224.5,222.52000427246094,222.5449981689453,2914110,308.8399963378906,308.8800048828125,305.739990234375,306.1426086425781,1951626,275.5400085449219,275.69500732421875,274.1499938964844,274.9200134277344,2136284,94.43000030517578,94.44100189208984,93.7300033569336,94.0,2181275
2025-12-15 17:30:00+00:00,650.3699951171875,652.3200073242188,649.239990234375,650.219970703125,647454,222.5449981689453,223.0800018310547,222.10000610351562,222.375,2010556,306.239990234375,307.8999938964844,306.1000061035156,307.45001220703125,1006522,274.92498779296875,275.1000061035156,273.7300109863281,274.0400085449219,1992688,94.00499725341797,94.2300033569336,93.56999969482422,93.6449966430664,2296090
2025-12-15 18:30:00+00:00,650.0999755859375,652.1599731445312,649.25,651.219970703125,545846,222.3800048828125,223.43499755859375,222.17999267578125,223.22259521484375,2315546,307.4447937011719,309.3699951171875,307.43499755859375,308.5400085449219,1034648,274.0199890136719,274.25,273.0799865722656,273.3699951171875,2430153,93.6449966430664,94.16500091552734,93.52999877929688,93.95989990234375,1941943
2025-12-15 19:30:00+00:00,651.2750244140625,651.6199951171875,649.9099731445312,650.9949951171875,713982,223.22999572753906,223.41000366210938,222.5200958251953,222.6649932861328,2085163,308.57000732421875,309.4410095214844,308.150390625,309.364990234375,1052803,273.3800048828125,273.8424987792969,272.8399963378906,273.80499267578125,2804616,93.95500183105469,94.01000213623047,93.5999984741211,93.69499969482422,2256363
2025-12-15 20:30:00+00:00,651.0499877929688,653.0,647.125,647.5,1323739,222.69000244140625,222.7465057373047,221.8800048828125,222.5500030517578,4197984,309.3599853515625,309.54998779296875,308.4700012207031,309.3389892578125,1135451,273.80999755859375,274.7200012207031,273.5199890136719,274.114990234375,4104430,93.69499969482422,93.86499786376953,93.55000305175781,93.76000213623047,3484602
2025-12-16 14:30:00+00:00,643.239990234375,654.5999755859375,643.2000122070312,649.3099975585938,1535518,223.13999938964844,223.66000366210938,221.9008026123047,222.36500549316406,5748837,305.8599853515625,311.8450012207031,304.1000061035156,308.92999267578125,3280629,272.82000732421875,274.0299987792969,271.7900085449219,273.1700134277344,4976091,93.87999725341797,94.29499816894531,93.31999969482422,93.94950103759766,4476355
2025-12-16 15:30:00+00:00,649.2849731445312,653.75,648.5989990234375,650.3599853515625,841855,222.2899932861328,223.47999572753906,222.27999877929688,222.75,2580322,308.89410400390625,309.44000244140625,305.9200134277344,306.3599853515625,1273443,273.1700134277344,273.82000732421875,272.5,272.80999755859375,2282059,93.94499969482422,94.43499755859375,93.7300033569336,94.29010009765625,2508811
2025-12-16 16:30:00+00:00,650.239990234375,652.7999877929688,648.2249755859375,651.3699951171875,708590,222.75999450683594,223.2615966796875,222.22000122070312,222.30999755859375,1865344,306.3800048828125,307.17999267578125,305.55999755859375,305.69500732421875,3985656,272.79998779296875,274.2799987792969,272.69000244140625,273.20001220703125,1929804,94.29070281982422,94.67500305175781,94.25,94.46499633789062,2039363
2025-12-16 17:30:00+00:00,651.3699951171875,652.6799926757812,649.25,650.2650146484375,610210,222.3000030517578,222.63999938964844,221.13040161132812,221.47579956054688,2033135,305.7200012207031,306.6199951171875,303.8299865722656,304.45001220703125,0,273.19989013671875,273.489990234375,271.79998779296875,272.1300048828125,2118531,94.45999908447266,94.5,93.80000305175781,94.25800323486328,2093200
2025-12-16 18:30:00+00:00,650.3300170898438,655.22998046875,650.3300170898438,655.0800170898438,912599,221.49000549316406,222.6466064453125,221.49000549316406,222.08999633789062,1940959,304.4599914550781,306.3299865722656,304.1499938964844,306.0899963378906,1125589,272.135009765625,273.9100036621094,272.135009765625,273.56500244140625,2008038,94.26589965820312,94.66999816894531,94.2300033569336,94.38500213623047,1792602
2025-12-16 19:30:00+00:00,655.0499877929688,659.2000122070312,655.0399169921875,658.8599853515625,1153621,222.07000732421875,222.84010314941406,222.00999450683594,222.64920043945312,2057955,306.05999755859375,307.05999755859375,305.8800048828125,307.0199890136719,927742,273.56500244140625,274.79998779296875,273.5400085449219,274.55999755859375,1912589,94.38749694824219,94.5199966430664,94.18000030517578,94.44499969482422,1691173
2025-12-16 20:30:00+00:00,658.844970703125,662.52001953125,657.1099853515625,657.1599731445312,1455221,222.64999389648438,223.3000030517578,222.49000549316406,222.52999877929688,2264588,307.010009765625,308.19000244140625,307.010009765625,307.5799865722656,1455848,274.54998779296875,275.5,274.45001220703125,274.4700012207031,2361847,94.44499969482422,94.91999816894531,94.15499877929688,94.54499816894531,3058790
2025-12-17 14:30:00+00:00,655.6099853515625,660.2000122070312,654.0,659.4199829101562,1621830,224.55999755859375,225.19000244140625,222.83999633789062,224.77870178222656,5529359,308.7950134277344,309.19500732421875,300.24139404296875,301.010009765625,4548827,275.010009765625,276.1600036621094,274.8299865722656,275.4949951171875,4574850,95.9800033569336,97.33000183105469,95.61000061035156,97.13500213623047,11333971
2025-12-17 15:30:00+00:00,659.4000244140625,660.1500244140625,655.1300048828125,658.7999877929688,1103389,224.77000427246094,224.92030334472656,222.97000122070312,224.13999938964844,3245797,300.9100036621094,301.1099853515625,297.8800048828125,300.0,3151578,275.4700012207031,275.7300109863281,273.0450134277344,273.489990234375,3354929,97.13500213623047,97.1500015258789,95.19999694824219,95.76000213623047,5891271
2025-12-17 16:30:00+00:00,658.6900024414062,660.4000244140625,655.9000244140625,659.469970703125,843112,224.10000610351562,224.1894989013672,222.96499633789062,223.64500427246094,2182029,299.9800109863281,301.6700134277344,299.2799987792969,301.2049865722656,1657174,273.489990234375,273.489990234375,272.2799987792969,272.8699951171875,2372809,95.76000213623047,95.94999694824219,95.46499633789062,95.80500030517578,3030538
2025-12-17 17:30:00+00:00,659.4323120117188,661.22998046875,656.780029296875,657.4149780273438,665345,223.65469360351562,224.5500030517578,223.4199981689453,223.7899932861328,1658073,301.2598876953125,301.42999267578125,299.510009765625,300.75,1162097,272.8800048828125,273.69000244140625,272.6499938964844,273.0199890136719,1699122,95.80500030517578,95.97000122070312,95.42500305175781,95.71499633789062,2263349
2025-12-17 18:30:00+00:00,657.4000244140625,657.9099731445312,652.0700073242188,653.0349731445312,798722,223.75,223.75999450683594,222.57000732421875,222.9149932861328,2143325,300.7099914550781,300.7300109863281,298.70489501953125,298.7799987792969,1164330,272.9901123046875,273.9700012207031,272.44000244140625,273.7850036621094,2046363,95.70999908447266,95.77999877929688,95.05999755859375,95.23500061035156,2418616
2025-12-17 19:30:00+00:00,653.1199951171875,654.9500122070312,652.4099731445312,653.5800170898438,644997,222.89999389648438,223.08999633789062,221.92999267578125,222.02000427246094,2037558,298.760009765625,298.92498779296875,297.5899963378906,298.1700134277344,1419042,273.7699890136719,274.1099853515625,273.57000732421875,273.65008544921875,2167480,95.23500061035156,95.37000274658203,94.65499877929688,94.68499755859375,2322514
2025-12-17 20:30:00+00:00,653.6400146484375,654.7000122070312,649.2000122070312,649.47998046875,1157955,222.02999877929688,222.22000122070312,221.19000244140625,221.24099731445312,2997698,298.1499938964844,298.94000244140625,297.45001220703125,298.04998779296875,1844727,273.6700134277344,273.8699951171875,271.69000244140625,271.8599853515625,5130736,94.69000244140625,95.0199966430664,94.45999908447266,94.76000213623047,3233491
2025-12-18 14:30:00+00:00,656.989990234375,666.7000122070312,656.4600219726562,666.3400268554688,2745202,225.7050018310547,227.8300018310547,224.41000366210938,227.58270263671875,6812858,303.06500244140625,303.8299865722656,300.6300048828125,302.8948059082031,3597266,273.6050109863281,273.6199951171875,266.9599914550781,270.8999938964844,10127086,95.0199966430664,95.61499786376953,94.12999725341797,95.50499725341797,5545724
2025-12-18 15:30:00+00:00,666.2999877929688,670.5599975585938,665.77001953125,667.030029296875,1383130,227.55999755859375,229.22500610351562,227.41000366210938,228.32000732421875,4203285,302.8500061035156,304.4200134277344,302.44000244140625,303.489990234375,1899595,270.86199951171875,272.7200012207031,270.80999755859375,272.29998779296875,3659235,95.5,95.80999755859375,94.5,94.69930267333984,3242516
2025-12-18 16:30:00+00:00,667.0,668.75,662.219970703125,663.910400390625,1117215,228.3000030517578,228.77999877929688,225.4114990234375,225.80349731445312,2669520,303.4100036621094,304.6300048828125,302.55999755859375,303.6050109863281,1332686,272.2900085449219,273.16400146484375,269.94000244140625,270.25,3692916,94.69000244140625,94.87000274658203,93.94999694824219,94.19499969482422,3005103
2025-12-18 17:30:00+00:00,663.8099975585938,667.219970703125,663.3800048828125,666.6199951171875,693816,225.82000732421875,227.19500732421875,225.57009887695312,227.0449981689453,1730314,303.6000061035156,305.260009765625,303.510009765625,305.0994873046875,939754,270.20001220703125,272.75,270.1199951171875,272.6499938964844,1920512,94.19000244140625,94.38999938964844,93.80999755859375,93.86509704589844,2274093
2025-12-18 18:30:00+00:00,666.6199951171875,667.5150146484375,663.155029296875,663.9400024414062,537565,227.08999633789062,227.44500732421875,226.27000427246094,226.58999633789062,2345686,305.1510009765625,305.25,303.20001220703125,303.35009765625,777426,272.6700134277344,272.9599914550781,271.0899963378906,271.3699951171875,2108845,93.86499786376953,94.27999877929688,93.75,93.96499633789062,1920521
2025-12-18 19:30:00+00:00,663.9299926757812,664.9299926757812,661.7719116210938,664.5399780273438,795351,226.59500122070312,226.77999877929688,225.75,226.76499938964844,1798095,303.3599853515625,304.1300048828125,302.80999755859375,303.8699951171875,890340,271.3699951171875,271.96990966796875,270.5,271.8399963378906,2747038,93.97000122070312,94.08000183105469,93.58999633789062,93.94709777832031,2286772
2025-12-18 20:30:00+00:00,664.47998046875,666.5399780273438,663.8800048828125,664.3800048828125,1136131,226.77000427246094,227.30999755859375,226.66000366210938,226.75999450683594,2211519,303.8299865722656,304.44000244140625,303.4700012207031,303.70001220703125,1087301,271.8500061035156,273.20001220703125,271.7850036621094,272.1600036621094,2956766,93.94999694824219,94.06999969482422,93.80000305175781,93.9800033569336,3072093
