Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 14:30:00+00:00,203.6199951171875,203.8800048828125,201.14999389648438,202.31500244140625,12065018,312.3949890136719,313.6099853515625,310.3900146484375,313.4100036621094,3529317,669.0999755859375,676.0,660.1099853515625,662.9000244140625,1867305,275.6000061035156,275.7200012207031,270.05999755859375,271.25,7475539,79.08000183105469,79.11000061035156,76.58000183105469,76.62699890136719,12944732
2026-02-12 15:30:00+00:00,202.32000732421875,202.49000549316406,197.55999755859375,197.77000427246094,12310730,313.40411376953125,313.760009765625,309.80450439453125,311.19488525390625,2812782,662.9000244140625,662.9000244140625,645.280029296875,645.4298095703125,1973817,271.260009765625,271.75,266.1499938964844,266.1700134277344,5405536,76.625,76.62999725341797,75.2300033569336,75.57150268554688,11808885
2026-02-12 16:30:00+00:00,197.77999877929688,199.652099609375,197.67999267578125,199.5,6961155,311.19000244140625,316.4800109863281,311.07000732421875,314.4549865722656,3482160,645.3099975585938,655.2098999023438,645.3099975585938,652.260009765625,1571524,266.19000244140625,267.0400085449219,264.4200134277344,264.6000061035156,4717401,75.57499694824219,76.0999984741211,75.36499786376953,76.08999633789062,5013524
2026-02-12 17:30:00+00:00,199.49249267578125,200.08999633789062,199.08999633789062,199.3350067138672,4579910,314.4200134277344,315.260009765625,312.3301086425781,312.9800109863281,1759603,652.1300048828125,657.6400146484375,652.1300048828125,653.8400268554688,1049801,264.57000732421875,264.6499938964844,260.17999267578125,262.3299865722656,7147306,76.08000183105469,76.63999938964844,76.0,76.28500366210938,3998039
2026-02-12 18:30:00+00:00,199.36000061035156,200.047607421875,198.86000061035156,199.1199951171875,4038952,312.9599914550781,313.8399963378906,310.32000732421875,310.3800048828125,1863008,653.8599853515625,654.72998046875,651.4099731445312,651.6799926757812,553629,262.30999755859375,262.6700134277344,261.2300109863281,261.7799987792969,4007694,76.28500366210938,76.63999938964844,76.12000274658203,76.5250015258789,3448783
2026-02-12 19:30:00+00:00,199.08999633789062,199.44000244140625,198.30999755859375,198.375,4616130,310.3949890136719,311.32000732421875,308.2799987792969,308.3799133300781,2338552,651.6799926757812,653.8699951171875,649.8800048828125,650.6300048828125,749389,261.7699890136719,262.489990234375,261.1000061035156,261.489990234375,3918342,76.5199966430664,76.94000244140625,76.19999694824219,76.2354965209961,3213067
2026-02-12 20:30:00+00:00,198.3699951171875,199.69000244140625,198.21249389648438,199.4499969482422,4420352,308.3599853515625,309.6099853515625,308.1600036621094,309.32000732421875,1665007,650.6500244140625,652.9299926757812,647.4400024414062,649.7150268554688,1166404,261.4800109863281,262.510009765625,260.2799987792969,261.5899963378906,5638818,76.23999786376953,76.29000091552734,75.6500015258789,75.86499786376953,4802092
2026-02-13 14:30:00+00:00,198.99000549316406,199.52999877929688,197.27499389648438,198.75100708007812,10601421,308.1199951171875,308.8900146484375,303.8999938964844,307.5,4399603,644.72998046875,649.409912109375,634.5700073242188,648.77001953125,2499277,262.010009765625,262.2300109863281,258.79998779296875,260.5950012207031,9803254,76.13999938964844,76.69999694824219,75.52999877929688,76.42900085449219,7686042
