Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-21 09:30:00-04:00,546.885009765625,552.6900024414062,543.22998046875,549.2999877929688,3972405,80.2699966430664,80.33999633789062,79.16999816894531,79.64949798583984,6655268,260.75,261.0799865722656,257.0350036621094,259.69000244140625,12030738,312.04998779296875,312.3800048828125,307.010009765625,307.7950134277344,13705396,340.2799987792969,340.3804016113281,337.82000732421875,339.82000732421875,3926242
2026-08-21 10:30:00-04:00,549.2999877929688,553.873291015625,548.8099975585938,549.6749877929688,1369069,79.63999938964844,80.48999786376953,79.62210083007812,80.15589904785156,2527165,259.6549987792969,260.54998779296875,258.6567077636719,258.8500061035156,3918651,307.82000732421875,310.6400146484375,307.6000061035156,310.6000061035156,6775783,339.80999755859375,342.239990234375,339.7099914550781,341.5299987792969,1493869
2026-08-21 11:30:00-04:00,549.635009765625,551.0399780273438,547.9299926757812,550.6749877929688,1236843,80.15499877929688,80.45999908447266,80.0906982421875,80.25,2173943,258.8500061035156,260.8348083496094,258.25,258.8999938964844,3613425,310.614990234375,311.92999267578125,310.3999938964844,311.20318603515625,4259150,341.54998779296875,342.5899963378906,340.8399963378906,341.3399963378906,876095
2026-08-21 12:30:00-04:00,550.7850952148438,553.4600219726562,550.3889770507812,552.2050170898438,918053,80.25,80.44000244140625,80.13999938964844,80.15049743652344,1553352,258.9100036621094,259.55999755859375,258.5,259.2200012207031,2599080,311.20001220703125,311.6400146484375,310.2699890136719,311.05999755859375,2476819,341.3299865722656,343.2799987792969,341.31500244140625,342.2200012207031,1285348
2026-08-21 13:30:00-04:00,552.0999755859375,552.219970703125,548.969970703125,549.1199951171875,1003050,80.1500015258789,80.16000366210938,79.62999725341797,79.7750015258789,1487988,259.19000244140625,259.2799987792969,258.0199890136719,258.2300109863281,2370027,311.0199890136719,311.1600036621094,308.4005126953125,308.4700012207031,3310276,342.20001220703125,342.44000244140625,341.5299987792969,341.6099853515625,639261
2026-08-21 14:30:00-04:00,549.0200805664062,551.6500244140625,548.9500122070312,550.6300048828125,2040677,79.77010345458984,79.77999877929688,79.51499938964844,79.54000091552734,1742815,258.2200012207031,259.5199890136719,258.0889892578125,259.4700012207031,2012730,308.4750061035156,309.8500061035156,308.1600036621094,309.739990234375,3035461,341.6300048828125,342.75,341.45001220703125,342.5350036621094,917521
2026-08-21 15:30:00-04:00,550.5650024414062,551.1599731445312,549.4354858398438,549.9099731445312,1151893,79.54000091552734,79.71990203857422,79.43000030517578,79.62000274658203,2552099,259.489990234375,259.94500732421875,258.2699890136719,258.6499938964844,3661738,309.75,310.1789855957031,309.1600036621094,309.4200134277344,3550095,342.57000732421875,343.25,341.0,341.8299865722656,1892399
2026-08-24 09:30:00-04:00,550.2000122070312,554.2797241210938,546.2999877929688,551.8699951171875,2648132,79.94000244140625,80.38999938964844,79.02010345458984,80.30999755859375,4671581,259.7464904785156,263.0899963378906,259.04998779296875,261.4100036621094,8452007,311.4700012207031,313.19989013671875,309.9700012207031,312.94000244140625,6606461,340.5199890136719,346.0199890136719,339.6199951171875,345.3949890136719,3382865
