Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29 14:30:00+00:00,269.4100036621094,269.92999267578125,268.7300109863281,268.8399963378906,2444917,265.510009765625,265.9100036621094,263.2099914550781,263.94000244140625,8226435,92.01000213623047,92.8550033569336,91.93009948730469,92.52140045166016,3337039,351.3599853515625,353.3900146484375,349.010009765625,349.4599914550781,2998696,671.8699951171875,673.9400024414062,668.6799926757812,671.7849731445312,1496991
2026-04-29 15:30:00+00:00,268.8244934082031,270.1466064453125,268.20001220703125,269.82501220703125,2865276,263.95001220703125,264.75,261.260009765625,261.30999755859375,6918583,92.5250015258789,92.57499694824219,91.81999969482422,92.14510345458984,2234205,349.5199890136719,350.4599914550781,347.0,347.1260070800781,1383919,671.7849731445312,672.219970703125,667.8699951171875,669.1199951171875,1301162
2026-04-29 16:30:00+00:00,269.8299865722656,271.0400085449219,269.75,270.20001220703125,2163618,261.2900085449219,262.6650085449219,260.2016906738281,262.0899963378906,4944289,92.1449966430664,92.33999633789062,91.95999908447266,92.23999786376953,1656775,347.1050109863281,347.3800048828125,345.5899963378906,347.2619934082031,1344689,669.1099853515625,671.0549926757812,666.5900268554688,670.6699829101562,1112716
2026-04-29 17:30:00+00:00,270.2099914550781,270.5899963378906,269.6400146484375,269.739990234375,1643753,262.0899963378906,263.7650146484375,262.0199890136719,263.44000244140625,4773162,92.23999786376953,92.51000213623047,92.05999755859375,92.13500213623047,1796610,347.2799987792969,348.1000061035156,346.3800048828125,347.2099914550781,1232660,670.760009765625,672.6599731445312,669.0,670.655029296875,1212237
2026-04-29 18:30:00+00:00,269.7349853515625,270.44500732421875,269.3699951171875,270.2799987792969,1887172,263.45001220703125,264.010009765625,262.57000732421875,262.6000061035156,5807488,92.13999938964844,92.41000366210938,92.03500366210938,92.26499938964844,2572237,347.19500732421875,349.510009765625,346.80999755859375,349.0,1783480,670.6500244140625,674.25,670.3800048828125,673.4000244140625,1922070
2026-04-29 19:30:00+00:00,270.2699890136719,270.3599853515625,269.6099853515625,270.19000244140625,3051798,262.5899963378906,263.29998779296875,262.0299987792969,263.29998779296875,7078032,92.26499938964844,92.41999816894531,92.03500366210938,92.16000366210938,4399567,349.0,349.1199951171875,346.80999755859375,347.8699951171875,2321261,673.3099975585938,673.5399780273438,667.8499755859375,669.9099731445312,2271471
2026-04-30 13:30:00+00:00,270.5,272.20001220703125,268.1400146484375,271.91900634765625,9777419,270.625,270.625,257.45001220703125,259.04998779296875,32151462,91.33999633789062,92.7300033569336,90.7699966430664,92.69000244140625,9151134,371.2550048828125,374.22100830078125,363.760009765625,366.20001220703125,13167114,613.739990234375,613.89990234375,600.0,602.2899169921875,19669222
2026-04-30 14:30:00+00:00,272.0,272.20001220703125,270.7300109863281,271.5199890136719,4122597,259.0,260.2699890136719,257.4849853515625,258.2099914550781,13223775,92.69499969482422,93.26000213623047,92.30999755859375,93.02999877929688,4772051,366.1199951171875,375.1499938964844,363.0899963378906,372.69940185546875,5960726,602.2100219726562,609.5700073242188,601.0,606.4400024414062,6141711
2026-04-30 15:30:00+00:00,271.5249938964844,273.09991455078125,271.17999267578125,273.05999755859375,4223495,258.55999755859375,259.6799011230469,256.1600036621094,259.135009765625,8002639,93.03500366210938,93.48999786376953,92.94000244140625,93.32499694824219,3106521,372.70001220703125,374.8399963378906,370.0450134277344,373.2099914550781,4328728,606.4500122070312,612.0,606.0,608.8101196289062,5146156
2026-04-30 16:30:00+00:00,273.0799865722656,273.760009765625,271.67999267578125,272.7850036621094,4453968,259.135009765625,260.59991455078125,257.8399963378906,259.9299011230469,5677715,93.31999969482422,93.47000122070312,93.0,93.375,2365085,373.2300109863281,380.8299865722656,373.20001220703125,380.6400146484375,4112998,608.8099975585938,610.3399047851562,605.5524291992188,607.5449829101562,3647259
2026-04-30 17:30:00+00:00,273.1099853515625,274.20001220703125,272.79998779296875,273.6000061035156,4048095,259.8399963378906,262.6400146484375,259.55999755859375,262.39990234375,8647342,93.37989807128906,94.05000305175781,93.33000183105469,93.7750015258789,3142229,380.8800048828125,382.32000732421875,379.57000732421875,381.2200012207031,3665888,608.1099853515625,618.4000244140625,607.6300048828125,616.0700073242188,4437703
2026-04-30 18:30:00+00:00,273.5799865722656,274.489990234375,272.82000732421875,274.489990234375,4534270,262.3599853515625,266.010009765625,262.29998779296875,265.6000061035156,9655012,93.7750015258789,94.16000366210938,93.75,94.03250122070312,2837037,381.3500061035156,381.5,377.8900146484375,378.3900146484375,3085708,616.0700073242188,618.0900268554688,614.470703125,617.0800170898438,3830102
2026-04-30 19:30:00+00:00,274.4700012207031,275.94000244140625,270.3399963378906,271.3599853515625,14238265,265.5899963378906,266.489990234375,264.5199890136719,265.0299987792969,9234383,94.03500366210938,94.22000122070312,93.55000305175781,93.55000305175781,4209011,378.3900146484375,382.6300048828125,377.70001220703125,382.0,4003154,617.0700073242188,619.9199829101562,611.2000122070312,611.4000244140625,4472294
2026-05-01 13:30:00+00:00,281.3999938964844,287.2099914550781,278.3699951171875,285.3399963378906,30058496,265.42999267578125,273.31500244140625,262.783203125,271.3999938964844,15755826,94.47000122070312,94.69999694824219,93.61000061035156,93.87999725341797,5519911,378.07000732421875,382.6499938964844,375.2699890136719,381.4700012207031,9823116,614.6900024414062,618.8400268554688,610.2100219726562,611.3150024414062,5030843
2026-05-01 14:30:00+00:00,285.340087890625,285.6000061035156,281.4599914550781,283.95001220703125,9289199,271.3999938964844,271.5400085449219,268.3399963378906,269.4607849121094,5932859,93.88999938964844,94.31999969482422,93.79000091552734,94.30000305175781,2574801,381.4800109863281,382.1000061035156,378.15301513671875,381.9601135253906,3677614,611.4298706054688,615.0,606.110107421875,614.4255981445312,3632436
2026-05-01 15:30:00+00:00,283.9549865722656,285.489990234375,283.20001220703125,283.9549865722656,9693580,269.5050048828125,270.7950134277344,268.75,269.0,5434658,94.30999755859375,94.38999938964844,93.25499725341797,93.29499816894531,2640660,382.0,383.260009765625,379.8599853515625,380.8999938964844,2437859,614.4500122070312,614.8400268554688,609.9600219726562,612.1624755859375,2433586
2026-05-01 16:30:00+00:00,283.9549865722656,284.1099853515625,282.3951110839844,282.80999755859375,5060158,268.95001220703125,269.80999755859375,268.1200866699219,269.385009765625,4399944,93.29000091552734,93.37000274658203,92.62020111083984,92.81500244140625,2713212,380.8599853515625,383.0,379.9599914550781,382.6499938964844,1937137,612.1649780273438,615.6699829101562,610.7999877929688,615.614990234375,2046825
2026-05-01 17:30:00+00:00,282.80499267578125,282.82000732421875,280.6401062011719,281.2300109863281,4791832,269.3699951171875,269.6199951171875,268.8399963378906,269.6098937988281,2768074,92.81500244140625,92.83989715576172,92.27999877929688,92.33000183105469,2949164,382.67999267578125,382.739990234375,380.79998779296875,381.6300048828125,1654813,615.2100219726562,615.969970703125,610.3699951171875,611.8499755859375,1699768
2026-05-01 18:30:00+00:00,281.239990234375,281.239990234375,279.739990234375,280.34991455078125,4824173,269.6400146484375,269.6700134277344,268.2300109863281,268.8500061035156,4154023,92.3550033569336,92.36499786376953,92.06999969482422,92.25,4089172,381.6499938964844,382.75,379.0201110839844,382.67999267578125,2794630,611.8350219726562,613.5,609.5,611.2750244140625,2255827
2026-05-01 19:30:00+00:00,280.3399963378906,280.69000244140625,279.6099853515625,280.1499938964844,5835827,268.8599853515625,268.9049987792969,267.6700134277344,268.3399963378906,4957503,92.25499725341797,92.33999633789062,91.9000015258789,92.0999984741211,4974393,382.69500732421875,383.3900146484375,381.9599914550781,383.3900146484375,2800346,611.260009765625,612.7000122070312,608.3800048828125,608.7449951171875,2440692
2026-05-04 13:30:00+00:00,279.6549987792969,280.6300048828125,274.860107421875,276.25360107421875,21010034,268.9949951171875,273.3500061035156,268.8599853515625,271.9700012207031,10840970,92.02999877929688,92.33000183105469,91.12200164794922,92.11499786376953,6369205,382.32000732421875,384.1600036621094,377.92999267578125,378.95001220703125,8645324,607.9349975585938,608.2999877929688,602.7501220703125,605.5900268554688,7240008
2026-05-04 14:30:00+00:00,276.2749938964844,278.0,276.07000732421875,277.6698913574219,3644844,271.9800109863281,276.1000061035156,271.75,274.43499755859375,8487489,92.13999938964844,92.30000305175781,91.78079986572266,91.81999969482422,2035801,378.8900146484375,380.32000732421875,378.510009765625,379.30999755859375,7671035,605.6400146484375,613.7498779296875,605.3820190429688,611.364990234375,6397838
