Ticker,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10 10:30:00-04:00,667.2120971679688,675.2000122070312,662.47998046875,674.7150268554688,5541256,313.1199951171875,314.1099853515625,312.1700134277344,313.3399963378906,4170673,73.12000274658203,73.38500213623047,72.87999725341797,73.11499786376953,5796206,353.4049987792969,353.5400085449219,350.70001220703125,352.2300109863281,1317885,246.10000610351562,246.36000061035156,244.41000366210938,245.9600067138672,3684833
2026-07-10 11:30:00-04:00,674.8049926757812,675.469482421875,666.25,668.5499877929688,3226942,313.3500061035156,314.5140075683594,312.32000732421875,314.3550109863281,2588249,73.11990356445312,73.23500061035156,72.91999816894531,72.92500305175781,4145988,352.260009765625,353.20001220703125,351.54998779296875,352.9150085449219,960055,245.97000122070312,246.6999053955078,245.6699981689453,245.677001953125,3252178
2026-07-10 12:30:00-04:00,668.6199951171875,669.8800048828125,662.6199951171875,662.969970703125,2248713,314.3699951171875,314.7799987792969,313.94000244140625,314.4599914550781,1701568,72.92990112304688,73.0999984741211,72.6050033569336,72.62000274658203,4438832,352.9700012207031,353.889892578125,352.19000244140625,352.20001220703125,938067,245.67999267578125,246.44000244140625,244.80999755859375,244.85000610351562,2303533
2026-07-10 13:30:00-04:00,663.0399780273438,670.719970703125,662.0,668.7750244140625,2655833,314.4700012207031,314.8900146484375,313.8902893066406,314.840087890625,1530749,72.61499786376953,73.41999816894531,72.51000213623047,73.375,4616439,352.2099914550781,353.54998779296875,351.57000732421875,353.5249938964844,715317,244.84500122070312,245.7100067138672,244.4199981689453,245.6300048828125,3179187
2026-07-10 14:30:00-04:00,668.844970703125,670.6699829101562,665.9334106445312,666.0599975585938,2299358,314.8599853515625,316.4798889160156,314.739990234375,316.1600036621094,3576384,73.375,73.75,73.37460327148438,73.54499816894531,3804134,353.5249938964844,354.3999938964844,353.1000061035156,354.25,1094675,245.66000366210938,245.88999938964844,245.2115020751953,245.46499633789062,2370221
2026-07-10 15:30:00-04:00,665.97998046875,671.2000122070312,663.8900146484375,669.3099975585938,3765321,316.1499938964844,316.9100036621094,314.7799987792969,315.32989501953125,3989622,73.54000091552734,73.67500305175781,73.25,73.375,4749739,354.2799987792969,355.6499938964844,354.04998779296875,355.0400085449219,1440332,245.47999572753906,246.0800018310547,245.11000061035156,245.30999755859375,3511956
2026-07-13 09:30:00-04:00,661.510009765625,676.6199951171875,654.2000122070312,657.0,5309074,317.0150146484375,323.45001220703125,316.45001220703125,320.19000244140625,12156474,73.9000015258789,75.38999938964844,73.9000015258789,74.97000122070312,10107143,353.989990234375,355.75,351.7099914550781,353.0400085449219,2236358,244.25999450683594,248.60000610351562,244.22999572753906,246.52999877929688,7172072
2026-07-13 10:30:00-04:00,657.1199951171875,664.5599975585938,656.3499755859375,659.510009765625,2197542,320.2099914550781,320.2950134277344,316.8500061035156,317.2200012207031,3994197,74.97000122070312,75.44999694824219,74.56999969482422,74.75499725341797,4287174,353.0899963378906,353.7699890136719,351.8299865722656,352.6199951171875,1104562,246.5500030517578,249.33999633789062,246.14999389648438,248.76499938964844,4446333
2026-07-13 11:30:00-04:00,659.5,663.9650268554688,659.1300048828125,660.5250244140625,1409648,317.2200012207031,317.8999938964844,316.0899963378906,317.3699951171875,3728751,74.76000213623047,74.80999755859375,74.46499633789062,74.65499877929688,3056891,352.625,353.5,352.05999755859375,353.5,784879,248.76499938964844,249.0500030517578,247.6699981689453,248.16529846191406,2629803
2026-07-13 12:30:00-04:00,660.3400268554688,664.4600219726562,657.6599731445312,660.8250122070312,1623392,317.3399963378906,317.44000244140625,315.7799987792969,316.4700012207031,3615264,74.66000366210938,75.0780029296875,74.33999633789062,74.42500305175781,2698122,353.4100036621094,354.17999267578125,352.4100036621094,353.3999938964844,688431,248.1300048828125,248.64999389648438,247.39999389648438,248.42999267578125,2369175
2026-07-13 13:30:00-04:00,661.1400146484375,663.14990234375,659.3173828125,663.0150146484375,1510246,316.489990234375,316.8450012207031,315.8999938964844,316.84051513671875,2357040,74.42500305175781,74.59500122070312,74.33999633789062,74.45999908447266,2720196,353.42999267578125,353.69000244140625,352.5299987792969,353.114990234375,812540,248.5,248.66000366210938,247.72000122070312,248.5050048828125,2552792
2026-07-13 14:30:00-04:00,662.8200073242188,663.5900268554688,658.3599853515625,658.7000122070312,1565651,316.8599853515625,317.5199890136719,316.1700134277344,316.3299865722656,4128503,74.45999908447266,74.5198974609375,74.01000213623047,74.06999969482422,3194432,353.114990234375,353.1300048828125,351.3599853515625,351.6300048828125,881613,248.5,249.64999389648438,247.81500244140625,247.91000366210938,4283424
2026-07-13 15:30:00-04:00,658.77001953125,659.030029296875,654.8099975585938,656.72998046875,2135816,316.32501220703125,317.739990234375,316.04998779296875,317.4200134277344,4025682,74.06999969482422,74.10569763183594,73.70999908447266,73.86000061035156,3872767,351.6000061035156,351.6499938964844,349.8399963378906,350.6705017089844,1396260,247.9199981689453,247.9550018310547,245.9600067138672,247.3699951171875,4323420
2026-07-14 09:30:00-04:00,652.0,662.6500244140625,649.0499877929688,657.8150024414062,3182309,313.6400146484375,315.68499755859375,311.9100036621094,314.9419860839844,6954014,72.63500213623047,73.5,72.27749633789062,73.33000183105469,8397464,348.8399963378906,354.0899963378906,348.8399963378906,353.7699890136719,2098281,245.52999877929688,247.25,243.8000030517578,245.41000366210938,6188087
2026-07-14 10:30:00-04:00,657.8049926757812,664.280029296875,657.6099853515625,660.635009765625,1629761,314.95001220703125,316.19000244140625,314.0205078125,314.29998779296875,4610996,73.31999969482422,73.67500305175781,73.24359893798828,73.5199966430664,3540848,353.75,355.98199462890625,353.56060791015625,355.7099914550781,1389322,245.4499969482422,246.83999633789062,244.64999389648438,245.72999572753906,3408791
2026-07-14 11:30:00-04:00,660.6849975585938,660.8699951171875,655.1900024414062,658.4349975585938,1031004,314.32000732421875,314.8699951171875,312.8699951171875,313.2699890136719,3168667,73.51280212402344,73.68990325927734,73.41000366210938,73.6449966430664,2630387,355.7200012207031,356.1199951171875,352.92999267578125,353.29998779296875,786419,245.77499389648438,246.18800354003906,244.5800018310547,245.2899932861328,2452051
2026-07-14 12:30:00-04:00,658.4749755859375,666.5,658.4749755859375,663.0900268554688,1311104,313.260009765625,314.9700012207031,313.1099853515625,314.8699951171875,2646535,73.6449966430664,74.00499725341797,73.58000183105469,73.95500183105469,2696513,353.2850036621094,356.20001220703125,352.2699890136719,356.1199951171875,843363,245.3000030517578,246.6199951171875,245.29010009765625,246.46499633789062,2295933
2026-07-14 13:30:00-04:00,663.2100219726562,664.7000122070312,659.7000122070312,661.2349853515625,874044,314.8900146484375,315.3900146484375,314.5899963378906,315.2200012207031,1929118,73.95500183105469,73.9800033569336,73.625,73.88639831542969,3867915,356.135009765625,356.7200012207031,354.7101135253906,355.17999267578125,1108925,246.49000549316406,247.5800018310547,246.15049743652344,247.39500427246094,2437296
2026-07-14 14:30:00-04:00,661.2000122070312,662.8599853515625,657.655029296875,660.3099975585938,1120600,315.2200012207031,315.8699951171875,314.82000732421875,315.7049865722656,2224839,73.87999725341797,73.9000015258789,73.55000305175781,73.82499694824219,3341673,355.1700134277344,357.3699951171875,354.67999267578125,357.30499267578125,1000150,247.41990661621094,247.91000366210938,246.20840454101562,247.85000610351562,2467686
2026-07-14 15:30:00-04:00,660.4500122070312,661.469970703125,657.5,661.0800170898438,2281639,315.7049865722656,315.760009765625,314.5899963378906,314.9200134277344,3016895,73.81999969482422,73.86499786376953,73.4749984741211,73.51499938964844,3935574,357.2799987792969,357.8699951171875,356.80499267578125,357.3800048828125,1377293,247.85000610351562,248.55999755859375,247.32000732421875,247.5,4155670
2026-07-15 09:30:00-04:00,663.5999755859375,672.3200073242188,656.6600952148438,671.4000244140625,3026607,317.625,325.67999267578125,317.32000732421875,324.7099914550781,13551334,73.78500366210938,75.05999755859375,73.30000305175781,74.73999786376953,7227638,355.9150085449219,364.9599914550781,355.6700134277344,364.2099914550781,3208979,252.6999969482422,254.97000122070312,250.36000061035156,254.75,9665819
2026-07-15 10:30:00-04:00,671.47998046875,676.3300170898438,669.1099853515625,669.739990234375,1249533,324.7099914550781,325.0849914550781,323.5400085449219,324.8999938964844,2834296,74.75,74.91000366210938,74.16999816894531,74.16999816894531,1287467,364.2349853515625,367.239990234375,364.1300048828125,365.6400146484375,1073198,254.7899932861328,256.04998779296875,253.27000427246094,253.63999938964844,3138584
