Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-04 15:30:00+00:00,305.2900085449219,305.4599914550781,303.0,304.5,2113214,264.125,264.7200012207031,262.81500244140625,264.5299987792969,3576211,217.03500366210938,217.10000610351562,215.02000427246094,215.63499450683594,7491010,671.989990234375,672.75,667.5,670.6500244140625,1372288,99.2699966430664,99.68000030517578,97.66000366210938,98.18499755859375,8341294
2026-03-04 16:30:00+00:00,304.4800109863281,304.94000244140625,303.6700134277344,303.7799987792969,1226400,264.5199890136719,265.510009765625,264.29998779296875,264.8999938964844,3050842,215.625,216.11000061035156,214.75,214.7899932861328,3878413,670.8499755859375,671.9598999023438,667.8900146484375,668.1849975585938,692195,98.18499755859375,98.9000015258789,98.11499786376953,98.75499725341797,5047543
2026-03-04 17:30:00+00:00,303.75,304.29998779296875,303.3299865722656,303.5419921875,1103869,264.9100036621094,265.3599853515625,263.3399963378906,263.7799987792969,2827303,214.8000030517578,216.08999633789062,214.47999572753906,216.0299072265625,3424781,668.1849975585938,668.72998046875,665.7999877929688,668.39501953125,626213,98.75499725341797,99.3499984741211,98.37999725341797,99.1449966430664,4082537
2026-03-04 18:30:00+00:00,303.5299987792969,303.8599853515625,302.79998779296875,302.8902893066406,1310620,263.79998779296875,264.19500732421875,263.05999755859375,263.3500061035156,2889009,216.02999877929688,217.02000427246094,215.8699951171875,216.6898956298828,5555417,668.4600219726562,671.1300048828125,666.860107421875,670.010009765625,731332,99.1449966430664,99.22000122070312,98.61000061035156,98.94999694824219,3657263
2026-03-04 19:30:00+00:00,302.885009765625,303.3699951171875,302.1000061035156,302.8999938964844,1425562,263.3399963378906,263.67999267578125,262.0599060058594,262.7300109863281,3383632,216.67999267578125,217.1699981689453,216.19500732421875,216.69000244140625,4771953,670.010009765625,670.5,665.5,666.9500122070312,788921,98.94999694824219,99.27999877929688,98.19999694824219,98.76499938964844,4628797
2026-03-04 20:30:00+00:00,302.8900146484375,303.7699890136719,302.5799865722656,303.19000244140625,2630164,262.7099914550781,263.1600036621094,262.16461181640625,262.45001220703125,4837553,216.6999969482422,217.47000122070312,216.57000732421875,216.82000732421875,6805427,666.8200073242188,669.4199829101562,666.72998046875,667.52001953125,1287838,98.76000213623047,99.19000244140625,98.57499694824219,98.62000274658203,4978155
2026-03-05 14:30:00+00:00,303.0899963378906,303.3699951171875,299.1700134277344,299.7699890136719,5275791,260.7449951171875,261.45001220703125,258.5400085449219,258.8699951171875,10468747,215.85000610351562,220.47000122070312,215.58999633789062,216.27000427246094,15889696,662.1500244140625,670.7000122070312,661.3499755859375,662.094970703125,2566357,98.49500274658203,100.19000244140625,98.29000091552734,98.41000366210938,14506077
2026-03-05 15:30:00+00:00,299.760009765625,301.0400085449219,298.3500061035156,298.9100036621094,2874270,258.9100036621094,261.2250061035156,258.07501220703125,260.7550048828125,4851072,216.3000030517578,217.25999450683594,215.7100067138672,216.75,7636952,662.094970703125,662.8400268554688,656.3200073242188,657.1300048828125,1311462,98.41999816894531,99.07980346679688,98.0999984741211,98.80000305175781,5658552
2026-03-05 16:30:00+00:00,298.94000244140625,300.4599914550781,298.5400085449219,298.67999267578125,2165317,260.760009765625,261.55499267578125,258.9700012207031,259.0199890136719,3933354,216.77000427246094,218.83999633789062,216.77000427246094,217.5200958251953,4878253,657.1300048828125,661.5999755859375,655.760009765625,655.9249877929688,920902,98.80000305175781,99.69000244140625,98.625,98.69000244140625,5173939
2026-03-05 17:30:00+00:00,298.7300109863281,300.3699951171875,298.239990234375,298.3800048828125,1920963,259.0400085449219,259.489990234375,258.4949951171875,258.9090881347656,3426289,217.52999877929688,218.31399536132812,216.9550018310547,217.10000610351562,5598017,655.9249877929688,656.2999877929688,651.9400024414062,653.0050048828125,1052229,98.68499755859375,99.08499908447266,98.45999908447266,98.68000030517578,4372548
2026-03-05 18:30:00+00:00,298.3500061035156,299.6300048828125,298.07000732421875,299.4200134277344,1684256,258.9200134277344,259.17999267578125,257.760009765625,257.8599853515625,3356489,217.0800018310547,217.82000732421875,216.8300018310547,217.8000030517578,4103468,653.1799926757812,654.114990234375,650.3099975585938,652.4600219726562,1037427,98.68000030517578,98.7750015258789,98.16500091552734,98.66500091552734,3559034
2026-03-05 19:30:00+00:00,299.32000732421875,300.7449951171875,298.7699890136719,299.989990234375,1975111,257.8450012207031,259.489990234375,257.25,258.69000244140625,4038383,217.81700134277344,219.3000030517578,217.1999969482422,218.8000030517578,7103006,652.3200073242188,659.3900146484375,651.1699829101562,657.4199829101562,1068715,98.66500091552734,99.37000274658203,98.47000122070312,99.19560241699219,4863049
2026-03-05 20:30:00+00:00,300.04998779296875,301.42999267578125,299.1000061035156,301.0199890136719,2512348,258.67999267578125,260.55999755859375,258.4100036621094,260.30999755859375,7024068,218.78500366210938,219.77000427246094,218.72000122070312,218.8699951171875,7626962,657.489990234375,661.260009765625,656.2100219726562,660.5499877929688,1482973,99.19499969482422,99.68000030517578,99.01499938964844,99.1500015258789,5551030
2026-03-06 14:30:00+00:00,296.0719909667969,300.0799865722656,295.2699890136719,299.67999267578125,3993396,258.739990234375,258.760009765625,254.3699951171875,256.70001220703125,8565069,214.99000549316406,217.32000732421875,214.1999969482422,215.13360595703125,11492331,647.9000244140625,648.3800048828125,636.1799926757812,644.2000122070312,3287887,99.37999725341797,99.87999725341797,97.4000015258789,98.20999908447266,11790312
2026-03-06 15:30:00+00:00,299.739990234375,300.3299865722656,298.69000244140625,299.42999267578125,1591776,256.69500732421875,257.95001220703125,256.0799865722656,257.25,3270567,215.14999389648438,216.54989624023438,214.42999267578125,215.0500030517578,5471550,644.2650756835938,649.456787109375,644.1848754882812,647.5399780273438,1295271,98.20999908447266,99.02999877929688,98.0,98.23999786376953,5848492
2026-03-06 16:30:00+00:00,299.4200134277344,299.8699951171875,298.5799865722656,298.9599914550781,1189778,257.29998779296875,257.489990234375,256.3900146484375,256.7699890136719,3297640,215.0,216.5,214.77999877929688,215.4199981689453,3828084,647.5599975585938,648.9771118164062,645.1199951171875,645.8499755859375,738080,98.23999786376953,98.63500213623047,98.04000091552734,98.19999694824219,3701138
2026-03-06 17:30:00+00:00,298.9700012207031,299.8900146484375,298.18499755859375,299.20001220703125,1323364,256.7699890136719,257.5899963378906,256.05999755859375,256.4750061035156,2387760,215.42999267578125,215.6199951171875,214.27000427246094,214.78939819335938,4011756,645.8499755859375,647.5449829101562,643.760009765625,645.4299926757812,985089,98.19999694824219,98.61499786376953,98.09500122070312,98.28500366210938,2490375
2026-03-06 18:30:00+00:00,299.1900939941406,299.7300109863281,298.6099853515625,299.0299987792969,1184283,256.4750061035156,257.2300109863281,255.91000366210938,257.17999267578125,2090262,214.75999450683594,215.4199981689453,214.39999389648438,214.60000610351562,3420579,645.4600219726562,646.510009765625,644.4481811523438,645.6199951171875,545269,98.29000091552734,98.87999725341797,98.2750015258789,98.75990295410156,2565049
2026-03-06 19:30:00+00:00,299.0199890136719,299.5,297.75,298.07000732421875,1981237,257.1700134277344,257.96990966796875,256.8005065917969,256.9100036621094,2795477,214.60000610351562,214.79249572753906,213.19000244140625,213.5399932861328,5728055,645.469970703125,646.9000244140625,642.7797241210938,643.47998046875,1269678,98.75499725341797,99.42500305175781,98.67500305175781,99.19499969482422,3628584
2026-03-06 20:30:00+00:00,298.0899963378906,298.6000061035156,297.3299865722656,298.07000732421875,2520199,256.9200134277344,258.010009765625,256.44000244140625,257.5350036621094,5125522,213.5399932861328,213.99000549316406,212.53500366210938,213.11000061035156,8364556,643.3400268554688,646.2000122070312,641.52001953125,644.8400268554688,1709229,99.19000244140625,99.48999786376953,98.76000213623047,99.01499938964844,5178436
2026-03-09 13:30:00+00:00,294.1400146484375,296.8900146484375,293.989990234375,296.8900146484375,3352492,255.69000244140625,257.0198974609375,253.6804962158203,256.4549865722656,5353298,210.4600067138672,212.2949981689453,207.11000061035156,208.1999969482422,9748217,634.7525024414062,637.6890258789062,626.780029296875,631.6599731445312,2462223,97.69000244140625,98.94000244140625,97.41999816894531,97.72000122070312,6520011
