Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-20 13:30:00+00:00,207.5,207.52999877929688,205.14999389648438,206.75,16750634,304.135009765625,304.3699951171875,299.9800109863281,300.8999938964844,7157042,603.530029296875,603.9550170898438,593.219970703125,595.7999877929688,5072708,248.11000061035156,248.75999450683594,246.61000061035156,247.75999450683594,16388329,91.37000274658203,91.66000366210938,90.69000244140625,91.37999725341797,11519262
2026-03-20 14:30:00+00:00,206.77999877929688,207.4199981689453,206.11000061035156,206.2899932861328,4356259,300.8999938964844,301.4800109863281,299.54998779296875,300.0199890136719,2127917,596.010009765625,596.719970703125,591.7285766601562,592.3798828125,1723961,247.80999755859375,248.85000610351562,247.16009521484375,247.98500061035156,6539448,91.38999938964844,91.63999938964844,91.03500366210938,91.11499786376953,3946413
2026-03-20 15:30:00+00:00,206.28500366210938,207.53990173339844,205.92999267578125,206.84010314941406,4414852,300.0408935546875,301.5199890136719,299.89990234375,300.7898864746094,1465198,592.2750244140625,596.5499877929688,591.9099731445312,595.4400024414062,1215679,247.9499969482422,249.05999755859375,247.86000061035156,248.6199951171875,2911321,91.11499786376953,91.44999694824219,90.91999816894531,91.16000366210938,3156922
2026-03-20 16:30:00+00:00,206.8699951171875,207.25,206.39230346679688,206.67999267578125,2885329,300.7699890136719,300.81829833984375,298.82000732421875,299.2300109863281,2696540,595.3250122070312,595.5599975585938,592.22998046875,594.4749755859375,1058197,248.6300048828125,248.7899932861328,248.0800018310547,248.27000427246094,2570162,91.1500015258789,91.57250213623047,91.01000213623047,91.53500366210938,3296205
2026-03-20 17:30:00+00:00,206.67970275878906,206.82000732421875,205.67999267578125,206.17999267578125,3414957,299.2200012207031,299.3500061035156,298.2550048828125,298.5050048828125,1508854,594.4749755859375,594.5963134765625,591.7999877929688,592.5650024414062,1447796,248.2899932861328,248.75990295410156,247.5301055908203,248.0399932861328,2895312,91.53250122070312,91.5999984741211,91.1500015258789,91.45040130615234,4404433
2026-03-20 18:30:00+00:00,206.1699981689453,206.30499267578125,205.3699951171875,205.81500244140625,4727122,298.5199890136719,298.55999755859375,297.40460205078125,298.0006103515625,2115349,592.5650024414062,592.669921875,588.75,590.27001953125,1646167,248.08999633789062,249.1999053955078,247.58999633789062,248.08999633789062,3994932,91.4520034790039,91.72000122070312,91.31999969482422,91.58999633789062,3329884
2026-03-20 19:30:00+00:00,205.8300018310547,205.86000061035156,204.3159942626953,205.36000061035156,5680840,298.0299987792969,299.6099853515625,296.760009765625,298.8999938964844,3351569,590.27001953125,594.0,587.27001953125,593.719970703125,2061067,248.08999633789062,248.1999969482422,246.0,248.19000244140625,6366085,91.58499908447266,91.87999725341797,91.16500091552734,91.87000274658203,6237942
2026-03-23 13:30:00+00:00,209.77999877929688,212.8000030517578,209.50999450683594,212.10000610351562,13416598,300.5299987792969,303.3699951171875,300.42999267578125,302.4849853515625,5300346,605.7869873046875,606.3900146484375,599.010009765625,605.469970703125,4090649,253.99000549316406,254.55999755859375,251.02000427246094,252.4398956298828,9464664,91.98999786376953,93.2300033569336,91.86000061035156,92.7699966430664,8628798
