Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-10 09:30:00-04:00,75.28199768066406,76.29000091552734,75.02999877929688,76.06999969482422,5412030,250.19000244140625,252.66000366210938,249.5800018310547,252.07000732421875,6102310,316.7900085449219,323.1289978027344,316.57000732421875,318.9549865722656,15813095,326.0299987792969,328.94000244140625,325.6510009765625,328.4849853515625,3766832,653.5999755859375,663.5,643.0900268554688,653.4500122070312,6946904
2026-09-10 10:30:00-04:00,76.05999755859375,76.2291030883789,75.65499877929688,76.05999755859375,2004770,252.07000732421875,252.99000549316406,251.8800048828125,252.36500549316406,2948225,319.010009765625,323.82000732421875,318.8800048828125,323.7099914550781,8713414,328.5098876953125,329.3197021484375,327.5,327.54998779296875,1354418,653.4450073242188,658.8800048828125,651.5499877929688,651.9500122070312,2607221
2026-09-10 11:30:00-04:00,76.05999755859375,76.22989654541016,75.87999725341797,76.19999694824219,1668136,252.37989807128906,253.05999755859375,252.11000061035156,252.49000549316406,2038999,323.6700134277344,324.3500061035156,319.2099914550781,321.9049987792969,9627576,327.57000732421875,328.70001220703125,326.9100036621094,328.29998779296875,964267,651.9749755859375,656.780029296875,650.25,650.6500244140625,1533027
2026-09-10 12:30:00-04:00,76.19499969482422,76.30000305175781,75.87000274658203,75.9000015258789,1761765,252.5,253.14999389648438,252.18600463867188,252.41000366210938,1580670,321.8550109863281,324.864990234375,321.260009765625,324.8219909667969,8380897,328.2900085449219,329.9800109863281,328.1000061035156,329.42999267578125,1079636,650.6500244140625,653.1699829101562,648.5,648.9400024414062,1203279
2026-09-10 13:30:00-04:00,75.89640045166016,76.08999633789062,75.87000274658203,75.93000030517578,1246431,252.41000366210938,252.42999267578125,251.84500122070312,252.0500030517578,1369300,324.8399963378906,325.67999267578125,323.3800048828125,324.1199951171875,6845299,329.3599853515625,330.1099853515625,329.0,329.6300048828125,929642,648.9000244140625,650.4937133789062,646.625,647.22998046875,989832
2026-09-10 14:30:00-04:00,75.93000030517578,76.01000213623047,75.76000213623047,75.78500366210938,1591927,252.05250549316406,252.29989624023438,251.44000244140625,251.5399932861328,1920164,324.110107421875,326.1199951171875,323.6300048828125,325.2850036621094,5455483,329.5899963378906,330.53900146484375,329.4150085449219,330.0899963378906,775893,647.25,647.5198974609375,643.1900024414062,643.7299194335938,1508211
2026-09-10 15:30:00-04:00,75.78500366210938,76.04149627685547,75.77999877929688,76.0199966430664,2414138,251.5399932861328,251.9600067138672,250.88999938964844,251.88999938964844,2382778,325.2699890136719,326.67999267578125,325.1700134277344,326.5950012207031,5580662,330.07000732421875,330.8900146484375,329.8800048828125,330.5199890136719,2224157,643.6099853515625,645.1099853515625,642.1400146484375,644.3699951171875,1568766
2026-09-11 09:30:00-04:00,76.6050033569336,76.97000122070312,76.1500015258789,76.44000244140625,3528096,254.0449981689453,256.91180419921875,253.13999938964844,255.72000122070312,6150532,327.6300048828125,334.5899963378906,326.29998779296875,334.0851135253906,14521482,332.8590087890625,338.3262023925781,332.739990234375,337.32000732421875,3313801,653.02001953125,664.239990234375,648.510009765625,651.9000244140625,4637935
