Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03 09:30:00-04:00,256.32000732421875,259.4299011230469,256.0,257.7799987792969,7214229,83.18000030517578,83.5999984741211,82.25,82.37000274658203,3999999,336.739990234375,340.8500061035156,336.3800048828125,339.0434875488281,3186881,324.94769287109375,330.30999755859375,324.1099853515625,329.7149963378906,7570945,604.489990234375,619.4199829101562,604.4000244140625,612.25,5878384
2026-09-03 10:30:00-04:00,257.6745910644531,258.8699951171875,256.07000732421875,258.739990234375,3324310,82.37999725341797,82.5999984741211,81.80999755859375,82.4800033569336,2422095,339.0400085449219,339.75,337.260009765625,339.29998779296875,1614039,329.7149963378906,330.80999755859375,327.6099853515625,329.8299865722656,5915118,612.2550048828125,619.4400024414062,607.2000122070312,617.5150146484375,3018529
2026-09-03 11:30:00-04:00,258.760009765625,259.32501220703125,258.20001220703125,258.5350036621094,2399433,82.4800033569336,82.62000274658203,82.052001953125,82.08999633789062,1430511,339.3299865722656,339.4800109863281,337.44000244140625,337.8800048828125,963504,329.8500061035156,330.57000732421875,329.239990234375,330.06988525390625,2989051,617.5150146484375,619.3800048828125,614.260009765625,614.9949951171875,1461905
2026-09-03 12:30:00-04:00,258.510009765625,258.9010009765625,257.75,258.6517028808594,1612582,82.09500122070312,82.74500274658203,81.62999725341797,82.74369812011719,2754516,337.8299865722656,338.9700012207031,337.4200134277344,338.8900146484375,815869,330.0400085449219,330.239990234375,327.45001220703125,327.7300109863281,2487437,614.989990234375,615.3599853515625,611.8900146484375,613.010009765625,1059429
2026-09-03 13:30:00-04:00,258.67999267578125,259.4700012207031,258.04998779296875,259.4700012207031,1818364,82.74500274658203,83.18000030517578,82.46499633789062,82.49500274658203,2885533,338.8999938964844,340.1600036621094,338.8599853515625,340.1499938964844,868053,327.7200012207031,328.0400085449219,326.67999267578125,327.1199951171875,2893449,613.010009765625,615.47998046875,613.010009765625,614.4857788085938,1077733
2026-09-03 14:30:00-04:00,259.4599914550781,259.5,258.41009521484375,258.6549987792969,1991322,82.49500274658203,82.79000091552734,82.25499725341797,82.73999786376953,1898816,340.1600036621094,340.19000244140625,338.95001220703125,339.8299865722656,945353,327.1449890136719,327.8399963378906,326.510009765625,327.7950134277344,3166307,614.5499877929688,616.0,612.3201293945312,612.780029296875,1756842
2026-09-03 15:30:00-04:00,258.6549987792969,259.1600036621094,258.44000244140625,258.8999938964844,2672522,82.73500061035156,82.83000183105469,82.45999908447266,82.69000244140625,3478757,339.80999755859375,340.20001220703125,338.69000244140625,339.1099853515625,1433148,327.7900085449219,328.8399963378906,327.4100036621094,328.2099914550781,3531235,612.7000122070312,613.8099975585938,609.5999755859375,610.6799926757812,1406401
2026-09-04 09:30:00-04:00,259.2149963378906,261.1199951171875,256.80999755859375,257.30999755859375,6649791,82.16999816894531,82.69000244140625,80.70999908447266,80.71499633789062,5574722,339.2049865722656,340.17999267578125,334.6099853515625,334.668701171875,3028585,328.30499267578125,328.92999267578125,320.44000244140625,320.7099914550781,9203066,612.4949951171875,616.3300170898438,605.27001953125,609.2999877929688,3712138
