Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-23 15:30:00+00:00,237.97999572753906,240.4499969482422,237.39010620117188,239.15499877929688,3985536,247.02000427246094,249.41000366210938,246.97000122070312,248.35000610351562,3278816,658.0900268554688,663.2000122070312,656.4199829101562,661.7999877929688,1842056,332.4849853515625,332.7900085449219,330.4700012207031,330.6400146484375,1827144,85.31500244140625,85.7300033569336,85.0199966430664,85.65599822998047,5908430
2026-01-23 16:30:00+00:00,239.10499572753906,240.3300018310547,238.88999938964844,239.86500549316406,2359271,248.3699951171875,248.8000030517578,247.8800048828125,248.73989868164062,2265060,661.719970703125,663.6500244140625,660.3599853515625,662.364990234375,1091215,330.6199951171875,330.94000244140625,327.9700012207031,329.1000061035156,2396915,85.6500015258789,86.27999877929688,85.6404037475586,85.8385009765625,5188972
2026-01-23 17:30:00+00:00,239.87989807128906,239.99000549316406,238.82249450683594,239.40609741210938,1892962,248.72000122070312,248.80990600585938,247.61000061035156,247.92999267578125,1917334,662.280029296875,665.6500244140625,659.9099731445312,665.510009765625,1773603,329.1000061035156,329.25,328.010009765625,329.1400146484375,1437505,85.83499908447266,86.30000305175781,85.77999877929688,86.0,4183978
2026-01-23 18:30:00+00:00,239.42999267578125,239.9149932861328,238.91000366210938,239.4499969482422,1431257,247.9600067138672,248.0299072265625,246.97000122070312,247.47500610351562,2288849,665.5900268554688,666.4899291992188,663.4299926757812,664.280029296875,1043057,329.1300048828125,330.17999267578125,328.8999938964844,329.8699951171875,1448079,86.01000213623047,86.02999877929688,85.41500091552734,85.59500122070312,2987708
2026-01-23 19:30:00+00:00,239.4499969482422,239.99000549316406,239.00999450683594,239.27000427246094,1759010,247.47000122070312,248.47000122070312,247.40499877929688,248.19000244140625,1941323,664.280029296875,664.75,661.4400024414062,662.0999755859375,902105,329.8399963378906,330.010009765625,328.54998779296875,328.6400146484375,1136854,85.59700012207031,85.81999969482422,85.43000030517578,85.66919708251953,3122622
2026-01-23 20:30:00+00:00,239.27999877929688,239.44500732421875,238.57000732421875,239.19000244140625,2372509,248.19000244140625,248.85000610351562,247.7449951171875,247.97000122070312,2635711,662.0469970703125,662.1799926757812,657.5,658.75,1478185,328.6400146484375,328.9100036621094,328.0,328.42999267578125,1309851,85.66500091552734,86.19000244140625,85.54000091552734,86.08000183105469,4664319
2026-01-26 14:30:00+00:00,239.97999572753906,240.89999389648438,237.5399932861328,238.96499633789062,5445505,251.47999572753906,254.88999938964844,249.8000030517578,254.0399932861328,9810606,665.2249755859375,670.9099731445312,661.2855224609375,670.77001953125,3254347,328.20001220703125,333.44000244140625,327.5249938964844,333.1000061035156,3113292,86.91000366210938,86.94000244140625,85.3499984741211,85.9198989868164,8231114
2026-01-26 15:30:00+00:00,238.94000244140625,240.0,238.9199981689453,239.84249877929688,2694004,254.0399932861328,255.5,253.9199981689453,255.0998992919922,4941159,670.760009765625,674.97998046875,668.1099853515625,672.1699829101562,1675462,333.1300048828125,335.0198974609375,332.54998779296875,334.760009765625,1604144,85.91500091552734,86.16000366210938,85.62999725341797,85.93499755859375,3522113
2026-01-26 16:30:00+00:00,239.85499572753906,240.1300048828125,239.35009765625,239.6300048828125,1924507,255.0850067138672,255.4199981689453,254.25999450683594,254.5,3015226,672.2650146484375,674.8300170898438,671.280029296875,674.1500244140625,1050040,334.760009765625,336.34991455078125,334.69000244140625,336.05499267578125,1354644,85.93499755859375,86.04499816894531,85.83999633789062,85.9446029663086,1961786
2026-01-26 17:30:00+00:00,239.60000610351562,239.6300048828125,238.86000061035156,239.0800018310547,1588783,254.47000122070312,254.75,254.0800018310547,254.64999389648438,1861533,674.0999755859375,674.719970703125,672.5499877929688,672.8150024414062,906977,336.05499267578125,336.07000732421875,334.79998779296875,335.2149963378906,987538,85.9446029663086,86.13980102539062,85.69999694824219,85.94499969482422,2273584
2026-01-26 18:30:00+00:00,239.0800018310547,239.55799865722656,238.86000061035156,239.44000244140625,1514415,254.63999938964844,255.97000122070312,254.32000732421875,255.94000244140625,3013817,672.7849731445312,675.280029296875,671.8800048828125,674.8729858398438,914413,335.260009765625,335.690185546875,334.7699890136719,335.1700134277344,854351,85.94499969482422,86.00499725341797,85.73999786376953,85.7750015258789,2280973
2026-01-26 19:30:00+00:00,239.44000244140625,239.89999389648438,238.9199981689453,239.24000549316406,1755608,255.92999267578125,256.55999755859375,255.47000122070312,255.72500610351562,3495145,674.8743286132812,675.280029296875,672.0139770507812,673.989990234375,1007334,335.1300048828125,335.1600036621094,333.9700012207031,334.385009765625,1041818,85.77010345458984,86.05000305175781,85.76010131835938,86.02999877929688,2060789
2026-01-26 20:30:00+00:00,239.1999969482422,239.5800018310547,238.18499755859375,238.4199981689453,2595906,255.72999572753906,255.99000549316406,254.89999389648438,255.4199981689453,14219113,674.0,674.239990234375,671.9000244140625,672.3200073242188,1055397,334.3299865722656,334.6099853515625,333.3399963378906,333.6000061035156,1253191,86.02999877929688,86.05999755859375,85.6500015258789,85.70500183105469,3188113
2026-01-27 14:30:00+00:00,239.6750030517578,242.2899932861328,238.0800018310547,242.0399932861328,6404779,259.1400146484375,261.95001220703125,258.6600036621094,259.8450012207031,10912773,674.6500244140625,676.8150024414062,664.6599731445312,671.094970703125,2612110,335.5849914550781,338.20001220703125,333.75,336.7650146484375,3142244,85.2750015258789,85.5,83.88999938964844,84.41449737548828,7966233
2026-01-27 15:30:00+00:00,242.02999877929688,242.92990112304688,240.82000732421875,241.77000427246094,3514760,259.8599853515625,261.3900146484375,259.760009765625,260.7200012207031,3262895,671.0499877929688,672.8499755859375,669.5889892578125,669.9600219726562,1032314,336.739990234375,337.8070068359375,336.17999267578125,336.20001220703125,1001457,84.41500091552734,84.86000061035156,84.30349731445312,84.54499816894531,3077466
2026-01-27 16:30:00+00:00,241.75999450683594,242.89999389648438,241.75,242.35000610351562,2570146,260.7200012207031,261.3599853515625,260.4700012207031,261.30999755859375,2175987,669.9450073242188,670.510009765625,667.030029296875,668.0700073242188,736490,336.20001220703125,336.2449951171875,335.3800048828125,335.82000732421875,850989,84.54499816894531,84.67500305175781,84.18000030517578,84.20500183105469,2323885
2026-01-27 17:30:00+00:00,242.33999633789062,243.1591033935547,241.7100067138672,243.0800018310547,1944527,261.30010986328125,261.3500061035156,260.2301025390625,260.2550048828125,1989091,668.0549926757812,668.5800170898438,665.8900146484375,668.0999755859375,879656,335.79998779296875,335.8500061035156,334.79998779296875,335.40069580078125,902544,84.20079803466797,84.36000061035156,84.04000091552734,84.34989929199219,2294354
2026-01-27 18:30:00+00:00,243.08999633789062,243.9600067138672,242.98260498046875,243.8249969482422,3206230,260.2699890136719,260.3599853515625,259.5199890136719,259.875,2504629,668.1699829101562,671.52001953125,667.760009765625,671.47998046875,645330,335.3900146484375,336.14739990234375,335.1600036621094,335.8699951171875,1017284,84.34500122070312,85.14540100097656,84.33999633789062,85.13500213623047,2502581
2026-01-27 19:30:00+00:00,243.83999633789062,244.8800048828125,243.67999267578125,244.02999877929688,3225698,259.875,260.0400085449219,259.1499938964844,259.3800048828125,2602286,671.489990234375,675.719970703125,670.3400268554688,675.5900268554688,1034485,335.8800048828125,336.07000732421875,335.5249938964844,335.7950134277344,872770,85.13500213623047,85.36499786376953,85.00499725341797,85.28500366210938,2693849
2026-01-27 20:30:00+00:00,244.0399932861328,244.85000610351562,243.82000732421875,244.6699981689453,12753981,259.385009765625,259.67498779296875,258.2099914550781,258.2799987792969,2715151,675.4500122070312,676.52001953125,672.5399780273438,672.969970703125,1023026,335.7900085449219,335.79998779296875,334.6000061035156,334.9800109863281,1307814,85.28500366210938,85.5999984741211,85.22000122070312,85.5999984741211,3250848
2026-01-28 14:30:00+00:00,246.3000030517578,247.77499389648438,244.72999572753906,244.89999389648438,6809298,257.55999755859375,258.8550109863281,255.21499633789062,256.0899963378906,6604210,674.614990234375,677.677490234375,670.7100219726562,675.41748046875,2472680,336.114990234375,337.5799865722656,334.5,336.25,2534441,85.625,86.47000122070312,84.8499984741211,85.75,6129412
2026-01-28 15:30:00+00:00,244.89999389648438,245.08990478515625,242.5800018310547,243.0800018310547,3867330,256.05999755859375,256.7099914550781,255.25999450683594,255.49000549316406,2745774,675.4400024414062,675.8499755859375,669.0999755859375,669.9249877929688,1163462,336.2200012207031,336.3185119628906,333.3800048828125,334.42999267578125,1270064,85.75,86.0,84.91000366210938,84.9749984741211,2888099
2026-01-28 16:30:00+00:00,243.05999755859375,243.05999755859375,241.52999877929688,242.4425048828125,3070921,255.47000122070312,255.47999572753906,254.66000366210938,254.82000732421875,2230506,669.989990234375,671.5,667.9901123046875,669.2000122070312,972105,334.3699951171875,334.44000244140625,332.2200012207031,332.5,1016850,84.97000122070312,84.9800033569336,84.4000015258789,84.41000366210938,3374397
2026-01-28 17:30:00+00:00,242.42999267578125,243.39999389648438,242.1699981689453,242.94000244140625,2111097,254.8000030517578,255.38999938964844,254.50999450683594,255.2550048828125,1683148,669.1099853515625,671.6699829101562,668.8200073242188,671.4099731445312,622448,332.5,334.57000732421875,332.1300048828125,334.44500732421875,1051128,84.4000015258789,84.83999633789062,84.29499816894531,84.70549774169922,2430800
2026-01-28 18:30:00+00:00,242.94000244140625,243.2904052734375,242.2100067138672,242.27000427246094,2128176,255.25999450683594,255.8800048828125,254.77999877929688,255.11000061035156,1899457,671.4600219726562,672.5800170898438,669.3400268554688,671.3900146484375,691533,334.4800109863281,335.17999267578125,333.739990234375,334.9599914550781,869532,84.70500183105469,85.2698974609375,84.68000030517578,85.00499725341797,2103159
2026-01-28 19:30:00+00:00,242.24000549316406,243.64999389648438,242.0500030517578,243.08990478515625,2758510,255.0800018310547,256.6400146484375,255.0500030517578,256.4750061035156,3391568,671.27001953125,673.0999755859375,670.0,671.10498046875,1147449,334.8900146484375,337.1600036621094,334.2200012207031,337.1499938964844,1778341,85.00499725341797,85.38999938964844,84.9800033569336,85.06500244140625,2194077
2026-01-28 20:30:00+00:00,243.10000610351562,243.75999450683594,242.88999938964844,243.02000427246094,11365088,256.4599914550781,256.8999938964844,255.92999267578125,256.44000244140625,3092338,671.1900024414062,672.8599853515625,666.1199951171875,668.8599853515625,1778456,337.0799865722656,337.6300048828125,335.9599914550781,336.2799987792969,5009536,85.06500244140625,85.08000183105469,84.5999984741211,84.62999725341797,3115228
