Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05 09:30:00-04:00,254.0,256.3800048828125,252.01010131835938,253.83999633789062,10002710,623.4600219726562,629.0399780273438,614.6900024414062,618.5650024414062,3486132,82.38400268554688,82.75,81.54010009765625,81.87999725341797,8574611,312.989990234375,315.1700134277344,312.3999938964844,313.42498779296875,10660699,363.55999755859375,369.20001220703125,361.8299865722656,367.6499938964844,5378451
2026-06-05 10:30:00-04:00,253.8300018310547,254.08999633789062,252.42999267578125,253.61500549316406,3642042,618.5742797851562,618.9000244140625,612.72998046875,613.4650268554688,1458232,81.88999938964844,81.91000366210938,81.35009765625,81.66500091552734,3831974,313.4200134277344,314.75,312.239990234375,313.42999267578125,4746478,367.6400146484375,367.9200134277344,365.3399963378906,367.42999267578125,2128789
2026-06-05 11:30:00-04:00,253.60000610351562,253.6999969482422,252.360107421875,253.03500366210938,3030300,613.4749755859375,614.1300048828125,609.7899780273438,609.7999877929688,1992499,81.66000366210938,81.69000244140625,81.13999938964844,81.41000366210938,3293861,313.4200134277344,314.14990234375,311.8500061035156,312.0,4534835,367.2799987792969,368.4599914550781,366.1700134277344,367.32000732421875,1887485
2026-06-05 12:30:00-04:00,253.02000427246094,253.77000427246094,252.5,253.41000366210938,4079049,609.8099975585938,610.469970703125,607.3300170898438,608.72998046875,1772051,81.40499877929688,81.69000244140625,81.30000305175781,81.33000183105469,3668821,312.0050048828125,312.1499938964844,309.5799865722656,311.510009765625,7722107,367.32000732421875,367.96990966796875,365.42999267578125,367.1499938964844,1788379
2026-06-05 13:30:00-04:00,253.3699951171875,253.83999633789062,247.80999755859375,248.8300018310547,9011662,608.7000122070312,611.5999755859375,582.9099731445312,586.6099853515625,6135213,81.30069732666016,81.67500305175781,81.0,81.57499694824219,4760335,311.4949951171875,312.79998779296875,311.3800048828125,311.5260009765625,4435527,367.1499938964844,367.20001220703125,363.7300109863281,364.8399963378906,1953426
2026-06-05 14:30:00-04:00,248.80499267578125,249.0500030517578,246.6300048828125,247.22000122070312,7060546,586.8400268554688,596.7000122070312,584.2000122070312,592.3150024414062,6343862,81.56999969482422,82.0510025024414,81.52999877929688,81.97989654541016,5446455,311.5400085449219,312.0199890136719,307.1499938964844,308.9100036621094,11256615,364.79998779296875,365.9800109863281,361.66009521484375,362.7799987792969,2555037
2026-06-05 15:30:00-04:00,247.2100067138672,248.1300048828125,245.77999877929688,245.97000122070312,7179505,592.3150024414062,595.0,589.2000122070312,592.6400146484375,3132770,81.9800033569336,82.31500244140625,81.83000183105469,82.20500183105469,5585144,308.8800048828125,308.9800109863281,307.3599853515625,307.3900146484375,7276594,362.82000732421875,366.3999938964844,361.6300048828125,366.0,2773830
2026-06-08 09:30:00-04:00,246.61000061035156,249.4199981689453,246.12010192871094,246.8101043701172,7851941,590.22998046875,591.9199829101562,579.219970703125,588.2349853515625,4385600,81.54199981689453,83.07980346679688,81.33999633789062,82.7249984741211,7071928,308.739013671875,315.1700134277344,308.5220031738281,311.9750061035156,10861725,362.4849853515625,363.3800048828125,357.8900146484375,359.239990234375,5705168
