Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-16 14:30:00+00:00,245.53199768066406,248.2198944091797,245.1999969482422,247.6300048828125,5664985,670.0999755859375,675.2899780273438,670.0,673.25,1150304,262.0899963378906,262.7300109863281,261.2699890136719,262.25,4797954,334.0799865722656,335.4100036621094,333.8599853515625,333.9599914550781,1385886,107.58499908447266,108.52729797363281,107.57499694824219,108.13680267333984,4671468
2026-04-16 15:30:00+00:00,247.6199951171875,249.0399932861328,247.51499938964844,248.44500732421875,3599206,673.239990234375,677.4099731445312,672.8800048828125,675.9400024414062,855944,262.25,264.3898010253906,262.19000244140625,264.0801086425781,4125437,333.8699951171875,335.80999755859375,333.8699951171875,335.239990234375,1614040,108.12999725341797,108.94000244140625,108.08999633789062,108.30000305175781,4305824
2026-04-16 16:30:00+00:00,248.4600067138672,249.25990295410156,247.72000122070312,249.1300048828125,2924221,675.9299926757812,676.030029296875,673.010009765625,674.489990234375,609217,264.0899963378906,264.1686096191406,263.0899963378906,263.5199890136719,2692302,335.239990234375,335.364990234375,333.1099853515625,333.3599853515625,994147,108.30500030517578,108.36000061035156,107.9000015258789,108.04499816894531,3191455
2026-04-16 17:30:00+00:00,249.1300048828125,249.6199951171875,248.32000732421875,248.57000732421875,3201739,674.489990234375,677.0549926757812,671.8701171875,672.6199951171875,731392,263.5299987792969,264.1700134277344,263.2900085449219,263.5799865722656,2435729,333.3550109863281,333.8599853515625,331.65008544921875,332.1531982421875,1235295,108.04499816894531,108.35990142822266,107.80999755859375,107.97969818115234,3666409
2026-04-16 18:30:00+00:00,248.58999633789062,249.44000244140625,248.23609924316406,248.66000366210938,3513350,672.6599731445312,674.9398803710938,672.5800170898438,673.5,702808,263.5899963378906,264.54998779296875,263.4800109863281,263.63409423828125,3260194,332.2001037597656,332.7699890136719,331.8800048828125,332.20001220703125,1409520,107.9749984741211,108.37000274658203,107.92500305175781,108.05249786376953,5209167
2026-04-16 19:30:00+00:00,248.6750030517578,249.72000122070312,248.64500427246094,249.7100067138672,4341811,673.4650268554688,677.5050048828125,673.25,676.8099975585938,1330256,263.6300048828125,264.25,263.260009765625,263.3599853515625,3667931,332.2699890136719,333.3399963378906,332.239990234375,332.67999267578125,1816937,108.05500030517578,108.23999786376953,107.11000061035156,107.6500015258789,9885516
2026-04-17 13:30:00+00:00,254.9499969482422,255.7725067138672,252.1999969482422,254.42999267578125,13625830,678.5999755859375,687.7899780273438,675.1300048828125,682.405029296875,3907234,267.0979919433594,269.7900085449219,266.7200012207031,268.5849914550781,16349267,334.7449951171875,335.4849853515625,333.2900085449219,334.4200134277344,4770321,96.37000274658203,98.37999725341797,95.0999984741211,96.91670227050781,52227189
2026-04-17 14:30:00+00:00,254.41000366210938,256.17999267578125,253.64999389648438,254.0800018310547,7162406,682.489990234375,687.77001953125,681.9000244140625,683.7000122070312,1995541,268.635009765625,272.1000061035156,268.44000244140625,271.94000244140625,7480237,334.510009765625,335.5350036621094,333.8891906738281,335.5299987792969,1681859,96.91500091552734,98.73999786376953,96.91000366210938,97.40499877929688,17051405
2026-04-17 15:30:00+00:00,254.0749969482422,254.4499969482422,253.1750030517578,253.2100067138672,3310173,683.6749877929688,685.5900268554688,682.7800903320312,684.4498901367188,1490292,271.95001220703125,272.29998779296875,270.7699890136719,271.54998779296875,4036285,335.54998779296875,336.57501220703125,335.1700134277344,336.3399963378906,1457837,97.4000015258789,98.42500305175781,97.11000061035156,98.13999938964844,9488737
2026-04-17 16:30:00+00:00,253.22999572753906,254.10000610351562,253.14999389648438,253.68710327148438,5527998,684.4400024414062,686.5499877929688,682.2100219726562,683.27001953125,918424,271.55999755859375,271.7398986816406,270.17999267578125,270.5799865722656,6141486,336.3699951171875,337.7300109863281,336.3699951171875,337.260009765625,1690841,98.13999938964844,98.16000366210938,96.7300033569336,96.82499694824219,10252126
2026-04-17 17:30:00+00:00,253.6699981689453,254.2899932861328,251.66009521484375,251.99949645996094,3821066,683.1500244140625,686.0800170898438,682.0388793945312,683.3900146484375,976984,270.5799865722656,270.7300109863281,269.9200134277344,270.19000244140625,2909144,337.260009765625,339.5199890136719,336.75,339.2099914550781,1975388,96.82499694824219,97.12999725341797,96.52999877929688,97.08499908447266,7534293
2026-04-17 18:30:00+00:00,252.0,252.0850067138672,250.4199981689453,250.6300048828125,4509245,683.5,684.989990234375,683.3900146484375,684.3709716796875,904248,270.19000244140625,270.79998779296875,269.5299987792969,269.69500732421875,4089699,339.2200012207031,339.9700012207031,338.7149963378906,338.92999267578125,1522550,97.08499908447266,97.38999938964844,96.5,97.26010131835938,9556126
2026-04-17 19:30:00+00:00,250.63999938964844,251.25,250.11000061035156,250.47000122070312,4782660,684.4099731445312,691.5,684.4099731445312,688.72998046875,2473917,269.7099914550781,270.5299987792969,269.66009521484375,270.18499755859375,4777998,338.94000244140625,339.9849853515625,338.739990234375,339.2799987792969,2161527,97.2699966430664,97.6500015258789,97.05999755859375,97.27999877929688,11315807
2026-04-20 13:30:00+00:00,249.3800048828125,250.13999938964844,246.75,247.1699981689453,9547325,681.4500122070312,683.3300170898438,672.0499877929688,676.0823974609375,3334997,270.3299865722656,274.2749938964844,270.3299865722656,273.3800048828125,9800654,338.94000244140625,339.1600036621094,335.4599914550781,337.6600036621094,3422391,97.1449966430664,97.5999984741211,95.5,95.52200317382812,13544324
2026-04-20 14:30:00+00:00,247.16000366210938,247.32000732421875,245.36500549316406,247.02000427246094,5448975,676.0150146484375,676.7000122070312,668.0,673.5700073242188,2160361,273.389892578125,273.8500061035156,271.7200012207031,272.8800048828125,4154551,337.6460876464844,337.739990234375,334.6300048828125,336.8800048828125,1699272,95.5250015258789,95.71759796142578,93.6500015258789,93.875,12614245
2026-04-20 15:30:00+00:00,247.00999450683594,247.0500030517578,246.14010620117188,246.77000427246094,3205410,673.3400268554688,674.719970703125,671.7999877929688,672.8250122070312,1400963,272.8299865722656,272.9100036621094,272.0799865722656,272.57000732421875,2499488,336.739990234375,337.1199951171875,335.8800048828125,336.5799865722656,777072,93.87000274658203,94.29000091552734,93.66999816894531,93.86000061035156,8632256
2026-04-20 16:30:00+00:00,246.77000427246094,247.72000122070312,246.75999450683594,247.61000061035156,2487380,672.9099731445312,673.5999145507812,671.22998046875,672.6500244140625,660669,272.5899963378906,273.135009765625,271.8399963378906,272.19000244140625,2403500,336.5799865722656,337.2300109863281,336.1600036621094,336.2099914550781,1284875,93.86000061035156,94.75,93.54000091552734,94.67990112304688,6979195
2026-04-20 17:30:00+00:00,247.6002960205078,248.10000610351562,247.17999267578125,247.80499267578125,2681049,672.7150268554688,673.1400146484375,670.9149780273438,672.64501953125,766075,272.1700134277344,273.6400146484375,271.9800109863281,273.45001220703125,2711593,336.239990234375,336.80999755859375,336.0199890136719,336.2900085449219,643222,94.67500305175781,94.68000030517578,94.19999694824219,94.26000213623047,4202375
2026-04-20 18:30:00+00:00,247.80499267578125,248.5,247.6649932861328,248.13999938964844,3096367,672.739990234375,672.9600219726562,669.7999877929688,670.70751953125,842036,273.4599914550781,273.4599914550781,272.6700134277344,272.69000244140625,2176297,336.30999755859375,336.7200012207031,336.1001892089844,336.30999755859375,618996,94.26499938964844,94.87000274658203,94.19999694824219,94.80899810791016,4962797
2026-04-20 19:30:00+00:00,248.16000366210938,248.64999389648438,247.39999389648438,248.2899932861328,4859780,670.75,672.1300048828125,669.4600219726562,670.9500122070312,1258552,272.6499938964844,273.1600036621094,272.2699890136719,272.92999267578125,3689439,336.30499267578125,336.4119873046875,334.87359619140625,335.4100036621094,1122731,94.80000305175781,95.0999984741211,94.66999816894531,94.80999755859375,6184971
2026-04-21 13:30:00+00:00,254.72000122070312,255.0,251.55999755859375,252.69000244140625,12693800,670.8900146484375,676.2000122070312,667.75,674.6754760742188,1753065,271.44500732421875,272.79998779296875,269.3699951171875,269.5801086425781,8494357,335.5799865722656,337.1700134277344,333.760009765625,336.53509521484375,2169053,93.82499694824219,94.6500015258789,93.45999908447266,93.56500244140625,13867530
2026-04-21 14:30:00+00:00,252.68499755859375,253.1300048828125,252.44009399414062,252.52000427246094,1374634,674.635009765625,675.4600219726562,672.8400268554688,672.9099731445312,234740,269.56500244140625,269.8500061035156,269.1000061035156,269.375,1242065,336.5350036621094,336.5799865722656,334.8901062011719,334.989990234375,323727,93.55999755859375,93.81999969482422,93.40499877929688,93.40499877929688,2434671
